Geneid	Chr	Start	End	Strand	Length	factor	direction	Gd7	Time	Toll10b	Toll9
Region76	chr2L	248757	249585	.	829	Toll9	Down	-0.0806629225543781	0.142978703208206	0.471386372717219	-0.53892008930972
Region77	chr2L	249822	251232	.	1411	Toll10b	Down	0.206744311977005	-0.128397505112625	-0.240442212566414	0.0601954610886044
Region78	chr2L	252153	252470	.	318	Gd7	Up	0.400282082075569	0.236664655861835	-0.103135356164985	-0.378158013829235
Region79	chr2L	273416	273935	.	520	Toll10b	Down	0.112126702379553	-0.186894727350697	-0.265077652433326	0.216493568009764
Region80	chr2L	277007	278241	.	1235	Time	Down	-0.183660507618138	-0.282822029478956	0.111531006429803	0.0858558586001331
Region81	chr2L	278601	279126	.	526	Time	Down	-0.108164514623971	-3.37373751977575	-0.400360281782759	0.6867685061042
Region82	chr2L	282210	283269	.	1060	Time	Down	1.40439941468658	-2.01441074773335	-0.930791181463515	-0.550110761584305
Region83	chr2L	283860	284182	.	323	Time	Down	1.18190632583459	-1.92121121035867	-1.27692584361902	0.210855955841209
Region84	chr2L	285460	285868	.	409	Time	Up	0.559781904504951	1.37320535103102	-0.485421578797373	-0.0630786806080696
Region85	chr2L	294945	295369	.	425	Toll9	Down	-0.0341456025713096	-0.152357155299372	0.203298774234727	-0.233257683207536
Region86	chr2L	297698	298334	.	637	Time	Up	-0.11697779927725	0.812197863333754	0.0631551229066952	0.065443031420636
Region87	chr2L	305669	306053	.	385	Toll10b	Down	0.424447378770764	0.279302664604758	-0.589402452794603	0.25432285832998
Region88	chr2L	347953	348270	.	318	Time	Down	0.310232984666579	-0.477475929279908	-0.0891328174995965	-0.280528058632913
Region89	chr2L	354077	354643	.	567	Gd7	Up	2.6416549817277	-1.60922817567726	-2.10075155301572	-0.557032967784614
Region90	chr2L	354907	355265	.	359	Gd7	Up	0.889862765553495	-0.493445704838957	-0.578127026374347	-0.364461661587897
Region91	chr2L	356175	356749	.	575	Time	Down	1.1928401731979	-2.21341600202207	-1.24091035574604	0.147515403553478
Region92	chr2L	357823	358103	.	281	Time	Down	0.134014343357971	-0.242739427483844	0.0433210326940861	-0.232882354304124
Region93	chr2L	377626	378142	.	517	Toll10b	Down	0.999198503940973	0.756451508137392	-1.67558861988848	0.991949563419318
Region94	chr2L	403750	404237	.	488	Time	Up	-0.0489958567282949	0.186329201998986	0.0260814451090221	0.0279169959815273
Region95	chr2L	414404	415407	.	1004	Time	Up	-0.136399084514497	0.44533002522051	0.0183622436146715	0.151769347727009
Region96	chr2L	419855	420262	.	408	Time	Up	-0.0887461990272718	0.46618998506716	0.00250172749626702	0.111640722674691
Region97	chr2L	421221	421676	.	456	Time	Up	0.0168542720645941	0.32162894811059	0.0246161950249422	-0.0554548055223204
Region98	chr2L	430887	431959	.	1073	Toll10b	Down	0.205554763104547	0.184880468204335	-0.330848201301536	0.185152178161131
Region99	chr2L	441747	442435	.	689	Toll10b	Down	1.82945605221079	-0.0202369930634824	-2.48209734544671	1.01653080234602
Region100	chr2L	452821	453223	.	403	Time	Up	-0.20535678104184	0.454250566267631	0.263924258896011	-0.0940500180056064
Region101	chr2L	455344	455670	.	327	Gd7	Up	0.459108920167602	-0.301252809578716	-0.100021805883845	-0.458674988478384
Region102	chr2L	478925	479403	.	479	Time	Up	0.267222339367512	0.820295915979914	0.229616037852206	-0.659895137083018
Region103	chr2L	480736	481586	.	851	Time	Up	0.296179952306429	2.03881198943295	-0.0947397912596009	-0.254654708615707
Region104	chr2L	486906	487196	.	291	Gd7	Up	0.761353771850752	-0.0579093972677425	-0.168382722633697	-0.757202775296607
Region105	chr2L	490053	491176	.	1124	Toll9	Down	0.966573313998884	0.113050123970109	-0.0802346825874801	-1.14359378947107
Region106	chr2L	491937	492295	.	359	Time	Down	0.938218239303797	-0.98544001757025	-0.206991597085528	-0.933794892719499
Region107	chr2L	501595	502174	.	580	Gd7	Up	2.9671052686124	1.00537963935248	-1.80196002719013	-1.386850742933
Region108	chr2L	510494	510984	.	491	Time	Up	0.722988112527919	1.26609578384574	0.0189754410411515	-0.963228568524693
Region109	chr2L	514214	514792	.	579	Gd7	Up	1.81632264461104	-0.656257090658012	-0.984453346263395	-1.01089761875936
Region110	chr2L	515269	515648	.	380	Toll9	Down	2.56501360946305	0.328528880950143	-0.356849272601561	-2.83829659478716
Region111	chr2L	516317	517177	.	861	Toll9	Down	1.28987548910247	0.67665583677948	0.364837822224402	-2.17031689178348
Region112	chr2L	517544	519906	.	2363	Gd7	Up	3.17371903855741	-0.751467489341771	-1.45904806254497	-2.12283121329532
Region113	chr2L	521008	523965	.	2958	Toll9	Down	0.914295772150836	0.322267285805293	-0.141622762988155	-0.992016314338428
Region114	chr2L	524428	525088	.	661	Gd7	Up	1.79158336122857	-0.232704108958971	-0.873359440178484	-1.13048002422741
Region115	chr2L	538660	539313	.	654	Gd7	Up	2.41597766807732	-0.86244025147224	-0.876301584298413	-1.93596569055082
Region116	chr2L	540651	541275	.	625	Time	Up	-0.363824096951898	0.881309091187674	0.623824631930201	-0.3799087091581
Region117	chr2L	542147	542633	.	487	Toll9	Down	0.196708707495326	0.184893882743874	0.0190730364777213	-0.281061779959339
Region118	chr2L	544313	544788	.	476	Toll9	Down	0.183739423624629	0.0451192146053478	0.136302774057345	-0.424279626755425
Region119	chr2L	560126	560513	.	388	Toll9	Down	0.653188429939685	0.521323087978284	-0.0703290434711838	-0.750825260205191
Region120	chr2L	564008	564504	.	497	Toll9	Down	0.00458580113034867	-0.011532756340106	0.169902355844974	-0.237881454738206
Region121	chr2L	567809	568169	.	361	Toll9	Down	-0.0745300672838293	0.118891005668643	0.366351087123024	-0.403485910347623
Region122	chr2L	573971	574721	.	751	Time	Up	-0.0561522811080583	0.395187833285587	-0.0479498288272704	0.138256167850308
Region123	chr2L	594563	595282	.	720	Toll9	Down	-0.237591456251414	0.17832104194918	0.916834101930422	-0.943555675319339
Region124	chr2L	597717	598193	.	477	Toll9	Up	0.151862716491757	-0.314396908979977	-0.688195987130919	0.742582350416164
Region125	chr2L	599461	599883	.	423	Toll10b	Down	1.00835943637746	1.22631905003558	-1.90552441390512	1.29396144217947
Region126	chr2L	600510	601005	.	496	Time	Down	0.78073715885259	-2.5929994910063	-0.135377527689719	-0.827388420700007
Region127	chr2L	601494	602023	.	530	Time	Down	0.15054029747839	-2.05650373596705	-0.360612511686262	0.297107901469988
Region128	chr2L	701631	702371	.	741	Time	Up	0.708487400010885	1.27841874885284	-1.15159270489374	0.653530425008156
Region129	chr2L	708328	708623	.	296	Toll10b	Down	1.18783767973384	0.849697500684143	-2.29946041554263	1.59904283944028
Region130	chr2L	712746	713077	.	332	Toll9	Up	0.315465556767519	0.96063134059814	-1.99865877360252	2.31940945779216
Region131	chr2L	713296	713808	.	513	Toll10b	Down	1.10097693415596	1.61895484298959	-2.39195977514213	1.83792649756257
Region132	chr2L	714812	715627	.	816	Toll10b	Down	1.18130820238532	1.39207268366757	-2.01311535357524	1.21661428266658
Region133	chr2L	740080	740419	.	340	Toll9	Down	1.37270418890969	0.240489669574841	-0.0858367126469908	-1.66247867291844
Region134	chr2L	819784	820238	.	455	Time	Up	-0.151944560066675	0.287228387000639	-0.0540148578570691	0.2707264513977
Region135	chr2L	821252	821826	.	575	Gd7	Down	-0.126248995526679	-0.0457868021151	0.120427538955081	-0.00072063518713521
Region136	chr2L	825598	826857	.	1260	Toll10b	Up	-0.153115441492797	0.310156915814346	0.426688090879634	-0.383970054236988
Region137	chr2L	849755	851292	.	1538	Toll10b	Down	0.579091333904446	-0.238968482081925	-0.881177234796904	0.452139158759044
Region138	chr2L	852446	853070	.	625	Gd7	Down	-0.470470381533386	0.138759206248211	0.173269896561283	0.373412643157631
Region139	chr2L	855263	855622	.	360	Gd7	Up	1.35106713875073	0.122850864176678	-0.704773514679387	-0.789507583640464
Region140	chr2L	865705	866234	.	530	Toll10b	Down	0.26889620405365	-0.363630963054168	-0.509547607780324	0.346977684150704
Region141	chr2L	867041	868514	.	1474	Toll10b	Down	0.537355340010804	0.213411042675713	-1.03008617577966	0.709525927263349
Region142	chr2L	869648	869844	.	197	Time	Up	-0.160725238355402	0.281036570268632	0.156248681206866	-0.00492353346986346
Region143	chr2L	870516	871957	.	1442	Time	Up	-0.278732778777239	0.565287809988248	0.100366153300008	0.22435452427871
Region144	chr2L	901304	901796	.	493	Toll9	Up	-1.58799641811225	-0.0650954133790602	0.160154052284516	1.84014469401025
Region145	chr2L	996816	997070	.	255	Toll10b	Up	-0.591919977487236	1.16503825662968	1.45264598994111	-1.2156275532798
Region146	chr2L	1006494	1006868	.	375	Toll9	Up	-1.24424015293307	0.483951797829384	0.227133644756949	1.30304375937661
Region147	chr2L	1062414	1062900	.	487	Time	Up	-0.682356402499968	2.378185347537	0.116198893692852	0.726022767949795
Region148	chr2L	1063108	1063405	.	298	Gd7	Down	-1.12017095958662	1.04668183223918	0.547686201584966	0.704602151629197
Region149	chr2L	1066045	1067117	.	1073	Toll10b	Down	1.32302330761046	-0.5317201199105	-2.12349667172886	1.18356949011622
Region150	chr2L	1067653	1068987	.	1335	Gd7	Up	0.760139556302645	0.344808910838255	-0.685917824071314	-0.0491339864831275
Region151	chr2L	1076088	1078185	.	2098	Toll9	Up	-0.078393968588177	-0.113003217105746	-0.205425019391259	0.382063264983791
Region152	chr2L	1108094	1108541	.	448	Time	Up	0.288164850725023	0.439407561616553	-0.122532572259247	-0.206323127853272
Region153	chr2L	1118106	1118528	.	423	Toll9	Down	0.0451693012745106	-0.742837845919491	0.669893421273118	-0.973041317018532
Region154	chr2L	1118804	1120220	.	1417	Time	Down	0.749701159799997	-2.35696144182862	0.12266829034113	-1.13941355598154
Region155	chr2L	1142696	1142978	.	283	Toll9	Down	0.615015363586961	0.258238557945066	0.883880238171584	-2.00394022825718
Region156	chr2L	1150417	1151092	.	676	Toll10b	Up	-0.264399373889275	0.239053867851214	0.283793302346517	-0.0446271951333986
Region157	chr2L	1157815	1158335	.	521	Gd7	Down	-0.226516998901622	0.0410534934588017	0.100304441692168	0.156743115558254
Region158	chr2L	1158640	1159023	.	384	Toll10b	Down	0.102306513394504	0.241488140531769	-0.287092531914252	0.259277875340841
Region159	chr2L	1164369	1164696	.	328	Time	Up	0.24117534268645	0.960609700692664	-0.159706256922199	-0.0946567949660547
Region160	chr2L	1169700	1170009	.	310	Time	Up	-0.229528621420089	0.575603802577653	-0.001505005440914	0.299629102608028
Region161	chr2L	1177564	1177813	.	250	Time	Up	0.0495496415768958	0.206567134575886	0.0442090637848118	-0.124589539922624
Region162	chr2L	1183785	1184300	.	516	Toll10b	Down	0.137603662927041	-0.0987153291400789	-0.165103290405574	0.0469872775596494
Region163	chr2L	1220246	1220707	.	462	Gd7	Up	1.90937943850604	-0.58696352086783	-0.923919791812942	-1.21417722339744
Region164	chr2L	1220933	1221480	.	548	Gd7	Up	2.2310150309849	-1.5657311842286	-1.97454426985629	-0.196942214319413
Region165	chr2L	1227303	1227570	.	268	Gd7	Up	1.59086354321471	-0.487737876709191	-0.6277327052977	-1.20556346464641
Region166	chr2L	1404834	1405566	.	733	Toll9	Up	-1.04605586930268	0.229515379479117	0.22133174147673	1.05402609236501
Region167	chr2L	1409138	1409525	.	388	Toll10b	Down	0.658081395779156	-0.913174757467728	-1.3465214541712	0.984979814059809
Region168	chr2L	1410110	1412449	.	2340	Toll9	Up	0.00911615068225176	-0.252376304326256	-0.56963189779651	0.765793971424097
Region169	chr2L	1418155	1418569	.	415	Toll9	Up	-0.577048752868956	0.269957991226254	-0.0139626426668232	0.767181033074563
Region170	chr2L	1419528	1420754	.	1227	Gd7	Down	-0.43346580028493	0.370505008890442	0.316152197598575	0.130387013105313
Region171	chr2L	1421442	1422475	.	1034	Toll9	Up	0.379130018469999	0.0641736436281584	-1.63948030834232	1.74655136486998
Region172	chr2L	1425865	1426627	.	763	Toll9	Up	-1.32777072454644	1.36926966215286	-0.438950616707555	2.32061897700461
Region173	chr2L	1429508	1429999	.	492	Toll9	Up	0.190609920471556	-0.184743228789757	-1.13727288728441	1.30538949616704
Region174	chr2L	1432267	1432756	.	490	Gd7	Up	1.76947760330042	0.728665241366551	-1.52794300312512	-0.20823936843397
Region175	chr2L	1435721	1436111	.	391	Toll9	Up	-1.37463369763526	1.01655610220671	0.239109366777634	1.4557454994561
Region176	chr2L	1449932	1450149	.	218	Toll10b	Down	1.39534713422689	-0.913993080202027	-1.42425278443121	0.135256683329364
Region177	chr2L	1461859	1462731	.	873	Time	Up	-1.60441424217645	2.14053606959711	2.11827750928332	-0.811632741616219
Region178	chr2L	1463216	1463874	.	659	Toll10b	Down	0.794349536152542	1.29937013859512	-1.82317316664626	1.45899777268969
Region179	chr2L	1478777	1479061	.	285	Time	Down	0.605707142766582	-0.88750606161324	-0.758635299438068	0.250349078614329
Region180	chr2L	1485782	1486395	.	614	Toll9	Up	-1.47450767152358	-0.875771256137768	0.16677959109999	1.6839664941235
Region181	chr2L	1502598	1503003	.	406	Gd7	Down	-0.307860154844186	0.0572774327850015	0.167037588321242	0.171102857842636
Region182	chr2L	1508177	1508661	.	485	Time	Down	1.10764124599004	-1.81972565558623	-0.968687546659091	-0.113642894718573
Region183	chr2L	1508904	1509262	.	359	Toll10b	Down	1.87425525407022	-0.8904006099289	-1.88389712995311	0.141838730198819
Region184	chr2L	1510180	1511287	.	1108	Toll10b	Down	0.416001880189251	-0.261098799400467	-1.28848473199528	1.21959937625791
Region185	chr2L	1517079	1517344	.	266	Time	Down	0.158627099527385	-2.52046405158662	-0.894509975695543	1.01545479257066
Region186	chr2L	1517660	1518466	.	807	Time	Down	0.446913646141011	-1.96701326969488	-1.59688829474165	1.60052965602445
Region187	chr2L	1525084	1525528	.	445	Time	Down	0.624121652759743	-2.79169444016875	-0.678281367084397	0.11678310101712
Region188	chr2L	1556712	1557004	.	293	Time	Up	-0.958667781332254	2.10763174262579	-0.421487072198306	1.81825216577666
Region189	chr2L	1610928	1611546	.	619	Time	Up	0.0197794603116799	0.958430150460966	-0.157629885995464	0.18953955119304
Region190	chr2L	1613900	1614430	.	531	Time	Up	-0.0591218413270931	0.661855485010696	0.394286284673295	-0.461596793490491
Region191	chr2L	1648855	1649117	.	263	Toll9	Down	-0.0961109146976358	-0.317305120914298	0.876586952838192	-1.07203752800528
Region192	chr2L	1651096	1651393	.	298	Toll10b	Up	-0.341186279092038	-0.62265851597383	1.17286632455419	-1.1587624346838
Region193	chr2L	1663092	1663473	.	382	Toll10b	Up	-0.752320270292135	0.214330831564652	1.54540419073973	-1.13430059796791
Region194	chr2L	1669625	1670035	.	411	Time	Down	0.217989049657509	-0.959900665925972	-0.192142368381558	-0.0203176993614016
Region195	chr2L	1679113	1679464	.	352	Toll9	Down	1.2420936089445	-0.597250530603276	-0.0923963745689709	-1.48419263628119
Region196	chr2L	1679686	1680314	.	629	Gd7	Up	2.49452227638293	-1.4625271352606	-1.85091129244996	-0.707341882460146
Region197	chr2L	1710092	1710733	.	642	Time	Up	-0.233611367065066	0.492779086320816	0.129154090397677	0.126557607475506
Region198	chr2L	1715577	1716068	.	492	Time	Up	0.226881185383579	0.787588739934746	-0.266593337130857	0.0697880931830114
Region199	chr2L	1723682	1723924	.	243	Gd7	Up	2.16911359054828	1.53145241713183	-1.4340973191826	-0.854461396141336
Region200	chr2L	1724146	1724558	.	413	Gd7	Up	1.08078631125673	0.710731367305762	-0.809822410336825	-0.295695636741971
Region201	chr2L	1728742	1728975	.	234	Time	Up	0.064792424690951	0.670394344488434	0.197260699805189	-0.353284181991895
Region202	chr2L	1729768	1730062	.	295	Gd7	Up	0.556693026468546	-0.419228577184743	-0.278246482918262	-0.341891776691826
Region203	chr2L	1732241	1732525	.	285	Time	Up	-0.0635028292209167	0.848795992364565	0.187346175900302	-0.173420101853861
Region204	chr2L	1737294	1737604	.	311	Toll10b	Up	-0.357295512840867	0.911570138919691	1.07230027132497	-1.00059329795039
Region205	chr2L	1751752	1752283	.	532	Toll10b	Up	-0.207788279898406	0.487586659175939	0.504862791102134	-0.419806332007642
Region206	chr2L	1758990	1759322	.	333	Time	Down	0.862962866468172	-1.29972205143426	-0.317890028988544	-0.68484029405782
Region207	chr2L	1805750	1806138	.	389	Toll10b	Up	-0.529489976646425	-0.575288056680896	0.812983058868821	-0.423352467473633
Region208	chr2L	1884348	1885462	.	1115	Time	Up	-0.0543859022592405	0.956302200528066	-0.126307334012855	0.242933085770982
Region209	chr2L	1886347	1887109	.	763	Toll10b	Down	1.27578405640098	0.797594636389795	-2.62446057359274	1.9286862981513
Region210	chr2L	1909758	1910157	.	400	Gd7	Up	1.65469294808821	1.01976528234604	-1.38562860390137	-0.253701125955301
Region211	chr2L	1954393	1955192	.	800	Time	Up	-0.292269671638393	0.601169940175931	-0.0466866302487931	0.442648428702262
Region212	chr2L	1958057	1958770	.	714	Time	Down	1.16081120125368	-1.97723535719639	-1.51793174652898	0.567205556736954
Region213	chr2L	1960969	1961261	.	293	Toll10b	Down	1.03804749367663	-1.29958601590844	-1.57254452129972	0.800916435068533
Region214	chr2L	1970323	1970991	.	669	Time	Up	-0.478318960486613	1.46178602330136	0.191629792649644	0.358524651041583
Region215	chr2L	1972532	1973126	.	595	Gd7	Down	-0.837667961664186	0.115559027142566	0.582218368360342	0.29120805421997
Region216	chr2L	1973918	1974424	.	507	Time	Up	-0.174944635445477	0.497921249851193	0.310816291091547	-0.197491125182246
Region217	chr2L	1980476	1980976	.	501	Time	Up	0.00478658402637689	0.843113438660563	-0.105052512462754	0.137203081964827
Region218	chr2L	1982146	1982453	.	308	Time	Up	-0.141201746883239	0.943730676650757	0.256230674082149	-0.166721808417914
Region219	chr2L	2009649	2010079	.	431	Toll9	Up	0.146016665206319	0.230599874746985	-0.539283328673687	0.546878709157248
Region220	chr2L	2013757	2014279	.	523	Toll9	Up	0.0396810714046539	-0.519843873120428	-1.28415555183613	1.70157429726632
Region221	chr2L	2037453	2038556	.	1104	Time	Up	-0.159902574640871	0.371835249852107	0.129870213982814	0.0300195410508664
Region222	chr2L	2045189	2045624	.	436	Time	Up	0.138416196479698	0.325914220120207	-0.235813432165203	0.142461291671402
Region223	chr2L	2100515	2100713	.	199	Toll10b	Up	-0.714466432940356	1.11916298437844	1.61327299737024	-1.27602525464798
Region224	chr2L	2130235	2130650	.	416	Time	Up	-0.358922924317163	2.10179306226627	1.1370020953216	-1.08680881475077
Region225	chr2L	2144730	2145308	.	579	Time	Up	0.0113027091972583	0.316388507439591	-0.154901757389604	0.19680510946349
Region226	chr2L	2146851	2147766	.	916	Toll9	Up	-0.156679501141179	0.00380091598087391	-0.0407051526507314	0.258695841559398
Region227	chr2L	2151692	2152076	.	385	Time	Up	-0.385145874943609	0.574421315611466	0.238507007507711	0.173736744481831
Region228	chr2L	2161046	2162007	.	962	Time	Up	-0.00192494105950998	0.940425845667706	-0.188985513296301	0.260482449587062
Region229	chr2L	2162298	2164218	.	1921	Time	Up	-0.191580642981514	1.14345944409678	0.287552350388293	-0.144165272631278
Region230	chr2L	2164421	2165493	.	1073	Time	Up	-0.0855498647319922	0.698433089299894	-0.0926241372365496	0.23735448973526
Region231	chr2L	2172213	2172892	.	680	Toll9	Up	0.422868002880756	-0.802299531391899	-2.03426837394419	2.22877769659754
Region232	chr2L	2175334	2175820	.	487	Toll10b	Down	0.81326105574337	1.27759400820739	-1.29179421036778	0.709086697858096
Region233	chr2L	2178060	2178950	.	891	Time	Up	0.0658462973963981	0.331315504909844	0.0222563012785213	-0.115749465051874
Region234	chr2L	2181426	2182501	.	1076	Time	Up	0.377493899493757	2.20426071795631	-0.48593701998151	0.173954000210133
Region235	chr2L	2182760	2183435	.	676	Time	Up	0.207032050249281	2.82728352034278	-0.626004906355039	0.586159596376756
Region236	chr2L	2192054	2192576	.	523	Time	Up	-0.23980715679946	0.58529860045901	0.217967824235073	0.0133492940199697
Region237	chr2L	2196487	2197502	.	1016	Time	Up	-0.217111004582871	1.68956068033856	0.266264421551663	-0.0820057310573847
Region238	chr2L	2200219	2200575	.	357	Time	Up	-0.657003426764695	2.52346808598234	1.01413116747989	-0.532626598413489
Region239	chr2L	2201978	2202964	.	987	Time	Up	-0.473018499749004	1.21011292769801	0.0992798513918274	0.4777210500102
Region240	chr2L	2215893	2216376	.	484	Time	Up	0.183289335509919	0.379957219299386	-0.182475064485314	0.011472104646389
Region241	chr2L	2217098	2217611	.	514	Time	Up	-0.260423531058422	0.288855184954409	0.254567085905731	-0.00988458673509544
Region242	chr2L	2221837	2222141	.	305	Gd7	Up	0.910634940466917	-0.577638468791879	-0.690438888549605	-0.238073410661585
Region243	chr2L	2226533	2227135	.	603	Time	Up	0.111231349354579	0.589265217980506	-0.264763982444823	0.217226161675579
Region244	chr2L	2236663	2237084	.	422	Time	Up	0.062090370829082	0.813121939695597	0.0721081867843853	-0.178933583380598
Region245	chr2L	2364175	2365859	.	1685	Time	Up	-0.227866194405194	1.20232253799698	0.119147443195522	0.132769440849996
Region246	chr2L	2374508	2374814	.	307	Time	Up	-0.185503559739409	0.551781788563542	0.390558358537394	-0.29265894848827
Region247	chr2L	2375704	2376498	.	795	Time	Up	-0.185765647677021	0.602242191995793	0.0972557842564649	0.108072398778268
Region248	chr2L	2380612	2381419	.	808	Toll9	Up	-0.0364304379784239	0.32371086067489	-0.45410122200364	0.667130699728745
Region249	chr2L	2447939	2448844	.	906	Gd7	Up	2.82587127575319	0.996136387022748	-1.64714932233364	-1.41508088768522
Region250	chr2L	2449494	2450213	.	720	Gd7	Up	2.19224154658936	1.11201970499673	-2.08928971832356	0.00996670534827983
Region251	chr2L	2450770	2451549	.	780	Toll10b	Down	0.831044823357302	0.0983494402912166	-0.89561718442471	0.145203806806382
Region252	chr2L	2454249	2455929	.	1681	Toll10b	Down	0.825527792423761	-0.366041523773372	-0.978264882571045	0.265179975771971
Region253	chr2L	2456350	2458314	.	1965	Time	Down	1.78469143487297	-2.54816459373507	-1.93258878038455	0.324424280632592
Region254	chr2L	2460885	2462662	.	1778	Gd7	Up	3.28343243983718	1.13377333381254	-3.04803282226604	-0.0959242723983029
Region255	chr2L	2492458	2493468	.	1011	Time	Up	-0.245146995757279	0.468785787679786	-0.0383606166892334	0.370189819632525
Region256	chr2L	2493904	2494103	.	200	Toll9	Up	0.150359771330462	-0.62141155656342	-1.10484017088992	1.31329782333934
Region257	chr2L	2574865	2575205	.	341	Toll9	Up	-0.123226877054797	0.177808093653953	-0.442849768871643	0.764299261028088
Region258	chr2L	2575641	2576987	.	1347	Toll9	Up	-0.149728186320751	-0.75471429692572	-0.599271521813139	1.01219072312229
Region259	chr2L	2577620	2579055	.	1436	Time	Down	-0.0265814571369408	-2.7214028689767	-0.572952215482309	0.816607093258993
Region260	chr2L	2579324	2579662	.	339	Time	Down	-0.203736881221496	-1.11383315303473	0.000976738810550587	0.26280328717346
Region261	chr2L	2580230	2580606	.	377	Gd7	Down	-0.467864836001271	0.297315233921635	0.366123078072804	0.106768007844156
Region262	chr2L	2585018	2585653	.	636	Time	Up	-0.465333664976931	0.846912748581725	0.405000080797534	0.0504148913869056
Region263	chr2L	2739888	2740130	.	243	Time	Up	-0.335220821160339	0.675315884829813	0.248187273458374	0.0957962561067063
Region264	chr2L	2748378	2748912	.	535	Time	Up	-0.258801508893871	0.510058812064969	0.0635082652843227	0.248829669760074
Region265	chr2L	2749357	2751599	.	2243	Toll9	Up	0.0389034064573445	0.0597765543819769	-0.404456184199272	0.501692254699424
Region266	chr2L	2752129	2754631	.	2503	Gd7	Down	-0.667263032463071	0.437715462957895	0.564338828481549	0.0946925549086153
Region267	chr2L	2754966	2756238	.	1273	Gd7	Down	-0.569481248142361	0.399131361885485	0.521268615248933	0.0267181835271951
Region268	chr2L	2757418	2757651	.	234	Gd7	Down	-0.826940687423866	0.0719542765111621	0.432637769117659	0.48149520240472
Region269	chr2L	2757944	2758226	.	283	Toll9	Up	-0.857221121541082	0.360181593552758	0.0557681134525784	1.03522274869857
Region270	chr2L	2758461	2760175	.	1715	Gd7	Down	-0.267487224081609	-0.200601781901813	0.0642579029969303	0.259067007883798
Region271	chr2L	2766073	2766616	.	544	Time	Up	-0.312019339262073	0.438430870343757	0.254643483468317	0.0569030057155447
Region272	chr2L	2767366	2768176	.	811	Toll10b	Up	-0.404747349443766	0.106298116115705	0.462124823927067	-0.10611463063564
Region273	chr2L	2769461	2770533	.	1073	Gd7	Down	-0.185764601486587	-0.18497418694819	0.156132465829569	0.0276976379758644
Region274	chr2L	2798873	2799196	.	324	Toll10b	Up	-0.563003541013394	-1.07964375302222	1.81735296282146	-1.75098327852851
Region275	chr2L	2814805	2815303	.	499	Time	Down	1.36986029050289	-3.08333140567911	-1.01256467084857	-0.393702014475217
Region276	chr2L	2855608	2856395	.	788	Time	Up	-0.312192266165795	0.813046527475111	0.255453238947283	0.0560217896241919
