geneID	Chr	Start	End	ATACseq_Geneid	ATACseq_Start	ATACseq_End	SYMBOL	SYMBOL_unique	annotation	factor	direction	PPC_factor	PPC_direction	ATACseq_factor	ATACseq_direction	CBP_factor	CBP_direction	K27ac_Geneid	K27ac_factor	K27ac_direction	PROseq_Time	PROseq_Gd7	PROseq_Toll10b	PROseq_Toll9	PPC_Time	PPC_Gd7	PPC_Toll10b	PPC_Toll9	ATACseq_Time	ATACseq_Gd7	ATACseq_Toll10b	ATACseq_Toll9	CBP_Gd7	CBP_Toll10b	CBP_Toll9	K27ac_Gd7	K27ac_Toll10b	K27ac_Toll9	hclust	PC1	PC2	tsne1	tsne2	umap1	umap2	kmeans_UMAP	ATAC_NC_PC2	MoreOpenInNC13	NaiveState	log2FoldChange	padj
FBgn0000490	2L	2455237	2459723	Region408	2446640	2463973	dpp	dpp.2	Literature & Roshan & This	Gd7	Up	Gd7	Up	Gd7	Up	Gd7	Up	Region137	Gd7	Up	-1.45082930620762	6.48117849718107	-4.76697150423632	-2.31523241262004	-1.40045901776982	3.29861532666164	-2.28680096495044	-0.896098912895267	0.432940370576975	1.61161113434677	-1.56638548389255	0.194642087979375	3.2342091483651	-2.61893596372367	-1.11921102474258	3.68552224888402	-1.93158112504682	-1.19312961892954	3	11.2632981228809	-5.25637983859055	0.166703091340708	5.32110535497248	2.43651224178582	4.03890109042034	5	-0.216894804420209	TRUE	TRUE	-0.184121466072471	0.0418144595014988
FBgn0002609	3R	26022323	26023027	Region15819	26020512	26031607	E(spl)m3-HLH	E.spl.m3.HLH	This	Gd7	Down	Gd7	Down	Time	Up	Toll10b	Down	Region4527	Gd7	Up	2.27286959963613	-3.51349186681071	1.80137872021429	2.32269164683025	1.58708193920135	-2.3455562818185	1.3145874661624	1.14017039516705	2.17376840225258	-0.506784075007777	-0.180957857843132	0.857808967802665	0.708889842594208	-0.939575150095307	0.255460111336151	1.74179897632339	-0.828378772653151	-0.658603673526676	12	-1.230082480198	3.16546786512416	0.747239452807676	-7.88652444663894	-3.64016028744101	1.06926905667434	1	0.294713678156779	FALSE	TRUE	-0.246100842133818	0.0163423168264125
FBgn0002609	3R	26022323	26023027	Region15821	26034408	26043683	E(spl)m3-HLH	E.spl.m3.HLH.1	This	Gd7	Down	Gd7	Down	Time	Up	Toll9	Up	Region4530	Gd7	Down	2.27286959963613	-3.51349186681071	1.80137872021429	2.32269164683025	1.58708193920135	-2.3455562818185	1.3145874661624	1.14017039516705	1.85944240591558	-0.894189284602767	0.278082298957986	0.698440439873573	-0.455728353108274	-0.328918894724502	1.11385810089645	-1.71934957892197	-0.058038013556186	1.63184060782877	10	-2.54116168904061	4.70392772621118	3.39939695735926	-8.76705969952559	-3.76314028668571	0.824829170128517	2	-1.79288773246105	TRUE	TRUE	0.321191469700186	1.73287936766862e-06
FBgn0003117	3R	16035086	16040815	Region14244	16032001	16033344	pnr	pnr	Literature & Roshan & This	Gd7	Up	Gd7	Up	Gd7	Up	Gd7	Up	Region4038	Gd7	Up	1.57509670666568	10.0913561267081	-7.16049177629175	-3.96190754036439	0.33890777713157	7.14508981167635	-5.92772216178813	-0.367784639728363	0.29862501714124	3.3167827392456	-1.93393486424321	-1.35930330202143	2.92301873217718	-2.7099579919999	-0.541615691130925	5.70011468301116	-2.33408827024817	-2.57773190059212	3	17.2399504157627	-7.47524907451229	-12.1497272256355	5.75748212493643	2.39130245978822	4.1504510355994	5	1.58279631405334	FALSE	TRUE	-0.473508169693852	0.00227367942551148
FBgn0003396	2R	11198776	11217294	Region5030	11190944	11192458	shn	shn	Roshan & This	Gd7	Up	Gd7	Up	Time	Down	Gd7	Up	Region1419	Gd7	Up	-1.09589942800466	4.01938188622812	-1.85679445845018	-2.93527003452486	0.124417800156175	1.0099225351536	-0.542122411636249	-0.529509253713408	-2.16188611443588	1.87722685705758	-0.300243864043462	-1.85318404829385	5.25051990157829	-2.14226380618008	-4.70672329322524	3.61057018191783	-1.50613240746443	-1.6017667145247	3	7.10761463891136	-6.65526035483808	-18.7348688054352	-14.5833009522663	2.72977619225273	2.76371621165324	5	-1.01900814342014	TRUE	FALSE	-0.312914572160154	0.0792150434157404
FBgn0003396	2R	11198776	11217294	Region5032	11194307	11200346	shn	shn.1	Roshan & This	Gd7	Up	Gd7	Up	Time	Up	Gd7	Up	Region1421	Toll9	Down	-1.09589942800466	4.01938188622812	-1.85679445845018	-2.93527003452486	0.124417800156175	1.0099225351536	-0.542122411636249	-0.529509253713408	1.08885698418448	-0.312455781771515	0.111685552726799	0.224249097609663	1.56436741540758	-1.2780258391009	-0.525926839184323	1.81425242311185	1.12064995297817	-2.90953516982378	4	4.94286967077214	-5.03635328724638	-3.84379286170052	1.59311933053919	2.40562680911796	1.77214124376155	5	-1.43594360852112	TRUE	FALSE	-0.0362719451045083	0.868955471335012
FBgn0003396	2R	11198776	11217294	Region5044	11236503	11239865	shn	shn.2	Roshan & This	Gd7	Up	Gd7	Up	Toll10b	Down	Toll10b	Down	Region1423	Toll10b	Down	-1.09589942800466	4.01938188622812	-1.85679445845018	-2.93527003452486	0.124417800156175	1.0099225351536	-0.542122411636249	-0.529509253713408	-0.578443036536325	0.62797381412315	-1.67416228877409	1.52740901613317	1.57744382984662	-1.98588915979481	0.424774340687889	0.392320085808818	-1.0151369875385	0.780486080533809	1	6.03979378360795	-2.9344231802756	-9.64572284972287	-17.9195834743182	2.27011665936072	1.62093674653635	5	0.0250298541302283	FALSE	TRUE	-0.397076385674119	0.00300371729431737
FBgn0003396	2R	11198776	11217294	Region5044	11236503	11239865	shn	shn.3	Roshan & This	Gd7	Up	Gd7	Up	Toll10b	Down	Toll10b	Down	Region1424	Toll10b	Down	-1.09589942800466	4.01938188622812	-1.85679445845018	-2.93527003452486	0.124417800156175	1.0099225351536	-0.542122411636249	-0.529509253713408	-0.578443036536325	0.62797381412315	-1.67416228877409	1.52740901613317	1.57744382984662	-1.98588915979481	0.424774340687889	0.372027966401448	-2.0384659135335	1.94615350551419	1	6.37214295764191	-2.43959601211777	-9.60599815932004	-18.1308311542625	2.16380020672872	1.56432578778876	5	0.0250298541302283	FALSE	TRUE	-0.397076385674119	0.00300371729431737
FBgn0003448	2L	15476693	15477760	Region2361	15474677	15484082	sna	sna	Literature & Roshan & This	Gd7	Down	Toll9	Up	Gd7	Down	Gd7	Down	Region749	Toll10b	Up	0.543002145741928	-7.58961117415625	5.2182190263872	3.20761960950945	0.0900252480121832	-0.124568281402516	-0.713356361152719	1.32515933864004	0.887317074833796	-1.9528979220477	0.338179034221211	1.89263783741911	-1.85719642830891	1.01826953701984	1.30795567228938	-5.27191834462554	6.00373416218933	-1.92622733910742	8	-8.03685108408436	6.03804908304996	-6.28283947470661	-13.8769324606863	-1.68461185674498	-2.9483805781229	3	0.558614751627323	FALSE	TRUE	-0.63529326941387	7.17176508014583e-09
FBgn0003448	2L	15476693	15477760	Region2361	15474677	15484082	sna	sna.1	Literature & Roshan & This	Gd7	Down	Toll9	Up	Gd7	Down	Gd7	Down	Region750	Toll10b	Up	0.543002145741928	-7.58961117415625	5.2182190263872	3.20761960950945	0.0900252480121832	-0.124568281402516	-0.713356361152719	1.32515933864004	0.887317074833796	-1.9528979220477	0.338179034221211	1.89263783741911	-1.85719642830891	1.01826953701984	1.30795567228938	-2.6673314574774	3.56713110342784	-1.56819965192685	8	-6.7784188121005	6.02431735038641	-5.79112895094586	-13.999859786256	-1.70029418043841	-2.91145641981127	3	0.558614751627323	FALSE	TRUE	-0.63529326941387	7.17176508014583e-09
FBgn0003448	2L	15476693	15477760	Region2362	15485596	15487251	sna	sna.2	Literature & Roshan & This	Gd7	Down	Toll9	Up	Gd7	Down	Toll10b	Up	Region751	Toll10b	Up	0.543002145741928	-7.58961117415625	5.2182190263872	3.20761960950945	0.0900252480121832	-0.124568281402516	-0.713356361152719	1.32515933864004	-0.879025477640796	-1.25122923503548	0.880625757721027	0.306659058757021	-3.07036742502849	5.83480034527058	-3.52479155801357	-5.65692689121773	9.06573586368299	-5.00796000676714	8	-10.5507630551716	3.42043490581207	-25.4106390716918	-2.27776501436348	-1.46837095802834	-3.03598511906955	3	0.37177247746892	FALSE	TRUE	-0.747910306817106	2.79264147074207e-08
FBgn0003448	2L	15476693	15477760	Region2363	15490256	15493779	sna	sna.3	Literature & Roshan & This	Gd7	Down	Toll9	Up	Gd7	Down	Toll10b	Down	Region753	Toll10b	Up	0.543002145741928	-7.58961117415625	5.2182190263872	3.20761960950945	0.0900252480121832	-0.124568281402516	-0.713356361152719	1.32515933864004	0.0461001779196744	-0.842496281377798	0.446591520176299	0.406198011459005	0.518285700902523	-0.950378332162729	0.54766133657137	-3.18427116166318	4.15653502851337	-1.75786770710645	8	-6.18009361353135	5.0993239127784	-7.63076720706725	-12.1525273628687	-1.66026773221142	-2.95406919723803	3	-1.05107231030327	TRUE	FALSE	0.14764649856027	0.252447673154721
FBgn0003463	X	15604676	15626040	Region19340	15624242	15626708	sog	sog	Literature & This	Gd7	Down	Toll9	Up	Gd7	Down	Gd7	Down	Region5451	Gd7	Down	-2.03313107138694	-8.2363336626017	4.10661706994707	5.60329613268799	-0.541344873815543	-1.19002985793097	0.181955179355873	1.36162481262385	-1.41101380528826	-2.22765220563907	0.798148982335902	1.59620780841608	-2.70511242546323	1.09428820486445	2.43785454114631	-4.05620612934123	1.54527360673555	1.96397978424411	10	-6.78767740412257	9.51580519525879	-23.2421856215322	4.51257912876694	-2.365658023179	-2.85181604133477	3	-0.568718142697323	TRUE	FALSE	-0.347322949774414	0.194914108768085
FBgn0003463	X	15604676	15626040	Region19340	15624242	15626708	sog	sog.1	Literature & This	Gd7	Down	Toll9	Up	Gd7	Down	Gd7	Down	Region5452	Gd7	Down	-2.03313107138694	-8.2363336626017	4.10661706994707	5.60329613268799	-0.541344873815543	-1.19002985793097	0.181955179355873	1.36162481262385	-1.41101380528826	-2.22765220563907	0.798148982335902	1.59620780841608	-2.70511242546323	1.09428820486445	2.43785454114631	-4.99636528301782	1.16200942270828	3.25035970237705	10	-6.82739718706648	10.1201277168093	-23.4746000382093	4.34629603809211	-2.65094671797674	-3.03696886662824	3	-0.568718142697323	TRUE	FALSE	-0.347322949774414	0.194914108768085
FBgn0003896	2L	18859607	18880761	Region2725	18880190	18882067	tup	tup	Literature & Roshan & This	Gd7	Up	Gd7	Up	Time	Up	Toll10b	Down	Region851	Gd7	Up	0.286585349677546	8.72505060842535	-5.7666369140451	-4.00422694529184	0.456731704620636	1.66057000600596	-1.06710475821635	-0.586912937806474	1.20347706874572	0.425895727500146	-0.368898990687976	-0.0100263432411478	1.66662683045568	-1.66825618469573	-0.140159867886149	3.55588927710336	-2.07614719485836	-0.912937975726144	3	11.122461610526	-6.41425729518362	-5.64262920045624	11.2266403721402	2.87959883735116	4.28433716056351	5	-0.508651641186749	TRUE	FALSE	-0.122622502117479	0.475602070427141
FBgn0003896	2L	18859607	18880761	Region2730	18889956	18891304	tup	tup.1	Literature & Roshan & This	Gd7	Up	Gd7	Up	Gd7	Up	Gd7	Up	Region852	Gd7	Up	0.286585349677546	8.72505060842535	-5.7666369140451	-4.00422694529184	0.456731704620636	1.66057000600596	-1.06710475821635	-0.586912937806474	0.973822083426557	3.80174602412219	-2.31568820651772	-1.42299174108857	6.26101268526129	-4.50943280400586	-2.93448805016633	5.39558098196466	-2.42177342559647	-2.20192465277559	3	13.6062565850976	-8.80858016364804	-12.8504026051606	-12.8293535177689	3.33177429491605	4.17786437757532	5	0.365963973111672	FALSE	FALSE	-0.0256898299212817	0.917332364078357
FBgn0003896	2L	18859607	18880761	Region2732	18893770	18896413	tup	tup.2	Literature & Roshan & This	Gd7	Up	Gd7	Up	Gd7	Up	Gd7	Up	Region853	Gd7	Up	0.286585349677546	8.72505060842535	-5.7666369140451	-4.00422694529184	0.456731704620636	1.66057000600596	-1.06710475821635	-0.586912937806474	-0.526529067378936	3.74848245697639	-2.34237416822596	-1.32237335599453	8.46916808632482	-5.85320675457841	-4.30729997988042	5.19699396624693	-2.37152085450932	-2.07729409596642	3	14.1986578950553	-9.38215178178824	-14.5918689416285	-13.5786949483051	3.33166272705661	4.15629483128017	5	0.0497897981947315	FALSE	TRUE	-0.441126496968496	0.00311208206120115
FBgn0003963	2L	523966	540460	Region116	516270	533118	ush	ush	Literature & Roshan & This	Gd7	Up	Toll9	Down	Gd7	Up	Gd7	Up	Region42	Gd7	Up	0.976732216186734	6.63975391180539	-2.55275073173129	-5.55059468876924	-0.281878925465684	0.789698157933224	-0.18330861050655	-0.80254407409992	0.281186590278605	2.11126871272417	-0.767657301991515	-1.49752142673198	5.1923401362948	-3.03226967972817	-3.40279238651332	5.16505890025124	-1.94857069568281	-2.522330023408	3	9.05393182308398	-9.49568894241083	-14.108738091713	-10.6290013471287	2.98987520424958	3.82472960932705	5	0.226361073739189	FALSE	FALSE	0.0247094795078539	0.829403596556146
FBgn0003963	2L	523966	540460	Region117	533406	546290	ush	ush.1	Literature & Roshan & This	Gd7	Up	Toll9	Down	Gd7	Up	Gd7	Up	Region44	Gd7	Up	0.976732216186734	6.63975391180539	-2.55275073173129	-5.55059468876924	-0.281878925465684	0.789698157933224	-0.18330861050655	-0.80254407409992	0.232121914066091	1.06407106437187	-0.381720287019062	-0.761807428107896	1.17940903385196	-0.799893278659045	-0.620680364290176	4.83353694196498	-2.08517058397235	-2.06709481666192	3	7.75387792813815	-7.85297340680515	-11.5026363344132	8.52093281143547	2.71000407294034	3.90563640938754	5	1.1395524170092	FALSE	TRUE	-0.229693041832986	0.00445658957720529
FBgn0004360	2R	9494666	9503088	Region4743	9481690	9483226	Wnt2	Wnt2	This	Gd7	Up	Gd7	Up	Gd7	Down	Toll10b	Up	Region1322	Toll9	Down	1.47116564822172	5.72246525070357	-4.35081257975259	-1.85070917642801	0.323173257615638	1.69946522278305	-1.62567066914227	0.260910823181876	1.18027643668918	-5.16841484441847	3.56434801553186	1.36662420462747	-2.09967707550651	2.38446571103138	-0.21075356437033	0.333692489573318	1.49480189122009	-1.97978976584789	2	4.79933140472044	-2.7346724120069	-13.9269974148953	22.2377985160667	2.88853016539597	1.47110035406232	5	-1.0848481942365	TRUE	FALSE	-0.185472944520214	0.317300105712437
FBgn0004512	2R	12940423	12943888	Region5354	12944512	12947516	Mdr49	Mdr49	Literature & Roshan & This	Gd7	Down	Gd7	Down	Time	Down	Toll9	Down	Region1537	Toll10b	Up	-2.53544146953846	-3.88136498430311	3.80263795229397	0.0938740273976092	-1.89194766791222	-4.94525424724193	3.98628149076645	0.442519610821623	-0.471973224256486	0.189402957576965	-0.136532403674807	-0.0420141080255335	-0.124721927453064	1.54072227703332	-1.92918373534622	-1.62121309402201	2.48107864902251	-1.30399743813455	8	-6.59431635420369	-0.156698097245455	-13.1405704656475	-5.29523955108412	-0.148442560004576	-2.85164074787362	6	-1.12756310425531	TRUE	FALSE	0.225449526991969	0.0675468079464604
FBgn0004512	2R	12940423	12943888	Region5355	12947774	12948310	Mdr49	Mdr49.1	Literature & Roshan & This	Gd7	Down	Gd7	Down	Time	Down	Toll10b	Down	Region1538	Toll10b	Up	-2.53544146953846	-3.88136498430311	3.80263795229397	0.0938740273976092	-1.89194766791222	-4.94525424724193	3.98628149076645	0.442519610821623	-1.75322779064344	0.439674477566156	-1.58435774749678	1.63185276031959	0.400974105815311	-0.885906362875417	0.630071385487121	-2.61558747875428	3.09144439839941	-1.08209592360239	8	-5.95124671692471	0.858453908569727	-13.6591910828296	-4.31956693413891	-0.104067118857733	-2.91934930267558	6	-1.0427979801646	TRUE	TRUE	0.745364414536852	0.000231082212632329
FBgn0004878	3R	5713075	5716305	Region12643	5683721	5686857	cas	cas	This	Gd7	Down	Toll9	Up	Toll10b	Down	Toll10b	Down	Region3549	Toll10b	Down	0.54589961374608	-3.58048842991612	2.47902846321231	1.48967726289729	-0.0580462448535679	-0.503866683471874	-0.452729537614307	1.43195492792338	0.528572398848753	0.526956620452018	-0.888305361538719	0.576879659835307	0.856276677097384	-1.26829857850242	0.491288567746068	2.2659936419307	-2.86648402577486	1.14848173200971	12	0.708746823517997	3.39672135743124	10.5384826872046	-0.493772076572582	-3.69035132495682	1.38890353052403	1	-1.8283796676683	TRUE	FALSE	0.217514654142623	0.114015397044416
FBgn0004878	3R	5713075	5716305	Region12655	5734861	5738106	cas	cas.1	This	Gd7	Down	Toll9	Up	Toll9	Up	Toll9	Up	Region3553	Toll10b	Down	0.54589961374608	-3.58048842991612	2.47902846321231	1.48967726289729	-0.0580462448535679	-0.503866683471874	-0.452729537614307	1.43195492792338	0.28142339087455	0.0421908164727071	-0.293314369738206	0.349368162960109	0.135343615958515	-0.702313820325248	0.765153424228455	0.942812941158924	-1.62771385574719	0.965555829201199	12	-0.343871149630939	3.5385275485397	10.6509169874432	-0.0820635070187941	-3.6968816747876	1.24510098556231	1	-0.584897010782216	TRUE	FALSE	0.00840016098762535	0.969506561656323
FBgn0004885	3R	24720557	24749025	Region15640	24747204	24751268	tok	tok	Roshan & This	Gd7	Up	Gd7	Up	Toll9	Up	Toll10b	Down	Region4454	Toll10b	Down	-2.75381959746341	4.09847059755344	-2.64301220286615	-1.97064416369897	-1.4236406343567	2.58162202022751	-1.40564973897296	-1.32151731947294	-0.200607358307777	-0.439260970944256	-1.10012378686663	2.03061268312392	1.23393279650178	-1.87277861169713	0.76975848401019	2.15594090919342	-2.73163566383803	1.09760043934859	1	7.73941601248075	-2.35311772700326	14.0371826566673	-7.20184751603106	2.20026367858904	1.54176839802699	5	0.394418885283617	FALSE	TRUE	-0.618256719101767	2.48569536540022e-08
FBgn0014135	3R	19794689	19836317	Region14838	19858295	19862386	bnl	bnl	This	Gd7	Up	Toll9	Down	Toll10b	Up	Toll10b	Up	Region4208	Toll10b	Up	1.35701978751474	4.42081611556938	-2.48906062520003	-2.6190764940614	-0.25719119297522	0.75392702055114	-0.085731387997041	-0.910343764855692	0.807240070933902	-0.865188041617618	0.930168762520146	-0.226287797598864	-0.166648675176019	0.312731644385875	-0.185887324960137	-0.646313289203611	2.79667309149983	-2.54617582121643	4	3.22139162711245	-4.47137658733479	-8.26710861944524	10.7477690709867	2.92934501137407	1.4366766725562	5	-1.22591718861207	TRUE	TRUE	0.420598633185788	3.08625154975723e-06
FBgn0014135	3R	19794689	19836317	Region14839	19862691	19865611	bnl	bnl.1	This	Gd7	Up	Toll9	Down	Gd7	Down	Toll9	Up	Region4210	Gd7	Down	1.35701978751474	4.42081611556938	-2.48906062520003	-2.6190764940614	-0.25719119297522	0.75392702055114	-0.085731387997041	-0.910343764855692	0.609665690674048	-1.26203056868791	0.610151632602549	0.688740129894672	-0.660685596378461	-0.0501863981267357	1.03030119645315	-2.20720587564191	0.184990336250035	1.80396516625502	2	3.86568120820292	-1.96963963698736	-3.61441269417022	15.9406466198552	2.93422244859376	1.34361593811287	5	0.199459537038341	FALSE	FALSE	0.0615000361153942	0.701795861609759
FBgn0014179	2L	9579598	9581245	Region1527	9610833	9614341	gcm	gcm	Literature & Roshan & This	Gd7	Down	Toll9	Up	Time	Up	Gd7	Up	Region493	Toll9	Down	0.956796706501108	-4.61670618727611	4.42564058064765	0.244520546124693	-0.251992147399987	0.213107020681772	-0.495677636792094	0.503933114455899	0.974029283875507	0.922345707540745	-0.443113922129626	-0.507196072581765	0.724574613217426	-0.551919727678929	-0.298432987797039	1.19645289009592	0.967639223880931	-2.17502903254186	7	-2.55567218916453	0.793404229002774	10.5868667461013	2.13979334187478	0.918076821221204	-2.40722304226383	6	-0.415877761182481	TRUE	FALSE	0.188778937594778	0.291609243944995
FBgn0015773	X	14604112	14653428	Region19223	14626564	14628362	NetA	NetA	Roshan & This	Gd7	Down	Toll10b	Up	Toll9	Up	Toll9	Up	Region5422	Toll9	Up	0.078170981160354	-5.80337395506525	3.09168687153541	3.67790702848641	0.168618466699053	-1.97906687004717	2.00367209398565	-0.48232956363672	0.415750262364307	-1.56985928687658	0.0958848734852907	1.76152095429766	-0.360819884572403	-0.64907146797441	1.4143209467571	-1.30932798304909	-0.872155198213384	2.17084800453542	10	-4.25465029302091	5.97632137118423	7.43655260947414	-7.39449106363065	-4.13316167162235	0.802384200889547	2	-0.0593611056894973	TRUE	FALSE	0.0596723340629965	0.896712789159074
