Geneid	Chr	Start	End	Strand	Length	factor	direction	PC1	PC2	distance	Gd7	Toll10b	Toll9
Region157	chr2L	2971829	2973452	.	1624	Toll9	Up	0.483470655922836	-1.72978140601947	1.79607560747012	-1.41344555902188	-0.186217690523748	1.49677423313193
Region159	chr2L	2978777	2979280	.	504	Gd7	Up	0.778813355838959	0.930111982909022	1.2131193444934	1.15723482316351	-0.923905252017713	-0.0188248945321305
Region161	chr2L	2988006	2988685	.	680	Gd7	Up	1.14444869014114	0.996926426038339	1.51776977941299	1.35878669942597	-1.29556808192202	0.214151300497545
Region163	chr2L	2999325	2999907	.	583	Gd7	Up	-0.235972320798581	1.18436108208438	1.2076398920784	1.00411746477249	0.0337957202556566	-0.952900291511471
Region165	chr2L	3028649	3029837	.	1189	Toll9	Up	0.882863613601601	-0.553761362712267	1.04216112336559	-0.174077956003577	-0.777369778824804	1.03008064173871
Region172	chr2L	3072556	3073038	.	483	Gd7	Up	0.758423961536821	1.15218409846132	1.37939664425441	1.35463299525397	-0.941086151563394	-0.179446230465768
Region174	chr2L	3159248	3159635	.	388	Toll9	Up	0.440428020060463	-1.10262795909968	1.18733535997321	-0.850414177420691	-0.24907091155834	1.05416485701824
Region176	chr2L	3170358	3171070	.	713	Gd7	Down	-0.478488964308014	-0.914263574437491	1.03190579633403	-1.02774986208928	0.625182515929272	0.23570538556746
Region182	chr2L	3376258	3377553	.	1296	Toll9	Up	1.00678432383182	-0.57122683944444	1.15754687888447	-0.142830046739535	-0.896599726669252	1.13526519439309
Region186	chr2L	3464814	3466940	.	2127	Toll9	Down	-0.515281035551519	1.01096339986203	1.13470768987419	0.737092990044804	0.338250024551119	-1.05087141941266
Region187	chr2L	3469240	3470010	.	771	Toll9	Up	0.467552175906987	-1.00149314328253	1.1052572339674	-0.746593496898031	-0.292788383397303	1.00856529685939
Region188	chr2L	3475786	3476490	.	705	Gd7	Up	1.39903398902609	1.16311794906655	1.81937886815557	1.60969869082101	-1.57444009626082	0.298126775228637
Region189	chr2L	3476767	3477402	.	636	Gd7	Up	1.85060580670486	3.50817581929068	3.9663635021094	3.94921115651617	-2.41328573085539	-0.893417125216635
Region190	chr2L	3477723	3478268	.	546	Gd7	Up	1.63591390275186	2.78301778367625	3.22821967676847	3.19706834532006	-2.07990300510194	-0.581747600927922
Region191	chr2L	3514120	3515356	.	1237	Toll9	Up	0.47610042847211	-0.981366985442343	1.09075789160909	-0.724728140215994	-0.30459404815738	1.00187464950938
Region193	chr2L	3711142	3711706	.	565	Gd7	Down	0.162923024233045	-1.70910009146859	1.71684799399458	-1.51691018006608	0.126308753832779	1.24070810053684
Region195	chr2L	3770566	3770993	.	428	Toll10b	Down	1.62801503714624	0.865731890408578	1.84388846388405	1.42247369750461	-1.7502469664644	0.665821539709136
Region199	chr2L	3872098	3872413	.	316	Toll9	Up	0.945870121802939	-0.520125133307226	1.07944450603881	-0.118904991782252	-0.845128857545562	1.05576312727626
Region200	chr2L	4029699	4030129	.	431	Gd7	Up	0.739239877428383	2.5466925485683	2.65181419660459	2.63582448394341	-1.15628100481426	-1.105709327103
Region203	chr2L	4034780	4035575	.	796	Toll10b	Up	-1.76675379274821	0.138342377893729	1.77216183733639	-0.547760306593211	1.71845518460546	-1.4272756203159
Region204	chr2L	4053076	4053609	.	534	Toll10b	Down	1.03353157732096	0.146103464073741	1.04380733065729	0.530211795107852	-1.04339103929468	0.686504012607624
Region206	chr2L	4187254	4187735	.	482	Toll9	Up	1.56372479062002	-0.802750252235746	1.75773808864238	-0.143789515183475	-1.40676842783165	1.70805072724118
Region208	chr2L	4222084	4222601	.	518	Gd7	Up	1.47739396239193	1.78437913625386	2.31661430152069	2.21370875008686	-1.75598378480949	-0.0487701018073498
Region211	chr2L	4281522	4281908	.	387	Gd7	Up	0.462536858872008	0.974293260137393	1.07851179991891	1.07711743137871	-0.61953444217843	-0.287023819644983
Region212	chr2L	4282262	4282829	.	568	Gd7	Up	0.850380705345671	1.78227821317218	1.97475643388557	1.97200395665634	-1.13751649351384	-0.521830103926122
Region213	chr2L	4283282	4283872	.	591	Toll10b	Down	1.11014379712269	0.53711708029146	1.23325342417154	0.920804530980303	-1.18455837856661	0.4888234728284
Region216	chr2L	4364072	4365337	.	1266	Gd7	Down	0.172872787763463	-1.52460649815028	1.53437608654175	-1.34263321481722	0.0855278647753321	1.12761239855618
Region217	chr2L	4365838	4366666	.	829	Toll9	Up	0.401665990067022	-1.52058724425469	1.57274318786209	-1.25143120961205	-0.140693013565002	1.29810240685568
Region218	chr2L	4367073	4368464	.	1392	Toll9	Up	0.667327507389805	-1.16621559010945	1.34364608611547	-0.82240514314505	-0.462075272021647	1.26742421371955
Region219	chr2L	4369153	4369698	.	546	Gd7	Down	-0.876864905040897	-1.62423061368401	1.84581070213625	-1.8360950974379	1.13709218044111	0.398457136070784
Region220	chr2L	4370410	4371292	.	883	Gd7	Down	-2.14424750147948	-2.18465961373108	3.06113295618936	-2.83856639617821	2.48057135052649	-0.194100456007339
Region221	chr2L	4372116	4373323	.	1208	Gd7	Down	-1.95737867299957	-2.76728905108874	3.38957518898596	-3.30545986188142	2.39416499922095	0.328225570535685
Region222	chr2L	4373551	4373916	.	366	Toll10b	Up	-2.41795337793345	-1.54534771422777	2.86959894335929	-2.35250388557497	2.64306663239684	-0.819192006880421
Region226	chr2L	4386588	4387061	.	474	Toll9	Up	0.552489245543328	-1.00856318403887	1.14997567915137	-0.720647144281814	-0.375333112572721	1.07745595914254
Region239	chr2L	4794696	4795083	.	388	Toll9	Up	0.986138606776093	-1.24340048987727	1.58698271257167	-0.771813927261423	-0.763404145256471	1.55911914963777
Region240	chr2L	4817666	4818209	.	544	Toll10b	Down	1.10484904189932	-0.285160876638008	1.14105570896026	0.158994164657564	-1.04129675138826	1.02243293407451
Region242	chr2L	4821860	4823692	.	1833	Toll9	Up	1.37984025883761	-0.766714278348715	1.57854677616244	-0.180807825237275	-1.23154324345988	1.54535253657317
Region243	chr2L	4824219	4825703	.	1485	Toll9	Up	1.74656954038537	-0.723676452248681	1.89055885043053	-0.000807253977174219	-1.60029293473245	1.79470192801562
Region245	chr2L	4830885	4831359	.	475	Gd7	Up	0.154928108341813	1.30593517179725	1.3150929213145	1.26592842978163	-0.371966554354007	-0.736609652458606
Region247	chr2L	4838387	4839254	.	868	Gd7	Up	0.165135116160014	2.30773035068023	2.31363112402126	2.19549129561184	-0.550207631668707	-1.38387286592115
Region249	chr2L	4849929	4851204	.	1276	Toll9	Up	0.767391875188518	-0.733235800757016	1.06137883416673	-0.384067754144163	-0.633407101675201	1.06005087550789
Region251	chr2L	4888867	4889496	.	630	Toll10b	Up	-3.74066601422536	-0.354433042542408	3.75741999404199	-1.75788942041231	3.74707929047464	-2.59866616540138
Region252	chr2L	4889832	4891755	.	1924	Toll10b	Up	-3.1979927302446	-0.230754772705455	3.20630710753409	-1.43609778355887	3.19134489889315	-2.26891135960299
Region253	chr2L	4892175	4892903	.	729	Toll10b	Up	-2.09555814414108	-0.235253566100027	2.10872192947264	-1.01869481946278	2.10531147166767	-1.43180577368763
Region254	chr2L	4902031	4902448	.	418	Toll9	Down	-0.489259396209542	1.8449616607415	1.9087321148829	1.51765868086196	0.172588096203325	-1.5764606341071
Region255	chr2L	4944981	4946130	.	1150	Toll9	Up	0.662336440130487	-0.925234296691396	1.13786996783409	-0.601646705849121	-0.497610389922132	1.10609106029588
Region257	chr2L	4955525	4956046	.	522	Toll9	Up	0.864243406392485	-1.66944369933739	1.87988269068849	-1.21208979902094	-0.571715805475203	1.74543882397947
Region264	chr2L	4999089	5000386	.	1298	Toll9	Down	-0.493148073681354	1.26222777792043	1.35514352964163	0.977724963324272	0.274249526554145	-1.19840421314338
Region265	chr2L	5000880	5001514	.	635	Toll9	Down	-0.638609163308476	0.811692526306638	1.03279543992196	0.505807060514583	0.493280969283594	-1.01390261218559
Region266	chr2L	5010309	5011640	.	1332	Toll9	Up	1.14786086802709	-0.630650367472844	1.30969632294724	-0.143791203750531	-1.0256982151662	1.28086352595849
Region269	chr2L	5053930	5054952	.	1023	Toll10b	Down	1.10246721249473	0.699741439635101	1.3057840698096	1.06813416325845	-1.20429172156144	0.376689064114866
Region270	chr2L	5055171	5056320	.	1150	Gd7	Up	-0.203290365846977	1.02336786629832	1.04336415628397	0.867856811995466	0.0286047403911575	-0.822911870945817
Region277	chr2L	5201895	5202532	.	638	Gd7	Up	0.0274007715012942	2.66111432692533	2.66125539233763	2.46935024229001	-0.473753272094271	-1.71913737529558
Region280	chr2L	5237704	5239447	.	1744	Toll9	Down	-0.990495591485566	0.851038817290643	1.30588995910368	0.407605258179691	0.833568014682418	-1.30588484528705
Region281	chr2L	5240196	5240694	.	499	Toll10b	Up	-2.6049875393279	-1.13860915198633	2.84295460411184	-2.04819699689668	2.75916410088121	-1.22664344553042
Region282	chr2L	5241371	5241635	.	265	Toll10b	Up	-1.49514475849862	-0.792454574426807	1.69217082512253	-1.30395712681695	1.60696078528212	-0.613194028953116
Region285	chr2L	5276424	5279773	.	3350	Toll9	Down	-0.634818817473306	1.27168173138065	1.42132661867197	0.932286964445132	0.412322551862828	-1.31178140714776
Region287	chr2L	5326971	5327737	.	767	Toll9	Up	0.653273730843959	-0.84631621266175	1.06912005837741	-0.532191800922852	-0.501924875203165	1.04763605738434
Region291	chr2L	5527022	5527594	.	573	Toll10b	Down	1.24158112364336	0.418714014027166	1.31028436307935	0.861660278500897	-1.29425310968607	0.665689799551115
Region297	chr2L	5724760	5725181	.	422	Toll9	Down	-0.854131514216049	0.578075379194362	1.03136404223131	0.207530997737028	0.744963671857477	-1.02423712678965
Region298	chr2L	5788675	5789232	.	558	Toll10b	Up	-3.05411042939547	-1.14321049204024	3.26106129106049	-2.22418869816763	3.20268543512683	-1.56346675335849
Region300	chr2L	5801319	5802827	.	1509	Gd7	Up	0.0996830547006303	1.30198810896112	1.3057985094457	1.24115618885029	-0.316842923298566	-0.775830537680026
Region302	chr2L	5949486	5949852	.	367	Toll10b	Down	0.97794805731291	-0.238434760149009	1.0065950216693	0.153643490780326	-0.924041030441148	0.895862359760364
Region309	chr2L	6062252	6062842	.	591	Toll9	Up	0.886659969192451	-0.545053699151443	1.04079269594239	-0.164580377582108	-0.782574077283075	1.02725999757476
Region313	chr2L	6071085	6071569	.	485	Toll10b	Down	1.01677988769458	0.126785965275698	1.02465409822588	0.50595672874088	-1.02363411755424	0.686458765009028
Region317	chr2L	6338888	6339723	.	836	Gd7	Up	0.983871079703507	1.09725749483478	1.47376263741758	1.39008945672635	-1.15411274723101	0.0270514920655049
Region318	chr2L	6371375	6373174	.	1800	Gd7	Up	0.429436279077397	3.02562576499178	3.05594940854228	2.95989351671381	-0.931276323414951	-1.65325683140383
Region323	chr2L	6473354	6473908	.	555	Toll9	Down	-0.589974782762286	0.98331663180771	1.14672657712511	0.682985212285692	0.416524979131963	-1.08931311539161
Region326	chr2L	6480904	6481580	.	677	Toll9	Down	-0.985817274742295	0.637105976312699	1.17377158094481	0.211720027022102	0.864870616338676	-1.1624729582945
Region337	chr2L	6658554	6659128	.	575	Toll9	Up	1.12975075360936	-0.6016701800163	1.27997803528098	-0.123938604654034	-1.01271024525123	1.24821277681505
Region342	chr2L	6722443	6724380	.	1938	Gd7	Up	0.129956898222994	1.11734162763085	1.12487381880481	1.08211905609795	-0.315689115530169	-0.632199424682009
Region343	chr2L	6737123	6737759	.	637	Gd7	Up	1.6130899478864	5.23169368236456	5.47473085786556	5.45091982610638	-2.46848070278733	-2.19999289582839
Region346	chr2L	6794786	6795218	.	433	Toll10b	Down	1.36922798060436	-0.301723517941447	1.40207786664966	0.244786103118134	-1.29914308985201	1.23330582310761
Region347	chr2L	6852113	6852895	.	783	Toll9	Up	0.739506338532892	-0.880996960805666	1.1502283554491	-0.53126237058316	-0.581111537818968	1.13555922803268
Region348	chr2L	6854172	6854594	.	423	Toll9	Up	0.449218542576535	-1.17477817695937	1.25773648434581	-0.913719648291685	-0.245624275270681	1.10798899120067
Region351	chr2L	6917933	6918805	.	873	Toll10b	Up	-0.995104050628997	0.154862249262549	1.00708211573083	-0.237424858198599	0.954983492491061	-0.85420278335177
Region359	chr2L	6966101	6968949	.	2849	Toll9	Down	-1.12130275698342	0.593724028743044	1.26879001222641	0.119826781046145	1.00571612430143	-1.23662525122689
Region361	chr2L	7009001	7009829	.	829	Toll9	Up	1.70346611264605	-0.69013018439209	1.83795442499059	0.0137072176110402	-1.5634329026735	1.74015446629498
Region368	chr2L	7049195	7050855	.	1661	Gd7	Down	-1.26690512402072	-1.61887513635586	2.05567636080711	-1.98029407203376	1.5206978272903	0.0998292175281209
Region370	chr2L	7063973	7064583	.	611	Toll9	Up	1.09701018631187	-0.64881219739712	1.27451505144634	-0.180017541113513	-0.972520250074754	1.25426146576952
Region373	chr2L	7182168	7182776	.	609	Toll9	Up	0.996533108723037	-0.613653564025315	1.17032001325371	-0.185952346452346	-0.87937150335865	1.15524767795537
Region374	chr2L	7193901	7194638	.	738	Gd7	Down	0.195443997427882	-1.64572693390804	1.65729161499144	-1.44591762341202	0.0836103920608864	1.22388112869475
Region375	chr2L	7217537	7218240	.	704	Gd7	Down	-0.735276871210073	-0.721537984609944	1.03016947177222	-0.947864315132678	0.845971749907882	-0.0846012736009776
Region380	chr2L	7412443	7412973	.	531	Toll9	Up	1.06900978923313	-0.442280759839482	1.15688988240042	0.000110657400561668	-0.979589232224633	1.09804190830224
Region383	chr2L	7518853	7519722	.	870	Toll9	Down	-2.0729807907568	3.67900405000628	4.22283319097609	2.60671672637314	1.42593852708345	-3.97391381770237
Region384	chr2L	7519950	7521137	.	1188	Gd7	Up	-0.94526281564598	5.08964376829364	5.17667803506972	4.34137729067349	0.077410537984228	-4.04291292526452
Region385	chr2L	7525827	7526119	.	293	Toll9	Down	-0.97071104048971	0.618464148494103	1.15098993353598	0.200271429765811	0.853108316507591	-1.13885446522813
Region387	chr2L	7532193	7532580	.	388	Toll9	Down	-1.06383204521158	1.03968155421339	1.48750675783024	0.553868228022957	0.874194784640986	-1.48471236182783
Region389	chr2L	7544891	7545348	.	458	Toll10b	Down	1.29678845174932	0.72073000996192	1.48361451726859	1.16183410427428	-1.39937863539329	0.510000885329957
Region399	chr2L	7993591	7994291	.	701	Toll9	Down	-0.64247106178473	1.18587813367891	1.34873126054399	0.850078208096267	0.434270692907546	-1.26147204505421
Region400	chr2L	8003602	8004262	.	661	Toll10b	Down	1.01071623921743	-0.237899555482936	1.03833689846639	0.166668242345982	-0.956434010381817	0.920306691672565
Region412	chr2L	8159827	8160334	.	508	Gd7	Down	0.2034363127424	-1.6381655826855	1.65074916617806	-1.4358747461785	0.0744621236680328	1.2249848579994
Region417	chr2L	8197261	8197609	.	349	Toll9	Up	0.717298353563963	-0.947581400733575	1.18845590538386	-0.601278572991835	-0.548040698596247	1.16228916592068
Region418	chr2L	8198981	8199476	.	496	Gd7	Down	-0.982334328518882	-0.794954382787373	1.26369822493327	-1.11017342203982	1.10184789743805	-0.223538313549133
Region419	chr2L	8208524	8211766	.	3243	Toll10b	Up	-3.17712482423004	-0.642843762106347	3.24150740415903	-1.80888877081934	3.2399536467074	-1.98369250921715
Region422	chr2L	8274261	8274687	.	427	Gd7	Up	0.991204362244784	0.878521210904033	1.32449447176701	1.19078107129238	-1.1246210414352	0.175612828009291
Region423	chr2L	8275216	8276451	.	1236	Gd7	Up	0.386506630618269	2.4010844521132	2.4319938161294	2.36640081631513	-0.7841094679418	-1.27740678339137
Region424	chr2L	8276700	8277635	.	936	Gd7	Up	0.806093770809919	2.25171871856593	2.39165724025804	2.38883260556189	-1.17266661156155	-0.862266262380952
Region426	chr2L	8301942	8302935	.	994	Toll10b	Down	1.2449353142505	0.675369755805308	1.41632914385199	1.10009306506889	-1.34064643645925	0.500422985731898
Region440	chr2L	8417097	8417961	.	865	Toll10b	Down	1.72592963664246	-0.235958028687541	1.74198430014248	0.441952596524822	-1.66182293374137	1.46020811240626
Region442	chr2L	8449134	8449525	.	392	Toll9	Up	0.576960606228609	-0.995473176777962	1.15058697490633	-0.699194362444117	-0.401654690599136	1.08741395854242
Region444	chr2L	8478738	8479354	.	617	Toll10b	Down	2.15850601374788	0.620714104026298	2.24598179207289	1.39893139555733	-2.23207614996922	1.22741668859423
Region445	chr2L	8509611	8510393	.	783	Gd7	Up	1.03486494819804	2.70961303332338	2.90050827465892	2.89940722687302	-1.47506121469054	-0.988542198743201
Region446	chr2L	8510606	8511869	.	1264	Gd7	Up	0.381984165772967	1.26660055583673	1.3229470401143	1.3164071465433	-0.589196799808371	-0.539088755254994
Region450	chr2L	8522192	8522957	.	766	Gd7	Up	1.08932076676916	1.07887346448767	1.53316264149964	1.4134254887265	-1.25497961082716	0.118860388303154
Region453	chr2L	8685371	8686786	.	1416	Toll10b	Down	1.01457005883348	-0.0107967070716348	1.01462750463654	0.377985177148516	-0.998358607768399	0.774739982383929
Region455	chr2L	8808787	8809828	.	1042	Toll9	Up	2.03018938873251	-0.730414920828245	2.15758543531667	0.101419760075351	-1.87875637117462	2.01371040613673
Region456	chr2L	8810232	8810985	.	754	Toll9	Up	1.85444799510476	-0.719760689952437	1.98922920181383	0.0440625463316055	-1.70729773130367	1.87376867925876
Region457	chr2L	8825893	8829246	.	3354	Toll9	Up	2.79919258397709	-3.71964623959018	4.65523869096845	-2.3665740958523	-2.13502090505959	4.54997901994457
Region458	chr2L	8830272	8833416	.	3145	Toll9	Up	2.22489296656316	-3.20329376284386	3.90015892544606	-2.10907023376733	-1.65555582474162	3.77783371459444
Region459	chr2L	8833640	8834331	.	692	Toll9	Up	1.74965505623124	-2.10052151429536	2.73376726292002	-1.27183368329209	-1.37219327291166	2.6972353920186
Region460	chr2L	8840146	8841765	.	1620	Toll9	Up	1.20680557373992	-3.0617899303412	3.29103893479681	-2.36762688121991	-0.675672594608346	2.91497434014067
Region461	chr2L	8842223	8846788	.	4566	Toll9	Up	2.36949763865438	-4.42878854125945	5.02281664037019	-3.18613334391745	-1.59237517476961	4.68849382035727
Region462	chr2L	8847099	8851027	.	3929	Toll9	Up	1.52013012523761	-4.51894959151639	4.76777736564125	-3.59423181079949	-0.739925991978774	4.10476287011497
