geneID	Chr	Start	End	Strand	Length	min	max	mean	sd	overQC
Region52	chr2L	821466	822130	.	665	8.93841447172037	9.28037498463213	9.1028252994112	0.121294601176773	6
Region53	chr2L	825393	826529	.	1137	10.0453445496048	10.3214919687416	10.2002616918488	0.10353869842781	6
Region54	chr2L	847538	849725	.	2188	10.091162353761	10.8793241333074	10.6652720870836	0.299894377819219	6
Region55	chr2L	850112	850950	.	839	9.56999745561832	9.9841646360204	9.87557554211869	0.159614472789289	6
Region56	chr2L	852129	853271	.	1143	9.34290606841674	9.75600669037715	9.58104088142723	0.150985709266148	6
Region57	chr2L	867769	868380	.	612	8.52024213807099	9.17819811196809	8.83710747535798	0.244898970605012	6
Region58	chr2L	869263	872062	.	2800	11.8558483471648	12.2240181806695	12.0317328256252	0.130299446266088	6
Region59	chr2L	1065576	1066116	.	541	8.09231114647987	8.42283574966471	8.26501151109539	0.130371732140583	6
Region60	chr2L	1066675	1067956	.	1282	9.13954402397603	9.70593364213221	9.50424774650582	0.197778891325993	6
Region61	chr2L	1068269	1068640	.	372	7.87471261805937	8.53217052017939	8.08776179143231	0.235376242370343	6
Region62	chr2L	1069003	1069619	.	617	8.40030249930075	9.26059773857541	8.63824438986395	0.311197000531395	6
Region63	chr2L	1076062	1076448	.	387	7.56691332516432	8.38123427954846	7.88597437462755	0.292877186516407	6
Region64	chr2L	1076771	1078372	.	1602	9.98422915254088	10.4973982863639	10.1675396181826	0.177246720685925	6
Region65	chr2L	1080941	1081434	.	494	8.33404147342454	8.6856569825641	8.50743387283796	0.129249114493133	6
Region66	chr2L	1117630	1118285	.	656	8.26611792811364	8.42199751123691	8.34190452449684	0.0565138947467393	6
Region67	chr2L	1120174	1120834	.	661	8.62739350187387	9.13443097473523	8.85084322629152	0.22279702512667	6
Region68	chr2L	1128199	1129004	.	806	9.16669967515107	9.40354010248365	9.26364689230875	0.0858951865256904	6
Region69	chr2L	1129281	1129880	.	600	8.93844721679477	9.06354648579879	9.00427559674667	0.0418530266349443	6
Region70	chr2L	1147830	1148314	.	485	8.02097124935242	8.31733051880229	8.18316924541333	0.10469893405709	6
Region71	chr2L	1150196	1151293	.	1098	9.81887941597828	10.2267237532709	9.99066309991961	0.154068613386897	6
Region72	chr2L	1158637	1159287	.	651	9.41570287967796	10.0279687592253	9.66969758227324	0.20968283023626	6
Region73	chr2L	1164460	1164862	.	403	7.74868321436213	8.09000978677504	7.95474716434613	0.132506005678878	6
Region74	chr2L	1169400	1169906	.	507	8.39659201413113	8.61854056717849	8.54129138621482	0.0921786099860453	6
Region75	chr2L	1170194	1170524	.	331	7.74920917555618	8.01655614418956	7.86705847426089	0.0921595106808681	6
Region76	chr2L	1172519	1173463	.	945	8.82513085484731	9.07448479293097	8.97260936148023	0.0915520834099088	6
Region77	chr2L	1177702	1178263	.	562	8.91206312134599	9.18162540934473	9.02544074104379	0.124997994084972	6
Region78	chr2L	1184076	1184475	.	400	7.36813835919636	7.83014604980418	7.63235838213918	0.166931109470634	6
Region79	chr2L	1405152	1406368	.	1217	9.11414846511715	9.43770599907057	9.3049095196822	0.113745198770289	6
Region80	chr2L	1406728	1410896	.	4169	11.6948575451534	12.2173856588616	11.8915338737914	0.18665954698017	6
Region81	chr2L	1411364	1420387	.	9024	12.4134663516096	12.8991004657055	12.6304716119361	0.177735446700122	6
Region82	chr2L	1420799	1421557	.	759	8.92191808098693	9.61645937474732	9.28653713231842	0.264255729310074	6
Region83	chr2L	1421932	1422978	.	1047	9.2955637059207	9.82216108301682	9.60722463729291	0.19774243231748	6
Region84	chr2L	1462698	1463723	.	1026	8.8453536705651	9.83194777246098	9.18020413409451	0.418377865794862	6
Region85	chr2L	1464154	1464460	.	307	6.78223776674362	7.57290272628918	7.11267104292049	0.298668678983746	4
Region86	chr2L	1473816	1474381	.	566	7.65608172419035	8.0902000081732	7.87046297148408	0.162009169154196	6
Region87	chr2L	1502426	1502864	.	439	7.8995104747236	8.3342585771126	8.19115627405684	0.177286821327484	6
Region88	chr2L	1517411	1518017	.	607	8.5720598370018	8.78087711785957	8.66428421568239	0.0845670172495474	6
Region89	chr2L	1518382	1519957	.	1576	10.2792429263848	10.5770814576528	10.3894054987118	0.110002637802272	6
Region90	chr2L	1610770	1611100	.	331	7.29343848253865	7.63151588735025	7.43175221329065	0.133750643528237	6
Region91	chr2L	1611452	1611810	.	359	7.54060954848701	7.78964511830708	7.72159056936902	0.100976991504804	6
Region92	chr2L	1613642	1614120	.	479	8.90647298037035	9.06393616371734	8.97566731181593	0.0561884426421627	6
Region93	chr2L	1679433	1679778	.	346	6.93100849507149	7.37468220009752	7.11372127292962	0.199363548474316	3
Region94	chr2L	1704915	1705474	.	560	9.07837756193768	9.38417995256275	9.21283823588894	0.116392625939381	6
Region95	chr2L	1709840	1710965	.	1126	9.64772601178848	10.1407882746613	9.99915222648196	0.178025258354281	6
Region96	chr2L	1715354	1715821	.	468	8.09056111764231	8.46361317710931	8.28091618725361	0.146489046211834	6
Region97	chr2L	1723540	1724345	.	806	8.98041294805667	9.39248936057102	9.15527288452045	0.135441384609334	6
Region98	chr2L	1728081	1728512	.	432	8.5498224784497	8.7801565830346	8.65101878552869	0.0929745656129742	6
Region99	chr2L	1728730	1729318	.	589	8.60899393686781	8.95360979632667	8.80142245293327	0.114747283235359	6
Region100	chr2L	1731896	1732291	.	396	7.60891965386284	7.96996669090816	7.7452454825204	0.16723762353061	6
Region101	chr2L	1751619	1752082	.	464	7.92814437980151	8.24573258356544	8.12899284732097	0.12611754396365	6
Region102	chr2L	1884593	1886244	.	1652	9.54887544341759	10.4211244008912	10.125390148576	0.347591665310166	6
Region103	chr2L	1886800	1888417	.	1618	8.69893885027327	9.91171596185685	9.34398376696832	0.511336656306399	6
Region104	chr2L	1974109	1974665	.	557	8.50643059846343	8.8277273712503	8.68621027746328	0.124689956985357	6
Region105	chr2L	1979723	1980752	.	1030	9.03509068915896	9.41416840326355	9.22666296102482	0.149603227798596	6
Region106	chr2L	1981210	1981712	.	503	7.96231737837781	8.19762040886067	8.09796567215474	0.086487860172405	6
Region107	chr2L	1982221	1982689	.	469	8.2749273356294	8.60963153312475	8.44783945355176	0.144621371701539	6
Region108	chr2L	2013455	2013847	.	393	7.56425099717641	8.39836520388847	7.83750460597742	0.330100060564129	6
Region109	chr2L	2037674	2038566	.	893	9.57302395148633	9.97488603427253	9.73880441410903	0.14031154076759	6
Region110	chr2L	2045542	2045960	.	419	8.07056854099538	8.3619544805955	8.23472985211801	0.11125823615974	6
Region111	chr2L	2144539	2145853	.	1315	9.98126275379254	10.2925169490255	10.1454634267335	0.109305047025257	6
Region112	chr2L	2146592	2147989	.	1398	10.0852737140959	10.3120898063114	10.2288778943227	0.0831430347477945	6
Region113	chr2L	2151773	2152488	.	716	8.75110031457088	9.01210755840452	8.89689953010799	0.107991794119152	6
Region114	chr2L	2160230	2161425	.	1196	8.92702735194216	9.49186585962272	9.18880127776826	0.231312640265419	6
Region115	chr2L	2161853	2163784	.	1932	9.94799919106263	10.5551037635937	10.2870294381424	0.20608860146758	6
Region116	chr2L	2163998	2164717	.	720	8.60252828833332	9.57171974428553	9.26806628848936	0.348521934375203	6
Region117	chr2L	2165440	2167952	.	2513	9.28596003176647	10.4616626396644	9.94630542987654	0.448197669950607	6
Region118	chr2L	2169801	2172170	.	2370	8.65757589204723	9.90339163885784	9.29629466990164	0.501056460982198	6
Region119	chr2L	2172844	2173303	.	460	7.00667915529797	7.9680808579792	7.61282932777402	0.376238954813569	6
Region120	chr2L	2174330	2175528	.	1199	8.16443875163396	9.17144884006752	8.72247994250993	0.357251788695665	6
Region121	chr2L	2175768	2176029	.	262	6.68001964470654	7.09189934688339	6.90532487860102	0.175303112892954	3
Region122	chr2L	2176586	2177008	.	423	7.19349696021344	7.59784692481249	7.37302361440582	0.179472161564828	6
Region123	chr2L	2177225	2178686	.	1462	8.63376612581865	9.66103812388788	9.10939688014016	0.410491034241184	6
Region124	chr2L	2182495	2183529	.	1035	8.50394001017371	9.12997049866248	8.83598385449057	0.216521841550529	6
Region125	chr2L	2214232	2214628	.	397	7.83999512567261	8.05077317652264	7.93444796205207	0.0894417693890785	6
Region126	chr2L	2215916	2216265	.	350	7.54000717709226	8.34978466921022	8.0045013749785	0.279091251800339	6
Region127	chr2L	2216716	2217760	.	1045	9.57940471495082	9.78095121141707	9.68123669118471	0.0729083265505851	6
Region128	chr2L	2225769	2227264	.	1496	10.2845693321931	10.4588308909071	10.3786529974636	0.0647987434492639	6
Region129	chr2L	2236414	2236837	.	424	8.11652006465121	8.33743372537329	8.25104342231098	0.0857539904047959	6
Region130	chr2L	2356793	2357356	.	564	7.77137123187025	8.19165982648572	7.98081836425982	0.166314895271992	6
Region131	chr2L	2364461	2366727	.	2267	10.4120372445801	10.7943518387713	10.6300050480349	0.164570742173201	6
Region132	chr2L	2375880	2376705	.	826	9.83247274584285	10.2098905837382	9.97935044764258	0.135544190690672	6
Region133	chr2L	2381125	2381659	.	535	8.70623958630588	9.13504830387153	8.83457549696883	0.155825645327432	6
Region134	chr2L	2420759	2421260	.	502	7.76207426032113	8.27498188365236	7.98838001807689	0.215421768470676	6
Region135	chr2L	2455137	2456534	.	1398	8.57532329086366	10.4489229451699	9.35058589499745	0.777449942177223	6
Region136	chr2L	2456765	2459022	.	2258	9.21980196338219	11.3294498245545	10.0217224911426	0.885526548473636	6
Region138	chr2L	2492107	2492640	.	534	8.50781824827736	8.72684875112576	8.64166639430924	0.0796295844015848	6
Region139	chr2L	2492959	2494018	.	1060	9.60214580030946	9.90930239634693	9.79388241903542	0.116932663711461	6
Region140	chr2L	2574313	2574971	.	659	8.34676391665152	8.6985328862288	8.56624664164573	0.120347201485665	6
Region141	chr2L	2575307	2580858	.	5552	12.3849584624309	12.6395826058509	12.5316232427997	0.0996212963848796	6
Region142	chr2L	2584886	2585355	.	470	8.06289745582148	8.24241321501648	8.18582310319591	0.0664245508547	6
Region143	chr2L	2744337	2745857	.	1521	10.0581409316609	10.3645225490143	10.1874746084037	0.110802963294364	6
Region144	chr2L	2747923	2748751	.	829	9.33122053258501	9.83514313361031	9.61178101611914	0.214979391617484	6
Region145	chr2L	2758551	2760401	.	1851	10.6164074972714	11.0000345459343	10.7344806657254	0.147614369201963	6
Region146	chr2L	2765203	2765761	.	559	8.34524588235862	8.59526587007428	8.51043537736545	0.0986365851386783	6
Region147	chr2L	2766226	2766750	.	525	8.58982559213211	8.78899519339575	8.69325437037481	0.0810867723466138	6
Region148	chr2L	2767318	2768417	.	1100	9.96961257280593	10.2438863403819	10.1347638940669	0.0945317089426026	6
Region149	chr2L	2769223	2770688	.	1466	10.3212504079087	10.4722636754423	10.3959510335479	0.0567573450132992	6
Region150	chr2L	2814475	2814895	.	421	7.27198430812736	7.96888413256466	7.71923053930668	0.260271780440812	6
Region151	chr2L	2856037	2856555	.	519	8.45335454975796	8.89756123194392	8.69305355794485	0.168554614821931	6
Region152	chr2L	2872801	2874573	.	1773	10.6466190782737	10.8210454575948	10.7245059482533	0.0738669339210023	6
Region153	chr2L	2874869	2875430	.	562	8.90845911493723	9.35953013146382	9.12273141751043	0.190345973933611	6
Region154	chr2L	2878493	2879513	.	1021	9.22690773017844	9.64478095516059	9.43587711860818	0.164485351765853	6
Region155	chr2L	2884714	2886650	.	1937	10.5803511669752	10.8352540618201	10.6822140602413	0.0987340280073827	6
Region156	chr2L	2968821	2969672	.	852	10.2599447916826	10.7962552114322	10.4625985751725	0.207458845270327	6
Region157	chr2L	2971829	2973452	.	1624	9.53954638513454	10.1135521092883	9.82957395288687	0.222670543505528	6
Region158	chr2L	2976398	2977661	.	1264	9.5594807265104	9.75172932069748	9.65814683308598	0.083422834249306	6
Region159	chr2L	2978777	2979280	.	504	8.55016234077897	9.12668775372705	8.83812094169929	0.193251145791368	6
Region160	chr2L	2986737	2987798	.	1062	9.86741338868495	10.0937544400653	9.9515554305944	0.0929029194952847	6
Region161	chr2L	2988006	2988685	.	680	8.76144554631781	9.34698940317133	9.03665544988062	0.225007609308411	6
Region162	chr2L	2992206	2993579	.	1374	10.416200367592	10.5831289056789	10.5068106857648	0.0608577397836167	6
Region163	chr2L	2999325	2999907	.	583	8.91796519114592	9.37346141148898	9.11409641426955	0.180724508530715	6
Region164	chr2L	3022608	3023724	.	1117	9.55658797212746	9.85826239260004	9.75032128920096	0.118228515431403	6
Region165	chr2L	3028649	3029837	.	1189	9.27337859426219	9.7205378239352	9.51278042091019	0.159533020029804	6
Region166	chr2L	3030570	3031079	.	510	8.25286415228485	8.72854195719119	8.58663736285432	0.170222589280009	6
Region167	chr2L	3036821	3037229	.	409	7.6418371526707	7.92172278623676	7.817337830521	0.0982920321283683	6
Region168	chr2L	3039401	3039916	.	516	8.07631712125016	8.53937674052626	8.39689067892869	0.176649670348124	6
Region169	chr2L	3040155	3040702	.	548	8.09798858563514	8.48020312365793	8.33886653730803	0.135705765262658	6
Region170	chr2L	3048004	3048435	.	432	7.92758029605143	8.46040561831805	8.21148256915334	0.174474766799197	6
Region171	chr2L	3070874	3072272	.	1399	9.43221819889246	9.89401717147049	9.57275422035734	0.166168135992219	6
Region172	chr2L	3072556	3073038	.	483	7.85509340342599	8.5354178827484	8.19151076427513	0.229767364655345	6
Region173	chr2L	3145220	3145709	.	490	8.28988487985866	8.59248976397628	8.47481653691106	0.113939044129015	6
Region174	chr2L	3159248	3159635	.	388	7.88432895260634	8.43388302981109	8.23737149979199	0.211415610505294	6
Region175	chr2L	3159936	3160613	.	678	8.78626451926173	9.11177253800056	8.97086403113283	0.130991731257588	6
Region176	chr2L	3170358	3171070	.	713	8.71716388571984	9.21653764840016	8.91458446493736	0.174486909085299	6
Region177	chr2L	3172174	3172864	.	691	8.76792612704973	9.07681558762217	8.92648319837555	0.131619701899065	6
Region178	chr2L	3302479	3303142	.	664	8.27645026823558	8.65656578636012	8.47925320381821	0.12890617936259	6
Region179	chr2L	3303394	3303660	.	267	7.47995338309367	7.62485949101915	7.57036053791641	0.0533219023288959	6
Region180	chr2L	3319399	3319867	.	469	8.38188707264188	8.61806439807723	8.5182796156531	0.0828706525003517	6
Region181	chr2L	3372975	3373389	.	415	8.12315188746013	8.45960468698603	8.31113320098989	0.143678485071574	6
Region182	chr2L	3376258	3377553	.	1296	9.32636874445811	9.73398201816313	9.54446755004591	0.162903812257918	6
Region183	chr2L	3452493	3452860	.	368	8.08510092846552	8.24848460905885	8.15303554010085	0.056297748634389	6
Region184	chr2L	3456570	3457056	.	487	8.24620693016787	8.73016201533419	8.46435204458212	0.154759348264515	6
Region185	chr2L	3457318	3457709	.	392	7.75849303470225	8.06631734485484	7.91173191544389	0.108121387373881	6
Region186	chr2L	3464814	3466940	.	2127	11.2200321771661	11.7302868095211	11.5211246351536	0.191674961668815	6
Region187	chr2L	3469240	3470010	.	771	9.14144168372882	9.48915196349132	9.31837154476207	0.136284815172338	6
Region188	chr2L	3475786	3476490	.	705	8.08763936037873	8.85780622215717	8.52568944550139	0.290828697376612	6
Region189	chr2L	3476767	3477402	.	636	8.30112957667429	9.66410552706036	8.95133960451676	0.554282930554778	6
Region190	chr2L	3477723	3478268	.	546	7.94901937802509	9.0962204925413	8.49727230580846	0.458296119732994	6
Region191	chr2L	3514120	3515356	.	1237	9.4813631995957	9.83837277787329	9.68351392206626	0.169018494603292	6
Region192	chr2L	3529750	3530346	.	597	8.89511988148351	9.11691330835492	9.01814822909333	0.0838687546209052	6
Region193	chr2L	3711142	3711706	.	565	8.4891751999849	9.01049956091473	8.77140407855036	0.211716125374004	6
Region194	chr2L	3713105	3714016	.	912	9.45895160242365	9.8564490849916	9.59074228255789	0.152141758352381	6
Region195	chr2L	3770566	3770993	.	428	7.23707230200777	8.01175392732622	7.69429223014188	0.289751064734076	6
Region196	chr2L	3805883	3806349	.	467	7.76210051449229	8.05120860314181	7.95259717836673	0.11347965312561	6
Region197	chr2L	3813032	3813371	.	340	8.29580119537517	8.40487983342806	8.33615990182827	0.0484979452526856	6
Region198	chr2L	3862681	3862949	.	269	7.43888166945809	7.79878474405957	7.66401366443408	0.125892302836549	6
Region199	chr2L	3872098	3872413	.	316	7.28483826395218	7.71694151964463	7.50557095357196	0.154188251959623	6
Region200	chr2L	4029699	4030129	.	431	7.69538180700657	8.46052305372511	7.95440343249276	0.352373711916595	6
Region201	chr2L	4031392	4031851	.	460	9.47413923373794	9.86423321922576	9.63188402019954	0.145971772603356	6
Region202	chr2L	4032223	4034409	.	2187	10.7350164366915	11.2199442919276	10.9280051836182	0.188665050159175	6
Region203	chr2L	4034780	4035575	.	796	9.43911117995263	10.2379469320382	9.72669775591941	0.321258178958642	6
Region204	chr2L	4053076	4053609	.	534	7.97011389327338	8.35222273546111	8.20716519717017	0.162931392912272	6
Region205	chr2L	4053897	4055874	.	1978	10.0974853085566	10.5693073656383	10.3663797768646	0.15495927511719	6
Region206	chr2L	4187254	4187735	.	482	7.69071999597207	8.2992779626042	7.97456859916614	0.261127582619448	6
Region207	chr2L	4221401	4221732	.	332	7.8696276431425	8.13665940182017	7.9930310522197	0.0887298725129927	6
Region208	chr2L	4222084	4222601	.	518	7.76575187948214	8.56858360588591	8.1517267013559	0.336040463021683	6
Region209	chr2L	4226363	4226984	.	622	9.17619955213648	9.49227124149487	9.2888579373995	0.115627953807231	6
Region210	chr2L	4227636	4228365	.	730	9.19918300157147	9.55582397689177	9.47682982311537	0.137988960246937	6
Region211	chr2L	4281522	4281908	.	387	7.83972554428445	8.14428747001708	7.95387170787763	0.147200023447162	6
Region212	chr2L	4282262	4282829	.	568	8.45478180006959	9.19546415939757	8.83055169434406	0.286142641306079	6
Region213	chr2L	4283282	4283872	.	591	7.98851851738595	8.46382305449184	8.3007880767624	0.194347846843227	6
Region214	chr2L	4354353	4354772	.	420	7.47920927650998	7.84539899643069	7.68615196064095	0.127703000087502	6
Region215	chr2L	4363026	4363721	.	696	8.38506849422457	8.81182727405639	8.60638307477524	0.172951829933635	6
Region216	chr2L	4364072	4365337	.	1266	9.13461675089225	9.69467047237707	9.42681383268661	0.209385883536639	6
Region217	chr2L	4365838	4366666	.	829	8.09393372700456	8.63765040463682	8.36132343446831	0.231823991622995	6
Region218	chr2L	4367073	4368464	.	1392	8.86164148458747	9.47329548387202	9.1487729203609	0.227201917226619	6
Region219	chr2L	4369153	4369698	.	546	7.77372039113973	8.53069111266731	8.11556340336882	0.277972241266002	6
Region220	chr2L	4370410	4371292	.	883	8.72859216265019	9.95677407047506	9.22231388291419	0.469319473504885	6
Region221	chr2L	4372116	4373323	.	1208	8.76694954265486	10.0642735835795	9.3790472836238	0.490168703831157	6
Region222	chr2L	4373551	4373916	.	366	7.04211743060757	8.1326927941252	7.54470220312527	0.460051342582378	6
Region223	chr2L	4374738	4375194	.	457	7.55797833636443	7.7595032005678	7.65298712916637	0.0664769025266891	6
Region224	chr2L	4382212	4382725	.	514	8.79112511669019	8.95686040208198	8.88387610884948	0.0638016063536782	6
Region225	chr2L	4385582	4386039	.	458	7.85078942655291	8.22411651063535	8.05719836312056	0.125581834396893	6
Region226	chr2L	4386588	4387061	.	474	8.55535557446751	8.94589442721732	8.71955971655393	0.149725477410801	6
Region227	chr2L	4393503	4393821	.	319	7.35840297668869	7.7742611368778	7.64963768633329	0.157200391396141	6
Region228	chr2L	4394199	4394691	.	493	8.29955305438787	8.48851331296949	8.44219104655968	0.0721423521488186	6
Region229	chr2L	4403264	4403659	.	396	7.94208467479457	8.24377329275185	8.11897893126482	0.114225119236283	6
Region230	chr2L	4442449	4442851	.	403	8.52714987822908	8.68537696809867	8.61764280967227	0.0675274213149692	6
Region231	chr2L	4444235	4445215	.	981	8.82555972490139	9.16088717992153	8.9721378499271	0.127502908857483	6
Region232	chr2L	4448114	4448699	.	586	9.01073639752661	9.08440736953974	9.044640143944	0.0310289938283281	6
Region233	chr2L	4452433	4453031	.	599	8.79669111858369	9.15398414144964	8.90167383190286	0.126919797861665	6
Region234	chr2L	4454014	4454447	.	434	8.34193129994996	8.66293407780348	8.50251920591015	0.127923138576322	6
Region235	chr2L	4457669	4458314	.	646	9.47166720174008	9.67657042743716	9.60538144073968	0.0781471624119155	6
Region236	chr2L	4458990	4459629	.	640	8.61068627688301	8.96559262892664	8.81035266283834	0.133745432551658	6
Region237	chr2L	4459862	4460340	.	479	8.05045677101667	8.34447071108954	8.21708673838585	0.1127820602197	6
Region238	chr2L	4462512	4463409	.	898	9.46599751151276	9.76492575810302	9.62190028358995	0.122770264228162	6
Region239	chr2L	4794696	4795083	.	388	7.47973017987052	8.00217935299629	7.68997337257823	0.213263318688191	6
Region240	chr2L	4817666	4818209	.	544	8.19985093895174	8.64132588086645	8.47011351070807	0.193320299368761	6
Region241	chr2L	4820514	4820806	.	293	7.30617979031339	7.57602649647061	7.4495438857687	0.102797160138464	6
Region242	chr2L	4821860	4823692	.	1833	9.63900844977836	10.4715596070593	10.1771531241284	0.305931370909213	6
Region243	chr2L	4824219	4825703	.	1485	8.73928234194878	9.5515922757934	9.22241579846164	0.311884600355725	6
Region244	chr2L	4829930	4830673	.	744	9.41369739372379	9.63345177608912	9.49815440123612	0.0748918451828162	6
Region245	chr2L	4830885	4831359	.	475	8.12258525043616	8.589571255804	8.31524061853286	0.200339251213731	6
Region246	chr2L	4837306	4837991	.	686	9.31662468844652	9.47638110931142	9.39640728580246	0.0641994493844084	6
Region247	chr2L	4838387	4839254	.	868	9.16725227390835	9.88346825041234	9.47362834195487	0.305542496595644	6
Region248	chr2L	4847768	4848319	.	552	8.68338920601223	8.87276304870131	8.83229427967721	0.0732143849860849	6
Region249	chr2L	4849929	4851204	.	1276	9.58757791720272	9.99027552367723	9.79105957140077	0.14733086858205	6
Region250	chr2L	4882390	4883687	.	1298	9.84206938941465	10.0624655123007	9.97851028793989	0.0768569952837461	6
Region251	chr2L	4888867	4889496	.	630	8.66553011251975	10.1999040432482	9.23159234075334	0.633448097653161	6
Region252	chr2L	4889832	4891755	.	1924	10.3842039748178	11.6321086984766	10.8467281529881	0.550828537748676	6
Region253	chr2L	4892175	4892903	.	729	8.68953098727216	9.62531425716189	9.01317736290152	0.367792492002194	6
Region254	chr2L	4902031	4902448	.	418	8.04133262453457	8.85955387292492	8.40573589901064	0.299730441077137	6
Region255	chr2L	4944981	4946130	.	1150	9.20141387535904	9.55028743568534	9.35024946394395	0.146253401748093	6
