geneID	Chr	Start	End	Strand	Length	factor	direction	Gd7	Toll10b	Toll9
Region74	chr2L	1169400	1169906	.	507	Toll9	Up	-0.080023738938324	-0.28487543101635	0.381939355241084
Region75	chr2L	1170194	1170524	.	331	Gd7	Up	0.271406148025154	-0.236308951922717	0.00871721902615611
Region76	chr2L	1172519	1173463	.	945	Toll9	Up	-0.24982195687395	-0.350311094770516	0.607783282886785
Region77	chr2L	1177702	1178263	.	562	Gd7	Up	0.810843060037592	-0.232957724620572	-0.486957067285472
Region78	chr2L	1184076	1184475	.	400	Toll9	Up	-1.01495964307786	-0.158898710333679	1.09810666334419
Region79	chr2L	1405152	1406368	.	1217	Gd7	Down	-0.471877655033574	0.394002870870921	0.00312135428750823
Region80	chr2L	1406728	1410896	.	4169	Gd7	Down	-0.487785282267598	0.267074621057324	0.155284698798586
Region81	chr2L	1411364	1420387	.	9024	Gd7	Down	-0.989233930741056	0.326674402157397	0.548038280278468
Region82	chr2L	1420799	1421557	.	759	Toll9	Up	-0.230534696289645	-1.33998899895577	1.66349430732347
Region83	chr2L	1421932	1422978	.	1047	Toll9	Up	-0.371452875888475	-0.302527545624934	0.666906076590367
Region84	chr2L	1462698	1463723	.	1026	Toll10b	Up	-1.38426693520419	2.60085348204381	-1.55798033931515
Region85	chr2L	1464154	1464460	.	307	Toll10b	Up	-1.69854361016894	1.74079709383552	-0.338587868630525
Region86	chr2L	1473816	1474381	.	566	Toll9	Up	-0.986794333493598	-0.136073031155451	1.04766166572916
Region87	chr2L	1502426	1502864	.	439	Gd7	Down	-1.3675789053859	0.337188822547234	0.881737527143317
Region88	chr2L	1517411	1518017	.	607	Gd7	Up	0.231191352456065	0.0063109165091415	-0.217722157061433
Region89	chr2L	1518382	1519957	.	1576	Gd7	Up	0.350179666382295	-0.138806681067329	-0.168875961897242
Region90	chr2L	1610770	1611100	.	331	Toll9	Up	-0.457673759239467	-0.532703544647655	0.995176650663678
Region91	chr2L	1611452	1611810	.	359	Toll9	Up	-0.0684345471893101	-0.383742650504441	0.478589729110368
Region92	chr2L	1613642	1614120	.	479	Toll10b	Down	0.0626301394439515	-0.34973207311142	0.322156494968932
Region93	chr2L	1679433	1679778	.	346	Gd7	Up	1.26807460907541	-0.327399083680446	-0.801593016705523
Region94	chr2L	1704915	1705474	.	560	Toll9	Up	-0.599238571762151	-0.102790518340514	0.658063244263796
Region95	chr2L	1709840	1710965	.	1126	Toll10b	Down	0.505497487836815	-0.837957248895508	0.447680382928306
Region96	chr2L	1715354	1715821	.	468	Toll9	Up	-0.659875434702954	-0.422586121920333	1.06018998442851
Region97	chr2L	1723540	1724345	.	806	Toll10b	Down	0.460264501550005	-0.601401281586945	0.232394567980335
Region98	chr2L	1728081	1728512	.	432	Toll10b	Up	-0.475831120488957	0.516037148247465	-0.125618467427679
Region99	chr2L	1728730	1729318	.	589	Toll9	Up	-0.651321105831122	-0.120375791710643	0.724640796802184
Region100	chr2L	1731896	1732291	.	396	Toll9	Up	-0.768206208411383	-0.534484738460356	1.28035621230195
Region101	chr2L	1751619	1752082	.	464	Toll9	Up	-0.406369344890474	-0.334147741729025	0.733046685841987
Region102	chr2L	1884593	1886244	.	1652	Toll10b	Down	0.757543557535287	-2.12045550061372	1.60864675097345
Region103	chr2L	1886800	1888417	.	1618	Toll9	Up	-0.0446059207344199	-2.91907403976398	3.20641640363472
Region104	chr2L	1974109	1974665	.	557	Toll9	Up	-0.183525678158461	-0.626933548628671	0.847308529621708
Region105	chr2L	1979723	1980752	.	1030	Toll10b	Down	0.0121433124014466	-0.0773615198577259	0.0728220538352195
Region106	chr2L	1981210	1981712	.	503	Gd7	Up	0.178783616205427	-0.151664444566353	0.00140478262510979
Region107	chr2L	1982221	1982689	.	469	Toll9	Up	-0.0993470734877825	-0.547934609736505	0.68485199936509
Region108	chr2L	2013455	2013847	.	393	Toll10b	Up	-1.3060635027177	1.95935713785428	-0.933611061379349
Region109	chr2L	2037674	2038566	.	893	Gd7	Up	0.882971787637208	-0.25656494274922	-0.527146305374734
Region110	chr2L	2045542	2045960	.	419	Toll9	Up	-0.348326734291957	-0.145117402234519	0.475100914192405
Region111	chr2L	2144539	2145853	.	1315	Gd7	Up	0.602015542261029	-0.397586129118721	-0.117938784561322
Region112	chr2L	2146592	2147989	.	1398	Toll10b	Down	0.312444298085681	-0.494410122833204	0.25119502412954
Region113	chr2L	2151773	2152488	.	716	Gd7	Down	-0.796793907363635	0.0111076602771438	0.714738261745091
Region114	chr2L	2160230	2161425	.	1196	Toll9	Up	-0.318840586653919	-1.18996665161887	1.58134237471651
Region115	chr2L	2161853	2163784	.	1932	Toll9	Up	-0.0539891634411839	-0.237393371432341	0.306698083797431
Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.5638884556381	-1.66909470168032	0.38365060231268
Region117	chr2L	2165440	2167952	.	2513	Toll10b	Down	0.637754424012114	-2.74719481142923	2.39760822611313
Region118	chr2L	2169801	2172170	.	2370	Toll9	Up	-0.336664491451408	-2.71158504654411	3.24779219048126
Region119	chr2L	2172844	2173303	.	460	Toll10b	Down	1.0264642655104	-2.38506453395496	1.65032240913469
Region120	chr2L	2174330	2175528	.	1199	Toll9	Up	0.124380582712	-2.02204297743738	2.07944938774559
Region121	chr2L	2175768	2176029	.	262	Toll10b	Down	0.401629957182399	-1.15579027191175	0.88711096168968
Region122	chr2L	2176586	2177008	.	423	Toll9	Up	-0.252640960747718	-0.859947612320502	1.16305434277155
Region123	chr2L	2177225	2178686	.	1462	Toll9	Up	-0.187118259675699	-2.28131254227712	2.64475603505137
Region124	chr2L	2182495	2183529	.	1035	Toll10b	Down	0.822596527471754	-1.1090577214893	0.452450797381277
Region125	chr2L	2214232	2214628	.	397	Toll9	Up	-0.358538429037689	-0.328823863871544	0.68364464577422
Region126	chr2L	2215916	2216265	.	350	Gd7	Up	1.63348915060292	-1.30268515845	-0.0772050934609233
Region127	chr2L	2216716	2217760	.	1045	Toll9	Up	-0.0561387710747747	-0.0558603447577632	0.111786628201705
Region128	chr2L	2225769	2227264	.	1496	Toll9	Down	0.0597542448652209	0.2133433651737	-0.285874440919206
Region129	chr2L	2236414	2236837	.	424	Toll9	Up	-0.217418851122856	-0.247834268035701	0.467091334283494
Region130	chr2L	2356793	2357356	.	564	Gd7	Down	-1.12668265179312	-0.0732210377135095	1.10709599608182
Region131	chr2L	2364461	2366727	.	2267	Toll10b	Down	0.567283910615522	-1.06501087211282	0.637561938255949
Region132	chr2L	2375880	2376705	.	826	Toll9	Down	0.576835195644522	0.122380664445675	-0.65887378864774
Region133	chr2L	2381125	2381659	.	535	Gd7	Up	0.841576523550764	-0.650971297780163	-0.0616553174005267
Region134	chr2L	2420759	2421260	.	502	Toll9	Up	-0.786073423072609	-0.783706521771284	1.56693405031547
Region135	chr2L	2455137	2456534	.	1398	Gd7	Up	5.62788568548194	-3.73769799937192	-1.07987204822765
Region136	chr2L	2456765	2459022	.	2258	Gd7	Up	6.53507782766024	-3.86204599892513	-1.77249961386176
Region138	chr2L	2492107	2492640	.	534	Toll9	Up	-0.177213455964839	-0.32943339262677	0.518912622606423
Region139	chr2L	2492959	2494018	.	1060	Gd7	Down	-0.889165025172169	0.227969679245568	0.563806884847714
Region140	chr2L	2574313	2574971	.	659	Gd7	Down	-0.769191977274276	0.242884401327197	0.438200150350128
Region141	chr2L	2575307	2580858	.	5552	Toll10b	Up	-0.249529819063927	0.341038837769828	-0.142250752310027
Region142	chr2L	2584886	2585355	.	470	Toll9	Up	0.00822602802259211	-0.38986079559041	0.415299965776559
Region143	chr2L	2744337	2745857	.	1521	Gd7	Down	-0.188588028847002	0.0719842078544338	0.0939512273966171
Region144	chr2L	2747923	2748751	.	829	Toll9	Down	0.998121298320064	0.411480147191926	-1.3566718446389
Region145	chr2L	2758551	2760401	.	1851	Gd7	Up	0.86778442034617	-0.2964760883735	-0.470009804706509
Region146	chr2L	2765203	2765761	.	559	Gd7	Up	0.379573981160301	-0.261441322110056	-0.0626905644047268
Region147	chr2L	2766226	2766750	.	525	Toll9	Up	-0.02598122075103	-0.446663731293623	0.508104298431993
Region148	chr2L	2767318	2768417	.	1100	Gd7	Up	0.382896445604884	-0.358563053241887	0.0396072114653641
Region149	chr2L	2769223	2770688	.	1466	Toll9	Up	-0.0615053029521264	-0.128577458410313	0.195543194426366
Region150	chr2L	2814475	2814895	.	421	Toll10b	Down	1.38264223097016	-1.52448395693833	0.39214177660191
Region151	chr2L	2856037	2856555	.	519	Gd7	Up	0.623356974749081	-0.140069574342302	-0.416681244537737
Region152	chr2L	2872801	2874573	.	1773	Toll9	Down	0.0248761408597867	0.141234274044261	-0.175858703215919
Region153	chr2L	2874869	2875430	.	562	Gd7	Up	1.30925033354472	-0.220253273053479	-0.955350290965673
Region154	chr2L	2878493	2879513	.	1021	Toll9	Up	-0.198976972754329	-0.71590003012721	0.957886177772121
Region155	chr2L	2884714	2886650	.	1937	Toll9	Down	0.283891256890008	0.180753550938645	-0.454974317644707
Region156	chr2L	2968821	2969672	.	852	Toll10b	Up	-0.694323579426729	1.15749819514069	-0.621986778460883
Region157	chr2L	2971829	2973452	.	1624	Toll9	Up	-1.45915082497849	-0.157202086763233	1.50142949597924
Region158	chr2L	2976398	2977661	.	1264	Toll9	Up	-0.0851276541703889	-0.373796105138411	0.48302910701087
Region159	chr2L	2978777	2979280	.	504	Gd7	Up	1.15395394989779	-0.891550762126604	-0.0856781190088753
Region160	chr2L	2986737	2987798	.	1062	Toll9	Up	-0.241395440333629	-0.412877016472015	0.667949764978918
Region161	chr2L	2988006	2988685	.	680	Gd7	Up	1.36717461380492	-1.33356991433049	0.199204466138672
Region162	chr2L	2992206	2993579	.	1374	Gd7	Up	0.226244815892335	-0.200257829605569	0.0108131336363265
Region163	chr2L	2999325	2999907	.	583	Gd7	Up	1.00603519662452	0.0501768380684646	-0.972057708828057
Region164	chr2L	3022608	3023724	.	1117	Gd7	Down	-0.569927371344235	-0.0276075928400533	0.549791713360993
Region165	chr2L	3028649	3029837	.	1189	Toll9	Up	-0.205876104158729	-0.733900744244577	0.983700861732063
Region166	chr2L	3030570	3031079	.	510	Toll10b	Down	0.105045655123993	-0.784774518374086	0.755270399640318
Region167	chr2L	3036821	3037229	.	409	Toll9	Up	-0.294245169169092	-0.0954809661217117	0.371940553824999
Region168	chr2L	3039401	3039916	.	516	Toll10b	Down	0.130574988712505	-0.80866911652214	0.75789781463161
Region169	chr2L	3040155	3040702	.	548	Gd7	Up	0.329060302075108	-0.31095110180471	0.037078039643985
Region170	chr2L	3048004	3048435	.	432	Gd7	Up	0.833868082299671	-0.669254730304329	-0.0347958251791834
Region171	chr2L	3070874	3072272	.	1399	Gd7	Up	0.874847543367262	-0.55577377673955	-0.19524452985985
Region172	chr2L	3072556	3073038	.	483	Gd7	Up	1.37648935224318	-1.03968514053685	-0.128009269873491
Region173	chr2L	3145220	3145709	.	490	Toll10b	Down	0.159703106182508	-0.654091920828356	0.563690359192054
Region174	chr2L	3159248	3159635	.	388	Toll9	Up	-0.885091173008712	-0.253155992287879	1.08187076854881
Region175	chr2L	3159936	3160613	.	678	Gd7	Down	-0.773223796127451	-0.0152034784027119	0.72177348738124
Region176	chr2L	3170358	3171070	.	713	Gd7	Down	-1.07861962421819	0.768443883626511	0.150472114141952
Region177	chr2L	3172174	3172864	.	691	Toll9	Up	-0.357662075885559	-0.525772017715951	0.896435156156504
Region178	chr2L	3302479	3303142	.	664	Toll9	Up	-0.242897520283863	-0.536920797347641	0.80384508903652
Region179	chr2L	3303394	3303660	.	267	Gd7	Down	-0.121934880307911	0.0964305199770329	0.00664250895973048
Region180	chr2L	3319399	3319867	.	469	Gd7	Up	0.465028166884041	-0.428180977745848	0.040192397108414
Region181	chr2L	3372975	3373389	.	415	Toll10b	Down	0.253644435414127	-0.954636162576872	0.803942686326155
Region182	chr2L	3376258	3377553	.	1296	Toll9	Up	-0.167786307186273	-0.892824897949575	1.12131069700982
Region183	chr2L	3452493	3452860	.	368	Toll9	Down	0.0311213646436865	0.0887058534329144	-0.124588234313264
Region184	chr2L	3456570	3457056	.	487	Gd7	Up	0.741624086846947	-0.700415833189009	0.0831374054820159
Region185	chr2L	3457318	3457709	.	392	Toll9	Up	-0.0179387258172318	-0.610737602591636	0.678706220981569
Region186	chr2L	3464814	3466940	.	2127	Toll9	Down	0.728447884710235	0.421656737971733	-1.12172947736498
Region187	chr2L	3469240	3470010	.	771	Toll9	Up	-0.777864359919067	-0.279984161701011	1.01316041422079
Region188	chr2L	3475786	3476490	.	705	Toll10b	Down	1.63100834142173	-1.6901370361368	0.345248498705396
Region189	chr2L	3476767	3477402	.	636	Gd7	Up	4.01894376726377	-2.59140782599569	-0.855447335414615
Region190	chr2L	3477723	3478268	.	546	Gd7	Up	3.25160682775614	-2.23178605728559	-0.545540664436429
Region191	chr2L	3514120	3515356	.	1237	Toll9	Up	-0.76728967270392	-0.217344429705685	0.935582200913069
Region192	chr2L	3529750	3530346	.	597	Toll9	Up	-0.233502414564616	-0.360053317951013	0.603463059827533
Region193	chr2L	3711142	3711706	.	565	Gd7	Down	-1.56782900657283	0.18974972368809	1.22429027219417
Region194	chr2L	3713105	3714016	.	912	Gd7	Up	0.832441682157307	-0.221883168555656	-0.518668283525205
Region195	chr2L	3770566	3770993	.	428	Toll10b	Down	1.42276901883369	-1.76925181073289	0.620990913359802
Region196	chr2L	3805883	3806349	.	467	Gd7	Down	-0.870996643383618	0.430999940792076	0.327048950825148
Region197	chr2L	3813032	3813371	.	340	Gd7	Up	0.106631691469198	0.00170726969324185	-0.0991141468436725
Region198	chr2L	3862681	3862949	.	269	Gd7	Down	-0.84661331147642	0.100358230796319	0.663388280949804
Region199	chr2L	3872098	3872413	.	316	Toll9	Up	-0.145078929492339	-0.828109544153717	1.03041481105692
Region200	chr2L	4029699	4030129	.	431	Gd7	Up	2.66711875183232	-1.19067015715146	-1.14149601477267
Region201	chr2L	4031392	4031851	.	460	Gd7	Up	0.369295474582092	-0.156936302395718	-0.166650644183358
Region202	chr2L	4032223	4034409	.	2187	Toll9	Down	0.389772126622598	0.428094703693201	-0.819793048812416
Region203	chr2L	4034780	4035575	.	796	Toll10b	Up	-0.574791213671797	1.8189020332649	-1.44830765430719
Region204	chr2L	4053076	4053609	.	534	Toll10b	Down	0.524255063568036	-1.08677746186501	0.700415924851625
Region205	chr2L	4053897	4055874	.	1978	Toll10b	Down	0.538075932080064	-0.648518882441249	0.212518892567532
Region206	chr2L	4187254	4187735	.	482	Toll9	Up	-0.164287310861833	-1.45994216608433	1.73315663537076
Region207	chr2L	4221401	4221732	.	332	Gd7	Up	0.477386211572374	-0.369177317186341	-0.0350691690309132
Region208	chr2L	4222084	4222601	.	518	Gd7	Up	2.2408868909556	-1.84472172136309	-0.0433969798663427
Region209	chr2L	4226363	4226984	.	622	Gd7	Up	0.729051692351989	-0.499333213587628	-0.123468542756381
Region210	chr2L	4227636	4228365	.	730	Toll10b	Down	0.124969572929362	-0.57740646125689	0.512206847536131
Region211	chr2L	4281522	4281908	.	387	Gd7	Up	1.07839016752917	-0.617140249214169	-0.314351295638411
Region212	chr2L	4282262	4282829	.	568	Gd7	Up	2.00169772617825	-1.23230195574911	-0.489391868894347
Region213	chr2L	4283282	4283872	.	591	Toll10b	Down	0.925627480688056	-1.25407796951843	0.515746702109612
Region214	chr2L	4354353	4354772	.	420	Toll10b	Down	0.590700768407796	-0.78260565618675	0.309934706595605
Region215	chr2L	4363026	4363721	.	696	Toll9	Up	-0.714075637496254	-0.177291714482294	0.843606671306052
Region216	chr2L	4364072	4365337	.	1266	Gd7	Down	-1.37550761062843	0.0612805799339286	1.18819150150228
Region217	chr2L	4365838	4366666	.	829	Toll9	Up	-1.27806735337688	-0.206934215095398	1.39019111222682
Region218	chr2L	4367073	4368464	.	1392	Toll9	Up	-0.838530008576902	-0.558676320696132	1.3707368106065
Region219	chr2L	4369153	4369698	.	546	Gd7	Down	-1.87650123740985	1.15525778412066	0.458749874562327
Region220	chr2L	4370410	4371292	.	883	Gd7	Down	-2.89796052372528	2.56964877282969	-0.143444313320783
Region221	chr2L	4372116	4373323	.	1208	Gd7	Down	-3.37502063225776	2.49013197306963	0.377935243141228
Region222	chr2L	4373551	4373916	.	366	Toll10b	Up	-2.41578957696113	2.83227715018904	-0.868069775435915
Region223	chr2L	4374738	4375194	.	457	Toll9	Up	-0.178624090869811	-0.24864867623416	0.432588456523463
Region224	chr2L	4382212	4382725	.	514	Gd7	Down	-0.438360853557434	0.0343569268682322	0.362584748528301
Region225	chr2L	4385582	4386039	.	458	Toll9	Up	0.0390868141238519	-0.713437432134988	0.738068918538882
Region226	chr2L	4386588	4387061	.	474	Toll9	Up	-0.757219917691115	-0.332704567162062	1.05150504317553
Region227	chr2L	4393503	4393821	.	319	Toll10b	Down	0.20908412639188	-0.903781783660244	0.789436285020975
Region228	chr2L	4394199	4394691	.	493	Toll10b	Down	0.181088854156702	-0.310563469059807	0.171627753838513
Region229	chr2L	4403264	4403659	.	396	Toll10b	Down	0.0914932678182098	-0.711617867397756	0.688293785476453
Region230	chr2L	4442449	4442851	.	403	Gd7	Up	0.338381888298531	-0.175140551473065	-0.11871077549146
Region231	chr2L	4444235	4445215	.	981	Toll10b	Down	0.399120914276142	-0.75210290718901	0.45160144183709
Region232	chr2L	4448114	4448699	.	586	Toll10b	Down	0.0149924201110752	-0.0952060307634806	0.0895756148182129
Region233	chr2L	4452433	4453031	.	599	Gd7	Up	0.56380285162522	-0.40267334072528	-0.0775665390989643
Region234	chr2L	4454014	4454447	.	434	Toll9	Up	-0.449578166359744	-0.456975030256755	0.905664951503184
Region235	chr2L	4457669	4458314	.	646	Toll10b	Down	0.067106718503078	-0.214475501415467	0.17138777450765
Region236	chr2L	4458990	4459629	.	640	Toll9	Up	-0.386797229328172	-0.293788260998088	0.671424479444314
Region237	chr2L	4459862	4460340	.	479	Toll9	Up	-0.342547826724643	-0.434201118448912	0.783340453658513
Region238	chr2L	4462512	4463409	.	898	Toll9	Up	-0.320388908828283	-0.294475797299025	0.611596683909748
Region239	chr2L	4794696	4795083	.	388	Toll9	Up	-0.808533444662187	-0.746503655165853	1.54707421551506
Region240	chr2L	4817666	4818209	.	544	Toll10b	Down	0.134047837672865	-1.02290023424053	0.987063305844861
Region241	chr2L	4820514	4820806	.	293	Toll10b	Down	0.142656600362381	-0.50892453656041	0.421805366030325
Region242	chr2L	4821860	4823692	.	1833	Toll9	Up	-0.179079036418304	-1.40713000011911	1.68937401811407
Region243	chr2L	4824219	4825703	.	1485	Toll9	Up	-0.00472003666312864	-1.74210240089054	1.89361175091468
Region244	chr2L	4829930	4830673	.	744	Toll10b	Down	0.254263976989612	-0.26384019746757	0.0542107908601063
Region245	chr2L	4830885	4831359	.	475	Gd7	Up	1.2625594276523	-0.299185976933461	-0.827159476230775
Region246	chr2L	4837306	4837991	.	686	Toll10b	Down	0.196429867349814	-0.444696333819225	0.303101474927228
Region247	chr2L	4838387	4839254	.	868	Gd7	Up	2.21440128393399	-0.52499878646568	-1.45047528280486
Region248	chr2L	4847768	4848319	.	552	Toll10b	Down	0.0931606463379932	-0.328950585309999	0.271771036778992
Region249	chr2L	4849929	4851204	.	1276	Toll9	Up	-0.416041882654006	-0.594824164796282	1.02457239615781
Region250	chr2L	4882390	4883687	.	1298	Toll9	Down	0.257935670372887	0.109592038206868	-0.354124777150957
Region251	chr2L	4888867	4889496	.	630	Toll10b	Up	-1.80252556010393	3.94409443940312	-2.63321357168619
Region252	chr2L	4889832	4891755	.	1924	Toll10b	Up	-1.47651502771677	3.38058060588586	-2.31944996906569
Region253	chr2L	4892175	4892903	.	729	Toll10b	Up	-1.05040883790271	2.20936357831759	-1.4379343785655
Region254	chr2L	4902031	4902448	.	418	Toll9	Down	1.53862301011517	0.16677918351605	-1.58430528742819
