VTID,Chrosome,Start,End,Length,Verification Status,Positive,stg4_6,stg7_8,stg9_10,stg11_12,stg13_14,stg15_16
VT10257,chr2L,20038283,20040379,2096,correct,0,NA,NA,NA,NA,NA,NA
VT10258,chr2L,20039996,20042107,2111,correct,0,NA,NA,NA,NA,NA,NA
VT10260,chr2L,20043420,20045529,2109,correct,0,NA,NA,NA,NA,NA,NA
VT10261,chr2L,20045139,20047279,2140,correct,0,NA,NA,NA,NA,NA,NA
VT10262,chr2L,20046848,20048965,2117,correct,0,NA,NA,NA,NA,NA,NA
VT10263,chr2L,20048631,20050740,2109,correct,0,NA,NA,NA,NA,NA,NA
VT10264,chr2L,20050348,20052416,2068,correct,0,NA,NA,NA,NA,NA,NA
VT10265,chr2L,20052050,20054229,2179,correct,0,NA,NA,NA,NA,NA,NA
VT10267,chr2L,20056325,20058244,1919,correct,0,NA,NA,NA,NA,NA,NA
VT10275,chr2L,20075435,20075799,364,correct,0,NA,NA,NA,NA,NA,NA
VT10276,chr2L,20077193,20079369,2176,correct,1,NA,NA,NA,NA,midgut_broad;2,amnioserosa;3|midgut_broad;3|midgut_chamber;4
VT10279,chr2L,20082768,20085048,2280,correct,1,NA,NA,NA,NA,amnioserosa;2,NA
VT10281,chr2L,20085616,20087743,2127,correct,1,NA,NA,NA,yolk;3,hindgut;3|yolk;4|anal_pad;2,hindgut;2|anal_pad;2
VT10552,chr2L,20681331,20681873,542,correct,0,NA,NA,NA,NA,NA,NA
VT10554,chr2L,20689469,20690316,847,correct,0,NA,NA,NA,NA,NA,NA
VT10555,chr2L,20690391,20692503,2112,correct,1,NA,NA,NA,antenno-maxillary-labial_complex;1|telson;2,antenno-maxillary-labial_complex;1|telson_subset;2,head_subset;3|telson_subset;3
VT10556,chr2L,20692130,20694229,2099,correct,1,NA,NA,NA,head_subset;3,head_subset;3,head_subset;3
VT10557,chr2L,20693831,20696028,2197,correct,1,NA,amnioserosa_anlage;2,NA,NA,NA,NA
VT10558,chr2L,20695562,20697632,2070,correct,0,NA,NA,NA,NA,NA,NA
VT10559,chr2L,20697287,20699406,2119,correct,0,NA,NA,NA,NA,NA,NA
VT10562,chr2L,20702384,20704509,2125,correct,1,NA,NA,NA,trunk_mesoderm_primordium;2,NA,NA
VT10563,chr2L,20704096,20706214,2118,correct,0,NA,NA,NA,NA,NA,NA
VT10564,chr2L,20705867,20707962,2095,correct,0,NA,NA,NA,NA,NA,NA
VT10565,chr2L,20707544,20709631,2087,correct,0,NA,NA,NA,NA,NA,NA
VT10567,chr2L,20711013,20713096,2083,correct,0,NA,NA,NA,NA,NA,NA
VT10568,chr2L,20713390,20714564,1174,correct,0,NA,NA,NA,NA,NA,NA
VT10572,chr2L,20719332,20721423,2091,correct,1,NA,NA,NA,brain_primordium_broad;1|ventral_nerve_cord_primordium_broad;2,brain_broad;3|ventral_nerve_cord_broad;3,brain_broad;2|ventral_nerve_cord_broad;2
VT10589,chr2L,20767347,20768825,1478,correct,1,gap;4|posterior;4,posterior_endoderm_anlage;3,posterior_endoderm_anlage;2,telson;3,telson_subset;4|dorsal_epidermis_subset;3,telson_subset;3|dorsal_epidermis_subset;2
VT10591,chr2L,20770730,20771165,435,correct,0,NA,NA,NA,NA,NA,NA
VT10592,chr2L,20771787,20774066,2279,correct,1,NA,NA,NA,NA,midgut_broad;3|anal_pad;3,midgut_broad;3|midgut_chamber;4|anal_pad;3
VT10593,chr2L,20773429,20775566,2137,correct,1,NA,NA,NA,posterior_midgut_primordium;3,midgut_subset;3,midgut_chamber;3
VT10595,chr2L,20776603,20778724,2121,correct,1,NA,ventral_ectoderm_anlage;2,ventral_nerve_cord_anlage_subset;1,ventral_nerve_cord_primordium_subset;1,ventral_midline;1|ventral_nerve_cord_subset;1,ventral_nerve_cord_subset;1|posterior_hindgut;1
VT10596,chr2L,20778176,20780290,2114,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;3|midgut_subset;2,ventral_nerve_cord_subset;2
VT10597,chr2L,20779744,20781898,2154,correct,1,NA,posterior_endoderm_anlage;2,malpighian_tubule_anlage;3,malpighian_tubule_primordium;3,head_subset;2|malpighian_tubule;3,head_subset;2|malpighian_tubule;3
VT10598,chr2L,20783112,20785784,2672,not_verified,0,NA,NA,NA,NA,NA,NA
VT10600,chr2L,20787549,20788489,940,correct,0,NA,NA,NA,NA,NA,NA
VT10661,chr2L,20897898,20900023,2125,correct,0,NA,NA,NA,NA,NA,NA
VT10662,chr2L,20899278,20901365,2087,correct,0,NA,NA,NA,NA,NA,NA
VT10664,chr2L,20904331,20906436,2105,correct,1,amnioserosa_AISN;2|dorsal_ectoderm_AISN_broad;2,amnioserosa_anlage;2|dorsal_ectoderm_anlage_subset;2,NA,NA,midgut_interstitial_cell;1|midgut_subset;1,midgut_chamber;2|midgut_interstitial_cell;2
VT10665,chr2L,20906105,20908231,2126,correct,0,NA,NA,NA,NA,NA,NA
VT10666,chr2L,20907921,20910016,2095,correct,0,NA,NA,NA,NA,NA,NA
VT10667,chr2L,20909693,20911801,2108,correct,0,NA,NA,NA,NA,NA,NA
VT10668,chr2L,20911482,20913582,2100,not_verified,0,NA,NA,NA,NA,NA,NA
VT10669,chr2L,20913263,20915366,2103,correct,1,NA,NA,NA,ventral_nerve_cord_primordium_broad;2,ventral_nerve_cord_subset;3|amnioserosa;3|brain_broad;2|ventral_nerve_cord_broad;2|garland_cell;2,amnioserosa;3|brain_broad;2|ventral_nerve_cord_broad;2|garland_cell;3
VT10670,chr2L,20915025,20917177,2152,correct,1,A-P_stripes;2|posterior_endoderm_AISN;2,posterior_endoderm_anlage;3|amnioserosa_anlage;3,amnioserosa_anlage;4|anterior_midgut_anlage;1,ventral_midline;1|amnioserosa;3,ventral_midline;1|amnioserosa;3,midgut_broad;1|brain_broad;1|ventral_nerve_cord_broad;1
VT10671,chr2L,20916846,20918963,2117,correct,0,NA,NA,NA,NA,NA,NA
VT10685,chr2L,20947801,20949936,2135,correct,0,NA,NA,NA,NA,NA,NA
VT10695,chr2L,20967302,20969446,2144,correct,1,posterior_endoderm_AISN;3,posterior_endoderm_anlage;3|anterior_endoderm_anlage;2,anterior_endoderm_anlage;1|posterior_midgut_anlage;1,NA,NA,NA
VT10696,chr2L,20968762,20970889,2127,correct,1,posterior_endoderm_AISN;2,posterior_endoderm_anlage;4|anterior_endoderm_anlage;3,anterior_endoderm_anlage;3|salivary_gland_anlage;4,head_subset;3|salivary_gland_primordium;4|dorsal_epidermis_primordium_subset;3,head_subset;3|lateral_epidermis_subset;3|dorsal_epidermis_subset;4,head_epidermis_subset;3|dorsal_epidermis_subset;3
VT10752,chr2L,21084188,21084755,567,correct,0,NA,NA,NA,NA,NA,NA
VT10754,chr2L,21086300,21086948,648,correct,0,NA,NA,NA,NA,NA,NA
VT10755,chr2L,21087511,21088633,1122,correct,0,NA,NA,NA,NA,NA,NA
VT10756,chr2L,21088634,21089669,1035,correct,0,NA,NA,NA,NA,NA,NA
VT10788,chr2L,21148034,21148597,563,correct,0,NA,NA,NA,NA,NA,NA
VT10790,chr2L,21151366,21153446,2080,correct,0,NA,NA,NA,NA,NA,NA
VT10791,chr2L,21152584,21154842,2258,correct,0,NA,NA,NA,NA,NA,NA
VT10792,chr2L,21154878,21156284,1406,correct,0,NA,NA,NA,NA,NA,NA
VT10855,chr2L,21286198,21287424,1226,correct,0,NA,NA,NA,NA,NA,NA
VT10857,chr2L,21290337,21291165,828,correct,0,NA,NA,NA,NA,NA,NA
VT10858,chr2L,21291555,21292020,465,correct,1,NA,NA,NA,NA,antenno-maxillary-labial_complex;2,antenno-maxillary-labial_complex;1
VT10859,chr2L,21292830,21294597,1767,correct,1,NA,NA,NA,NA,head_epidermis_lateral_subset;3,head_epidermis_lateral_subset;2
VT10860,chr2L,21295412,21296372,960,correct,0,NA,NA,NA,NA,NA,NA
VT10861,chr2L,21297127,21299228,2101,correct,0,NA,NA,NA,NA,NA,NA
VT10862,chr2L,21298546,21300840,2294,correct,0,NA,NA,NA,NA,NA,NA
VT10865,chr2L,21307351,21308434,1083,correct,0,NA,NA,NA,NA,NA,NA
VT10908,chr2L,21418809,21419598,789,correct,0,NA,NA,NA,NA,NA,NA
VT10909,chr2L,21420061,21420177,116,correct,0,NA,NA,NA,NA,NA,NA
VT10915,chr2L,21428619,21429795,1176,correct,0,NA,NA,NA,brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1,NA,NA
VT10916,chr2L,21430187,21430303,116,correct,0,NA,NA,NA,NA,NA,NA
VT10920,chr2L,21434329,21434843,514,correct,1,NA,NA,NA,brain_primordium_broad;2|ventral_nerve_cord_primordium_broad;2,brain_broad;1|ventral_nerve_cord_broad;1,NA
VT10921,chr2L,21435229,21435359,130,correct,0,NA,NA,NA,NA,NA,NA
VT11034,chr2L,21614105,21615170,1065,correct,0,NA,NA,NA,NA,NA,NA
VT11035,chr2L,21615484,21616238,754,not_verified,0,NA,NA,NA,NA,NA,NA
VT11037,chr2L,21619449,21620825,1376,correct,0,NA,NA,NA,NA,NA,NA
VT11039,chr2L,21622695,21623611,916,correct,1,NA,NA,NA,NA,amnioserosa;2|salivary_gland;2,NA
VT11041,chr2L,21625487,21626671,1184,correct,0,NA,NA,NA,NA,NA,NA
VT11042,chr2L,21627994,21630012,2018,correct,1,NA,ubiquitous;2,ubiquitous;2,brain_primordium_broad;2|ventral_nerve_cord_primordium_broad;2,brain_broad;3|ventral_nerve_cord_broad;2,brain_broad;2|ventral_nerve_cord_broad;2
VT11048,chr2L,21642719,21643890,1171,correct,0,NA,NA,NA,NA,NA,head_subset;1
VT11049,chr2L,21644921,21646645,1724,correct,0,NA,NA,NA,NA,NA,NA
VT11064,chr2L,21681090,21682151,1061,correct,0,NA,NA,NA,NA,NA,NA
VT11075,chr2L,21710177,21712262,2085,correct,0,NA,NA,NA,NA,NA,NA
VT11122,chr2L,21799602,21801780,2178,correct,0,NA,NA,NA,NA,NA,NA
VT11123,chr2L,21801352,21803482,2130,correct,1,NA,NA,NA,head_epidermis_ventral_primordium_subset;1,head_epidermis_ventral_subset;1,head_epidermis_subset;2
VT11125,chr2L,21804935,21807166,2231,correct,1,NA,NA,head_epidermis_lateral_anlage;3|head_epidermis_ventral_anlage;3,antenno-maxillary-labial_complex;3|ventral_nerve_cord_primordium_broad;2|head_epidermis_lateral_primordium_subset;3,antenno-maxillary-labial_complex;3|brain_broad;2|ventral_nerve_cord_broad;2|dorsal_pouch;3,antenno-maxillary-labial_complex;3|brain_broad;2|ventral_nerve_cord_broad;2
VT11126,chr2L,21806687,21808866,2179,correct,1,NA,NA,NA,NA,amnioserosa;3|anterior_ventral_nerve_cord_broad;2,amnioserosa;3|anterior_ventral_nerve_cord_broad;2
VT11127,chr2L,21808403,21810591,2188,correct,0,NA,NA,NA,ventral_nerve_cord_primordium_subset;1,NA,brain_subset;1|anterior_ventral_nerve_cord_subset;1
VT11128,chr2L,21810239,21812371,2132,correct,0,NA,NA,NA,NA,NA,NA
VT11130,chr2L,21813733,21815955,2222,correct,0,NA,NA,NA,NA,NA,NA
VT11131,chr2L,21815568,21817692,2124,correct,1,NA,NA,NA,NA,NA,ventral_nerve_cord_subset;3
VT11132,chr2L,21817355,21819442,2087,correct,1,NA,NA,NA,head_subset;1|posterior_midgut_primordium;1,head_subset;3|amnioserosa;2|midgut_interstitial_cell;3|midgut_subset;3,head_subset;3|amnioserosa;2|midgut_chamber;2|head_epidermis_dorsal_subset;3|midgut_interstitial_cell;2
VT11134,chr2L,21820911,21823017,2106,correct,1,NA,NA,NA,NA,lateral_epidermis_subset;3|midgut_interstitial_cell;3,lateral_epidermis_subset;2|midgut_interstitial_cell;2
VT11138,chr2L,21828618,21830680,2062,correct,0,NA,NA,NA,NA,brain_broad;1|ventral_nerve_cord_broad;1,NA
VT11139,chr2L,21829918,21832138,2220,correct,1,NA,NA,NA,NA,midgut_interstitial_cell;2|midgut_subset;2,midgut_chamber;3|midgut_interstitial_cell;3
VT11140,chr2L,21831331,21833504,2173,correct,1,NA,NA,NA,NA,NA,trunk_epidermis_subset;2
VT11142,chr2L,21838349,21840531,2182,correct,1,NA,NA,mesectoderm_anlage;2,ventral_midline;1,NA,NA
VT11144,chr2L,21841894,21844018,2124,not_verified,1,trunk_mesoderm_AISN_broad;2|dorsal_ectoderm_AISN_broad;3|ventral_ectoderm_AISN;3,trunk_mesoderm_anlage_broad;4,ventral_epidermis_anlage_subset;3,ubiquitous;2|ventral_epidermis_primordium_subset;3|cardiac_mesoderm_primordium;3,lateral_epidermis_subset;3|clypeolabrum;3,NA
VT11145,chr2L,21843469,21845803,2334,correct,1,gap;3|posterior;3,trunk_mesoderm_anlage_broad;4,trunk_mesoderm_anlage;4|hindgut_anlage;2|clypeolabrum_anlage;2,head_subset;4|clypeo-labral_primordium;4|trunk_mesoderm_primordium;4|somatic_muscle_primordium;4,head_epidermis_ventral_subset;4|dorsal_vessel;4|somatic_muscle;5|clypeolabrum;4,head_subset;3|dorsal_vessel;3|midgut_chamber;3
VT11146,chr2L,21845436,21847534,2098,correct,1,NA,NA,NA,brain_primordium_broad;4|ventral_nerve_cord_primordium_broad;3,brain_broad;3|ventral_nerve_cord_broad;3|leading_edge_cell;2|dorsal_epidermis_subset;2,brain_broad;3|leading_edge_cell;2|dorsal_epidermis_subset;2
VT11147,chr2L,21847155,21849383,2228,correct,0,NA,NA,NA,NA,ventral_nerve_cord_subset;1|brain_subset;1,NA
VT11148,chr2L,21848927,21851083,2156,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;3,ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;3,brain_broad;1|anterior_ventral_nerve_cord_broad;3
VT11152,chr2L,21856027,21858152,2125,correct,1,NA,NA,ventral_ectoderm_anlage;4|brain_anlage_subset;2|dorsal_epidermis_anlage_subset;2,ventral_epidermis_primordium_subset;3|dorsal_epidermis_primordium_subset;2,anterior_ventral_nerve_cord_subset;2,NA
VT11153,chr2L,21857794,21859931,2137,correct,0,NA,NA,NA,NA,head_subset;1,head_subset;1|midgut_chamber;1
VT11155,chr2L,21861349,21863465,2116,correct,1,NA,NA,NA,NA,NA,head_subset;2|malpighian_tubule;3
VT11156,chr2L,21863109,21865298,2189,correct,0,NA,NA,NA,head_subset;1,head_subset;1,head_subset;1
VT11157,chr2L,21864879,21867056,2177,correct,1,NA,NA,NA,lateral_epidermis_primordium_subset;3|ventral_epidermis_primordium_subset;3|dorsal_epidermis_primordium_subset;3,trunk_epidermis_subset;3|posterior_spiracle;3,head_epidermis_subset;3
VT11158,chr2L,21866704,21868808,2104,correct,1,NA,NA,NA,NA,trunk_epidermis_subset;4,telson_subset;4|trunk_epidermis_subset;3
VT11160,chr2L,21870198,21872378,2180,correct,1,NA,NA,NA,ventral_nerve_cord_primordium_subset;2,ventral_nerve_cord_subset;3|brain_subset;2,ventral_nerve_cord_subset;3|brain_subset;2
VT11162,chr2L,21873761,21875859,2098,correct,1,NA,NA,NA,NA,NA,amnioserosa;3|anterior_ventral_nerve_cord_subset;1
VT11163,chr2L,21875487,21877925,2438,correct,1,NA,NA,NA,NA,NA,anterior_ventral_nerve_cord_subset;3
VT11164,chr2L,21878072,21880252,2180,correct,0,NA,NA,NA,NA,NA,NA
VT11166,chr2L,21881367,21883556,2189,correct,0,NA,NA,NA,NA,NA,NA
VT11167,chr2L,21883088,21885196,2108,not_verified,0,NA,NA,NA,NA,NA,NA
VT11168,chr2L,21884776,21886832,2056,correct,1,NA,NA,NA,NA,lateral_epidermis_subset;2|midgut_subset;1,lateral_epidermis_subset;3|midgut_broad;1|head_epidermis_subset;3|dorsal_epidermis_subset;3
VT11169,chr2L,21886425,21888523,2098,correct,1,NA,NA,NA,NA,proventriculus;2,proventriculus;3
VT11170,chr2L,21887989,21890192,2203,correct,0,NA,NA,NA,NA,NA,NA
VT11171,chr2L,21889776,21891962,2186,correct,0,NA,NA,NA,NA,ventral_nerve_cord_broad;1,brain_broad;1|ventral_nerve_cord_broad;1
VT11172,chr2L,21891472,21893562,2090,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;3,ventral_nerve_cord_subset;4
VT11173,chr2L,21893133,21895276,2143,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;3,ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;3,ventral_nerve_cord_subset;3
VT11174,chr2L,21894811,21896943,2132,correct,1,NA,NA,NA,NA,telson_subset;3,telson_subset;3
VT11177,chr2L,21903608,21906337,2729,correct,0,NA,NA,NA,NA,NA,NA
VT11311,chr2L,22189036,22191235,2199,correct,0,NA,NA,NA,NA,NA,NA
VT11312,chr2L,22190536,22192631,2095,correct,0,NA,NA,NA,NA,NA,NA
VT11319,chr2L,22209873,22212791,2918,correct,0,NA,NA,NA,NA,NA,NA
VT9999,chr2L,19512948,19513429,481,correct,0,NA,NA,NA,NA,NA,NA
