VTID,Chrosome,Start,End,Length,Verification Status,Positive,stg4_6,stg7_8,stg9_10,stg11_12,stg13_14,stg15_16
VT54840,chrX,345469,347574,2105,correct,1,NA,NA,lateral_epidermis_anlage_subset;3|ventral_epidermis_anlage_subset;3,lateral_epidermis_primordium_subset;3,lateral_epidermis_subset;3|proventriculus;2,proventriculus;2
VT54841,chrX,347220,349308,2088,correct,1,NA,NA,ventral_ectoderm_anlage;4|brain_anlage_subset;3|dorsal_epidermis_anlage_subset;3,brain_primordium_subset;4|dorsal_epidermis_primordium_subset;3,brain_subset;3|dorsal_epidermis_subset;1|midgut_subset;2,brain_subset;1
VT54843,chrX,350711,352807,2096,correct,1,NA,NA,brain_anlage_broad;4|ventral_nerve_cord_anlage_broad;4,brain_primordium_broad;3|ventral_nerve_cord_primordium_broad;3,brain_broad;3|ventral_nerve_cord_broad;2|anterior_ventral_nerve_cord_broad;3,brain_broad;3|ventral_nerve_cord_broad;2
VT54844,chrX,352498,354578,2080,correct,1,NA,NA,trunk_mesoderm_anlage;2|stomatogastric_nervous_system_anlage;4,brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2|dorsal_epidermis_primordium_subset;3|stomatogastric_nervous_system_primordium;4,ventral_nerve_cord_subset;3|brain_subset;3|stomatogastric_nervous_system;4,ventral_nerve_cord_subset;3|brain_subset;3|stomatogastric_nervous_system;3
VT54845,chrX,357131,359309,2178,correct,1,trunk_mesoderm_AISN_broad;2,trunk_mesoderm_anlage_broad;3,brain_anlage_subset;3|ventral_nerve_cord_anlage_subset;3,brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;2,brain_subset;3,brain_subset;2
VT54846,chrX,358097,360191,2094,correct,1,anterior_endoderm_AISN;2,ventral_ectoderm_anlage;2|anterior_endoderm_anlage;2,brain_anlage_subset;3|ventral_nerve_cord_anlage_subset;3,brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;2,ventral_nerve_cord_subset;2|brain_subset;3,brain_subset;2
VT54875,chrX,408785,411004,2219,correct,1,procephalic_ectoderm_AISN;2,procephalic_ectoderm_anlage;3|anterior_endoderm_anlage;2|head_epidermis_dorsal_anlage;2,head_epidermis_dorsal_anlage;3,head_epidermis_dorsal_primordium_subset;2,telson_subset;1|brain_subset;1,tracheal_system_broad;1
VT54883,chrX,425656,427761,2105,correct,1,NA,NA,brain_anlage_subset;1|ventral_nerve_cord_anlage_subset;1,brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2,ventral_nerve_cord_subset;2|brain_subset;2,NA
VT54887,chrX,432778,434888,2110,correct,1,NA,NA,NA,ventral_nerve_cord_primordium_subset;2,ventral_nerve_cord_subset;2,ventral_nerve_cord_subset;4
VT54895,chrX,454247,456348,2101,correct,0,NA,NA,NA,NA,NA,NA
VT54905,chrX,476757,478944,2187,correct,1,procephalic_ectoderm_AISN;3|anterior_endoderm_AISN;3|mesectoderm_anlage;4,head_mesoderm_anlage;4,brain_anlage_subset;3|ventral_nerve_cord_anlage_subset;1,head_subset;2,NA,ventral_nerve_cord_subset;1|brain_subset;1
VT54907,chrX,480057,482130,2073,correct,1,ventral_ectoderm_AISN;2,ventral_ectoderm_anlage;4|dorsal_ectoderm_anlage_subset;2|ventral_nerve_cord_anlage;4,ventral_nerve_cord_anlage_broad;4,brain_primordium_broad;3|ventral_nerve_cord_primordium_broad;3,brain_broad;3|ventral_nerve_cord_broad;3|sensory_system_head;2,brain_broad;1|ventral_nerve_cord_broad;1
VT54908,chrX,481697,483821,2124,correct,0,NA,NA,NA,NA,NA,NA
VT54910,chrX,485819,487844,2025,correct,1,procephalic_ectoderm_AISN;4|ventral_ectoderm_AISN;4,ventral_ectoderm_anlage;3,ventral_nerve_cord_anlage_subset;2,NA,NA,NA
VT54912,chrX,491743,493897,2154,correct,1,NA,NA,NA,NA,NA,midgut_chamber;3
VT54914,chrX,495360,497457,2097,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;3,ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;2|brain_subset;1,head_subset;2|ventral_nerve_cord_subset;1
VT54915,chrX,497155,499348,2193,correct,1,NA,NA,NA,amnioserosa;3|brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;3|brain_subset;1,ventral_nerve_cord_subset;2|brain_subset;2
VT54918,chrX,502533,504611,2078,correct,1,NA,NA,head_epidermis_ventral_anlage;2,anterior_ventral_nerve_cord_primordium_subset;2,ventral_nerve_cord_subset;1|anterior_ventral_nerve_cord_subset;2,ventral_nerve_cord_subset;2|brain_subset;2
VT55068,chrX,808222,810399,2177,correct,0,NA,NA,NA,NA,brain_subset;1,NA
VT55077,chrX,826349,827498,1149,correct,0,NA,NA,NA,NA,NA,NA
VT55078,chrX,828752,829313,561,correct,0,NA,NA,NA,NA,NA,NA
VT55379,chrX,1454072,1456218,2146,correct,0,NA,NA,NA,NA,NA,NA
VT55380,chrX,1455509,1457584,2075,correct,0,NA,NA,NA,NA,NA,NA
VT55382,chrX,1458231,1460382,2151,correct,1,NA,NA,NA,lateral_epidermis_primordium_subset;2|brain_primordium_subset;3|anterior_ventral_nerve_cord_broad;2,lateral_epidermis_subset;2|ventral_nerve_cord_subset;2|brain_subset;3,NA
VT55385,chrX,1465161,1467306,2145,correct,0,NA,NA,NA,brain_primordium_broad;1|ventral_nerve_cord_primordium_broad;1,brain_broad;1|ventral_nerve_cord_broad;1,NA
VT55386,chrX,1467000,1469131,2131,correct,0,NA,NA,NA,NA,NA,NA
VT55387,chrX,1468775,1470979,2204,correct,0,NA,NA,NA,NA,NA,NA
VT55390,chrX,1474043,1476240,2197,correct,1,NA,NA,hindgut_anlage;1,anal_pad_specific_anlage;1,anal_pad;3|midgut_subset;3,telson_subset;3|midgut_broad;2|midgut_chamber;4
VT55391,chrX,1475931,1478027,2096,correct,1,NA,NA,NA,NA,NA,head_subset;2
VT55394,chrX,1481320,1483405,2085,correct,0,NA,NA,NA,NA,lateral_epidermis_subset;1,NA
VT55395,chrX,1483084,1485222,2138,correct,1,NA,NA,NA,brain_primordium_broad;2|ventral_nerve_cord_primordium_broad;2,brain_broad;4|ventral_nerve_cord_broad;4,brain_broad;4|ventral_nerve_cord_broad;4
VT55397,chrX,1486609,1488743,2134,correct,1,NA,NA,NA,brain_primordium_broad;2|anterior_ventral_nerve_cord_broad;2,brain_broad;3|ventral_nerve_cord_broad;3,brain_broad;3|ventral_nerve_cord_broad;3
VT55398,chrX,1488464,1490572,2108,correct,1,NA,NA,NA,ventral_nerve_cord_primordium_subset;1,brain_broad;1|ventral_nerve_cord_broad;2|salivary_gland;1,brain_broad;1|ventral_nerve_cord_broad;1
VT55399,chrX,1490248,1492352,2104,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;1|brain_subset;1|anterior_ventral_nerve_cord_broad;2,ventral_nerve_cord_broad;2|brain_subset;1|anterior_ventral_nerve_cord_broad;3
VT55402,chrX,1495576,1497679,2103,correct,1,NA,NA,NA,NA,clypeolabrum;2,clypeolabrum;2
VT55403,chrX,1497400,1499464,2064,correct,0,NA,NA,NA,brain_primordium_broad;1|anterior_ventral_nerve_cord_broad;1,NA,NA
VT55404,chrX,1499173,1501257,2084,correct,0,NA,NA,NA,NA,NA,NA
VT55406,chrX,1503157,1505306,2149,correct,1,NA,NA,NA,NA,brain_broad;3|ventral_nerve_cord_broad;3,brain_broad;4|ventral_nerve_cord_broad;4
VT55408,chrX,1506522,1508642,2120,correct,0,NA,NA,NA,NA,NA,NA
VT55409,chrX,1508208,1510308,2100,correct,0,NA,NA,NA,NA,NA,amnioserosa;1|brain_broad;1|ventral_nerve_cord_broad;1|visceral_muscle_broad;1
VT55410,chrX,1509885,1511990,2105,correct,1,NA,NA,NA,NA,sensory_system_head;3,head_subset;2|amnioserosa;2
VT55413,chrX,1514979,1517066,2087,correct,0,NA,NA,NA,NA,NA,NA
VT55414,chrX,1516619,1518780,2161,correct,0,NA,NA,NA,NA,NA,NA
VT55415,chrX,1518253,1520522,2269,correct,0,NA,posterior_endoderm_anlage;1,NA,head_subset;1,NA,NA
VT55418,chrX,1530538,1532692,2154,correct,0,NA,NA,NA,NA,NA,NA
VT55419,chrX,1532003,1534066,2063,correct,1,NA,NA,NA,NA,NA,esophagus;2
VT55420,chrX,1533380,1535550,2170,correct,0,NA,NA,NA,NA,NA,NA
VT55422,chrX,1539130,1541499,2369,correct,1,NA,NA,NA,malpighian_tubule_primordium;3,salivary_gland;1|malpighian_tubule;2,NA
VT55423,chrX,1543385,1545478,2093,not_verified,1,NA,NA,NA,head_subset;1|amnioserosa;2,head_subset;2|leading_edge_cell;3,head_subset;2|leading_edge_cell;3
VT55425,chrX,1546279,1548584,2305,correct,1,NA,NA,NA,yolk;2,yolk;3,NA
VT55427,chrX,1550749,1553082,2333,correct,0,NA,NA,brain_anlage_subset;1|ventral_nerve_cord_anlage_subset;1,brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1,ventral_nerve_cord_subset;1|brain_subset;1,brain_subset;1
VT55428,chrX,1553892,1556016,2124,correct,1,NA,NA,NA,NA,malpighian_tubule;2,NA
VT55429,chrX,1555121,1557242,2121,correct,0,NA,NA,NA,NA,NA,NA
VT55432,chrX,1562707,1563338,631,correct,0,NA,NA,NA,NA,NA,NA
VT55434,chrX,1563624,1564924,1300,correct,0,NA,NA,NA,NA,NA,NA
VT55435,chrX,1567063,1569392,2329,correct,1,NA,NA,NA,NA,hindgut;1|proventriculus;2,proventriculus;2
VT55600,chrX,1920784,1921696,912,correct,0,NA,NA,NA,NA,NA,NA
VT55602,chrX,1924687,1926926,2239,correct,1,NA,NA,NA,NA,trunk_epidermis_subset;4,NA
VT55603,chrX,1926323,1928472,2149,correct,1,NA,NA,NA,visceral_muscle_primordium_broad;3,somatic_muscle;2|visceral_muscle_broad;3,somatic_muscle;3|visceral_muscle_broad;4
VT55604,chrX,1927813,1929933,2120,correct,1,NA,NA,NA,NA,muscle_system;1,muscle_system;2
VT55605,chrX,1929297,1931416,2119,correct,1,NA,NA,NA,NA,NA,ubiquitous;2
VT55607,chrX,1934886,1936363,1477,correct,1,ubiquitous;2,ubiquitous;2,ubiquitous;3,ubiquitous;3,ubiquitous;3,ubiquitous;3
VT55649,chrX,2015104,2017176,2072,correct,0,NA,NA,ventral_ectoderm_anlage;1,brain_primordium_subset;1,ventral_nerve_cord_subset;1|brain_subset;1,NA
VT55651,chrX,2019009,2020293,1284,correct,0,NA,NA,NA,NA,NA,NA
VT55655,chrX,2032503,2033602,1099,correct,0,NA,NA,NA,NA,NA,NA
VT55656,chrX,2032913,2035571,2658,correct,0,NA,NA,NA,NA,NA,NA
VT55714,chrX,2151498,2151995,497,correct,0,NA,NA,NA,NA,NA,NA
VT55715,chrX,2152214,2153870,1656,correct,0,NA,NA,NA,NA,NA,NA
VT55768,chrX,2260971,2263258,2287,correct,0,NA,NA,NA,NA,NA,NA
VT55790,chrX,2322950,2325468,2518,correct,1,gap;4|posterior;4|anterior;4,NA,NA,NA,NA,NA
VT55791,chrX,2324883,2326982,2099,correct,1,anterior_endoderm_AISN;2|gap;4|posterior;4,brain_anlage;3,head_epidermis_dorsal_anlage;3,NA,NA,NA
VT55792,chrX,2326425,2328548,2123,correct,1,dorsal_ectoderm_AISN_subset;3|anterior_endoderm_AISN;3,brain_anlage;3,head_subset;3|head_epidermis_ventral_anlage;3,head_epidermis_ventral_primordium_subset;2,NA,NA
VT55793,chrX,2328024,2330141,2117,correct,1,anterior_endoderm_AISN;4,head_epidermis_dorsal_anlage;3,head_epidermis_dorsal_anlage;3,head_subset;3,head_subset;3|ventral_nerve_cord_subset;2|brain_subset;3,ventral_nerve_cord_subset;2|brain_subset;3
VT55794,chrX,2329552,2331768,2216,correct,1,head_mesoderm_AISN;4,head_mesoderm_anlage;4,head_subset;3|head_mesoderm_anlage;3,head_subset;3,ventral_nerve_cord_subset;4|brain_subset;3,ventral_nerve_cord_subset;4|brain_subset;3
VT55795,chrX,2331140,2333271,2131,correct,1,gap;4|anterior;4,anterior_endoderm_anlage;3,anterior_endoderm_anlage;3,NA,salivary_gland;2,salivary_gland;3
VT55797,chrX,2334279,2336373,2094,correct,1,procephalic_ectoderm_AISN;3|anterior_endoderm_AISN;3,procephalic_ectoderm_anlage;3|anterior_endoderm_anlage;3,brain_anlage_subset;3|ventral_nerve_cord_anlage_subset;3,brain_primordium_broad;2|ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;4|brain_broad;2,ventral_nerve_cord_subset;3|brain_broad;2
VT55800,chrX,2340088,2340954,866,correct,0,NA,NA,NA,NA,NA,NA
VT55801,chrX,2341462,2342396,934,correct,0,NA,NA,NA,NA,NA,NA
VT55802,chrX,2344548,2345002,454,correct,0,NA,NA,NA,NA,NA,NA
VT55803,chrX,2346125,2348269,2144,correct,0,NA,NA,NA,NA,NA,NA
VT55804,chrX,2347851,2349954,2103,correct,1,NA,NA,NA,NA,posterior_hindgut;2,NA
VT55805,chrX,2349646,2351745,2099,correct,1,NA,NA,NA,NA,muscle_system;2,muscle_system;2
VT55806,chrX,2351369,2353469,2100,correct,1,NA,NA,NA,NA,lateral_epidermis_subset;4,lateral_epidermis_subset;3
VT55807,chrX,2353130,2355226,2096,correct,1,NA,NA,NA,NA,lateral_epidermis_subset;3|head_epidermis_subset;3,head_subset;2|lateral_epidermis_subset;2
VT55808,chrX,2354865,2357027,2162,correct,1,NA,NA,posterior_midgut_anlage;2,lateral_epidermis_primordium_subset;3|posterior_spiracle_specific_anlage;3|anterior_midgut_primordium;3|posterior_midgut_primordium;3,lateral_epidermis_subset;3|midgut_broad;4|posterior_spiracle;4,lateral_epidermis_subset;2|anterior_hindgut;2
VT55809,chrX,2356640,2358762,2122,correct,1,NA,NA,NA,lateral_epidermis_primordium_subset;2|tracheal_system_primordium_broad;2,epipharynx;3|trunk_epidermis_subset;3|head_epidermis_dorsal_subset;2|clypeolabrum;3,head_subset;2|lateral_epidermis_subset;2
VT55810,chrX,2358395,2360580,2185,correct,1,yolk;3|amnioserosa_AISN;4|dorsal_ectoderm_AISN_broad;4|ventral_ectoderm_AISN;3,yolk;3|dorsal_ectoderm_anlage_broad;4|amnioserosa_anlage;4,ubiquitous;2|yolk;2|amnioserosa_anlage;3|anterior_midgut_anlage;2|posterior_midgut_anlage;2,head_subset;3|lateral_epidermis_primordium_subset;3|yolk;3|anterior_midgut_primordium;3|malpighian_tubule_primordium;3|posterior_midgut_primordium;3,head_subset;3|lateral_epidermis_subset;3|midgut_broad;3|yolk;3|malpighian_tubule;3|clypeolabrum;2,antenno-maxillary-labial_complex;4|sensory_system_head;4
VT55811,chrX,2360156,2362318,2162,correct,1,NA,NA,NA,esophagus_primordium;3,anal_pad;2|hypopharynx;2|esophagus;3,head_subset;4|lateral_epidermis_subset;2|anal_pad;3
VT55812,chrX,2361911,2364056,2145,correct,1,NA,NA,ventral_epidermis_anlage_subset;2,epipharynx_primordium;3|ventral_epidermis_primordium_subset;3|hypopharynx_primordium;3|esophagus_primordium;3,epipharynx;2|telson_subset;2|trunk_epidermis_subset;2|hypopharynx;2|esophagus;3,NA
VT55825,chrX,2393682,2395773,2091,correct,0,NA,NA,NA,NA,brain_broad;1|anterior_ventral_nerve_cord_broad;1,NA
VT55826,chrX,2395369,2397471,2102,correct,0,NA,NA,NA,NA,NA,NA
VT55829,chrX,2400460,2402585,2125,correct,0,NA,NA,NA,NA,NA,NA
VT55831,chrX,2403874,2406046,2172,correct,0,NA,NA,NA,NA,ventral_nerve_cord_subset;1,ventral_nerve_cord_subset;1
VT55833,chrX,2407311,2409451,2140,correct,1,NA,NA,NA,NA,amnioserosa;2,amnioserosa;3
VT55834,chrX,2409029,2411154,2125,correct,1,NA,NA,NA,NA,muscle_system;2,muscle_system;2
VT55837,chrX,2414137,2416264,2127,correct,0,NA,NA,NA,NA,NA,NA
VT55838,chrX,2415852,2417951,2099,correct,0,NA,NA,NA,NA,NA,NA
VT55839,chrX,2418315,2420556,2241,correct,1,NA,NA,NA,NA,midgut_broad;2|proventriculus;3,midgut_broad;3|proventriculus;3
VT55840,chrX,2420084,2422248,2164,correct,0,NA,NA,NA,NA,NA,NA
VT55844,chrX,2427002,2429183,2181,correct,0,NA,NA,NA,NA,NA,NA
VT55846,chrX,2430422,2432556,2134,correct,1,NA,NA,NA,NA,head_subset;2|leading_edge_cell;2|proventriculus;2,NA
VT55847,chrX,2432168,2434263,2095,not_verified,1,NA,NA,NA,NA,leading_edge_cell;3|dorsal_epidermis_subset;3,leading_edge_cell;3|dorsal_epidermis_subset;3
VT55848,chrX,2433898,2436003,2105,correct,1,NA,NA,NA,ventral_nerve_cord_primordium_subset;2,ventral_nerve_cord_subset;3|brain_subset;2,ventral_nerve_cord_subset;3|brain_subset;2
VT55849,chrX,2435592,2437718,2126,correct,1,NA,NA,hindgut_anlage;2,trunk_mesoderm_primordium;2,midgut_broad;2|hindgut;2|hemocyte;3|macrophage;3|visceral_muscle_broad;2,midgut_broad;3|hindgut;3|hemocyte;4|macrophage;4|visceral_muscle_broad;3
VT55852,chrX,2441304,2443470,2166,correct,0,NA,NA,NA,NA,NA,NA
VT55853,chrX,2442707,2444818,2111,correct,1,ventral_ectoderm_AISN;2,ventral_ectoderm_anlage;3,ventral_epidermis_anlage_subset;3|brain_anlage_subset;3,brain_primordium_subset;3,hindgut;2|brain_subset;2,hindgut;2
VT55854,chrX,2444038,2446237,2199,correct,1,NA,NA,brain_anlage_subset;2,brain_primordium_subset;2,head_subset;1,head_subset;1
VT55855,chrX,2445648,2448180,2532,correct,0,NA,NA,NA,NA,proventriculus;1,proventriculus;1
VT55895,chrX,2527322,2528025,703,correct,0,NA,NA,NA,NA,NA,brain_broad;1|ventral_nerve_cord_broad;1
VT55896,chrX,2527921,2530068,2147,correct,0,NA,NA,NA,NA,NA,NA
VT55897,chrX,2529788,2531950,2162,correct,0,NA,NA,NA,NA,NA,NA
VT55898,chrX,2531556,2533692,2136,not_verified,1,NA,NA,head_subset;2,head_subset;2,head_subset;1,NA
VT55899,chrX,2533372,2535453,2081,correct,0,NA,NA,NA,NA,NA,NA
VT55900,chrX,2535170,2537244,2074,correct,0,NA,NA,NA,NA,NA,NA
VT55904,chrX,2542354,2544491,2137,correct,0,NA,NA,NA,NA,NA,NA
VT55906,chrX,2545947,2548059,2112,correct,1,NA,NA,NA,NA,ubiquitous;2|dorsal_epidermis_subset;2,head_epidermis_broad;5|pharynx;4|trunk_epidermis_broad;5|ubiquitous;3
VT55907,chrX,2547758,2549837,2079,correct,1,NA,NA,NA,NA,midgut_broad;3|yolk;3,midgut_broad;3|yolk;3
VT55908,chrX,2549453,2551674,2221,correct,0,NA,NA,NA,NA,NA,NA
VT55914,chrX,2563916,2566110,2194,correct,0,NA,NA,NA,NA,NA,NA
VT55977,chrX,2688279,2690538,2259,correct,1,posterior_endoderm_AISN;4|dorsal_ectoderm_AISN_subset;3,posterior_endoderm_anlage;3|procephalic_ectoderm_anlage;3,malpighian_tubule_anlage;2,malpighian_tubule_primordium;2,malpighian_tubule;2,malpighian_tubule;1
VT55983,chrX,2698476,2700712,2236,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;2|brain_subset;2,ventral_nerve_cord_subset;2|brain_subset;2
VT55984,chrX,2699972,2702080,2108,correct,0,NA,NA,NA,NA,NA,NA
VT55985,chrX,2701513,2704077,2564,correct,1,NA,NA,NA,brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1,ventral_nerve_cord_subset;1,ventral_nerve_cord_subset;2|midgut_chamber;1|brain_subset;1
VT56034,chrX,2809811,2811894,2083,correct,1,NA,NA,NA,NA,brain_broad;1|ventral_nerve_cord_broad;1,head_subset;2|brain_broad;1|ventral_nerve_cord_broad;1
VT56121,chrX,2982124,2984222,2098,correct,1,trunk_mesoderm_AISN_broad;2,trunk_mesoderm_anlage_broad;3,NA,NA,NA,NA
VT56148,chrX,3032372,3034558,2186,correct,1,middle;4|anterior_endoderm_AISN;4|gap;4|head_mesoderm_AISN;3,ubiquitous;2|procephalic_ectoderm_anlage;3,ventral_ectoderm_anlage;3|head_subset;3|ventral_epidermis_anlage_subset;3,ventral_epidermis_primordium_broad;3|clypeo-labral_primordium;3|head_epidermis_ventral_primordium_broad;3|lateral_epidermis_primordium_broad;3|foregut_primordium;3|head_epidermis_lateral_primordium_broad;3,head_epidermis_broad;3|trunk_epidermis_broad;3|foregut;3|clypeolabrum;3,antenno-maxillary-labial_complex;3
