VTID,Chrosome,Start,End,Length,Verification Status,Positive,stg4_6,stg7_8,stg9_10,stg11_12,stg13_14,stg15_16
VT37473,chr3R,2500752,2503070,2318,correct,1,NA,NA,NA,NA,dorsal_epidermis_subset;1,head_epidermis_dorsal_subset;3|dorsal_epidermis_subset;2
VT37487,chr3R,2534264,2535582,1318,correct,0,NA,NA,NA,NA,NA,NA
VT37488,chr3R,2535992,2538146,2154,correct,1,NA,NA,NA,NA,head_subset;3,head_subset;3
VT37489,chr3R,2537836,2539951,2115,correct,1,NA,NA,NA,brain_primordium_subset;2|anterior_ventral_nerve_cord_primordium_subset;2,brain_subset;2|anterior_ventral_nerve_cord_subset;2,brain_subset;2|anterior_ventral_nerve_cord_subset;2
VT37490,chr3R,2539631,2541776,2145,correct,1,NA,NA,ventral_epidermis_anlage_subset;2,ventral_epidermis_primordium_subset;3,NA,NA
VT37491,chr3R,2541449,2543561,2112,correct,1,NA,NA,NA,NA,NA,atrium;3
VT37492,chr3R,2543238,2545345,2107,correct,1,NA,NA,NA,NA,hypopharynx;3,atrium;3
VT37493,chr3R,2545059,2547232,2173,correct,1,NA,NA,NA,NA,NA,head_subset;2
VT37495,chr3R,2548627,2550765,2138,correct,1,amnioserosa_AISN;3,amnioserosa_anlage;4,head_epidermis_lateral_anlage;2,antenno-maxillary-labial_complex;3|head_epidermis_lateral_primordium_subset;3,antenno-maxillary-labial_complex;3|head_epidermis_lateral_subset;3,antenno-maxillary-labial_complex;2
VT37496,chr3R,2550448,2552614,2166,correct,1,NA,NA,NA,antenno-maxillary-labial_complex;3|brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;2|head_epidermis_lateral_primordium_subset;3,head_subset;4|epipharynx;3|trunk_epidermis_subset;3|brain_subset;3|head_epidermis_lateral_subset;4|clypeolabrum;3,head_subset;3|ventral_nerve_cord_subset;2|brain_subset;3
VT37498,chr3R,2554039,2556150,2111,correct,1,NA,NA,NA,NA,NA,antenno-maxillary-labial_complex;2|head_subset;2
VT37499,chr3R,2555846,2557934,2088,correct,1,NA,NA,NA,head_subset;2,head_subset;3|hindgut;3,head_subset;3|brain_broad;2|hindgut;3|ventral_nerve_cord_broad;2
VT37500,chr3R,2557610,2559721,2111,correct,1,NA,NA,NA,NA,NA,ventral_nerve_cord_subset;2|brain_subset;2
VT37501,chr3R,2559414,2561506,2092,correct,0,NA,NA,NA,NA,NA,NA
VT37503,chr3R,2565651,2567837,2186,correct,0,NA,NA,NA,NA,NA,NA
VT37508,chr3R,2575614,2578655,3041,correct,1,NA,NA,head_mesoderm_anlage;2|trunk_mesoderm_anlage;2,NA,NA,NA
VT37509,chr3R,2580559,2581657,1098,correct,1,posterior_endoderm_AISN;4|amnioserosa_AISN;4|anterior_endoderm_AISN;4|dorsal_ectoderm_AISN_broad;4,NA,NA,NA,NA,NA
VT37511,chr3R,2584112,2585247,1135,correct,0,NA,NA,NA,NA,NA,NA
VT37516,chr3R,2592671,2594780,2109,correct,0,NA,NA,NA,NA,NA,NA
VT37517,chr3R,2594325,2596511,2186,correct,0,NA,NA,NA,NA,NA,NA
VT37519,chr3R,2597908,2600011,2103,correct,0,NA,NA,NA,NA,NA,NA
VT37520,chr3R,2599634,2601734,2100,correct,1,A-P_stripes;3|pair_rule;3,A-P_stripes;3,brain_anlage_subset;1|ventral_nerve_cord_anlage_subset;3,ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;3,ventral_nerve_cord_subset;2
VT37521,chr3R,2601397,2603467,2070,correct,0,NA,NA,NA,NA,NA,NA
VT37522,chr3R,2603009,2605196,2187,correct,0,NA,NA,NA,NA,anterior_ventral_nerve_cord_broad;1,anterior_ventral_nerve_cord_subset;1
VT37523,chr3R,2604665,2607017,2352,correct,0,NA,NA,NA,NA,anterior_ventral_nerve_cord_broad;1,anterior_ventral_nerve_cord_broad;1
VT37524,chr3R,2606594,2608728,2134,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;3,brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1|anterior_ventral_nerve_cord_broad;3,ventral_nerve_cord_subset;3|brain_broad;2,ventral_nerve_cord_subset;2|brain_subset;2|anterior_ventral_nerve_cord_subset;3
VT37526,chr3R,2610074,2612191,2117,correct,1,NA,procephalic_ectoderm_anlage;3,head_epidermis_ventral_anlage;4,antenno-maxillary-labial_complex;3|head_epidermis_ventral_primordium_subset;4,antenno-maxillary-labial_complex;3,head_subset;3
VT37528,chr3R,2613534,2615741,2207,correct,1,NA,NA,NA,NA,antenno-maxillary-labial_complex;2|brain_broad;1|ventral_nerve_cord_broad;1,antenno-maxillary-labial_complex;2
VT37532,chr3R,2620213,2622351,2138,correct,1,NA,NA,NA,antenno-maxillary-labial_complex;3,antenno-maxillary-labial_complex;4,antenno-maxillary-labial_complex;3
VT37534,chr3R,2623176,2625267,2091,correct,1,NA,NA,head_epidermis_ventral_anlage;3,head_epidermis_ventral_primordium_subset;3,head_subset;3|yolk;3,antenno-maxillary-labial_complex;3|head_subset;3|yolk;3
VT37535,chr3R,2624667,2626918,2251,not_verified,1,NA,head_epidermis_lateral_anlage;2|anterior_endoderm_anlage;2,head_subset;4|ventral_nerve_cord_anlage_subset;2,head_epidermis_ventral_primordium_subset;4|ventral_epidermis_primordium_subset;2|ventral_nerve_cord_primordium_subset;1,anterior_ventral_nerve_cord_subset;4,anterior_ventral_nerve_cord_subset;4
VT37537,chr3R,2629821,2631916,2095,correct,1,anterior;4|A-P_stripe;4,A-P_stripe;3,head_epidermis_ventral_anlage;3,antenno-maxillary-labial_complex;3|head_epidermis_ventral_primordium_subset;3,antenno-maxillary-labial_complex;3|head_subset;3,antenno-maxillary-labial_complex;3|brain_broad;1|ventral_nerve_cord_broad;1
VT37538,chr3R,2631448,2633657,2209,correct,1,NA,NA,NA,NA,brain_broad;3|ventral_nerve_cord_broad;3,brain_broad;3|ventral_nerve_cord_broad;3
VT37539,chr3R,2633217,2635361,2144,correct,0,NA,NA,NA,NA,NA,NA
VT37540,chr3R,2634881,2637078,2197,not_verified,1,trunk_mesoderm_AISN_subset;1,NA,ventral_nerve_cord_anlage_broad;2,ventral_nerve_cord_primordium_broad;3|interstitial_cells_primordium;2,brain_broad;1|ventral_nerve_cord_broad;3|midgut_interstitial_cell;4,midgut_interstitial_cell;4
VT37547,chr3R,2646693,2648971,2278,correct,0,NA,NA,NA,NA,NA,NA
VT37549,chr3R,2653040,2655142,2102,correct,1,NA,NA,NA,NA,NA,head_subset;2
VT37550,chr3R,2654730,2656972,2242,correct,0,NA,NA,NA,NA,NA,head_epidermis_ventral_subset;1
VT37551,chr3R,2656457,2658629,2172,correct,0,NA,NA,NA,NA,anterior_ventral_nerve_cord_subset;1,anterior_ventral_nerve_cord_subset;1
VT37552,chr3R,2658152,2660215,2063,correct,0,NA,NA,NA,NA,NA,NA
VT37553,chr3R,2659847,2661969,2122,correct,1,NA,NA,NA,NA,head_subset;1,head_subset;2
VT37554,chr3R,2661531,2663752,2221,correct,1,NA,NA,NA,NA,head_subset;1|midgut_subset;3,head_subset;2|midgut_chamber;3|ubiquitous;2
VT37556,chr3R,2664895,2667156,2261,correct,1,NA,NA,NA,NA,midgut_subset;3,NA
VT37557,chr3R,2667774,2670082,2308,correct,0,NA,NA,NA,NA,NA,NA
VT37558,chr3R,2669293,2671446,2153,correct,0,NA,NA,NA,ventral_epidermis_primordium_subset;1|trunk_mesoderm_primordium;1,NA,NA
VT37560,chr3R,2672306,2674395,2089,correct,1,NA,trunk_mesoderm_anlage_broad;2,NA,NA,head_subset;2,head_subset;2
VT37564,chr3R,2679309,2681544,2235,correct,1,anterior;3|A-P_stripe;3,A-P_stripe;2,NA,NA,NA,NA
VT37565,chr3R,2680992,2683269,2277,correct,1,A-P_stripes;3|posterior;3,NA,NA,NA,NA,antenno-maxillary-labial_complex;2
VT37567,chr3R,2684413,2686617,2204,correct,1,A-P_stripes;4|pair_rule;4,A-P_stripes;3|pair_rule;3,head_subset;2,NA,head_subset;3|midgut_subset;2,head_subset;3|midgut_chamber;2
VT37568,chr3R,2686006,2688195,2189,not_verified,1,NA,NA,ventral_nerve_cord_anlage_subset;3,lateral_epidermis_primordium_subset;3|ventral_nerve_cord_primordium_subset;3,head_epidermis_ventral_subset;3|ventral_epidermis_subset;3|midgut_subset;3,head_subset;3|midgut_chamber;3
VT37571,chr3R,2693633,2695762,2129,correct,1,A-P_stripes;4,NA,NA,head_epidermis_ventral_primordium_subset;2|head_epidermis_dorsal_primordium_subset;2,head_epidermis_subset;3,head_epidermis_subset;2
VT37572,chr3R,2695379,2697581,2202,correct,1,NA,NA,NA,NA,antenno-maxillary-labial_complex;4,antenno-maxillary-labial_complex;4|yolk;2
VT37573,chr3R,2697142,2699236,2094,correct,1,NA,NA,ventral_epidermis_anlage_subset;2,antenno-maxillary-labial_complex;3|posterior_midgut_primordium;2,antenno-maxillary-labial_complex;3|head_subset;3|midgut_subset;2,antenno-maxillary-labial_complex;4|head_subset;4|midgut_chamber;1
VT37574,chr3R,2698826,2701039,2213,correct,1,NA,NA,NA,head_epidermis_ventral_primordium_subset;3|anterior_ventral_nerve_cord_primordium_subset;3,head_epidermis_ventral_subset;4|anterior_ventral_nerve_cord_subset;4,head_epidermis_ventral_subset;4|anterior_ventral_nerve_cord_subset;4
VT37575,chr3R,2700554,2702776,2222,correct,1,dorsal_ectoderm_AISN_subset;1,dorsal_ectoderm_anlage_subset;1,labial_complex_anlage;3,antenno-maxillary-labial_complex;3,head_subset;2,head_subset;1
VT37576,chr3R,2702394,2704501,2107,correct,1,NA,NA,NA,NA,brain_broad;1|ventral_nerve_cord_broad;1,brain_broad;2|ventral_nerve_cord_broad;2
VT37579,chr3R,2707640,2709759,2119,not_verified,1,procephalic_ectoderm_AISN;1,NA,ventral_epidermis_anlage_subset;3,ventral_epidermis_primordium_subset;3,head_subset;3|lateral_epidermis_subset;1|brain_subset;3|dorsal_epidermis_subset;2|anterior_ventral_nerve_cord_subset;3,head_subset;3|brain_subset;3|anterior_ventral_nerve_cord_subset;3
VT37580,chr3R,2709408,2711499,2091,not_verified,1,gap;4|anterior;4,trunk_mesoderm_anlage_broad;2,head_subset;2,visceral_muscle_primordium_subset;3,visceral_muscle_subset;3,visceral_muscle_subset;2
VT37582,chr3R,2712907,2715012,2105,correct,1,NA,A-P_stripe;3,NA,NA,NA,NA
VT37583,chr3R,2714662,2716763,2101,correct,1,NA,A-P_stripe;2,NA,NA,NA,NA
VT37585,chr3R,2718167,2720313,2146,correct,1,NA,NA,head_subset;3,head_subset;3,head_subset;3,NA
VT37586,chr3R,2719754,2722170,2416,correct,1,NA,NA,head_epidermis_ventral_anlage;2,antenno-maxillary-labial_complex;2,antenno-maxillary-labial_complex;1,NA
VT37588,chr3R,2725792,2727907,2115,correct,1,NA,NA,NA,antenno-maxillary-labial_complex;3|head_epidermis_lateral_primordium_subset;4,antenno-maxillary-labial_complex;3|head_epidermis_ventral_subset;4,antenno-maxillary-labial_complex;3
VT37601,chr3R,2749788,2751989,2201,correct,0,NA,NA,NA,NA,NA,NA
VT37654,chr3R,2844133,2846436,2303,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;3,ventral_nerve_cord_subset;4|brain_subset;1
VT37721,chr3R,2958220,2960027,1807,correct,1,procephalic_ectoderm_AISN;3,procephalic_ectoderm_anlage;3,brain_anlage_subset;2,brain_primordium_subset;3,brain_subset;3,brain_subset;2
VT37724,chr3R,2962855,2964948,2093,correct,1,NA,NA,NA,head_epidermis_ventral_primordium_subset;3|ventral_nerve_cord_primordium_subset;2,head_subset;3|ventral_nerve_cord_subset;3,ventral_nerve_cord_subset;2|anterior_ventral_nerve_cord_subset;3
VT37727,chr3R,2967607,2969570,1963,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;2,ventral_nerve_cord_primordium_subset;2,head_subset;2|brain_subset;2,head_subset;2|brain_subset;2
VT37797,chr3R,3089335,3091432,2097,correct,1,NA,NA,NA,NA,hypopharynx;3|sensory_system_head;3,sensory_system_head;3
VT37802,chr3R,3097891,3099493,1602,correct,0,NA,NA,NA,NA,NA,NA
VT37803,chr3R,3101637,3102547,910,correct,1,NA,NA,anterior_midgut_anlage;3,NA,NA,NA
VT37804,chr3R,3102900,3105205,2305,correct,0,NA,NA,NA,NA,NA,NA
VT37805,chr3R,3104770,3106870,2100,correct,0,NA,NA,NA,NA,head_subset;1,NA
VT37807,chr3R,3108096,3110188,2092,correct,0,NA,NA,NA,NA,NA,NA
VT37808,chr3R,3109751,3111853,2102,correct,0,NA,NA,NA,NA,NA,NA
VT37809,chr3R,3113144,3115349,2205,correct,1,NA,NA,NA,brain_primordium_subset;2,brain_subset;3,brain_subset;3
VT37810,chr3R,3114693,3116817,2124,correct,0,NA,NA,NA,NA,NA,NA
VT37811,chr3R,3116294,3118420,2126,correct,0,NA,NA,NA,NA,NA,NA
VT37812,chr3R,3117858,3120077,2219,correct,0,NA,NA,NA,NA,anal_pad;1|clypeolabrum;1,clypeolabrum;1
VT37814,chr3R,3121015,3123157,2142,correct,0,NA,NA,NA,NA,NA,NA
VT37815,chr3R,3122551,3124649,2098,correct,0,NA,NA,NA,NA,NA,NA
VT37816,chr3R,3124148,3126229,2081,correct,0,NA,NA,NA,NA,NA,NA
VT37817,chr3R,3126799,3127534,735,not_verified,1,procephalic_ectoderm_AISN;2,procephalic_ectoderm_anlage;3,head_subset;3|anterior_endoderm_anlage;3,brain_primordium_subset;3,ventral_nerve_cord_subset;1|brain_broad;3,brain_subset;3
VT37820,chr3R,3130287,3132391,2104,correct,0,NA,NA,NA,NA,NA,NA
VT37821,chr3R,3131426,3133666,2240,correct,0,NA,NA,NA,NA,NA,NA
VT37822,chr3R,3133948,3135196,1248,not_verified,0,NA,NA,NA,NA,NA,NA
VT37825,chr3R,3138084,3138768,684,correct,0,NA,NA,NA,NA,NA,NA
VT37855,chr3R,3196876,3199022,2146,correct,0,NA,NA,NA,NA,NA,NA
VT37856,chr3R,3198681,3200824,2143,correct,1,NA,NA,NA,brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2,NA,hindgut;1
VT37857,chr3R,3200445,3202546,2101,correct,0,NA,NA,NA,NA,NA,brain_broad;1|ventral_nerve_cord_broad;1
VT37858,chr3R,3202170,3204297,2127,correct,0,NA,NA,NA,NA,NA,NA
VT37859,chr3R,3203931,3206031,2100,correct,0,NA,NA,NA,NA,NA,NA
VT37860,chr3R,3205708,3207775,2067,not_verified,0,NA,NA,NA,NA,NA,NA
VT37861,chr3R,3207443,3209551,2108,correct,0,NA,NA,NA,NA,NA,NA
VT37862,chr3R,3209080,3211312,2232,correct,0,NA,NA,NA,NA,NA,NA
VT37863,chr3R,3210963,3213048,2085,correct,0,NA,NA,NA,NA,NA,NA
VT37864,chr3R,3212699,3214819,2120,correct,0,NA,NA,ventral_nerve_cord_anlage_subset;1,NA,NA,brain_subset;1
VT37865,chr3R,3214473,3216547,2074,correct,0,NA,NA,NA,NA,NA,NA
VT37866,chr3R,3216234,3218311,2077,correct,0,NA,NA,NA,NA,NA,NA
VT37867,chr3R,3217963,3220067,2104,correct,0,NA,NA,NA,NA,brain_subset;1,brain_subset;1
VT37868,chr3R,3219705,3221910,2205,correct,0,NA,NA,NA,NA,NA,NA
VT37869,chr3R,3221446,3223565,2119,correct,1,NA,NA,NA,NA,esophagus;2,esophagus;4
VT37871,chr3R,3225000,3227108,2108,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;1|brain_subset;1,ventral_nerve_cord_subset;2|brain_subset;1
