VTID,Chrosome,Start,End,Length,Verification Status,Positive,stg4_6,stg7_8,stg9_10,stg11_12,stg13_14,stg15_16
VT23759,chr3L,944405,946557,2152,correct,0,NA,NA,NA,brain_primordium_subset;1,brain_subset;1,NA
VT23764,chr3L,953240,955444,2204,correct,0,NA,NA,NA,NA,NA,NA
VT23770,chr3L,963975,966147,2172,correct,1,NA,NA,NA,NA,NA,antenno-maxillary-labial_complex;3|head_epidermis_ventral_subset;3|head_subset;3
VT23783,chr3L,987320,988910,1590,correct,1,NA,NA,ventral_epidermis_anlage_subset;3,ventral_epidermis_primordium_subset;3,NA,NA
VT23784,chr3L,992295,994034,1739,correct,1,NA,NA,NA,brain_primordium_broad;1|ventral_nerve_cord_primordium_broad;1,brain_broad;2|ventral_nerve_cord_broad;2,brain_broad;2|ventral_nerve_cord_broad;2
VT23785,chr3L,994009,995141,1132,correct,0,NA,NA,NA,NA,NA,NA
VT23788,chr3L,1001774,1004018,2244,correct,1,NA,amnioserosa_anlage;3,amnioserosa_anlage;2,head_subset;2,head_subset;2|amnioserosa;2|head_epidermis_dorsal_subset;2|midgut_interstitial_cell;2,amnioserosa;2|midgut_interstitial_cell;1
VT23790,chr3L,1005160,1007249,2089,correct,1,NA,NA,NA,amnioserosa;1,hypopharynx;2,amnioserosa;2|hypopharynx;2
VT23791,chr3L,1007597,1009719,2122,correct,0,NA,NA,NA,head_subset;1,head_subset;1,head_subset;1
VT23792,chr3L,1009388,1011540,2152,correct,0,NA,NA,NA,NA,NA,NA
VT23793,chr3L,1011167,1013348,2181,correct,0,NA,NA,NA,NA,NA,NA
VT23795,chr3L,1014717,1016809,2092,correct,0,NA,NA,NA,NA,NA,NA
VT23796,chr3L,1016485,1018674,2189,correct,0,NA,NA,NA,NA,NA,NA
VT23797,chr3L,1019013,1021155,2142,correct,1,hindgut_AISN;1,posterior_endoderm_anlage;1,hindgut_anlage;1,anal_pad_specific_anlage;2,anal_pad;2,midgut_broad;1|hindgut;1|anal_pad;3
VT23799,chr3L,1022425,1024653,2228,correct,0,NA,NA,NA,NA,NA,NA
VT23800,chr3L,1028478,1029115,637,correct,1,NA,NA,NA,NA,NA,dorsal_epidermis_subset;3
VT23801,chr3L,1029432,1031697,2265,correct,1,NA,NA,NA,ventral_epidermis_primordium_subset;3,telson_subset;3|trunk_epidermis_subset;3|muscle_system;3,midgut_broad;3
VT23805,chr3L,1035767,1036550,783,correct,0,NA,NA,NA,NA,NA,NA
VT23806,chr3L,1037817,1038267,450,correct,0,NA,NA,NA,NA,NA,NA
VT23807,chr3L,1039126,1039859,733,correct,0,NA,NA,NA,NA,NA,NA
VT23808,chr3L,1040046,1042350,2304,correct,1,NA,NA,NA,lateral_epidermis_primordium_subset;2,lateral_epidermis_subset;2|somatic_muscle;2|muscle_system;2,head_epidermis_subset;2|trunk_epidermis_subset;2|muscle_system;2
VT23810,chr3L,1043637,1045728,2091,correct,0,NA,NA,NA,brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1,ventral_nerve_cord_broad;1|brain_subset;1,brain_broad;1|ventral_nerve_cord_broad;1
VT23812,chr3L,1055048,1057222,2174,correct,0,NA,NA,NA,NA,NA,NA
VT23814,chr3L,1058443,1060554,2111,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;1,brain_primordium_broad;2|ventral_nerve_cord_primordium_broad;2,brain_broad;2|ventral_nerve_cord_broad;2,brain_broad;1|ventral_nerve_cord_broad;1
VT23815,chr3L,1060119,1062238,2119,correct,0,NA,NA,NA,NA,NA,NA
VT23817,chr3L,1063482,1065602,2120,correct,0,NA,NA,NA,NA,NA,NA
VT23818,chr3L,1065183,1067296,2113,correct,0,NA,NA,NA,NA,ventral_nerve_cord_subset;1|brain_subset;1,NA
VT23820,chr3L,1068600,1070694,2094,correct,0,NA,NA,NA,NA,NA,NA
VT23821,chr3L,1070283,1072435,2152,correct,0,NA,NA,NA,NA,NA,NA
VT23823,chr3L,1073627,1075728,2101,correct,0,NA,NA,NA,NA,NA,NA
VT23824,chr3L,1075263,1077385,2122,not_verified,0,NA,NA,NA,NA,NA,NA
VT23825,chr3L,1076986,1079079,2093,correct,1,NA,NA,posterior_endoderm_anlage;3,NA,ventral_nerve_cord_subset;2|brain_subset;4,ventral_nerve_cord_subset;3|brain_subset;4
VT23826,chr3L,1079637,1081781,2144,correct,1,NA,NA,NA,NA,NA,anal_pad;3
VT23827,chr3L,1081346,1083449,2103,correct,1,posterior_endoderm_AISN;3|anterior_endoderm_AISN;2,NA,NA,head_subset;2|peripheral_nervous_system;2,antenno-maxillary-labial_complex;3|dorsal_vessel;3|peripheral_nervous_system;3|clypeolabrum;3,antenno-maxillary-labial_complex;4|head_subset;4|dorsal_vessel;4|midgut_chamber;3|peripheral_nervous_system;3
VT23828,chr3L,1083080,1085195,2115,correct,1,NA,NA,NA,NA,proventriculus;3,proventriculus;2
VT23829,chr3L,1084811,1086993,2182,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;3,ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;3,ventral_nerve_cord_subset;2|yolk;2|salivary_gland;3
VT23830,chr3L,1086564,1088743,2179,correct,0,NA,NA,NA,NA,NA,NA
VT23832,chr3L,1090039,1092178,2139,correct,1,posterior_endoderm_AISN;2,NA,NA,ventral_epidermis_primordium_subset;1|hindgut_proper_primordium;3,yolk;2|anal_pad;2|posterior_spiracle;2|posterior_ventral_nerve_cord_subset;2,head_subset;2|anal_pad;3|posterior_spiracle;3
VT23834,chr3L,1093448,1095666,2218,correct,1,NA,NA,trunk_mesoderm_anlage;3,somatic_muscle_primordium;4,somatic_muscle_subset;3,head_subset;1|ubiquitous;1
VT23835,chr3L,1095173,1097593,2420,correct,1,NA,ventral_ectoderm_anlage;3,ventral_epidermis_anlage_subset;3,ventral_midline;4|ventral_epidermis_primordium_subset;4|hindgut_proper_primordium;3,head_epidermis_ventral_subset;4|lateral_epidermis_subset;4|ventral_midline;4|telson_subset;4|midgut_broad;2|hindgut;3|ubiquitous;3|ventral_epidermis_broad;5|dorsal_epidermis_subset;3|hypopharynx;4,lateral_epidermis_subset;3|ventral_midline;3|midgut_broad;3|ubiquitous;3
VT23837,chr3L,1100571,1101078,507,correct,0,NA,NA,NA,NA,NA,NA
VT23839,chr3L,1103010,1105071,2061,correct,0,NA,NA,NA,NA,NA,NA
VT23841,chr3L,1106374,1108572,2198,not_verified,0,NA,NA,NA,NA,NA,NA
VT23842,chr3L,1108201,1110320,2119,correct,0,NA,NA,NA,NA,NA,NA
VT23843,chr3L,1109977,1112134,2157,correct,0,NA,NA,NA,NA,ventral_nerve_cord_subset;1|brain_subset;1,ventral_nerve_cord_subset;1|brain_subset;1
VT23863,chr3L,1147072,1149289,2217,correct,0,NA,NA,NA,NA,NA,NA
VT23870,chr3L,1167709,1169803,2094,correct,1,posterior_endoderm_AISN;4|dorsal_ectoderm_AISN_subset;2,posterior_endoderm_anlage;2|anterior_endoderm_anlage;1,anterior_endoderm_anlage;1,ventral_nerve_cord_primordium_subset;1|salivary_gland_primordium;2,salivary_gland;3|midgut_subset;2|malpighian_tubule;2,midgut_chamber;4|malpighian_tubule;3
VT23881,chr3L,1191017,1192659,1642,correct,0,NA,NA,NA,NA,NA,NA
VT23886,chr3L,1199202,1201917,2715,correct,0,NA,NA,NA,NA,ventral_epidermis_subset;1,ventral_epidermis_subset;1
VT23931,chr3L,1293907,1295760,1853,correct,0,NA,NA,NA,NA,NA,NA
VT23948,chr3L,1318255,1318513,258,not_verified,0,NA,NA,NA,NA,NA,NA
VT23949,chr3L,1318512,1320599,2087,correct,1,NA,NA,NA,stomatogastric_nervous_system_primordium;3,midgut_subset;2,lateral_epidermis_subset;3|head_epidermis_subset;3|dorsal_epidermis_subset;3
VT23950,chr3L,1319695,1321846,2151,correct,1,NA,NA,NA,brain_primordium_subset;3,midgut_broad;1|brain_subset;1,NA
VT23951,chr3L,1322658,1324778,2120,correct,1,NA,NA,NA,lateral_epidermis_primordium_subset;3,head_epidermis_ventral_subset;3|trunk_epidermis_broad;5,trunk_epidermis_broad;3
VT23952,chr3L,1324257,1326553,2296,correct,0,NA,NA,NA,NA,NA,NA
VT23953,chr3L,1329517,1329839,322,correct,0,NA,NA,NA,NA,NA,NA
VT23954,chr3L,1329793,1331590,1797,correct,0,NA,NA,NA,NA,NA,NA
VT24013,chr3L,1441256,1443424,2168,correct,1,NA,NA,NA,lateral_epidermis_primordium_subset;2,head_epidermis_ventral_subset;2|trunk_epidermis_subset;3,head_epidermis_dorsal_subset;2|dorsal_epidermis_subset;2
VT24014,chr3L,1442924,1445047,2123,correct,1,NA,head_epidermis_dorsal_anlage;2,head_epidermis_dorsal_anlage;3,foregut_primordium;3,ventral_epidermis_subset;3|epipharynx;3|head_epidermis_dorsal_subset;2|hypopharynx;4|dorsal_pouch;3,ventral_epidermis_subset;3|pharynx;3|dorsal_pouch;3
VT24016,chr3L,1446296,1448405,2109,correct,1,NA,NA,lateral_epidermis_anlage_subset;3|amnioserosa_anlage;3,head_subset;3|lateral_epidermis_primordium_subset;4|amnioserosa;3,lateral_epidermis_subset;4|amnioserosa;3,lateral_epidermis_subset;4
VT24017,chr3L,1447983,1450076,2093,correct,1,NA,NA,NA,lateral_epidermis_primordium_subset;2|salivary_gland_primordium;2,lateral_epidermis_subset;3|salivary_gland;3|hypopharynx;2|clypeolabrum;2,lateral_epidermis_subset;4|salivary_gland;4|hypopharynx;2|clypeolabrum;2
VT24019,chr3L,1451276,1453442,2166,correct,0,NA,NA,NA,NA,NA,NA
VT24021,chr3L,1454694,1456812,2118,correct,1,trunk_mesoderm_AISN_subset;2,mesectoderm_anlage;3,brain_anlage_subset;3|mesectoderm_anlage;4,ventral_midline;4|brain_primordium_subset;4|ventral_epidermis_primordium_subset;3|ventral_nerve_cord_primordium_subset;4,ventral_midline;3|brain_subset;3,ventral_nerve_cord_subset;2|brain_subset;2
VT24024,chr3L,1459776,1461906,2130,correct,1,NA,NA,head_subset;2,NA,NA,NA
VT24025,chr3L,1461311,1463834,2523,correct,1,ventral_ectoderm_AISN;4|mesectoderm_AISN;4,mesectoderm_anlage;4,tracheal_system_anlage;4|mesectoderm_anlage;4,ventral_midline;4,salivary_gland;2|ventral_midline_glia;3,salivary_gland;2
VT24026,chr3L,1463758,1465534,1776,correct,1,NA,NA,NA,NA,posterior_spiracle;2,pharynx;4|midgut_broad;2
VT24027,chr3L,1465732,1466667,935,correct,1,NA,NA,NA,NA,dorsal_epidermis_subset;1,lateral_epidermis_subset;1|dorsal_epidermis_subset;2
VT24044,chr3L,1502563,1502875,312,correct,0,NA,NA,NA,NA,NA,NA
VT24045,chr3L,1502788,1503286,498,correct,0,NA,NA,NA,NA,NA,NA
VT24046,chr3L,1513513,1515687,2174,correct,0,NA,NA,NA,NA,NA,NA
VT24047,chr3L,1514984,1517101,2117,correct,1,anterior_endoderm_AISN;2,posterior_endoderm_anlage;3|anterior_endoderm_anlage;3|trunk_mesoderm_anlage_broad;2,anterior_midgut_anlage;2|posterior_midgut_anlage;2,ubiquitous;2,lateral_epidermis_subset;3|dorsal_epidermis_subset;3|esophagus;3,lateral_epidermis_subset;3|trunk_epidermis_subset;4|lymph_gland;4
VT24048,chr3L,1516441,1518532,2091,correct,0,NA,NA,NA,NA,NA,NA
VT24050,chr3L,1520680,1521217,537,correct,0,NA,NA,NA,NA,NA,NA
VT24051,chr3L,1523674,1525940,2266,correct,1,NA,NA,brain_anlage_subset;2|ventral_nerve_cord_anlage_subset;2,brain_primordium_subset;3,brain_subset;3,NA
VT24052,chr3L,1524647,1526791,2144,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;2,brain_primordium_subset;2,brain_subset;2,NA
VT24053,chr3L,1525583,1527817,2234,correct,0,NA,NA,NA,NA,NA,NA
VT24055,chr3L,1531182,1531615,433,correct,0,NA,NA,NA,NA,NA,NA
VT24056,chr3L,1534002,1535186,1184,correct,1,NA,NA,NA,NA,anal_pad;2,NA
VT24057,chr3L,1536790,1537178,388,correct,1,NA,NA,NA,NA,brain_broad;1|ventral_nerve_cord_broad;1,brain_broad;2|ventral_nerve_cord_broad;2
VT24077,chr3L,1575479,1577676,2197,not_verified,0,NA,NA,NA,NA,NA,NA
VT24081,chr3L,1582405,1584517,2112,correct,1,NA,NA,NA,NA,lateral_epidermis_subset;2,lateral_epidermis_subset;2
VT24083,chr3L,1585814,1587966,2152,correct,0,NA,NA,NA,NA,NA,NA
VT24098,chr3L,1627689,1629285,1596,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;1,NA,antenno-maxillary-labial_complex;3|posterior_spiracle;3,antenno-maxillary-labial_complex;3
VT24099,chr3L,1629263,1631736,2473,correct,1,NA,NA,NA,NA,brain_broad;2|ventral_nerve_cord_broad;2,brain_broad;2|ventral_nerve_cord_broad;2
VT24100,chr3L,1632386,1634627,2241,correct,0,NA,NA,NA,NA,yolk;1,NA
VT24101,chr3L,1634036,1636234,2198,correct,0,NA,NA,NA,NA,NA,NA
VT24102,chr3L,1635689,1637855,2166,correct,0,NA,NA,NA,NA,NA,brain_broad;1|ventral_nerve_cord_broad;1
VT24203,chr3L,1843949,1846218,2269,correct,1,NA,NA,amnioserosa_anlage;2,amnioserosa;2,NA,NA
VT24204,chr3L,1845355,1847512,2157,correct,1,NA,NA,NA,head_subset;2,NA,head_subset;4|pharynx;4
VT24223,chr3L,1882998,1884014,1016,correct,0,NA,NA,NA,NA,NA,NA
VT24598,chr3L,2662709,2664804,2095,correct,0,NA,NA,NA,NA,NA,NA
VT24600,chr3L,2666558,2667580,1022,correct,1,NA,NA,NA,brain_primordium_subset;2,brain_subset;3,yolk;1|brain_subset;1
VT24602,chr3L,2669302,2670703,1401,correct,0,NA,NA,NA,NA,NA,NA
VT24603,chr3L,2672776,2675070,2294,correct,0,NA,NA,NA,NA,NA,NA
VT24604,chr3L,2674276,2676386,2110,correct,0,NA,NA,NA,NA,NA,NA
VT24606,chr3L,2677255,2679635,2380,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;3,ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;3,ventral_nerve_cord_subset;3
VT24607,chr3L,2678682,2680809,2127,correct,1,NA,NA,NA,lateral_epidermis_primordium_subset;2,NA,NA
VT24610,chr3L,2685359,2687760,2401,correct,1,NA,anterior_endoderm_anlage;3,anterior_endoderm_anlage;3,clypeo-labral_primordium;3,hypopharynx;3|clypeolabrum;3,pharynx;4|atrium;4
VT24611,chr3L,2686607,2688708,2101,not_verified,0,NA,NA,NA,NA,NA,brain_subset;1
VT24612,chr3L,2687488,2689686,2198,correct,0,NA,NA,NA,NA,NA,NA
VT24613,chr3L,2689662,2692315,2653,correct,0,NA,NA,NA,NA,NA,NA
VT24614,chr3L,2691593,2693733,2140,correct,1,trunk_mesoderm_AISN_broad;1,trunk_mesoderm_anlage_broad;3,NA,NA,NA,ventral_nerve_cord_subset;2
VT24615,chr3L,2693338,2695423,2085,correct,0,NA,NA,NA,NA,NA,NA
VT24617,chr3L,2696753,2698914,2161,correct,0,NA,NA,NA,NA,NA,NA
VT24618,chr3L,2698354,2700656,2302,correct,1,NA,NA,NA,NA,NA,head_subset;3
VT24619,chr3L,2700254,2702439,2185,not_verified,1,ventral_ectoderm_AISN;3,ventral_ectoderm_anlage;4|head_epidermis_lateral_anlage;4|anterior_endoderm_anlage;3,ventral_ectoderm_anlage;3|head_subset;4|head_epidermis_lateral_anlage;3|anterior_endoderm_anlage;3|ventral_nerve_cord_anlage_subset;2,head_subset;4|lateral_epidermis_primordium_subset;3|brain_primordium_subset;3|head_epidermis_lateral_primordium_subset;4|peripheral_nervous_system;3,brain_subset;3|peripheral_nervous_system;3|head_epidermis_lateral_subset;3,ventral_nerve_cord_subset;2|brain_subset;2
VT24620,chr3L,2701901,2704109,2208,correct,0,NA,NA,NA,NA,NA,NA
VT24621,chr3L,2703705,2705906,2201,correct,1,NA,NA,NA,NA,brain_broad;2|ventral_nerve_cord_broad;2,NA
VT24623,chr3L,2707205,2709297,2092,correct,0,NA,NA,NA,NA,NA,ventral_nerve_cord_subset;1
VT24624,chr3L,2708939,2711126,2187,correct,0,NA,NA,NA,NA,NA,NA
VT24625,chr3L,2710633,2712764,2131,correct,0,NA,NA,NA,NA,NA,NA
VT24626,chr3L,2712440,2714636,2196,correct,0,NA,NA,NA,NA,NA,NA
VT24629,chr3L,2717560,2719718,2158,correct,0,NA,NA,NA,NA,NA,NA
VT24630,chr3L,2723916,2726112,2196,correct,0,NA,NA,NA,NA,NA,NA
VT24632,chr3L,2727451,2729623,2172,correct,0,NA,NA,NA,NA,NA,posterior_ventral_nerve_cord_subset;1
VT24633,chr3L,2729149,2731248,2099,correct,1,posterior_endoderm_AISN;3|anterior_endoderm_AISN;1,posterior_endoderm_anlage;2,posterior_endoderm_anlage;2,posterior_midgut_primordium;1,NA,lateral_epidermis_subset;1
VT24634,chr3L,2730770,2733078,2308,correct,0,NA,NA,NA,NA,anterior_ventral_nerve_cord_subset;1,anterior_ventral_nerve_cord_subset;1
VT24635,chr3L,2732564,2734658,2094,correct,0,NA,NA,ventral_nerve_cord_anlage_subset;1,NA,midgut_broad;1,NA
VT24636,chr3L,2734254,2736397,2143,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;1,ventral_nerve_cord_primordium_subset;2,ventral_nerve_cord_subset;2|midgut_broad;1,NA
VT24637,chr3L,2735988,2738074,2086,correct,1,A-P_stripes;3|pair_rule;4,ventral_ectoderm_anlage;4|A-P_stripes;4,ventral_nerve_cord_anlage_subset;3,brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;4,ventral_nerve_cord_subset;3|brain_subset;1,ventral_nerve_cord_subset;2|brain_subset;1
VT24638,chr3L,2737681,2739801,2120,correct,0,NA,NA,NA,NA,NA,NA
VT24639,chr3L,2739997,2742201,2204,correct,0,NA,NA,ventral_nerve_cord_anlage_subset;1,ventral_nerve_cord_primordium_subset;1,NA,NA
VT24640,chr3L,2741597,2743761,2164,correct,0,NA,NA,NA,NA,NA,NA
VT24641,chr3L,2743211,2745312,2101,correct,1,NA,NA,NA,NA,muscle_system;2,muscle_system;3
VT24643,chr3L,2746367,2748504,2137,correct,1,anterior_endoderm_AISN;3,anterior_endoderm_anlage;3,anterior_endoderm_anlage;3|ventral_nerve_cord_anlage_subset;3,brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;1,ventral_nerve_cord_subset;1|brain_subset;1,ventral_nerve_cord_subset;1|brain_subset;1
VT24646,chr3L,2755567,2757776,2209,correct,0,NA,NA,head_epidermis_ventral_anlage;1,NA,NA,NA
VT24648,chr3L,2759111,2761232,2121,correct,1,NA,NA,NA,NA,NA,telson_subset;2
VT24649,chr3L,2760842,2763012,2170,correct,0,NA,NA,NA,NA,NA,NA
VT24650,chr3L,2762659,2764819,2160,correct,0,NA,NA,NA,NA,NA,NA
VT24651,chr3L,2764296,2766472,2176,correct,1,NA,NA,NA,NA,amnioserosa;2,NA
VT24896,chr3L,3259612,3261752,2140,correct,0,NA,NA,NA,NA,NA,NA
VT25019,chr3L,3496139,3498356,2217,correct,1,trunk_mesoderm_AISN_subset;1,ventral_ectoderm_anlage;2,ventral_ectoderm_anlage;2,ventral_nerve_cord_primordium_subset;1,ventral_nerve_cord_subset;1,brain_broad;1|ventral_nerve_cord_broad;1
VT25223,chr3L,3872436,3874523,2087,correct,1,NA,NA,NA,telson;2,lateral_epidermis_subset;4|telson_subset;4,NA
VT25262,chr3L,3942424,3942889,465,correct,0,NA,NA,NA,NA,NA,NA
VT25263,chr3L,3942796,3943697,901,correct,1,NA,NA,NA,NA,NA,brain_broad;1|ventral_nerve_cord_broad;2
VT25269,chr3L,3954203,3957000,2797,correct,1,NA,NA,NA,NA,lateral_epidermis_subset;2|ventral_epidermis_subset;2,salivary_gland;3
VT25270,chr3L,3959772,3961636,1864,correct,0,NA,NA,NA,NA,brain_subset;1,NA
VT25271,chr3L,3961954,3964893,2939,correct,0,NA,NA,NA,NA,NA,NA
VT25272,chr3L,3964736,3967294,2558,correct,1,NA,NA,NA,brain_primordium_broad;1|ventral_nerve_cord_primordium_broad;2,brain_broad;3|ventral_nerve_cord_broad;3,brain_broad;3|ventral_nerve_cord_broad;3
VT25273,chr3L,3966643,3968757,2114,correct,0,NA,NA,NA,NA,NA,NA
VT25274,chr3L,3968335,3970480,2145,correct,0,NA,NA,NA,NA,NA,anterior_ventral_nerve_cord_subset;1
VT25275,chr3L,3969919,3972110,2191,correct,1,procephalic_ectoderm_AISN;1,procephalic_ectoderm_anlage;1,ventral_nerve_cord_anlage_broad;3,ventral_nerve_cord_primordium_broad;3,brain_broad;2|ventral_nerve_cord_broad;4,brain_broad;2|ventral_nerve_cord_broad;4
VT25276,chr3L,3971661,3973729,2068,correct,1,NA,NA,brain_anlage_subset;2,brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;3,brain_broad;4|ventral_nerve_cord_broad;4,brain_broad;4|ventral_nerve_cord_broad;4
VT25277,chr3L,3973289,3975422,2133,correct,1,NA,NA,NA,brain_primordium_subset;2|anterior_ventral_nerve_cord_primordium_subset;2,brain_subset;2|anterior_ventral_nerve_cord_subset;2,brain_subset;2
VT25278,chr3L,3974953,3977060,2107,correct,1,NA,NA,brain_anlage_subset;2|ventral_nerve_cord_anlage_subset;3,brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;2|brain_subset;2,NA
VT25279,chr3L,3976617,3978758,2141,correct,1,NA,NA,brain_anlage_broad;4|ventral_nerve_cord_anlage_broad;4,brain_primordium_broad;4|ventral_nerve_cord_primordium_broad;4,brain_broad;4|ventral_nerve_cord_broad;3,brain_broad;3|ventral_nerve_cord_broad;3
VT25280,chr3L,3978263,3980369,2106,correct,1,NA,NA,brain_anlage_broad;2|ventral_nerve_cord_anlage_broad;3,brain_primordium_broad;4|ventral_nerve_cord_primordium_broad;4,brain_broad;4|ventral_nerve_cord_broad;4,brain_broad;3|ventral_nerve_cord_broad;3
VT25281,chr3L,3979934,3982073,2139,correct,1,NA,NA,mesectoderm_anlage;1,head_subset;3|lateral_epidermis_primordium_subset;3|dorsal_epidermis_primordium_subset;3,head_epidermis_subset;2|trunk_epidermis_subset;2,NA
VT25284,chr3L,3985239,3986664,1425,correct,0,NA,NA,NA,NA,NA,NA
VT25285,chr3L,3988463,3990745,2282,correct,0,NA,NA,NA,NA,NA,NA
VT25287,chr3L,3991471,3993632,2161,correct,0,NA,NA,NA,NA,NA,NA
VT25288,chr3L,3992921,3995254,2333,correct,0,NA,NA,NA,NA,NA,NA
