geneID	Chr	ATAC_Start	ATAC_End	ATAC_factor	ATAC_direction	enhancerID	insituID	Enhancer_Gd7	Enhancer_Toll10b	Enhancer_Toll9	Enhancer_Time
Region74	chr2L	246472	247148	Toll9	Up	NA	region 6917	-0.153703179527879	-0.944801138040722	1.30039682140744	-0.465570231590365
Region74	chr2L	246472	247148	Toll9	Up	NA	region 6917	-0.185040856942811	-0.205621095980716	0.500217151422447	-0.465570231590365
Region75	chr2L	247430	247810	Time	Down	NA	region 6917	-0.487503849852099	0.155204378357427	0.439002567463194	-0.698851926736529
Region76	chr2L	248757	249585	Toll9	Down	NA	NA	-0.0744066068478017	0.649207634377587	-0.908338603617036	-0.500360659758274
Region77	chr2L	249822	251232	Toll10b	Down	NA	region 6918	-0.111281873659563	0.0481335539573953	0.0899587378296174	-0.073969358406058
Region78	chr2L	252153	252470	Toll9	Down	NA	NA	0.493305898536463	-0.708348245684689	0.392158351428116	0.936760947292171
Region79	chr2L	273416	273935	Toll10b	Down	NA	NA	-0.355163750653257	0.671852129570527	-0.243339526447565	0.360569045238948
Region80	chr2L	277007	278241	Time	Down	NA	NA	-0.574439147187847	0.00377510320663568	0.729654174255554	-1.12607159870918
Region81	chr2L	278601	279126	Time	Down	NA	NA	0.148617193904661	-0.989838772302746	0.992121372144359	-6.15975482476845
Region82	chr2L	282210	283269	Time	Down	NA	region 6919	2.72804358555235	-2.23254459676618	-0.453298811756088	-3.88861864117823
Region84	chr2L	285460	285868	Time	Up	NA	region 6920	1.4573047096509	-1.71629314421873	0.637990615568118	2.40372859925526
Region84	chr2L	285460	285868	Time	Up	NA	region 6921	1.4573047096509	-1.71629314421873	0.637990615568118	2.40372859925526
Region85	chr2L	294945	295369	Toll9	Down	NA	NA	0.079941875131111	1.46594736305521	-1.68420958243999	-0.013596310221137
Region86	chr2L	297698	298334	Time	Up	NA	NA	-0.142191445133083	-0.0525501092316033	0.308580958286379	1.4666449132556
Region95	chr2L	414404	415407	Time	Up	NA	NA	-1.30198363207372	0.222889936935756	1.22833090237576	0.585560803139369
Region96	chr2L	419855	420262	Time	Up	NA	NA	-1.01222169211369	0.550416215250102	0.55693754181929	0.836417632088532
Region97	chr2L	421221	421676	Time	Up	NA	NA	0.341166875727633	-0.256437674123756	-0.119967090229989	0.403135935777564
Region98	chr2L	430887	431959	Toll10b	Down	NA	NA	0.344860117940642	-0.081582860391074	-0.272249518202328	0.624789823022923
Region99	chr2L	441747	442435	Toll10b	Down	region 5	NA	5.42020582153812	-6.53486609947897	2.42448239726551	0.0760254501869782
Region100	chr2L	452821	453223	Time	Up	NA	NA	-0.972289205499858	0.435615396265114	0.431775385717659	1.67111919972188
Region100	chr2L	452821	453223	Time	Up	NA	NA	-0.688330349181797	0.160465297257775	0.481763209920136	1.67111919972188
Region112	chr2L	517544	519906	Gd7	Up	region 10	NA	12.760898399035	-5.9397464005859	-8.02163843732249	-1.45904629645354
Region117	chr2L	542147	542633	Toll9	Down	NA	region 6925	0.476112341513366	0.421960670345248	-1.00690121928252	-0.022466822504437
Region118	chr2L	544313	544788	Toll9	Down	NA	region 6926	5.32639074932402	-2.15209679657648	-2.70452163018162	-0.547109662349739
Region118	chr2L	544313	544788	Toll9	Down	NA	region 6927	5.32639074932402	-2.15209679657648	-2.70452163018162	-0.547109662349739
Region120	chr2L	564008	564504	Toll9	Down	NA	NA	0.0145222294231042	-0.627245192137686	0.512434139796131	-0.808490283720738
Region121	chr2L	567809	568169	Toll9	Down	NA	NA	-1.4851432573258	1.42411249409923	-0.101766676608148	-0.586973782473311
Region122	chr2L	573971	574721	Time	Up	NA	NA	-0.831554987788876	-1.21361257574041	2.32190043745175	0.396093682981687
Region134	chr2L	819784	820238	Toll9	Up	NA	NA	-0.836516022940194	-1.07655514231134	2.3024438576853	-0.490886432961553
Region135	chr2L	821252	821826	Toll10b	Up	NA	NA	0.122140284707685	-0.602118857143217	0.604461326971144	-0.593275811801616
Region136	chr2L	825598	826857	Toll9	Down	NA	NA	0.899985813262439	0.715446955113426	-2.04685930152927	0.367205204398013
Region137	chr2L	849755	851292	Toll10b	Down	NA	NA	0.690107117334366	-1.97032292897554	1.6562351129945	-0.174469419412419
Region138	chr2L	852446	853070	Gd7	Down	NA	NA	-0.98674238758	-0.0883653728576371	1.53121338203666	-0.681072582482594
Region141	chr2L	867041	868514	Toll10b	Down	NA	NA	2.43984630794711	-2.8254990581849	0.999059586226449	0.01279901346448
Region142	chr2L	869648	869844	Time	Up	NA	NA	0.052254110116287	0.537166485995344	-0.495115465018034	0.049232119486072
Region143	chr2L	870516	871957	Time	Up	NA	NA	-0.000248463513467967	0.363892964106443	-0.204589920425242	1.10165430715
Region149	chr2L	1066045	1067117	Toll10b	Down	NA	NA	3.70289800777769	-3.76172555735059	0.190325573397242	-0.402394952565218
Region149	chr2L	1066045	1067117	Toll10b	Down	NA	NA	3.79360139685082	-4.50312899882644	0.938957426921553	-0.402394952565218
Region150	chr2L	1067653	1068987	Gd7	Up	NA	NA	2.48823745898715	-2.22787937804116	-0.340808467699824	0.819168417175977
Region150	chr2L	1067653	1068987	Gd7	Up	NA	NA	1.63428463655903	-0.663710621720783	-1.31707074608015	0.819168417175977
Region151	chr2L	1076088	1078185	Toll9	Up	NA	NA	-1.11293185653488	0.065395231256073	1.07427665710423	0.355900472077595
Region151	chr2L	1076088	1078185	Toll9	Up	NA	NA	-0.366298130382814	-0.00789608553941201	0.476785313015572	0.355900472077595
Region153	chr2L	1118106	1118528	Toll9	Down	NA	NA	0.654124495073673	0.758231133587429	-2.0735944798932	-2.70878287719947
Region154	chr2L	1118804	1120220	Time	Down	NA	NA	2.46068732573649	-0.0470465759855664	-2.72453317633036	-4.49417067401544
Region156	chr2L	1150417	1151092	Toll10b	Up	NA	NA	0.303389350548332	0.402407257556755	-0.665207613783018	-0.140241652664658
Region158	chr2L	1158640	1159023	Toll10b	Down	NA	NA	0.974487030915158	-0.433276199588425	-0.343363973035922	0.007578954436082
Region159	chr2L	1164369	1164696	Time	Up	NA	NA	-0.751544307012184	0.049226120895002	0.688910597093003	1.66578396718307
Region160	chr2L	1169700	1170009	Time	Up	NA	NA	-0.425433106887778	-0.0421935172649814	0.56822281885651	-0.255766357199195
Region161	chr2L	1177564	1177813	Toll9	Down	NA	NA	0.857041649499112	-0.0914917966589997	-0.731486262159449	0.45245458281404
Region162	chr2L	1183785	1184300	Toll10b	Down	NA	NA	-0.455347914505095	-0.464472372732541	0.709141934861369	0.268889692987146
Region166	chr2L	1404834	1405566	Toll9	Up	NA	NA	-1.64458633118343	1.10371993193101	0.616186740327822	0.586616887631688
Region167	chr2L	1409138	1409525	Toll10b	Down	NA	region 6997	-0.10592657189116	-1.08807972343232	1.63535007257778	-0.799382736250041
Region168	chr2L	1410110	1412449	Toll9	Up	NA	NA	-0.306194860631503	-0.824688580464473	1.40533154439379	0.087315244822014
Region168	chr2L	1410110	1412449	Toll9	Up	NA	NA	-0.797737830266155	-0.769287502070285	1.79067124146681	0.087315244822014
Region169	chr2L	1418155	1418569	Toll9	Up	NA	NA	-2.31326235134354	0.441993718627571	2.33621741500976	0.635618435751126
Region170	chr2L	1419528	1420754	Gd7	Down	NA	NA	-1.56475544788524	0.6276558958638	0.911241083207024	0.585133631645072
Region171	chr2L	1421442	1422475	Toll9	Up	NA	NA	0.032693825113225	-3.58420569056067	4.60272389708297	-1.11969361710852
Region171	chr2L	1421442	1422475	Toll9	Up	NA	NA	-0.104178523524961	-2.60144139784283	3.6255261429672	-1.11969361710852
Region177	chr2L	1461859	1462731	Toll10b	Up	region 270	NA	-5.63650683312926	9.05430095471741	-4.27325854294867	3.06570926879934
Region181	chr2L	1502598	1503003	Gd7	Down	NA	NA	-1.91472126912735	0.385291873256711	1.59305976082289	-1.2627794882832
Region186	chr2L	1517660	1518466	Time	Down	NA	NA	0.246226288572826	-1.81265176029982	2.45932200301137	-5.62806269342849
Region186	chr2L	1517660	1518466	Time	Down	NA	NA	0.365558248244104	-1.95452214354346	2.50974743219944	-5.62806269342849
Region189	chr2L	1610928	1611546	Time	Up	NA	NA	-0.532937636997571	-0.845122058756123	1.58919221975431	1.40601114747155
Region189	chr2L	1610928	1611546	Time	Up	NA	NA	-0.152262326454722	-0.701478453650611	1.08162305333851	1.40601114747155
Region190	chr2L	1613900	1614430	Time	Up	NA	NA	-0.93390292773693	1.14349672788653	-0.155937459059457	0.697181244055048
Region195	chr2L	1679113	1679464	Toll9	Down	NA	NA	2.80031481529814	-0.331113971121057	-2.95296660224263	-0.83126973319798
Region196	chr2L	1679686	1680314	Gd7	Up	NA	NA	6.63104572726584	-3.89086259851671	-3.71098922003556	-2.10164607818879
Region197	chr2L	1710092	1710733	Time	Up	NA	NA	-0.250215261989521	-0.39365604168906	1.00629552258508	0.055841627297429
Region198	chr2L	1715577	1716068	Time	Up	NA	NA	-0.699820091857837	-0.384978554677126	1.18115667218294	1.18104846129478
Region200	chr2L	1724146	1724558	Gd7	Up	NA	NA	1.63184068420236	-1.74479147504351	0.247847701077715	1.62278107080872
Region201	chr2L	1728742	1728975	Time	Up	NA	NA	-0.905327095655783	0.639670393197393	0.114378539866025	-0.029028776092986
Region203	chr2L	1732241	1732525	Time	Up	NA	region 7039	-0.804078358627575	0.031063935370637	0.591982538075616	0.87039750799246
Region203	chr2L	1732241	1732525	Time	Up	NA	region 7040	-0.804078358627575	0.031063935370637	0.591982538075616	0.87039750799246
Region203	chr2L	1732241	1732525	Time	Up	NA	region 7041	-0.804078358627575	0.031063935370637	0.591982538075616	0.87039750799246
Region205	chr2L	1751752	1752283	Toll10b	Up	NA	NA	-0.592369716808778	0.124921335332526	0.349902255481633	1.26213904540163
Region208	chr2L	1884348	1885462	Time	Up	NA	NA	0.625839318309648	-2.69054132292363	2.68379492312669	2.91649285289525
Region209	chr2L	1886347	1887109	Toll10b	Down	NA	NA	0.804654991459422	-6.45787070970895	7.33553680213787	1.64216369602762
Region216	chr2L	1973918	1974424	Time	Up	NA	NA	-0.767847756948848	-0.183175912450387	1.13451845784211	1.15924985453315
Region217	chr2L	1980476	1980976	Time	Up	NA	NA	-0.303610658314123	-0.0382894822638122	0.533209201419978	2.29945916861856
Region218	chr2L	1982146	1982453	Time	Up	NA	NA	-0.331296751037568	0.191278178050465	0.0394233257008459	1.94217401121281
Region221	chr2L	2037453	2038556	Time	Up	NA	NA	0.597363618876861	-0.226711513888514	-0.157498230847363	-0.149868056196944
Region222	chr2L	2045189	2045624	Time	Up	NA	NA	-0.238835548051428	-0.307354530646478	0.592117289247298	-0.144988416964975
Region225	chr2L	2144730	2145308	Time	Up	NA	NA	0.484454273572617	-0.85468262567044	0.716031344508437	-0.283461255155588
Region226	chr2L	2146851	2147766	Toll9	Up	NA	NA	0.176190815171335	-0.7877919729719	0.8564032134321	-1.08117057648284
Region227	chr2L	2151692	2152076	Time	Up	NA	NA	-1.59561833126254	0.458420568827715	1.27098908652658	0.638073106894121
Region228	chr2L	2161046	2162007	Time	Up	NA	NA	-0.355376226435654	-1.21070876675503	1.75856434043286	1.93737472147641
Region228	chr2L	2161046	2162007	Time	Up	NA	NA	-0.0944146558730588	-0.307644357298211	0.508571845336586	1.93737472147641
Region229	chr2L	2162298	2164218	Time	Up	NA	region 7063	-0.627132512977049	0.716662576848834	-0.128593744738625	3.40311934047184
Region229	chr2L	2162298	2164218	Time	Up	NA	region 7064	-0.627132512977049	0.716662576848834	-0.128593744738625	3.40311934047184
Region229	chr2L	2162298	2164218	Time	Up	NA	region 7065	-0.627132512977049	0.716662576848834	-0.128593744738625	3.40311934047184
Region229	chr2L	2162298	2164218	Time	Up	NA	region 7066	-0.627132512977049	0.716662576848834	-0.128593744738625	3.40311934047184
Region229	chr2L	2162298	2164218	Time	Up	NA	region 7063	0.961893055224975	-0.643839893084761	-0.0498003696506381	3.40311934047184
Region229	chr2L	2162298	2164218	Time	Up	NA	region 7064	0.961893055224975	-0.643839893084761	-0.0498003696506381	3.40311934047184
Region229	chr2L	2162298	2164218	Time	Up	NA	region 7065	0.961893055224975	-0.643839893084761	-0.0498003696506381	3.40311934047184
Region229	chr2L	2162298	2164218	Time	Up	NA	region 7066	0.961893055224975	-0.643839893084761	-0.0498003696506381	3.40311934047184
Region230	chr2L	2164421	2165493	Time	Up	NA	region 7064	1.64111750994343	-2.05439413069916	0.849256378757154	2.63851693947928
Region230	chr2L	2164421	2165493	Time	Up	NA	region 7065	1.64111750994343	-2.05439413069916	0.849256378757154	2.63851693947928
Region230	chr2L	2164421	2165493	Time	Up	NA	region 7066	1.64111750994343	-2.05439413069916	0.849256378757154	2.63851693947928
Region230	chr2L	2164421	2165493	Time	Up	NA	region 7064	0.731464429641532	-3.07735076481577	2.82416467733362	2.63851693947928
Region230	chr2L	2164421	2165493	Time	Up	NA	region 7065	0.731464429641532	-3.07735076481577	2.82416467733362	2.63851693947928
Region230	chr2L	2164421	2165493	Time	Up	NA	region 7066	0.731464429641532	-3.07735076481577	2.82416467733362	2.63851693947928
Region231	chr2L	2172213	2172892	Toll9	Up	region 541	NA	1.28789653143865	-5.70793836012119	6.09629293742302	1.2056811956413
Region232	chr2L	2175334	2175820	Toll10b	Down	NA	region 7069	1.24742176646724	-4.32602737798989	3.82800572231365	3.45410911043682
Region232	chr2L	2175334	2175820	Toll10b	Down	NA	region 7069	1.51976771985396	-3.50376574137412	2.65823929539314	3.45410911043682
Region233	chr2L	2178060	2178950	Time	Up	NA	region 7070	0.0205908430908949	-2.31051981577378	2.49774212619119	1.18759145744113
Region234	chr2L	2181426	2182501	Time	Up	NA	region 7071	1.35418800050262	-1.80890015864027	0.759830924398554	3.24385225759156
Region235	chr2L	2182760	2183435	Time	Up	NA	region 7071	0.508855505839377	-1.52032842629884	1.65649847740624	4.23711893325158
Region240	chr2L	2215893	2216376	Time	Up	NA	NA	3.66302281493822	-2.01682746649059	-2.15529441059052	0.19340192749459
Region241	chr2L	2217098	2217611	Toll10b	Up	NA	NA	-0.175516649974261	-0.335114040300546	0.605497839246619	-0.391187587717979
Region243	chr2L	2226533	2227135	Time	Up	NA	NA	0.113624740715537	-0.496767535645205	0.62877831974757	1.75185826217492
Region244	chr2L	2236663	2237084	Time	Up	NA	NA	-0.0934804167531889	-0.128431774633222	0.145730697167062	1.74678722244259
Region245	chr2L	2364175	2365859	Time	Up	NA	NA	-0.151301771274946	-0.43352010940387	0.901202068679541	1.56929758902205
Region247	chr2L	2375704	2376498	Time	Up	NA	NA	0.582162731021138	0.461989308976982	-1.16973028545051	0.221109482763407
Region248	chr2L	2380612	2381419	Toll9	Up	NA	NA	0.645740280112096	-1.10124134041764	0.914687175673851	0.037463249575724
Region252	chr2L	2454249	2455929	Toll10b	Down	region 13	NA	7.55546827932277	-5.52128534175965	-1.24470717643313	-1.71198927562848
Region253	chr2L	2456350	2458314	Time	Down	region 13	NA	9.68025461866945	-7.65901155021952	-1.33649002748064	-4.5232023504585
Region253	chr2L	2456350	2458314	Time	Down	region 13	NA	10.5687328362179	-7.77377101530088	-2.01661157650015	-4.5232023504585
Region254	chr2L	2460885	2462662	Gd7	Up	region 14	NA	10.6062218826359	-7.96139805365855	-2.73556577515512	0.400830943225092
Region255	chr2L	2492458	2493468	Time	Up	NA	NA	-0.678980939470126	-0.198931306459328	1.10125264375133	0.407412162505387
Region255	chr2L	2492458	2493468	Time	Up	NA	NA	-1.37889910886995	0.331919131741715	1.14324221194699	0.407412162505387
Region256	chr2L	2493904	2494103	Toll9	Up	NA	NA	-0.0103821240557339	-2.10987521561965	2.43966990037315	-2.52576439605666
Region257	chr2L	2574865	2575205	Toll9	Up	NA	NA	-0.273285601172437	-0.732817304720493	0.994530952255345	-1.81849307959032
Region258	chr2L	2575641	2576987	Toll9	Up	NA	NA	-0.364361245358291	-0.722584030967975	1.4828015561238	-2.07745443199783
Region259	chr2L	2577620	2579055	Time	Down	NA	NA	0.036491151989813	-0.825951069508543	1.02407402618426	-7.9320708902012
Region260	chr2L	2579324	2579662	Time	Down	NA	NA	-1.15423840103505	0.776730397623701	0.62624820293212	-5.80114593644694
Region261	chr2L	2580230	2580606	Gd7	Down	NA	NA	-1.20129803822558	1.2245136274027	0.013801503696428	-1.08339816580323
Region262	chr2L	2585018	2585653	Time	Up	NA	NA	-0.809933544734956	0.116869727735152	0.897452012866879	2.12772691858103
Region264	chr2L	2748378	2748912	Time	Up	NA	NA	0.827282201888182	-0.000633288698882795	-0.618286981284906	-0.115765264759302
Region270	chr2L	2758461	2760175	Time	Down	NA	region 7087	0.467249070186983	-0.743710310311562	0.698766900264355	-1.66383117999954
Region271	chr2L	2766073	2766616	Time	Up	NA	NA	-0.671223183518661	0.273275000786617	0.4855005502614	-0.117234932155628
Region272	chr2L	2767366	2768176	Toll10b	Up	NA	NA	-0.484626682851544	0.225777275110335	0.491621281546901	-0.676214083362456
Region273	chr2L	2769461	2770533	Time	Down	NA	NA	-0.158592077485703	-0.259821949277074	0.482221973515212	-0.598250650560833
Region275	chr2L	2814805	2815303	Time	Down	NA	NA	3.66372432171357	-3.29070792017878	-0.358138272120742	-5.90490456148916
Region276	chr2L	2855608	2856395	Time	Up	NA	NA	-0.043752225944191	0.61946996015076	-0.479860425090973	1.68011115674572
Region280	chr2L	2873571	2875261	Toll9	Up	NA	NA	-0.48186412214672	0.046310835042225	0.723317246475144	-0.231053726964907
Region280	chr2L	2873571	2875261	Toll9	Up	NA	NA	0.776757935232716	-0.29336124258649	-0.041592550896839	-0.231053726964907
Region281	chr2L	2877951	2879449	Time	Up	NA	NA	-0.375898728457031	-0.444371572363876	0.858034751274111	-0.326298797708523
Region283	chr2L	2884872	2885477	Toll9	Up	NA	NA	-0.095579343291013	-0.143467222818089	0.558645439040084	0.301501032649209
Region284	chr2L	2885693	2887230	Time	Up	NA	NA	-0.395156108309124	0.68305691561082	-0.212221267675815	-0.04379418881437
Region290	chr2L	2969116	2969821	Toll10b	Down	NA	NA	-0.971934295974881	0.747515895732274	0.392196397803625	0.213626984571099
Region291	chr2L	2972085	2972580	Time	Up	NA	NA	-2.22414157061483	0.54834223726756	1.71661107638256	1.04193630680065
Region292	chr2L	2978805	2979494	Time	Down	NA	NA	0.94197913029486	-0.818663992233079	0.182291046160915	-0.665534606734622
Region293	chr2L	2987461	2988442	Gd7	Down	NA	NA	-0.868690081546585	-0.124370887247251	1.22455370982065	-0.559539489356129
Region293	chr2L	2987461	2988442	Gd7	Down	NA	NA	0.707269700495608	-0.993492966243788	0.764346607618032	-0.559539489356129
Region294	chr2L	2992509	2993510	Gd7	Up	NA	NA	0.53595927340156	-0.762195238795895	0.338966980329283	-1.22655340465549
Region295	chr2L	2999092	3001105	Toll9	Up	NA	NA	0.753055909687228	-1.11651261823652	1.03318505834778	-0.29728683320131
Region299	chr2L	3022817	3023412	Gd7	Down	NA	NA	-1.26650024614516	0.417499791927349	0.925470059890876	-0.0136160988174395
Region300	chr2L	3028956	3029384	Toll10b	Up	NA	NA	0.033397980691512	-0.632231638876747	0.448931557286688	-0.131042610459024
Region301	chr2L	3030378	3030784	Toll10b	Up	NA	NA	-0.643429308575796	-0.325800489915549	1.24186904765459	-0.574869979911491
Region302	chr2L	3037045	3037291	Time	Up	NA	NA	-0.430508204339926	-0.108003901894977	0.617471397379339	2.3024991764816
Region304	chr2L	3071281	3072922	Time	Down	NA	NA	1.49569240780084	-1.69907872454348	0.587031567451199	-5.29489416316351
Region304	chr2L	3071281	3072922	Time	Down	NA	NA	1.99008760434831	-2.16150285306548	0.655415399092137	-5.29489416316351
Region311	chr2L	3145504	3145837	Time	Up	NA	NA	-0.124753947369637	-0.23253470562915	0.426564866483995	0.851465541731244
Region313	chr2L	3158564	3159664	Time	Up	NA	NA	-1.49033679459333	-0.135501962145758	1.88023138182914	1.04172128136332
Region316	chr2L	3301857	3303813	Time	Up	NA	NA	-1.09270934831268	-0.942912494807701	2.62697737577044	4.42487887793862
Region316	chr2L	3301857	3303813	Time	Up	NA	NA	-0.973784885788592	-0.341896424008479	1.84491212911598	4.42487887793862
Region317	chr2L	3376512	3377270	Toll9	Down	NA	NA	-0.151149027480777	0.982833857867375	-1.32996323942857	1.35269794539527
Region319	chr2L	3456780	3457658	Toll10b	Up	NA	NA	-0.447787014402905	0.613566940392176	-0.0831573985567863	-0.220511133332444
Region319	chr2L	3456780	3457658	Toll10b	Up	NA	NA	-1.18877410791057	0.691358205708	0.504148862983796	-0.220511133332444
Region320	chr2L	3465357	3466513	Time	Down	NA	NA	0.160523748663731	1.10732306119144	-1.32886110456797	-2.12957737510585
Region321	chr2L	3469611	3470184	Time	Up	NA	NA	-1.32472044219014	0.15174509042235	1.28790044751629	-0.548193637364756
Region323	chr2L	3476356	3476963	Time	Up	NA	region 7124	2.73486349983791	-3.58300303382988	1.45888162042187	1.68320337895307
Region323	chr2L	3476356	3476963	Time	Up	NA	region 7124	5.07671336449497	-4.43492336872488	0.282200960687382	1.68320337895307
Region324	chr2L	3477999	3478720	Time	Up	NA	region 7124	3.03739466497709	-2.75042926248769	0.626108687696415	2.43736460057575
Region346	chr2L	3711407	3711865	Toll9	Down	NA	NA	-1.6627809371521	-0.246247692439119	1.94400683530144	-0.040803468224659
Region354	chr2L	3806191	3806793	Time	Down	NA	NA	-0.157619990669256	-0.399867434590378	0.441172603090514	-2.3257690172193
Region355	chr2L	3813145	3813647	Time	Up	NA	NA	-0.0126187411783017	0.447439413000676	-0.569308557795373	1.05777103942604
Region371	chr2L	3872177	3872705	Toll9	Down	NA	NA	1.53975735196249	-1.60481755064889	-0.283154348928503	1.266605973181
Region374	chr2L	4031255	4032063	Toll9	Up	NA	region 7203	0.721411161736392	-1.22551004167767	0.804266278796807	0.52091477712762
Region375	chr2L	4034333	4034940	Toll9	Up	NA	NA	0.53957431102802	-0.300625056754877	-0.0222201533856198	-0.477387784784415
Region375	chr2L	4034333	4034940	Toll9	Up	NA	NA	-0.407010831835447	1.01932703130578	-0.640364265722248	-0.477387784784415
Region377	chr2L	4053757	4054346	Toll9	Up	NA	NA	0.756388874735858	-2.8419254218059	3.06950836915647	-0.22297437825888
Region378	chr2L	4055764	4056113	Time	Down	NA	NA	-0.23913908801467	-0.112321403238047	0.602005316963782	-0.861035011206292
Region381	chr2L	4221161	4222104	Toll10b	Down	NA	NA	0.880726367033276	-1.28019710804603	0.752738045446704	1.78042852211268
Region381	chr2L	4221161	4222104	Toll10b	Down	NA	NA	2.61112179369704	-2.67983432893756	0.746717264910001	1.78042852211268
Region382	chr2L	4222421	4222982	Time	Up	NA	NA	1.36624618779421	-2.13215961322572	1.8726614002044	3.87744632588147
Region383	chr2L	4226676	4227012	Time	Up	NA	NA	0.652155747898032	-0.411936613981433	-0.153655620953614	0.981678328328836
Region385	chr2L	4281217	4283806	Time	Down	NA	region 7204	1.88948229656079	-1.39539168035406	-0.413224828168659	-1.37573619538779
Region385	chr2L	4281217	4283806	Time	Down	NA	region 7205	1.88948229656079	-1.39539168035406	-0.413224828168659	-1.37573619538779
Region385	chr2L	4281217	4283806	Time	Down	NA	region 7206	1.88948229656079	-1.39539168035406	-0.413224828168659	-1.37573619538779
Region385	chr2L	4281217	4283806	Time	Down	NA	region 7204	2.79576342837899	-1.97918418387084	-0.583712065720796	-1.37573619538779
Region385	chr2L	4281217	4283806	Time	Down	NA	region 7205	2.79576342837899	-1.97918418387084	-0.583712065720796	-1.37573619538779
Region385	chr2L	4281217	4283806	Time	Down	NA	region 7206	2.79576342837899	-1.97918418387084	-0.583712065720796	-1.37573619538779
Region385	chr2L	4281217	4283806	Time	Down	NA	region 7204	1.74033994762564	-2.00140359850503	0.401948630635915	-1.37573619538779
Region385	chr2L	4281217	4283806	Time	Down	NA	region 7205	1.74033994762564	-2.00140359850503	0.401948630635915	-1.37573619538779
Region385	chr2L	4281217	4283806	Time	Down	NA	region 7206	1.74033994762564	-2.00140359850503	0.401948630635915	-1.37573619538779
Region396	chr2L	4363587	4364379	Time	Up	NA	NA	-1.06492334009382	-0.153125572440244	1.35115247814985	0.000372776546319953
Region396	chr2L	4363587	4364379	Time	Up	NA	NA	-1.71822323869431	0.0796599202915879	1.68487078639307	0.000372776546319953
Region398	chr2L	4367830	4369436	Toll10b	Down	NA	NA	0.954986211493265	-3.24202251563662	2.62119410129434	-1.95158063225359
Region398	chr2L	4367830	4369436	Toll10b	Down	NA	NA	-0.0637672274773429	-1.61509416416798	1.7245887747307	-1.95158063225359
Region399	chr2L	4369964	4371076	Toll9	Up	NA	NA	-6.38055313965313	4.08885664568935	2.81188974463557	0.429879613323027
Region400	chr2L	4371661	4372540	Gd7	Down	NA	NA	-4.15382068423678	2.996495216881	0.638288702473592	1.19444671086422
Region401	chr2L	4372816	4373462	Toll10b	Up	NA	NA	-7.49413671737251	6.90498190426963	0.259445464422872	0.946580030280838
Region402	chr2L	4375063	4375631	Toll9	Up	NA	NA	-1.27378468382511	-1.50798495825363	3.93514447781473	1.97051337260465
Region405	chr2L	4386832	4387350	Gd7	Down	NA	NA	-1.20035582439976	0.00762725523336799	1.26410038050365	-0.22777609001115
Region406	chr2L	4394138	4394479	Time	Up	NA	NA	0.0526804497882318	-0.288068669560374	0.293446899201568	1.09567043133481
Region407	chr2L	4444438	4444976	Toll10b	Up	NA	NA	-0.223714550576136	-0.312881819705228	0.812253102199724	0.945925321083716
Region408	chr2L	4452711	4453117	Gd7	Down	NA	NA	-0.244381776668656	-0.116234093289004	0.636246781022393	0.271490113081152
Region409	chr2L	4454140	4454681	Toll10b	Up	NA	NA	-1.64829136896695	0.13751624805784	1.86136144413424	-0.526535572484906
