geneID	Chr	ATAC_Start	ATAC_End	ATAC_factor	ATAC_direction	ATAC_Time	ATAC_Gd7	ATAC_Toll10b	ATAC_Toll9	PRO_Time	PRO_Gd7	PRO_Toll10b	PRO_Toll9	CBP_Gd7	CBP_Toll10b	CBP_Toll9	K27ac_geneID	K27ac_Gd7	K27ac_Toll10b	K27ac_Toll9	enhancerID	insituID
Region70	chr2L	207184	207645	Time	Down	-0.534754669301716	0.331699152308149	-0.116875412718881	-0.281894925596141	0.070692164985311	0.610219278629799	-0.209151684576713	-0.387143599496705	0.0666025750362403	-0.211204836276055	0.17952139849326	Region17	0.239226970781341	-0.421829578719849	0.255151840251248	NA	NA
Region71	chr2L	220420	220886	Time	Up	0.375297466496526	0.249319727551949	-0.133770110007881	-0.146413822375313	-0.738761947938369	0.134671438617071	-0.571769003945782	0.304809166538204	0.320463255784815	-0.55987569948778	0.253109941592801	Region18	0.174252917417106	-0.375987619059015	0.262903470502166	NA	NA
Region71	chr2L	220420	220886	Time	Up	0.375297466496526	0.249319727551949	-0.133770110007881	-0.146413822375313	-0.738761947938369	0.134671438617071	-0.571769003945782	0.304809166538204	0.320463255784815	-0.55987569948778	0.253109941592801	Region19	-0.405047416615094	-0.243706264466742	0.641936864325227	NA	NA
Region72	chr2L	221620	224740	Time	Down	-0.356764174959612	0.0344353372824208	0.205128436768359	-0.339018564781966	-0.586676054633446	0.228490330408081	-0.375208251110333	0.0754721452038121	0.0788240938451318	-0.231234263585976	0.187404452175599	Region19	-0.405047416615094	-0.243706264466742	0.641936864325227	NA	NA
Region72	chr2L	221620	224740	Time	Down	-0.356764174959612	0.0344353372824208	0.205128436768359	-0.339018564781966	-0.586676054633446	0.228490330408081	-0.375208251110333	0.0754721452038121	0.0788240938451318	-0.231234263585976	0.187404452175599	Region20	0.160223222416991	0.178774227303087	-0.346277502986236	NA	NA
Region73	chr2L	224978	225429	Time	Down	-1.2631638766481	0.6045167104262	-0.0331492268626857	-0.770170587113319	-0.407909043511031	0.347786992002074	-0.655476307422932	0.17751791525429	0.583365439151845	-1.00462091657616	0.441264375384813	Region20	0.160223222416991	0.178774227303087	-0.346277502986236	NA	NA
Region74	chr2L	246472	247148	Toll9	Up	0.105871917934322	0.0489330074187657	-0.288734706490256	0.345486050315619	-0.571442149524687	0.100635451660127	-0.828801636339598	0.525902820167304	0.0144821677567886	-0.203468482229417	0.249853671503506	Region22	-0.217118354703433	-0.452597949321049	0.705057099588319	NA	region 6917
Region74	chr2L	246472	247148	Toll9	Up	0.105871917934322	0.0489330074187657	-0.288734706490256	0.345486050315619	-0.571442149524687	0.100635451660127	-0.828801636339598	0.525902820167304	0.0144821677567886	-0.203468482229417	0.249853671503506	Region23	-0.248456032118365	0.286582092738957	-0.0951225703966781	NA	region 6917
Region75	chr2L	247430	247810	Time	Down	-0.638178142353797	-0.0990664251557414	-0.0875448399775412	0.25877241107621	-0.0606737843827324	-0.0729779427813147	-0.0265230560961361	0.0845636049759211	-0.139981392577993	-0.0438328744039893	0.275352726783662	Region23	-0.248456032118365	0.286582092738957	-0.0951225703966781	NA	region 6917
Region76	chr2L	248757	249585	Toll9	Down	0.0925006872874436	-0.0633552015053937	0.52675986391543	-0.665340473606672	-0.592861347045718	0.399034135083945	-0.269720007983097	-0.154448221514618	0.237404626775957	-0.1641343222768	-0.147875559613686	Region23	-0.248456032118365	0.286582092738957	-0.0951225703966781	NA	NA
Region77	chr2L	249822	251232	Toll10b	Down	-0.209532612397774	0.270920301629535	-0.288893054229287	0.0455389496822585	0.135563253991716	0.092221134986493	0.227620190217187	-0.250977404639405	-0.133746143170733	0.0504445154477253	0.139542358544037	Region23	-0.248456032118365	0.286582092738957	-0.0951225703966781	NA	region 6918
Region78	chr2L	252153	252470	Toll9	Down	0.19968902516689	0.416787158633764	-0.101431485274486	-0.418970207382198	0.737071922125281	0.262627492654173	0.113063773085122	-0.317399385894238	-0.247337128406657	-0.196373699247083	0.645667748446856	Region24	0.323855868309356	-0.41054306116312	0.165460810363458	NA	NA
Region79	chr2L	273416	273935	Toll10b	Down	-0.254590603292038	0.148325531038378	-0.275146359327898	0.191713624619556	0.615159648530986	0.136480205291925	1.31294332784107	-1.09613802110356	-0.468269081187946	0.600442805779471	-0.0785850432015535	Region26	-0.035220200503689	0.346555683118954	-0.356468107865567	NA	NA
Region80	chr2L	277007	278241	Time	Down	-0.402521672395811	-0.174457700217476	0.131452743189594	0.0484887422747448	-0.723549926313368	0.00840561975484871	0.021628702144638	-0.0235304962347734	-0.248931976224692	-0.0698766459033778	0.478863762590436	Region27	-0.151049470745679	-0.0578009940795805	0.202301669390373	NA	NA
Region81	chr2L	278601	279126	Time	Down	-3.67344202369131	-0.112748214220932	-0.326463581899932	0.617903245556172	-2.48631280107714	0.26590374354252	-0.954898786958621	0.472616764562952	0.412414878871272	-0.605574196323233	0.171916457197814	Region27	-0.151049470745679	-0.0578009940795805	0.202301669390373	NA	NA
Region82	chr2L	282210	283269	Time	Down	-2.38920361483563	1.63861760829829	-1.04436830514216	-0.726778474950124	-1.4994150263426	0.425077633391045	-1.04572064889419	0.398557317645665	0.20248686413975	-0.286740752142012	0.0702453202287381	Region28	0.88693911311431	-0.901435539482003	0.203234342965298	NA	region 6919
Region84	chr2L	285460	285868	Time	Up	1.40773043994486	0.619430820648302	-0.542634151300993	-0.063956865586653	0.995998159310402	0.389053733170475	-0.422087755154055	-0.032448270597487	-0.159270018687431	-0.217844803432722	0.538067616654777	Region29	0.997143907690033	-0.955814189485019	0.163879864499994	NA	region 6920
Region84	chr2L	285460	285868	Time	Up	1.40773043994486	0.619430820648302	-0.542634151300993	-0.063956865586653	0.995998159310402	0.389053733170475	-0.422087755154055	-0.032448270597487	-0.159270018687431	-0.217844803432722	0.538067616654777	Region29	0.997143907690033	-0.955814189485019	0.163879864499994	NA	region 6921
Region85	chr2L	294945	295369	Toll9	Down	-0.200513544534766	-0.0167763264904061	0.221624642710399	-0.293288675587826	0.186917234313629	-0.180094930717376	0.0284817594320835	0.138941997460951	-0.240648463979849	0.28253438693393	-0.00554067693614161	Region32	0.337366665601366	0.961788333410881	-1.38538022991602	NA	NA
Region86	chr2L	297698	298334	Time	Up	0.856751947988793	-0.0916412037115522	0.0607054842501918	0.0373691465508734	0.609892965266806	-0.30862942002508	0.551103522762784	-0.13483211264483	-0.187955578005609	0.0997259442787859	0.15751471893037	Region33	0.137405336584078	-0.212981537760581	0.113697092805136	NA	NA
Region95	chr2L	414404	415407	Time	Up	0.44889527665263	-0.113209517805155	0.0176484064436504	0.127921135094694	0.136665526486739	-0.00246894168242703	0.550021323614716	-0.406178777023178	-0.443665799352433	0.159306696757172	0.47363722147419	Region35	-0.745108314916131	0.0459348337349341	0.62677254580688	NA	NA
Region96	chr2L	419855	420262	Time	Up	0.453345923925985	-0.0643298092623403	0.00616801386326221	0.0781934087822319	0.383071708162547	0.0418710860616562	0.866409257066424	-0.680501266408265	-0.381421201971584	0.079271153006698	0.484379894726248	Region36	-0.566470680879766	0.464977048380142	-0.00563576168919014	NA	NA
Region97	chr2L	421221	421676	Time	Up	0.298813224095389	0.0487324350529274	0.0275000235020796	-0.105103575958098	0.104322711682175	0.308080516948166	0.783629958515656	-0.855677393154321	0.111323158998966	-0.0184666402986118	-0.147621982237678	Region37	0.18111128167574	-0.265471057327224	0.132758467965787	NA	NA
Region98	chr2L	430887	431959	Toll10b	Down	0.150143816265317	0.278673970334898	-0.386096945198457	0.173639501869034	0.474646006757606	-0.218324211207606	-0.0296211133253267	0.216064065580599	0.116624538000077	-0.138833237595112	0.00524061622858429	Region38	-0.0504383903943328	0.443347322402495	-0.451129636299946	NA	NA
Region99	chr2L	441747	442435	Toll10b	Down	-0.0545042318444488	2.06477493428863	-2.69652827365622	1.0524789623467	0.130529682031427	0.503936953853087	-0.850791526218619	0.18372949411123	0.256893377973417	-1.32260059786952	1.37216440943687	Region39	3.09853750927607	-2.51573722795323	-0.000160974518060881	region 5	NA
Region100	chr2L	452821	453223	Time	Up	0.440780066551623	-0.193886323992221	0.281908361907395	-0.139746677454698	1.23033913317026	-0.658732593739364	1.09884461981932	-0.230301153519925	0.0250821806187758	-0.236188949315021	0.277229489226037	Region40	-0.803485062126413	0.38989598367274	0.29429257394632	NA	NA
Region100	chr2L	452821	453223	Time	Up	0.440780066551623	-0.193886323992221	0.281908361907395	-0.139746677454698	1.23033913317026	-0.658732593739364	1.09884461981932	-0.230301153519925	0.0250821806187758	-0.236188949315021	0.277229489226037	Region41	-0.519526205808352	0.114745884665401	0.344280398148797	NA	NA
Region112	chr2L	517544	519906	Gd7	Up	-0.989517225093821	3.86673917419218	-1.78688696763722	-2.6810403530439	-0.469529071359716	2.22473755608699	-0.104344677888283	-1.90012648109417	3.72819208606428	-2.20025481290977	-2.8271227332241	Region42	5.16596713877854	-1.95260462003891	-2.51347535105449	region 10	NA
Region117	chr2L	542147	542633	Toll9	Down	0.152301705984915	0.234239713034546	0.0197699938669838	-0.34492706280662	-0.174768528489352	-0.103075281902035	0.615423054033992	-0.365307167547131	-0.127038372836245	0.331337974532153	-0.246721040065544	Region43	0.368911001315065	0.0708527019461114	-0.41525311641036	NA	region 6925
Region118	chr2L	544313	544788	Toll9	Down	-0.00503083112218647	0.22968133244603	0.150692201900517	-0.525421043586205	-0.542078831227553	0.628445980959339	0.00147135313659147	-0.559726510055913	0.261598384206781	-0.209941220798326	-0.124031771779513	Region44	4.83511103267121	-2.09284777767867	-2.0550688148159	NA	region 6926
Region118	chr2L	544313	544788	Toll9	Down	-0.00503083112218647	0.22968133244603	0.150692201900517	-0.525421043586205	-0.542078831227553	0.628445980959339	0.00147135313659147	-0.559726510055913	0.261598384206781	-0.209941220798326	-0.124031771779513	Region44	4.83511103267121	-2.09284777767867	-2.0550688148159	NA	region 6927
Region120	chr2L	564008	564504	Toll9	Down	-0.0610337358125499	0.0280062958789142	0.185972639280407	-0.303014444917976	-0.747456547908188	0.344926754102072	0.406139265745246	-0.608155597543822	0.206020689079266	-0.105288007426932	-0.178037408605791	Region45	-0.219504755535076	-0.707929823991161	0.993485993319898	NA	NA
Region121	chr2L	567809	568169	Toll9	Down	0.0755923153461239	-0.0544467069206894	0.385062318625035	-0.475366180856994	-0.662566097819435	0.495535235024337	0.259597481124595	-0.633230855494401	-0.537171199434717	0.490436059320724	0.175284791728182	Region46	-0.893525350970389	0.54861411615347	0.198314712520664	NA	NA
Region122	chr2L	573971	574721	Time	Up	0.387436526235122	-0.0273330839252731	-0.0560880819271571	0.116925660985576	0.00865715674656474	-1.05884184885074	-0.169069830187874	1.06674775341982	-0.181482415253922	-0.273839290133495	0.647382800942957	Region47	-0.622739488609681	-0.883685203679761	1.55759197552322	NA	NA
Region134	chr2L	819784	820238	Toll9	Up	0.26173865398637	-0.132782875835465	-0.0578778557280496	0.262067357511445	-0.752625086947923	-0.157974338254412	0.249132189865809	-0.0445472665954699	-0.363003458215947	-0.120761439195831	0.723543358819225	Region51	-0.340729688888782	-0.89791584738746	1.31683314135463	NA	NA
Region135	chr2L	821252	821826	Toll10b	Up	-0.0974798410185666	-0.108898462093317	0.13578667722392	-0.0463399020365449	-0.495795970783049	0.0986816223695126	0.487890179892825	-0.449962461651104	-0.00554797620224938	-0.139603818037336	0.195400302900209	Region52	0.236586723003251	-0.598301716329801	0.45540092610748	NA	NA
Region136	chr2L	825598	826857	Toll9	Down	0.291779265103195	-0.140181682824333	0.485979824915432	-0.503314393172995	0.0754259392948177	-0.0799494993226409	0.462431891840433	-0.272272882915725	0.440342228861737	0.269977961315827	-1.04294233462321	Region53	0.599825267225035	-0.0405108311178332	-0.500602573733062	NA	NA
Region137	chr2L	849755	851292	Toll10b	Down	-0.346602317160434	0.731817571162021	-1.06048170082445	0.522376357975785	0.172132897748015	-0.400790467326385	-0.248202376893122	0.540550453597094	-0.00337648547379152	-0.339563510324056	0.459616143526161	Region55	-0.038333968353863	-0.570277717827033	0.674242611492552	NA	NA
Region138	chr2L	852446	853070	Gd7	Down	0.104071963577049	-0.480101787851658	0.195908247830758	0.369887706528222	-0.785144546059643	-0.869938756655744	-1.31503042593178	1.74966878720769	-0.761724443270504	0.480826638040547	0.535762192098707	Region56	0.255083843542162	-0.765100258728942	0.625563483409728	NA	NA
Region141	chr2L	867041	868514	Toll10b	Down	0.188375864661698	0.689644230739746	-1.22337313338448	0.811640344784111	-0.175576851197218	0.694508955941915	-1.51320599685598	0.50614929332801	0.135399809044663	-0.326240047812322	0.226955337061764	Region57	1.6148022681627	-1.2758858769881	-0.0395360956194257	NA	NA
Region142	chr2L	869648	869844	Time	Up	0.240513011832875	-0.140741950485611	0.166146601874298	-0.0465655251032741	-0.191280892346803	0.105472682134565	0.107069363384787	-0.173251703365586	-0.287802372224623	0.18639209676649	0.196109138553351	Region58	0.480798432826521	0.184627787354556	-0.644659078468111	NA	NA
Region143	chr2L	870516	871957	Time	Up	0.601816530775498	-0.281771093851616	0.109032389984777	0.225563757231278	0.499837776374498	0.0949751574733235	-0.0646235157506541	-0.0364437752676912	-0.199275802488373	0.0702327867671104	0.214505400811591	Region58	0.480798432826521	0.184627787354556	-0.644659078468111	NA	NA
Region149	chr2L	1066045	1067117	Toll10b	Down	-0.63918075927805	1.52247890635963	-2.41853620723092	1.38943798519486	0.236785806712832	0.150658327287265	-0.347140936433904	0.123818964361469	1.46855825553046	-0.997123284575073	-0.939086796347636	Region59	0.711860845887603	-0.346066065544592	-0.260025615449982	NA	NA
Region149	chr2L	1066045	1067117	Toll10b	Down	-0.63918075927805	1.52247890635963	-2.41853620723092	1.38943798519486	0.236785806712832	0.150658327287265	-0.347140936433904	0.123818964361469	1.46855825553046	-0.997123284575073	-0.939086796347636	Region60	0.802564234960733	-1.08746950702045	0.488606238074329	NA	NA
Region150	chr2L	1067653	1068987	Gd7	Up	0.328631054525432	0.926390800400559	-0.82931324181612	-0.0703075179425725	0.490537362650545	-0.00274748846504705	-0.289582947594378	0.217448467366007	0.759282423625858	-0.311096629204593	-0.75910718783158	Region60	0.802564234960733	-1.08746950702045	0.488606238074329	NA	NA
Region150	chr2L	1067653	1068987	Gd7	Up	0.328631054525432	0.926390800400559	-0.82931324181612	-0.0703075179425725	0.490537362650545	-0.00274748846504705	-0.289582947594378	0.217448467366007	0.759282423625858	-0.311096629204593	-0.75910718783158	Region61	-0.0513885874673881	0.47669924929993	-0.487656040305999	NA	NA
Region151	chr2L	1076088	1078185	Toll9	Up	-0.204037044631042	-0.0513619957049242	-0.255488399521977	0.433705910468706	0.559937516708637	-0.498462988315295	0.538358542137335	0.0433762423657389	-0.0459133531604019	-0.02161856587671	0.100004958267848	Region63	-1.01565650766955	0.34250219665476	0.540565788367674	NA	NA
Region151	chr2L	1076088	1078185	Toll9	Up	-0.204037044631042	-0.0513619957049242	-0.255488399521977	0.433705910468706	0.559937516708637	-0.498462988315295	0.538358542137335	0.0433762423657389	-0.0459133531604019	-0.02161856587671	0.100004958267848	Region64	-0.269022781517488	0.269210879859275	-0.0569255557209824	NA	NA
Region153	chr2L	1118106	1118528	Toll9	Down	-0.769055401357644	0.0475483693323575	0.671988723974387	-1.02236017767118	-1.93972747584183	-0.187489107492315	0.58254189209664	-0.265857360004414	0.510403674426349	0.354187333719526	-1.26408593080963	Region66	0.0961724513149668	-0.267944924106484	0.212851628587613	NA	NA
Region154	chr2L	1118804	1120220	Time	Down	-2.87455707920696	0.904545541895607	0.148265086320097	-1.43451703723475	-1.61961359480848	1.20796695611433	0.48729366617661	-1.43557820759758	0.115009994634101	0.0879220771772936	-0.295694146134576	Region67	1.44113178920678	-0.283233739482957	-0.994321992961036	NA	NA
Region156	chr2L	1150417	1151092	Toll10b	Up	0.210146513545209	-0.260738714179687	0.316508495509895	-0.0986783376052212	-0.350388166209867	-0.847800546033754	1.11766791638667	-0.0762118131337301	-0.12294938492452	0.161778500033683	-0.0261538267171089	Region71	0.687077449652539	-0.0758797379868226	-0.540375449460688	NA	NA
Region158	chr2L	1158640	1159023	Toll10b	Down	0.212990423581598	0.140589072986714	-0.300413905159728	0.23819925893451	-0.205411469145516	0.106173397407933	-0.182366262035663	0.041022227305398	0.0266356429410384	-0.20993917769678	0.239698351660342	Region72	0.807262314987406	0.0770768832680834	-0.821261583630774	NA	NA
Region159	chr2L	1164369	1164696	Time	Up	0.864408197877562	0.224427168788556	-0.1320425811466	-0.115216885625045	0.801375769305506	-0.112435918141047	-0.0813112445509391	0.160316828122168	-0.333801198579137	0.43289062984397	-0.0625362841045385	Region73	-0.642170277221603	-0.251621927802368	0.866663766822587	NA	NA
Region160	chr2L	1169700	1170009	Time	Up	0.556534111042916	-0.214720042825588	0.00565491712204055	0.282283723959841	-0.812300468242111	-0.0381699148390311	0.467712675328292	-0.313332131821998	-0.148176755856621	0.248872179717917	-0.103645718102613	Region74	-0.0625363082055694	-0.296720614104939	0.389584812999282	NA	NA
Region161	chr2L	1177564	1177813	Toll9	Down	0.170149335754274	0.0672771146689346	0.0571041076482393	-0.172386838398435	0.282305247059766	0.856954357067967	0.837192745902665	-1.38334740188921	-0.0238924286925346	0.101403126736375	-0.0987067245293343	Region77	0.813656963522712	-0.249999031043614	-0.46039269923168	NA	NA
Region162	chr2L	1183785	1184300	Toll10b	Down	-0.136044210204384	0.160687608631041	-0.168524076456507	0.0229844617856584	0.40493390319153	-0.471737096388701	0.175513631310322	0.289020118539378	0.363875282363184	-0.118177420129317	-0.405155341811329	Region78	-0.97991080549932	-0.177770876146717	1.09131281488704	NA	NA
Region166	chr2L	1404834	1405566	Toll9	Up	0.197932256484581	-1.13039842425763	0.244780530051507	1.17954563983717	0.388684631147107	-1.10267438203353	-1.24322691997493	1.90323877762549	-0.0661297185586387	0.509704728765039	-0.579693038072013	Region79	-0.448058188367164	0.349234673114464	0.0163341385626649	NA	NA
Region167	chr2L	1409138	1409525	Toll10b	Down	-1.00422924932809	0.70874139089802	-1.39489644102012	1.03036050840169	0.204846513078049	-0.36619196933994	-1.35338544285359	1.33035888723347	-0.352555018520837	0.0804686464411912	0.43809131471884	Region80	-0.462112944268343	0.226348071146613	0.166898249457248	NA	region 6997
Region168	chr2L	1410110	1412449	Toll9	Up	-0.385149058820421	0.058868145141706	-0.706050756651102	0.927025757644977	0.472464303642435	-0.902527540036304	-1.20689431590171	1.69834974998217	0.0970499384951342	-0.344985894959984	0.311407537291562	Region80	-0.462112944268343	0.226348071146613	0.166898249457248	NA	NA
Region168	chr2L	1410110	1412449	Toll9	Up	-0.385149058820421	0.058868145141706	-0.706050756651102	0.927025757644977	0.472464303642435	-0.902527540036304	-1.20689431590171	1.69834974998217	0.0970499384951342	-0.344985894959984	0.311407537291562	Region81	-0.953655913902995	0.281749149540801	0.552237946530272	NA	NA
Region169	chr2L	1418155	1418569	Toll9	Up	0.237907423145377	-0.542112167341559	0.00175931040601304	0.730539801770417	0.397711012605749	-1.07393951684871	-0.853972908299798	1.58868716636546	-0.817494270098985	0.158485258680757	1.05343966670907	Region81	-0.953655913902995	0.281749149540801	0.552237946530272	NA	NA
Region170	chr2L	1419528	1420754	Gd7	Down	0.368919215253462	-0.469430449690286	0.367715759831193	0.110509164877641	0.21621441639161	-0.623140231990838	-0.787944859926932	1.13894188523405	-0.141669084291954	-0.0218090135081936	0.248493971799111	Region81	-0.953655913902995	0.281749149540801	0.552237946530272	NA	NA
Region171	chr2L	1421442	1422475	Toll9	Up	0.0115754027038245	0.512315658540573	-1.97128768524925	2.11773892192789	-1.13126901981234	-0.422372211627447	-0.829512745573673	0.991339335805452	-0.269636259474959	-0.314036663867269	0.837639289668835	Region82	-0.209985573952389	-1.29888134144415	1.64734568548624	NA	NA
Region171	chr2L	1421442	1422475	Toll9	Up	0.0115754027038245	0.512315658540573	-1.97128768524925	2.11773892192789	-1.13126901981234	-0.422372211627447	-0.829512745573673	0.991339335805452	-0.269636259474959	-0.314036663867269	0.837639289668835	Region83	-0.346857922590575	-0.316117048726313	0.670147931370479	NA	NA
Region177	chr2L	1461859	1462731	Toll10b	Up	2.33799549608778	-1.77570761160213	2.38684288320174	-1.00183458696612	0.727713772711558	-0.43757491441542	1.51700492318228	-0.73736199799374	-2.51838363829436	4.2250149232833	-1.75516132725975	Region84	-1.34241558323277	2.44244314823237	-1.5162626287228	region 270	NA
Region181	chr2L	1502598	1503003	Gd7	Down	0.0234782384849323	-0.295119116288089	0.17958226887084	0.143028976868761	-1.28625772676813	0.0278965455909725	0.618118677226878	-0.483731199902846	-0.294014134433304	-0.0867462665199027	0.571227160803573	Region87	-1.32558801840596	0.292455870905774	0.878803623150558	NA	NA
Region186	chr2L	1517660	1518466	Time	Down	-2.33878372122474	0.529973380243366	-1.82710774174496	1.88830240093369	-3.28927897220375	-0.237346037959986	-2.32193222878929	1.93494139063339	-0.528515367860314	0.0374441464894661	0.768059347889094	Region88	0.244768276189774	-0.0229881650443277	-0.197039745811414	NA	NA
Region186	chr2L	1517660	1518466	Time	Down	-2.33878372122474	0.529973380243366	-1.82710774174496	1.88830240093369	-3.28927897220375	-0.237346037959986	-2.32193222878929	1.93494139063339	-0.528515367860314	0.0374441464894661	0.768059347889094	Region89	0.364100235861052	-0.164858548287962	-0.146614316623341	NA	NA
Region189	chr2L	1610928	1611546	Time	Up	0.949154678815305	0.0538804485367908	-0.159084351795954	0.153951528549082	0.456856468656246	-0.484610035748058	-0.157597074941455	0.54778722061382	-0.15548669181707	-0.150996766952278	0.442757707920876	Region90	-0.431331393717292	-0.535040940007891	0.992482983284352	NA	NA
Region189	chr2L	1610928	1611546	Time	Up	0.949154678815305	0.0538804485367908	-0.159084351795954	0.153951528549082	0.456856468656246	-0.484610035748058	-0.157597074941455	0.54778722061382	-0.15548669181707	-0.150996766952278	0.442757707920876	Region91	-0.0506560831744432	-0.391397334902379	0.484913816868552	NA	NA
Region190	chr2L	1613900	1614430	Time	Up	0.659447495271945	-0.0367286942583306	0.418669621696134	-0.547239070488136	0.0377337487831026	-0.107931165557157	0.348153229262747	-0.162551307981925	-0.977050943106599	1.08684686518709	0.0581472290608033	Region92	0.0798767096280002	-0.36201975899669	0.333154382367876	NA	NA
Region195	chr2L	1679113	1679464	Toll9	Down	-0.524809777281635	1.03532990733366	-0.0595370245219332	-1.31509787599257	-0.306459955916345	0.521141501528297	-0.710932751199711	0.0645954195036373	0.503983467852424	0.0657085818956722	-0.86811738335388	Region93	1.26100144011206	-0.337285528494796	-0.769751342896182	NA	NA
Region196	chr2L	1679686	1680314	Gd7	Up	-1.4147408902691	2.39228099263578	-1.69131807754111	-0.823521178903542	-0.686905187919693	0.745694662207029	-1.2581976861119	0.271314018624316	2.977763294518	-1.8622589924808	-2.11771669823584	Region93	1.26100144011206	-0.337285528494796	-0.769751342896182	NA	NA
Region197	chr2L	1710092	1710733	Time	Up	0.497460420358677	-0.223684966396604	0.142927355122949	0.0986946801508133	-0.441618793061248	-0.120260997899042	0.24045707413844	-0.0716301622886324	-0.539428276560535	0.286306202535543	0.451936587576115	Region95	0.512897980967618	-0.822889599347552	0.455664254858156	NA	NA
Region198	chr2L	1715577	1716068	Time	Up	0.79039279197335	0.27426678369127	-0.279495631202953	0.027615757701045	0.390655669321431	0.303165442147023	0.200938218217179	-0.418678112637105	-0.342801198562533	0.322738534937709	0.098796885197536	Region96	-0.631285676986574	-0.428221458411882	1.05474402928436	NA	NA
Region200	chr2L	1724146	1724558	Gd7	Up	0.645587732756958	1.04378635857919	-0.759090386161205	-0.32916849190285	0.977193338051757	0.513879806805517	-0.281881457357246	-0.247506590412464	0.121642385035881	-0.390769960966612	0.33460358302616	Region97	0.466411940587291	-0.594931127915692	0.242412609954405	NA	NA
Region201	chr2L	1728742	1728975	Time	Up	0.585880240920602	0.0716430258419643	0.196459601146025	-0.376971780522768	-0.614909017013588	0.863078298121651	0.270629763059924	-0.968135943648004	-0.353918074722515	0.584236740176778	-0.233919272279694	Region99	-0.623052046775232	-0.14102594812541	0.725269592668487	NA	NA
Region203	chr2L	1732241	1732525	Time	Up	0.83239009132629	-0.0429097889517614	0.193352423002302	-0.217642665043704	0.0380074166661695	1.56100758696477	-0.879667262340716	-0.734475473807381	-0.0254226271192698	0.375148237887806	-0.46265176835697	Region100	-0.735745942556544	-0.537436725519471	1.27227697147629	NA	region 7039
