Geneid	Chr	Start	End	Strand	Length	factor	direction	Gd7	Toll10b	Toll9
Region29	chr2L	284482	285700	.	1219	Gd7	Up	1.00153032821743	-0.9822645041658	0.188484861613798
Region30	chr2L	292468	292813	.	346	Toll9	Up	-0.113843205418516	-0.114683682544777	0.232304158497255
Region31	chr2L	293995	294681	.	687	Toll9	Down	0.207202372311665	0.229527918244294	-0.446121966833078
Region32	chr2L	295046	295712	.	667	Toll9	Down	0.332766176865309	0.989761320570916	-1.41278320242056
Region33	chr2L	297901	298484	.	584	Toll10b	Down	0.133985985426175	-0.193304456776779	0.0946024872036579
Region34	chr2L	403672	404712	.	1041	Gd7	Down	-0.628338360821534	0.169954891392066	0.382057659708652
Region35	chr2L	413973	415693	.	1721	Gd7	Down	-0.744164420862132	0.0403449737333025	0.632901382386612
Region36	chr2L	418892	420479	.	1588	Gd7	Down	-0.561512714893704	0.436555212588099	0.0222966827369165
Region37	chr2L	420905	421421	.	517	Toll10b	Down	0.184205537106028	-0.283754430790825	0.150235862741372
Region38	chr2L	431279	431708	.	430	Toll9	Down	-0.0581153298307382	0.488536377955959	-0.494702543537436
Region39	chr2L	441220	442900	.	1681	Gd7	Up	3.09511904580041	-2.49817468725033	-0.0199525688445878
Region40	chr2L	452493	452973	.	481	Gd7	Down	-0.803274989760236	0.388969483931962	0.29595028254597
Region41	chr2L	453188	453694	.	507	Gd7	Down	-0.528953743005689	0.169641696118723	0.291843293946904
Region42	chr2L	519452	520494	.	1043	Gd7	Up	5.16505890025124	-1.94857069568281	-2.522330023408
Region43	chr2L	541852	542605	.	754	Toll9	Down	0.368999720554149	0.0704942919346827	-0.415281341976437
Region44	chr2L	542993	544648	.	1656	Gd7	Up	4.83353694196498	-2.08517058397235	-2.06709481666192
Region45	chr2L	564208	564664	.	457	Toll9	Up	-0.217006831953875	-0.723344034770568	1.00863597262064
Region46	chr2L	567483	568945	.	1463	Gd7	Down	-0.888815123291991	0.521666287270987	0.225143528150127
Region47	chr2L	573690	575013	.	1324	Toll9	Up	-0.616385296336515	-0.921830155735865	1.59508219535841
Region48	chr2L	602613	603309	.	697	Gd7	Down	-1.98138920868053	0.261744643247269	1.5121435316974
Region49	chr2L	810636	810954	.	319	Toll9	Up	-0.492526887796413	-0.689315757256333	1.22156053362747
Region50	chr2L	815402	816503	.	1102	Toll9	Up	-0.206376931293578	-0.598256358116397	0.858723093673045
Region51	chr2L	819943	820529	.	587	Toll9	Up	-0.332864681764942	-0.944813080570764	1.36248492388879
Region52	chr2L	821466	822130	.	665	Toll10b	Down	0.230908921231896	-0.565914107261551	0.423984509652478
Region53	chr2L	825393	826529	.	1137	Gd7	Up	0.603567166587845	-0.062214113787505	-0.480264567088511
Region54	chr2L	847538	849725	.	2188	Toll10b	Down	1.19604709080445	-1.46570833893177	0.553181046929345
Region55	chr2L	850112	850950	.	839	Toll9	Up	-0.053902176704467	-0.480353043143702	0.587606172807906
Region56	chr2L	852129	853271	.	1143	Toll10b	Down	0.260040274172676	-0.794793643082354	0.654017587384204
Region57	chr2L	867769	868380	.	612	Gd7	Up	1.60929322790497	-1.24499860904693	-0.0708154568071863
Region58	chr2L	869263	872062	.	2800	Toll9	Down	0.486270851545202	0.153094015649906	-0.614742361890041
Region59	chr2L	1065576	1066116	.	541	Gd7	Up	0.703170311397125	-0.295752376020121	-0.30922724063475
Region60	chr2L	1066675	1067956	.	1282	Toll10b	Down	0.78909524261901	-1.01019995152863	0.413385265569912
Region61	chr2L	1068269	1068640	.	372	Toll9	Down	-0.0736604403990681	0.606866084674768	-0.613187274537508
Region62	chr2L	1069003	1069619	.	617	Toll10b	Up	-0.559892720005423	1.28030766593298	-0.925046055371218
Region63	chr2L	1076062	1076448	.	387	Gd7	Down	-1.04569118437094	0.517493944057728	0.372776079277992
Region64	chr2L	1076771	1078372	.	1602	Toll10b	Up	-0.287251750629048	0.375561128351974	-0.159251207017807
Region65	chr2L	1080941	1081434	.	494	Toll9	Up	-0.747943127026574	-0.231973209096693	0.941619912295553
Region66	chr2L	1117630	1118285	.	656	Toll10b	Down	0.0948474007685918	-0.260529124116206	0.205628453041768
Region67	chr2L	1120174	1120834	.	661	Gd7	Up	1.43404243627631	-0.242017184041652	-1.03548194904239
Region68	chr2L	1128199	1129004	.	806	Toll9	Up	-0.298842730924629	-0.30036276453353	0.609037921234856
Region69	chr2L	1129281	1129880	.	600	Toll9	Up	-0.26665095670561	-0.0714941199353176	0.323135592955918
Region70	chr2L	1147830	1148314	.	485	Toll10b	Down	0.106874865503233	-0.439598436691812	0.395409220150837
Region71	chr2L	1150196	1151293	.	1098	Gd7	Up	0.696794336203465	-0.132379906070326	-0.486561465042343
Region72	chr2L	1158637	1159287	.	651	Gd7	Up	0.813022438636927	0.0438082663386354	-0.789986881345007
Region73	chr2L	1164460	1164862	.	403	Toll9	Up	-0.64726495396477	-0.222397933929732	0.839141568552556
Region74	chr2L	1169400	1169906	.	507	Toll9	Up	-0.0556455876843833	-0.337184478608277	0.428699523644461
Region75	chr2L	1170194	1170524	.	331	Toll10b	Down	0.294704146694916	-0.305205075521846	0.073589316006283
Region76	chr2L	1172519	1173463	.	945	Toll9	Up	-0.220442404600702	-0.401714077748426	0.6512118761255
Region77	chr2L	1177702	1178263	.	562	Gd7	Up	0.820540332390143	-0.290188008730495	-0.42241991494737
Region78	chr2L	1184076	1184475	.	400	Toll9	Up	-0.983264635680283	-0.158659611481337	1.07387327390188
Region79	chr2L	1405152	1406368	.	1217	Gd7	Down	-0.450913006040144	0.366169112476713	0.000415813326593303
Region80	chr2L	1406728	1410896	.	4169	Gd7	Down	-0.481161301751775	0.337377507072074	0.0602560198300691
Region81	chr2L	1411364	1420387	.	9024	Gd7	Down	-0.967796881683885	0.364184571801155	0.473657370106649
Region82	chr2L	1420799	1421557	.	759	Toll9	Up	-0.222577202151454	-1.22717117655433	1.57851420849195
Region83	chr2L	1421932	1422978	.	1047	Toll9	Up	-0.368013785163009	-0.193437105335706	0.552204703775662
Region84	chr2L	1462698	1463723	.	1026	Toll10b	Up	-1.3455039310301	2.46301749646271	-1.53499385088085
Region85	chr2L	1464154	1464460	.	307	Gd7	Down	-1.65145935407317	1.64213072706109	-0.335954654559596
Region86	chr2L	1473816	1474381	.	566	Toll9	Up	-0.958374787985537	-0.116776952525005	1.00424063828666
Region87	chr2L	1502426	1502864	.	439	Gd7	Down	-1.32652006007243	0.297956034648019	0.87479207342197
Region88	chr2L	1517411	1518017	.	607	Gd7	Up	0.238062650553686	0.0160593554553791	-0.234940459734964
Region89	chr2L	1518382	1519957	.	1576	Gd7	Up	0.373332714843392	-0.218709528486822	-0.0950254997284379
Region90	chr2L	1610770	1611100	.	331	Toll9	Up	-0.434919050147122	-0.514878104374205	0.973515934220715
Region91	chr2L	1611452	1611810	.	359	Toll9	Up	-0.0422811206247943	-0.440608056607855	0.532461269496759
Region92	chr2L	1613642	1614120	.	479	Toll10b	Down	0.0817668133567442	-0.373429281992897	0.344112053271934
Region93	chr2L	1679433	1679778	.	346	Gd7	Up	1.27202582973067	-0.401586414559001	-0.708961418453706
Region94	chr2L	1704915	1705474	.	560	Toll9	Up	-0.560567831824134	-0.178504107559873	0.710931721518344
Region95	chr2L	1709840	1710965	.	1126	Toll10b	Down	0.527272519460983	-0.907409852145433	0.536744330342877
Region96	chr2L	1715354	1715821	.	468	Toll9	Up	-0.629761974288547	-0.437720262544459	1.06457319498944
Region97	chr2L	1723540	1724345	.	806	Toll10b	Down	0.470357395599115	-0.618498036610232	0.264731949942879
Region98	chr2L	1728081	1728512	.	432	Toll10b	Up	-0.4476682436529	0.454795268539645	-0.101893038068785
Region99	chr2L	1728730	1729318	.	589	Toll9	Up	-0.621287364122044	-0.151587783507628	0.736089310886381
Region100	chr2L	1731896	1732291	.	396	Toll9	Up	-0.736859193254802	-0.531738679668652	1.26756373738329
Region101	chr2L	1751619	1752082	.	464	Toll9	Up	-0.387370936516699	-0.321343487646442	0.713230233958169
Region102	chr2L	1884593	1886244	.	1652	Toll10b	Down	0.743759452349537	-1.94495400849407	1.50257951863315
Region103	chr2L	1886800	1888417	.	1618	Toll9	Up	-0.0381145399572613	-2.73015845344448	3.0953046798993
Region104	chr2L	1974109	1974665	.	557	Toll9	Up	-0.15942151699285	-0.646082230358772	0.869548326558964
Region105	chr2L	1979723	1980752	.	1030	Toll10b	Down	0.0410743372666435	-0.182495667751218	0.16715246977006
Region106	chr2L	1981210	1981712	.	503	Toll10b	Down	0.201351656403852	-0.225691558007172	0.0695213924471656
Region107	chr2L	1982221	1982689	.	469	Toll9	Up	-0.0785830816819037	-0.570441425918598	0.711088165689346
Region108	chr2L	2013455	2013847	.	393	Toll10b	Up	-1.27206686295084	1.87819108761624	-0.946310024505892
Region109	chr2L	2037674	2038566	.	893	Gd7	Up	0.883362661979704	-0.272961122027076	-0.498979289896404
Region110	chr2L	2045542	2045960	.	419	Toll9	Up	-0.311253481978908	-0.238017463637287	0.550456812063984
Region111	chr2L	2144539	2145853	.	1315	Gd7	Up	0.615785267575039	-0.451840848159994	-0.0546176594455233
Region112	chr2L	2146592	2147989	.	1398	Toll10b	Down	0.329117280113268	-0.526750169886973	0.290587223095124
Region113	chr2L	2151773	2152488	.	716	Gd7	Down	-0.762134707602167	-0.0272928933271863	0.725100680997938
Region114	chr2L	2160230	2161425	.	1196	Toll9	Up	-0.296987736224549	-1.15498013378247	1.56539386023412
Region115	chr2L	2161853	2163784	.	1932	Toll9	Up	-0.0590597296557469	-0.116751354006781	0.184699945755048
Region116	chr2L	2163998	2164717	.	720	Gd7	Up	1.5249146261248	-1.44913572201152	0.234918131948162
Region117	chr2L	2165440	2167952	.	2513	Toll10b	Down	0.627083377769132	-2.54227940127617	2.27851796037321
Region118	chr2L	2169801	2172170	.	2370	Toll9	Up	-0.312523443993726	-2.61080589446596	3.21156614828514
Region119	chr2L	2172844	2173303	.	460	Toll10b	Down	1.02957865148409	-2.32476876012698	1.66790456847166
Region120	chr2L	2174330	2175528	.	1199	Toll9	Up	0.148747362781837	-1.99811592264347	2.1043874275315
Region121	chr2L	2175768	2176029	.	262	Toll10b	Down	0.412252503336448	-1.12338090462138	0.883666414454784
Region122	chr2L	2176586	2177008	.	423	Toll9	Up	-0.233793902095189	-0.835580962712902	1.14975365471303
Region123	chr2L	2177225	2178686	.	1462	Toll9	Up	-0.175087659093407	-2.14364377407528	2.56262627645676
Region124	chr2L	2182495	2183529	.	1035	Toll10b	Down	0.809586086051962	-1.00285971859562	0.386484155374191
Region125	chr2L	2214232	2214628	.	397	Toll9	Up	-0.330251308336442	-0.35827140978877	0.702576340586834
Region126	chr2L	2215916	2216265	.	350	Gd7	Up	1.63411466422046	-1.35008487059434	0.0243698914389505
Region127	chr2L	2216716	2217760	.	1045	Toll9	Up	-0.0270791827330813	-0.13882837862952	0.180306143741138
Region128	chr2L	2225769	2227264	.	1496	Toll9	Down	0.0819070616298199	0.145231058229402	-0.237446283682872
Region129	chr2L	2236414	2236837	.	424	Toll9	Up	-0.199002950159138	-0.25387972335956	0.465949092433714
Region130	chr2L	2356793	2357356	.	564	Toll9	Up	-1.0870590804128	-0.0988302114327303	1.1013870729855
Region131	chr2L	2364461	2366727	.	2267	Toll10b	Down	0.578244610399763	-1.05312101542095	0.653641048039748
Region132	chr2L	2375880	2376705	.	826	Toll9	Down	0.590109260746766	0.0638049006519738	-0.609271185468493
Region133	chr2L	2381125	2381659	.	535	Gd7	Up	0.841024525966822	-0.643920364770769	-0.0445440354844036
Region134	chr2L	2420759	2421260	.	502	Toll9	Up	-0.749744890855176	-0.79964308884238	1.57963318126239
Region135	chr2L	2455137	2456534	.	1398	Gd7	Up	5.52970892335389	-3.52190807067049	-1.0908733911555
Region136	chr2L	2456765	2459022	.	2258	Gd7	Up	6.42549006846789	-3.67912406800922	-1.73092220577428
Region137	chr2L	2461123	2461377	.	255	Gd7	Up	3.68552224888402	-1.93158112504682	-1.19312961892954
Region138	chr2L	2492107	2492640	.	534	Toll9	Up	-0.14935463006194	-0.379577709239864	0.561616866535784
Region139	chr2L	2492959	2494018	.	1060	Gd7	Down	-0.857005128203131	0.196755724041007	0.560388717740096
Region140	chr2L	2574313	2574971	.	659	Gd7	Down	-0.743902721241619	0.233295727581597	0.4163605372405
Region141	chr2L	2575307	2580858	.	5552	Toll10b	Up	-0.230536504513327	0.304470639979304	-0.131239555800285
Region142	chr2L	2584886	2585355	.	470	Toll9	Up	0.0301906146323371	-0.425172202682104	0.44911654419895
Region143	chr2L	2744337	2745857	.	1521	Toll9	Up	-0.152086228993295	-0.0434767949467112	0.187328979193122
Region144	chr2L	2747923	2748751	.	829	Toll9	Down	0.999062876694501	0.346700037744399	-1.29906739140323
Region145	chr2L	2758551	2760401	.	1851	Gd7	Up	0.871638188835452	-0.333702507234773	-0.420202685963593
Region146	chr2L	2765203	2765761	.	559	Gd7	Up	0.401263580704124	-0.340271038392483	0.0157954861797853
Region147	chr2L	2766226	2766750	.	525	Toll9	Up	-0.00685336107595205	-0.462753806088536	0.525003194435664
Region148	chr2L	2767318	2768417	.	1100	Toll10b	Down	0.401414790728085	-0.418581361005152	0.103445421825301
Region149	chr2L	2769223	2770688	.	1466	Toll9	Up	-0.0420218752582839	-0.160192894975068	0.217872986730164
Region150	chr2L	2814475	2814895	.	421	Toll10b	Down	1.38578392276657	-1.53934614560875	0.46283073312742
Region151	chr2L	2856037	2856555	.	519	Gd7	Up	0.615198362056736	-0.0752890239097791	-0.476206354024052
Region152	chr2L	2872801	2874573	.	1773	Toll9	Down	0.0435521224872263	0.106205283279415	-0.158746051236075
Region153	chr2L	2874869	2875430	.	562	Gd7	Up	1.30501387288436	-0.250138079151343	-0.908799355156564
Region154	chr2L	2878493	2879513	.	1021	Toll9	Up	-0.175206709120761	-0.733179830575606	0.98157125269232
Region155	chr2L	2884714	2886650	.	1937	Toll9	Down	0.301263236288586	0.124115702778622	-0.413666503358033
Region156	chr2L	2968821	2969672	.	852	Toll10b	Up	-0.655358124341034	1.01247530099895	-0.537805593264036
Region157	chr2L	2971829	2973452	.	1624	Toll9	Up	-1.41344555902188	-0.186217690523748	1.49677423313193
Region158	chr2L	2976398	2977661	.	1264	Toll9	Up	-0.0685801146277048	-0.375324755952422	0.483242426527056
Region159	chr2L	2978777	2979280	.	504	Gd7	Up	1.15723482316351	-0.923905252017713	-0.0188248945321305
Region160	chr2L	2986737	2987798	.	1062	Toll9	Up	-0.215557879898942	-0.435142617472302	0.684234977744722
Region161	chr2L	2988006	2988685	.	680	Gd7	Up	1.35878669942597	-1.29556808192202	0.214151300497545
Region162	chr2L	2992206	2993579	.	1374	Toll10b	Down	0.247012707225853	-0.257502455354044	0.0635729636764896
Region163	chr2L	2999325	2999907	.	583	Gd7	Up	1.00411746477249	0.0337957202556566	-0.952900291511471
Region164	chr2L	3022608	3023724	.	1117	Toll9	Up	-0.53685044040612	-0.0934707272571451	0.593994519891061
Region165	chr2L	3028649	3029837	.	1189	Toll9	Up	-0.174077956003577	-0.777369778824804	1.03008064173871
Region166	chr2L	3030570	3031079	.	510	Toll10b	Down	0.133976217194995	-0.85325185088242	0.834428058601163
Region167	chr2L	3036821	3037229	.	409	Toll9	Up	-0.27176992067831	-0.128046395077882	0.391196753097985
Region168	chr2L	3039401	3039916	.	516	Toll10b	Down	0.160967446068317	-0.875363581668568	0.834619740945552
Region169	chr2L	3040155	3040702	.	548	Toll10b	Down	0.35460848914092	-0.410186055382505	0.136686907841401
Region170	chr2L	3048004	3048435	.	432	Gd7	Up	0.845973799671066	-0.731439949351144	0.0490574060807451
Region171	chr2L	3070874	3072272	.	1399	Gd7	Up	0.874629930235171	-0.561976774233926	-0.167028083848677
Region172	chr2L	3072556	3073038	.	483	Gd7	Up	1.35463299525397	-0.941086151563394	-0.179446230465768
Region173	chr2L	3145220	3145709	.	490	Toll10b	Down	0.177005361992344	-0.671377153478427	0.591331370620419
Region174	chr2L	3159248	3159635	.	388	Toll9	Up	-0.850414177420691	-0.24907091155834	1.05416485701824
Region175	chr2L	3159936	3160613	.	678	Toll9	Up	-0.730577989579012	-0.0984214717210795	0.776081052654284
Region176	chr2L	3170358	3171070	.	713	Gd7	Down	-1.02774986208928	0.625182515929272	0.23570538556746
Region177	chr2L	3172174	3172864	.	691	Toll9	Up	-0.326093333984631	-0.561864398767209	0.927019900842417
Region178	chr2L	3302479	3303142	.	664	Toll9	Up	-0.229834067753019	-0.485595209171987	0.75380288196765
Region179	chr2L	3303394	3303660	.	267	Gd7	Down	-0.102337279737587	0.0662629203756128	0.0189738106518751
Region180	chr2L	3319399	3319867	.	469	Gd7	Up	0.471469336552209	-0.416147847509349	0.0368793221508643
Region181	chr2L	3372975	3373389	.	415	Toll10b	Down	0.267708250276148	-0.938157798080355	0.80774466467434
Region182	chr2L	3376258	3377553	.	1296	Toll9	Up	-0.142830046739535	-0.896599726669252	1.13526519439309
Region183	chr2L	3452493	3452860	.	368	Toll9	Down	0.0447843232951075	0.0767897009106101	-0.126893344494323
Region184	chr2L	3456570	3457056	.	487	Gd7	Up	0.748572653539185	-0.723413914868647	0.12881803312799
Region185	chr2L	3457318	3457709	.	392	Toll9	Up	-0.000604580496281382	-0.598016413751193	0.670941504666612
Region186	chr2L	3464814	3466940	.	2127	Toll9	Down	0.737092990044804	0.338250024551119	-1.05087141941266
Region187	chr2L	3469240	3470010	.	771	Toll9	Up	-0.746593496898031	-0.292788383397303	1.00856529685939
Region188	chr2L	3475786	3476490	.	705	Gd7	Up	1.60969869082101	-1.57444009626082	0.298126775228637
Region189	chr2L	3476767	3477402	.	636	Gd7	Up	3.94921115651617	-2.41328573085539	-0.893417125216635
Region190	chr2L	3477723	3478268	.	546	Gd7	Up	3.19706834532006	-2.07990300510194	-0.581747600927922
Region191	chr2L	3514120	3515356	.	1237	Toll9	Up	-0.724728140215994	-0.30459404815738	1.00187464950938
Region192	chr2L	3529750	3530346	.	597	Toll9	Up	-0.20710822774439	-0.398077909797462	0.63498471170475
Region193	chr2L	3711142	3711706	.	565	Gd7	Down	-1.51691018006608	0.126308753832779	1.24070810053684
Region194	chr2L	3713105	3714016	.	912	Gd7	Up	0.833910607701174	-0.220759056259273	-0.512435245311584
Region195	chr2L	3770566	3770993	.	428	Toll10b	Down	1.42247369750461	-1.7502469664644	0.665821539709136
Region196	chr2L	3805883	3806349	.	467	Gd7	Down	-0.836936375390378	0.374878229858159	0.342421267300532
Region197	chr2L	3813032	3813371	.	340	Gd7	Up	0.128664340137867	-0.0593948995972574	-0.0506638848953314
Region198	chr2L	3862681	3862949	.	269	Gd7	Down	-0.809911751670956	0.0571426738269018	0.673983832754487
Region199	chr2L	3872098	3872413	.	316	Toll9	Up	-0.118904991782252	-0.845128857545562	1.05576312727626
Region200	chr2L	4029699	4030129	.	431	Gd7	Up	2.63582448394341	-1.15628100481426	-1.105709327103
Region201	chr2L	4031392	4031851	.	460	Gd7	Up	0.377184301432118	-0.141829749542196	-0.184719360054499
Region202	chr2L	4032223	4034409	.	2187	Toll9	Down	0.391307301592191	0.440892371332992	-0.850834427432603
Region203	chr2L	4034780	4035575	.	796	Toll10b	Up	-0.547760306593211	1.71845518460546	-1.4272756203159
Region204	chr2L	4053076	4053609	.	534	Toll10b	Down	0.530211795107852	-1.04339103929468	0.686504012607624
Region205	chr2L	4053897	4055874	.	1978	Toll10b	Down	0.538671735901896	-0.589314808875553	0.169764570476176
Region206	chr2L	4187254	4187735	.	482	Toll9	Up	-0.143789515183475	-1.40676842783165	1.70805072724118
Region207	chr2L	4221401	4221732	.	332	Gd7	Up	0.484521680474977	-0.362082768121395	-0.0356230234341616
Region208	chr2L	4222084	4222601	.	518	Gd7	Up	2.21370875008686	-1.75598378480949	-0.0487701018073498
Region209	chr2L	4226363	4226984	.	622	Gd7	Up	0.734172158024431	-0.513970366625083	-0.0928505183364814
Region210	chr2L	4227636	4228365	.	730	Toll10b	Down	0.152715582415173	-0.651205114584579	0.590852399697449
Region211	chr2L	4281522	4281908	.	387	Gd7	Up	1.07711743137871	-0.61953444217843	-0.287023819644983
Region212	chr2L	4282262	4282829	.	568	Gd7	Up	1.97200395665634	-1.13751649351384	-0.521830103926122
Region213	chr2L	4283282	4283872	.	591	Toll10b	Down	0.920804530980303	-1.18455837856661	0.4888234728284
Region214	chr2L	4354353	4354772	.	420	Toll10b	Down	0.603709586448847	-0.802408133417284	0.349380690133146
Region215	chr2L	4363026	4363721	.	696	Toll9	Up	-0.691140802799255	-0.136880177646389	0.783256548125073
Region216	chr2L	4364072	4365337	.	1266	Gd7	Down	-1.34263321481722	0.0855278647753321	1.12761239855618
Region217	chr2L	4365838	4366666	.	829	Toll9	Up	-1.25143120961205	-0.140693013565002	1.29810240685568
Region218	chr2L	4367073	4368464	.	1392	Toll9	Up	-0.82240514314505	-0.462075272021647	1.26742421371955
Region219	chr2L	4369153	4369698	.	546	Gd7	Down	-1.8360950974379	1.13709218044111	0.398457136070784
Region220	chr2L	4370410	4371292	.	883	Gd7	Down	-2.83856639617821	2.48057135052649	-0.194100456007339
Region221	chr2L	4372116	4373323	.	1208	Gd7	Down	-3.30545986188142	2.39416499922095	0.328225570535685
Region222	chr2L	4373551	4373916	.	366	Toll10b	Up	-2.35250388557497	2.64306663239684	-0.819192006880421
Region223	chr2L	4374738	4375194	.	457	Toll9	Up	-0.161745119176934	-0.240107338835529	0.416558262588565
Region224	chr2L	4382212	4382725	.	514	Gd7	Down	-0.414822735467192	0.0168053622811007	0.359173150963232
Region225	chr2L	4385582	4386039	.	458	Toll9	Up	0.0615504289849652	-0.735721668440701	0.768672835933033
Region226	chr2L	4386588	4387061	.	474	Toll9	Up	-0.720647144281814	-0.375333112572721	1.07745595914254
Region227	chr2L	4393503	4393821	.	319	Toll10b	Down	0.230450297061668	-0.933746956909354	0.836751778946734
Region228	chr2L	4394199	4394691	.	493	Toll10b	Down	0.203105993230118	-0.368751874115733	0.228296736245599
Region229	chr2L	4403264	4403659	.	396	Toll10b	Down	0.109508246945302	-0.718842516830777	0.706048750767382
Region230	chr2L	4442449	4442851	.	403	Gd7	Up	0.356232937177742	-0.232431613616631	-0.0640603326865808
Region231	chr2L	4444235	4445215	.	981	Toll10b	Down	0.406679733582237	-0.735823122604954	0.45428321096823
Region232	chr2L	4448114	4448699	.	586	Toll10b	Down	0.0308410394742924	-0.111549708882774	0.0969455878916685
Region233	chr2L	4452433	4453031	.	599	Gd7	Up	0.570480002627309	-0.42077874506056	-0.048154028865306
Region234	chr2L	4454014	4454447	.	434	Toll9	Up	-0.419268051790978	-0.49194199897422	0.933541850184452
Region235	chr2L	4457669	4458314	.	646	Toll10b	Down	0.0760140271575833	-0.188300675893527	0.14182079590896
Region236	chr2L	4458990	4459629	.	640	Toll9	Up	-0.351158948541224	-0.375385826664805	0.740814353862702
Region237	chr2L	4459862	4460340	.	479	Toll9	Up	-0.311259928654092	-0.482025886025565	0.824001911332552
Region238	chr2L	4462512	4463409	.	898	Toll9	Up	-0.284757625385631	-0.366985179274237	0.670888000114076
Region239	chr2L	4794696	4795083	.	388	Toll9	Up	-0.771813927261423	-0.763404145256471	1.55911914963777
Region240	chr2L	4817666	4818209	.	544	Toll10b	Down	0.158994164657564	-1.04129675138826	1.02243293407451
Region241	chr2L	4820514	4820806	.	293	Toll10b	Down	0.150669679861251	-0.47781324291261	0.398340356118756
Region242	chr2L	4821860	4823692	.	1833	Toll9	Up	-0.180807825237275	-1.23154324345988	1.54535253657317
Region243	chr2L	4824219	4825703	.	1485	Toll9	Up	-0.000807253977174219	-1.60029293473245	1.79470192801562
Region244	chr2L	4829930	4830673	.	744	Gd7	Up	0.262280528782405	-0.256598948387881	0.048647119280474
Region245	chr2L	4830885	4831359	.	475	Gd7	Up	1.26592842978163	-0.371966554354007	-0.736609652458606
Region246	chr2L	4837306	4837991	.	686	Toll10b	Down	0.209860544706828	-0.449316560034989	0.312456489825259
Region247	chr2L	4838387	4839254	.	868	Gd7	Up	2.19549129561184	-0.550207631668707	-1.38387286592115
Region248	chr2L	4847768	4848319	.	552	Toll10b	Down	0.116941600239829	-0.386371372475725	0.326566982819394
Region249	chr2L	4849929	4851204	.	1276	Toll9	Up	-0.384067754144163	-0.633407101675201	1.06005087550789
Region250	chr2L	4882390	4883687	.	1298	Toll9	Down	0.276237524547966	0.0480623050684732	-0.305603851934852
Region251	chr2L	4888867	4889496	.	630	Toll10b	Up	-1.75788942041231	3.74707929047464	-2.59866616540138
Region252	chr2L	4889832	4891755	.	1924	Toll10b	Up	-1.43609778355887	3.19134489889315	-2.26891135960299
Region253	chr2L	4892175	4892903	.	729	Toll10b	Up	-1.01869481946278	2.10531147166767	-1.43180577368763
