geneID	Chr	Start	End	Strand	Length	min	max	mean	sd	overQC
Region81	chr2L	278601	279126	.	526	9.85073106500966	11.8183961123955	10.6813369145319	0.581748289300973	27
Region82	chr2L	282210	283269	.	1060	10.7562375246185	12.1445457104449	11.444217022073	0.430380904524577	27
Region83	chr2L	283860	284182	.	323	9.20589571854463	10.4172925181415	9.83142666897691	0.345932532723886	27
Region84	chr2L	285460	285868	.	409	10.5720784717135	11.3904363946761	10.988666278332	0.22705585026715	27
Region85	chr2L	294945	295369	.	425	10.6866848664726	10.9835833223238	10.8269105389444	0.0782510772304125	27
Region86	chr2L	297698	298334	.	637	11.8560222803102	12.3308707665896	12.1198537377369	0.124379472755893	27
Region87	chr2L	305669	306053	.	385	10.6504736279512	10.9926921127189	10.8411757346845	0.107834587581851	27
Region88	chr2L	347953	348270	.	318	9.56421733673782	10.2058225209525	9.97952542124776	0.140870083158958	27
Region89	chr2L	354077	354643	.	567	9.28101538647853	10.7264764076338	10.0681791732234	0.39494857006051	27
Region90	chr2L	354907	355265	.	359	9.64144257915664	10.3710109433307	10.1626898776977	0.170606852927209	27
Region91	chr2L	356175	356749	.	575	10.2822812758193	11.7503543885727	11.0750285496241	0.439307304775383	27
Region92	chr2L	357823	358103	.	281	10.4679292391969	10.7394341361518	10.5911059009517	0.0821245640724953	27
Region93	chr2L	377626	378142	.	517	10.4616078464607	11.5314583421792	10.8704507060473	0.25719166775496	27
Region94	chr2L	403750	404237	.	488	11.0703394373271	11.2127851268199	11.134065541303	0.0374709178626479	27
Region95	chr2L	414404	415407	.	1004	12.0859255568091	12.4253446814653	12.2994285586311	0.0863280402607343	27
Region96	chr2L	419855	420262	.	408	11.0462229740392	11.3600499374379	11.2445627765744	0.0703003321065948	27
Region97	chr2L	421221	421676	.	456	11.2620340363807	11.4498903344864	11.3936655097436	0.0515469827425782	27
Region98	chr2L	430887	431959	.	1073	12.4253200746561	12.7810248129741	12.6292987998398	0.084871037520789	27
Region99	chr2L	441747	442435	.	689	10.6306175568017	11.9757032213035	11.314480745992	0.348152020213705	27
Region100	chr2L	452821	453223	.	403	11.2501582858939	11.5455770044132	11.3957925956938	0.06972198373887	27
Region101	chr2L	455344	455670	.	327	10.1132358598021	10.4361316395873	10.2645201337216	0.0990618139216691	27
Region102	chr2L	478925	479403	.	479	11.1375680798212	11.6737547140989	11.354104636632	0.148710013286578	27
Region103	chr2L	480736	481586	.	851	11.5255021689882	12.6554526107875	12.0692308584974	0.328204916548888	27
Region104	chr2L	486906	487196	.	291	8.81191750170251	9.14621987913127	8.96555713502324	0.0939905563176812	27
Region105	chr2L	490053	491176	.	1124	11.4098361212605	11.9621798159019	11.6646848740167	0.171942125831537	27
Region106	chr2L	491937	492295	.	359	9.17792385163995	9.81192527348204	9.41104576608923	0.185370359348303	27
Region107	chr2L	501595	502174	.	580	9.73955666164952	11.0285687078441	10.1045716143122	0.361274451817655	27
Region108	chr2L	510494	510984	.	491	10.0992896968183	10.7990389619686	10.4374197095901	0.214980357592779	27
Region109	chr2L	514214	514792	.	579	9.76584860852394	10.5873969514264	10.1814213643866	0.23793597537364	27
Region110	chr2L	515269	515648	.	380	8.89227410633803	9.94560818913103	9.25395671799685	0.278185195943628	27
Region111	chr2L	516317	517177	.	861	10.1965715394207	11.0272030666678	10.6021092796911	0.24639656817434	27
Region112	chr2L	517544	519906	.	2363	12.5973315571459	13.8730869877676	13.1657663873415	0.443016457803487	27
Region113	chr2L	521008	523965	.	2958	13.2861239080603	13.760296169623	13.4986631987069	0.152192457140303	27
Region114	chr2L	524428	525088	.	661	10.3529979559398	11.0317995834011	10.652140324263	0.218425922719752	27
Region115	chr2L	538660	539313	.	654	9.58445847148088	10.5777999731276	10.0138532236187	0.297729098231729	27
Region116	chr2L	540651	541275	.	625	11.8924244229147	12.4378773556221	12.134753721033	0.147797843864664	27
Region117	chr2L	542147	542633	.	487	11.1290365261397	11.3680645371576	11.234215666778	0.0631482173902529	27
Region118	chr2L	544313	544788	.	476	11.1878783859776	11.478331924026	11.3579128253938	0.0683214954613304	27
Region119	chr2L	560126	560513	.	388	10.0581006772639	10.5372885295084	10.3173578265951	0.114925944272484	27
Region120	chr2L	564008	564504	.	497	11.025135695794	11.2320424412878	11.1366433893616	0.0528879911758832	27
Region121	chr2L	567809	568169	.	361	10.7182996624563	11.0187807034981	10.8559355890539	0.0658410700192334	27
Region122	chr2L	573971	574721	.	751	11.705443501811	11.9793412643701	11.8795463654825	0.0596104247991934	27
Region123	chr2L	594563	595282	.	720	11.7904743683163	12.3563744671121	12.0269751970874	0.12886457821239	27
Region124	chr2L	597717	598193	.	477	9.84683688644749	10.425978322033	10.2199587991798	0.147007853376558	27
Region125	chr2L	599461	599883	.	423	9.88593633143691	10.9047129864324	10.3703996563434	0.319107117092062	27
Region126	chr2L	600510	601005	.	496	9.451192253561	10.5664392475265	9.96822335185815	0.408505996307555	27
Region127	chr2L	601494	602023	.	530	9.62254420395063	10.6746571970751	10.115515362094	0.337149997365155	27
Region128	chr2L	701631	702371	.	741	11.6048853108662	12.4386876204136	12.0077359221358	0.261357450799581	27
Region129	chr2L	708328	708623	.	296	10.2582766036725	11.4144869030075	10.8239670270034	0.339834619659203	27
Region130	chr2L	712746	713077	.	332	10.0570056123363	10.9966336837544	10.5112960802014	0.284918238209434	27
Region131	chr2L	713296	713808	.	513	11.0423225519635	12.2441872728889	11.630163795727	0.38651065201574	27
Region132	chr2L	714812	715627	.	816	12.0295576734469	13.0828528836189	12.4886270800803	0.3517951284396	27
Region133	chr2L	740080	740419	.	340	9.59250268137882	10.2147091870242	9.85583206237858	0.167107044206065	27
Region134	chr2L	819784	820238	.	455	11.3305536721562	11.5286577243582	11.4289668040888	0.051705507328235	27
Region135	chr2L	821252	821826	.	575	11.3257842233392	11.5720238002264	11.4084108407661	0.0739371441971939	27
Region136	chr2L	825598	826857	.	1260	12.871836677331	13.1926071871399	13.004677020299	0.0867693448790704	27
Region137	chr2L	849755	851292	.	1538	12.7419255885284	13.3724059816072	13.1482518850816	0.16549878673274	27
Region138	chr2L	852446	853070	.	625	11.2816852644711	11.600400499845	11.4133951313096	0.0708505984644262	27
Region139	chr2L	855263	855622	.	360	10.2867433550789	10.7484376784405	10.4749639575695	0.154399166750519	27
Region140	chr2L	865705	866234	.	530	10.6854675425802	11.2022552083501	10.9522148026478	0.136963222822945	27
Region141	chr2L	867041	868514	.	1474	12.5997433830611	13.2235440089908	12.9178308320971	0.166383953805489	27
Region142	chr2L	869648	869844	.	197	10.3788874592575	10.5601448929037	10.4550333603717	0.0408309955571522	27
Region143	chr2L	870516	871957	.	1442	12.6535767292571	13.0211293195698	12.8862022455037	0.0959152333384743	27
Region144	chr2L	901304	901796	.	493	11.2410355199566	12.0568655231767	11.6149465360809	0.218830419175797	27
Region145	chr2L	996816	997070	.	255	8.93518401932013	9.71596715658397	9.23972769139997	0.225551357076277	27
Region146	chr2L	1006494	1006868	.	375	10.0105756574199	10.5132314535458	10.2524969567999	0.150188373157894	27
Region147	chr2L	1062414	1062900	.	487	10.9047760441434	11.9690821809329	11.4596998377665	0.376095395090437	27
Region148	chr2L	1063108	1063405	.	298	10.968575256617	11.6251522414682	11.333773637649	0.198613890583869	27
Region149	chr2L	1066045	1067117	.	1073	11.2554408543672	12.4863880580009	12.0533386410777	0.331322145338286	27
Region150	chr2L	1067653	1068987	.	1335	12.7310125482107	13.4000510925174	13.082116641212	0.189430282796892	27
Region151	chr2L	1076088	1078185	.	2098	13.2776423799605	13.7902533494792	13.477603887084	0.0972345949859189	27
Region152	chr2L	1108094	1108541	.	448	10.7551098270701	11.2090099001356	10.9758094070806	0.0895921241288078	27
Region153	chr2L	1118106	1118528	.	423	10.0455723734048	10.6753495424993	10.4416384199976	0.179536200427987	27
Region154	chr2L	1118804	1120220	.	1417	11.6186684225749	13.0237232484455	12.3413691706468	0.483476767398125	27
Region155	chr2L	1142696	1142978	.	283	9.62822942902651	10.367037162411	9.87379129575336	0.172829092180334	27
Region156	chr2L	1150417	1151092	.	676	11.4232471792322	11.6496738570382	11.5232841881021	0.0541238211863352	27
Region157	chr2L	1157815	1158335	.	521	11.45662491476	11.8261690883789	11.6345300960028	0.0806580029454623	27
Region158	chr2L	1158640	1159023	.	384	10.9535903341504	11.1705235092912	11.0884545696198	0.0579280017086393	27
Region159	chr2L	1164369	1164696	.	328	9.70213408774036	10.2011214607797	10.0040373170646	0.137639063980439	27
Region160	chr2L	1169700	1170009	.	310	10.692699861138	10.9957935422472	10.8703480535206	0.0793106657527254	27
Region161	chr2L	1177564	1177813	.	250	10.3820810234193	10.587915463035	10.5032915252976	0.0526817835334882	27
Region162	chr2L	1183785	1184300	.	516	10.7941463981694	11.1412683479642	10.9748893235748	0.0906461670131011	27
Region163	chr2L	1220246	1220707	.	462	9.23733248067709	9.98234526111005	9.64545834432342	0.215773469078499	27
Region164	chr2L	1220933	1221480	.	548	9.32392555555858	10.4495211614564	9.87253526138032	0.348240392379825	27
Region165	chr2L	1227303	1227570	.	268	8.39194852000431	8.94505206485088	8.69224407528028	0.150811227320332	27
Region166	chr2L	1404834	1405566	.	733	11.2635103789232	11.8154574470774	11.495363993313	0.167148010821693	27
Region167	chr2L	1409138	1409525	.	388	10.3560714127702	11.2392664303548	10.9092942190388	0.252492925395448	27
Region168	chr2L	1410110	1412449	.	2340	13.2884200859904	14.0466790737181	13.708651680329	0.171045051461017	27
Region169	chr2L	1418155	1418569	.	415	10.0790204637191	10.3920183313385	10.1962384046669	0.0799498113150839	27
Region170	chr2L	1419528	1420754	.	1227	12.6814842429998	12.9381259471147	12.8237542054757	0.076085500918375	27
Region171	chr2L	1421442	1422475	.	1034	12.2927354409683	13.3205647864587	12.915683051539	0.292218650307996	27
Region172	chr2L	1425865	1426627	.	763	10.6615412390211	11.777813838815	11.1410490911211	0.292469966202164	27
Region173	chr2L	1429508	1429999	.	492	10.6971971117779	11.5177556048762	11.2286760083761	0.221705003650896	27
Region174	chr2L	1432267	1432756	.	490	9.61850919619752	10.4732055137017	9.96105872946354	0.249537652734202	27
Region175	chr2L	1435721	1436111	.	391	9.60006864502009	10.3785790647592	10.0913152918604	0.218238996377172	27
Region176	chr2L	1449932	1450149	.	218	8.62339416678867	9.2993270396096	8.93744019672135	0.208852027272403	27
Region177	chr2L	1461859	1462731	.	873	11.0441566996128	12.5422498498866	11.7615045594097	0.481840101850734	27
Region178	chr2L	1463216	1463874	.	659	11.0205222657211	11.9812097832363	11.4641531999136	0.306823691102084	27
Region179	chr2L	1478777	1479061	.	285	9.49569660919533	10.2213480551578	9.9017092686719	0.188994629092592	27
Region180	chr2L	1485782	1486395	.	614	9.98349473986356	10.9778947055152	10.5226307810505	0.268804229918765	27
Region181	chr2L	1502598	1503003	.	406	10.6271543614905	10.8424565793172	10.7288307208745	0.0559693327922607	27
Region182	chr2L	1508177	1508661	.	485	8.92037118495003	9.90656136820919	9.36060932262536	0.291854769971266	27
Region183	chr2L	1508904	1509262	.	359	8.97406676638437	10.1462894746509	9.51034871091194	0.310004012885577	27
Region184	chr2L	1510180	1511287	.	1108	10.166495489109	11.0837437932023	10.7155138510323	0.224618199569447	27
Region185	chr2L	1517079	1517344	.	266	8.74974261227362	9.97066204567906	9.33278843284368	0.366175162877732	27
Region186	chr2L	1517660	1518466	.	807	10.6984167537134	12.3396831828595	11.6674590095401	0.454845040244399	27
Region187	chr2L	1525084	1525528	.	445	8.69354491170825	10.0439269841061	9.17969026394505	0.404804132408379	27
Region188	chr2L	1556712	1557004	.	293	9.61915516131443	10.7063931157118	10.1000975316582	0.317657792892596	27
Region189	chr2L	1610928	1611546	.	619	10.59791240399	11.1692807117216	10.8786234086416	0.139384782593913	27
Region190	chr2L	1613900	1614430	.	531	11.0601237182198	11.4756661843726	11.2548866775962	0.106469154489159	27
Region191	chr2L	1648855	1649117	.	263	9.06944799058122	9.96166956811111	9.24461164642065	0.178677947141882	27
Region192	chr2L	1651096	1651393	.	298	8.51701591946431	9.47672416623047	8.75087538498488	0.210120520746131	27
Region193	chr2L	1663092	1663473	.	382	8.86300580665677	9.72767872350842	9.03916014155388	0.186058877596374	27
Region194	chr2L	1669625	1670035	.	411	9.47895670281777	10.240383593287	9.8778131514859	0.191649936601457	27
Region195	chr2L	1679113	1679464	.	352	9.17800433334692	9.71279703984162	9.44253084509081	0.177254347081688	27
Region196	chr2L	1679686	1680314	.	629	9.3391541660898	10.5790241001643	10.0096658478109	0.357267656114686	27
Region197	chr2L	1710092	1710733	.	642	11.5848106479906	11.9260460763343	11.8124922933504	0.0754682760841113	27
Region198	chr2L	1715577	1716068	.	492	10.7666441838712	11.3676905576034	11.1126922921378	0.121664312974369	27
Region199	chr2L	1723682	1723924	.	243	9.42977934528844	10.3455607929969	9.81008974391538	0.297870029025241	27
Region200	chr2L	1724146	1724558	.	413	9.83421827444959	10.3722911624148	10.0657252463129	0.149026990346069	27
Region201	chr2L	1728742	1728975	.	234	9.7647690964286	10.1166755080028	9.9469871401143	0.088641981428916	27
Region202	chr2L	1729768	1730062	.	295	9.62850355180313	10.0240665388069	9.8275108900335	0.115962744432957	27
Region203	chr2L	1732241	1732525	.	285	10.63397630233	11.0676213032315	10.9127106374461	0.114948039299349	27
Region204	chr2L	1737294	1737604	.	311	9.79828095428329	10.4043003318601	10.0346663065114	0.169215065487616	27
Region205	chr2L	1751752	1752283	.	532	10.3725494864776	10.6328989408442	10.4783428715985	0.0876871255928758	27
Region206	chr2L	1758990	1759322	.	333	9.27197668568787	10.0308953314916	9.63295284965406	0.223498340952091	27
Region207	chr2L	1805750	1806138	.	389	9.95203195665664	10.4793202221689	10.1816462401594	0.146630953609239	27
Region208	chr2L	1884348	1885462	.	1115	11.9194856779489	12.5974086745906	12.2883785422945	0.161844563534755	27
Region209	chr2L	1886347	1887109	.	763	11.4622695331123	12.835917508368	12.0832144985738	0.386193706104449	27
Region210	chr2L	1909758	1910157	.	400	10.2290048968641	11.329219255704	10.8025987177346	0.254085945632063	27
Region211	chr2L	1954393	1955192	.	800	12.1284476297891	12.5703063334385	12.3622246977892	0.122800952935659	27
Region212	chr2L	1958057	1958770	.	714	10.3786664364922	11.648731688244	11.0657324699279	0.407851526173459	27
Region213	chr2L	1960969	1961261	.	293	9.32730249415233	10.2149841259614	9.87113049995703	0.273555414518281	27
Region214	chr2L	1970323	1970991	.	669	11.475297822223	12.2304452312302	11.8623895128987	0.235407466845157	27
Region215	chr2L	1972532	1973126	.	595	11.8918932347686	12.2694450618014	12.0586094598489	0.107097258937326	27
Region216	chr2L	1973918	1974424	.	507	11.0603996938929	11.3134584783381	11.1863480721086	0.069259408366274	27
Region217	chr2L	1980476	1980976	.	501	10.7720545047344	11.2087670540267	11.0032801094942	0.117018945572167	27
Region218	chr2L	1982146	1982453	.	308	10.3088403488292	10.7110355861767	10.5173774907555	0.122110377100527	27
Region219	chr2L	2009649	2010079	.	431	10.9173288854362	11.2590170551669	11.1197657876251	0.0997992109255798	27
Region220	chr2L	2013757	2014279	.	523	10.9454197869954	11.8819155187076	11.5611815674627	0.253811893293145	27
Region221	chr2L	2037453	2038556	.	1104	12.5235843447109	12.8113454985132	12.6349125727285	0.0733027101968946	27
Region222	chr2L	2045189	2045624	.	436	10.6156428305067	11.0363537562097	10.89870143713	0.0783865848946193	27
Region223	chr2L	2100515	2100713	.	199	8.69844251100785	9.49569927657086	9.02627030472795	0.226011278994066	27
Region224	chr2L	2130235	2130650	.	416	9.99970638720831	11.1677900380246	10.4198853971561	0.332815818873638	27
Region225	chr2L	2144730	2145308	.	579	11.1259682953719	11.449083111359	11.281720751283	0.0771200126746996	27
Region226	chr2L	2146851	2147766	.	916	12.0437178431777	12.3050975324922	12.1406464842769	0.0662996824193215	27
Region227	chr2L	2151692	2152076	.	385	10.5584115546583	10.8909992553493	10.700914315727	0.0828799915925579	27
Region228	chr2L	2161046	2162007	.	962	12.1015284562997	12.7208161169224	12.4802332217008	0.163832035203027	27
Region229	chr2L	2162298	2164218	.	1921	12.6329472923076	13.3401753373861	12.9856351339858	0.191908999136001	27
Region230	chr2L	2164421	2165493	.	1073	13.025585702115	13.619786487255	13.3303305017743	0.156298561799301	27
Region231	chr2L	2172213	2172892	.	680	10.8923151428283	12.3459091238065	11.8389499318882	0.395961164122255	27
Region232	chr2L	2175334	2175820	.	487	10.6343753564521	11.7266498437067	11.142590517365	0.246803963611666	27
Region233	chr2L	2178060	2178950	.	891	11.9751948047041	12.3283973293793	12.2071170451451	0.080941804139533	27
Region234	chr2L	2181426	2182501	.	1076	11.9290620665148	13.2935101009273	12.8085560764061	0.383314120129948	27
Region235	chr2L	2182760	2183435	.	676	10.768358264631	12.4199201108012	11.4713195067204	0.472162624874147	27
Region236	chr2L	2192054	2192576	.	523	10.8361667205695	11.1664705065331	10.9909401630475	0.0852861238707363	27
Region237	chr2L	2196487	2197502	.	1016	12.340517735558	13.2549889539863	12.8400283397006	0.275555911523014	27
Region238	chr2L	2200219	2200575	.	357	9.88668248693573	11.0211591367181	10.354665179063	0.380071275100549	27
Region239	chr2L	2201978	2202964	.	987	11.9106007774213	12.5153013463494	12.2168433797	0.193634723680822	27
Region240	chr2L	2215893	2216376	.	484	10.5571760264952	10.9167107761933	10.7881304263575	0.0794514956568368	27
Region241	chr2L	2217098	2217611	.	514	11.0860061920071	11.3371955640947	11.1838876205641	0.0559102398256244	27
Region242	chr2L	2221837	2222141	.	305	9.63830474907793	10.2756582299873	9.91143059727446	0.166772860071607	27
Region243	chr2L	2226533	2227135	.	603	11.0487777542356	11.560874245618	11.3186333577058	0.113872102121863	27
Region244	chr2L	2236663	2237084	.	422	11.0203172583243	11.4259688503576	11.2141259666014	0.10867951463713	27
Region245	chr2L	2364175	2365859	.	1685	12.8218837704628	13.5315665564771	13.226925398564	0.192960747416725	27
Region246	chr2L	2374508	2374814	.	307	10.5793753885606	10.8970639856521	10.7290471299387	0.0784989322231248	27
Region247	chr2L	2375704	2376498	.	795	11.8578013215679	12.2269744209185	12.0586793683823	0.0879904242727074	27
Region248	chr2L	2380612	2381419	.	808	11.5124335318792	11.8704159536862	11.7188895885907	0.106492699037061	27
Region249	chr2L	2447939	2448844	.	906	11.0253263023192	12.3403052629869	11.5456799569258	0.414851826602598	27
Region250	chr2L	2449494	2450213	.	720	10.8524483780321	12.1220184317255	11.3887950727202	0.358546216512966	27
Region251	chr2L	2450770	2451549	.	780	11.6078578072176	12.16911185352	11.8786907870709	0.147934606451881	27
Region252	chr2L	2454249	2455929	.	1681	12.3036104360065	12.9691719748159	12.6982357946009	0.19858189523758	27
Region253	chr2L	2456350	2458314	.	1965	11.2673982062675	13.2491650977171	12.3851422800067	0.595681372097673	27
Region254	chr2L	2460885	2462662	.	1778	11.6652248161933	13.4394348248841	12.397227530131	0.525726189893391	27
Region255	chr2L	2492458	2493468	.	1011	12.2487765626809	12.5873091722706	12.4493236895515	0.0857170722941643	27
Region256	chr2L	2493904	2494103	.	200	9.31544020137328	9.94715117850835	9.6613178727022	0.18869805551827	27
Region257	chr2L	2574865	2575205	.	341	10.5033417842316	10.8029382184003	10.6484444341296	0.0812855173275892	27
Region258	chr2L	2575641	2576987	.	1347	11.971409602806	12.8260886004181	12.4104973481549	0.222000601502881	27
Region259	chr2L	2577620	2579055	.	1436	11.1651781924122	12.8392191864465	11.9186979266552	0.540687602595363	27
Region260	chr2L	2579324	2579662	.	339	9.5902786488334	10.3028982761734	9.8726088106422	0.204948050849802	27
Region261	chr2L	2580230	2580606	.	377	10.9977522388151	11.2306833501022	11.1084744923472	0.0616825286602861	27
Region262	chr2L	2585018	2585653	.	636	11.0494219514024	11.541277138986	11.2588479519307	0.126468463991762	27
Region263	chr2L	2739888	2740130	.	243	10.178449204927	10.50992241953	10.3567741764822	0.0894020663711186	27
Region264	chr2L	2748378	2748912	.	535	10.696922853065	10.995139757668	10.8710404473737	0.0841712134584337	27
Region265	chr2L	2749357	2751599	.	2243	13.3498464100112	13.7739913944751	13.5702735008082	0.104488452901717	27
Region266	chr2L	2752129	2754631	.	2503	13.8185494713347	14.1869070930696	13.9907309936149	0.108721586010279	27
Region267	chr2L	2754966	2756238	.	1273	12.8429917743782	13.1945982374794	13.0222555173563	0.0957439952628863	27
Region268	chr2L	2757418	2757651	.	234	10.0881459207919	10.483469518906	10.284886516101	0.0962010921306562	27
Region269	chr2L	2757944	2758226	.	283	10.2923487948437	10.7749718467177	10.5540615676337	0.129139282331593	27
Region270	chr2L	2758461	2760175	.	1715	12.3261306188499	12.6738529100201	12.4638369873162	0.0886818918489144	27
Region271	chr2L	2766073	2766616	.	544	11.566131934582	11.879265963777	11.6844007916811	0.0775520590047529	27
Region272	chr2L	2767366	2768176	.	811	11.5835058167704	11.833131257981	11.6968809915153	0.0747286250521169	27
Region273	chr2L	2769461	2770533	.	1073	11.6997927536644	11.9804010459491	11.8228932845513	0.0756369956732513	27
Region274	chr2L	2798873	2799196	.	324	8.14116647724117	9.07851629842652	8.42101284788957	0.214629451838012	27
Region275	chr2L	2814805	2815303	.	499	9.53204819780179	11.2559867380973	10.3900862919019	0.54015838319863	27
Region276	chr2L	2855608	2856395	.	788	11.5022663036005	11.9955597596476	11.759873195204	0.126544213764483	27
Region277	chr2L	2857007	2857401	.	395	11.109254277858	11.4032799035603	11.2353980848474	0.0636832548652883	27
Region278	chr2L	2862283	2862718	.	436	11.0666502174595	11.6606791432435	11.3138874197773	0.200372411068631	27
Region279	chr2L	2867537	2867800	.	264	8.90026594812024	9.6345029762449	9.17565074473267	0.268136632215132	27
Region280	chr2L	2873571	2875261	.	1691	12.7176336147905	13.0446180952089	12.8806176332531	0.075827624570852	27
Region281	chr2L	2877951	2879449	.	1499	11.9900159020985	12.256844389009	12.0909919845874	0.0815275708410662	27
Region282	chr2L	2882936	2883274	.	339	9.58167730407623	9.92871475074172	9.72707296377596	0.0860288673736051	27
Region283	chr2L	2884872	2885477	.	606	11.237907199872	11.5418367953631	11.4070084795174	0.0803257218417884	27
Region284	chr2L	2885693	2887230	.	1538	12.7172825311076	13.076296811202	12.8904594058299	0.0943739722438282	27
Region285	chr2L	2888681	2889557	.	877	12.112452355348	12.6004342203746	12.4436107556321	0.126705930995629	27
Region286	chr2L	2897136	2897489	.	354	10.140600004433	10.6996451826333	10.4133836896853	0.171552996914088	27
Region287	chr2L	2908839	2909057	.	219	9.555176128714	10.2606428811787	9.96831974640613	0.190828732147769	27
Region288	chr2L	2945932	2946174	.	243	9.75000416921427	9.96952894124636	9.85644039200112	0.0544179229967795	27
Region289	chr2L	2957832	2958198	.	367	9.0966052594566	9.44242196836422	9.30093460485356	0.10893539731552	27
Region290	chr2L	2969116	2969821	.	706	10.9008270595321	11.3605507568672	11.1967772141187	0.114618129122384	27
Region291	chr2L	2972085	2972580	.	496	10.8708338373734	11.305732814835	11.1490578552221	0.120845257837411	27
Region292	chr2L	2978805	2979494	.	690	10.670419649035	10.9321920267595	10.804993743808	0.0759126075325936	27
Region293	chr2L	2987461	2988442	.	982	12.0861960416958	12.3666570028701	12.1966495383138	0.0627226249463595	27
Region294	chr2L	2992509	2993510	.	1002	11.9457105183624	12.2101002901164	12.0713962440466	0.0651099634067643	27
Region295	chr2L	2999092	3001105	.	2014	12.7447157521445	13.5016367377708	13.1443244752845	0.176614854790848	27
Region296	chr2L	3005377	3005799	.	423	9.82574593451593	11.0298082410715	10.4011378126392	0.341705688938624	27
Region297	chr2L	3006933	3007287	.	355	8.67460371448907	9.97086086002894	9.19477106800153	0.42902995788761	27
Region298	chr2L	3013016	3013780	.	765	9.45240732886368	10.111878935914	9.72240602268618	0.203467077449289	27
Region299	chr2L	3022817	3023412	.	596	11.2335298888345	11.507662403194	11.3786622010007	0.0628842887904603	27
Region300	chr2L	3028956	3029384	.	429	10.7213913153042	10.988588624213	10.878832058598	0.0628327398761868	27
Region301	chr2L	3030378	3030784	.	407	10.0798476839784	10.2944261155988	10.1876098273267	0.0533233968412097	27
Region302	chr2L	3037045	3037291	.	247	9.821761188967	10.2536043771483	10.0210510093586	0.114790976678003	27
Region303	chr2L	3069562	3070093	.	532	8.84340282736327	9.62728275292241	9.18188396658923	0.235770387253916	27
Region304	chr2L	3071281	3072922	.	1642	10.986766620093	12.9545156805236	12.0288395909935	0.539664020447113	27
Region305	chr2L	3078582	3079025	.	444	8.46589965680053	9.85899775126902	9.07264427285523	0.394883203026362	27
Region306	chr2L	3079451	3079883	.	433	9.54421762718994	10.6161951989451	10.1071949980036	0.302584505115093	27
Region307	chr2L	3080236	3080836	.	601	9.90415674692058	10.8302741735434	10.3652900917647	0.270921695234438	27
Region308	chr2L	3082765	3084011	.	1247	10.5712827300813	12.2778787996018	11.4485651865656	0.489542275791206	27
