Geneid	Chr	Start	End	Strand	Length	factor	direction	Gd7	Time	Toll10B	Toll9
Region77	chr2L	249822	251232	.	1411	Toll10B	Down	0.270920301629512	-0.20953261239782	-0.288893054229292	0.045538949682299
Region78	chr2L	252153	252470	.	318	Toll9	Down	0.416787158633743	0.199689025166948	-0.101431485274546	-0.418970207382085
Region79	chr2L	273416	273935	.	520	Toll10B	Down	0.148325531038367	-0.254590603292037	-0.27514635932783	0.191713624619476
Region80	chr2L	277007	278241	.	1235	Time	Down	-0.174457700217419	-0.402521672395709	0.13145274318946	0.048488742274857
Region81	chr2L	278601	279126	.	526	Time	Down	-0.112748214220988	-3.67344202369129	-0.326463581899872	0.617903245556181
Region82	chr2L	282210	283269	.	1060	Time	Down	1.63861760829829	-2.38920361483567	-1.04436830514217	-0.726778474950123
Region83	chr2L	283860	284182	.	323	Time	Down	1.07307868641394	-1.77751155909635	-1.1099163380941	0.131400298305229
Region84	chr2L	285460	285868	.	409	Time	Up	0.619430820648263	1.40773043994483	-0.542634151301028	-0.0639568655865592
Region85	chr2L	294945	295369	.	425	Toll9	Down	-0.0167763264904574	-0.200513544534786	0.221624642710383	-0.293288675587729
Region86	chr2L	297698	298334	.	637	Time	Up	-0.091641203711554	0.856751947988828	0.0607054842501425	0.0373691465509432
Region87	chr2L	305669	306053	.	385	Toll10B	Down	0.462345286507078	0.252577669098758	-0.59277384946559	0.21994031278655
Region88	chr2L	347953	348270	.	318	Time	Down	0.281399405019916	-0.468979138993277	-0.054453785601016	-0.302874733844808
Region89	chr2L	354077	354643	.	567	Gd7	Up	2.56422416313641	-1.57727239274354	-1.937465905432	-0.705087164465394
Region90	chr2L	354907	355265	.	359	Gd7	Up	0.854987500610342	-0.496803318644496	-0.528516148670126	-0.402606607764048
Region91	chr2L	356175	356749	.	575	Time	Down	1.30689219698737	-2.47312409667189	-1.29429506366264	0.0781075984287837
Region92	chr2L	357823	358103	.	281	Toll9	Down	0.149388974089762	-0.278718598741553	0.054043107791468	-0.279054985665
Region93	chr2L	377626	378142	.	517	Toll10B	Down	1.10742750263615	0.767341243728146	-1.76289422680501	1.0159144488847
Region94	chr2L	403750	404237	.	488	Time	Up	-0.0292118929161204	0.15261711263388	0.0280136296782982	-0.000438936170732597
Region95	chr2L	414404	415407	.	1004	Time	Up	-0.113209517805122	0.448895276652652	0.017648406443604	0.127921135094716
Region96	chr2L	419855	420262	.	408	Time	Up	-0.0643298092623567	0.45334592392597	0.0061680138633342	0.0781934087821548
Region97	chr2L	421221	421676	.	456	Time	Up	0.0487324350528453	0.298813224095424	0.027500023502118	-0.105103575958049
Region98	chr2L	430887	431959	.	1073	Toll10B	Down	0.278673970334768	0.150143816265306	-0.386096945198409	0.173639501869142
Region99	chr2L	441747	442435	.	689	Toll10B	Down	2.06477493428868	-0.0545042318443837	-2.69652827365628	1.05247896234673
Region100	chr2L	452821	453223	.	403	Time	Up	-0.193886323992162	0.440780066551545	0.281908361907421	-0.139746677454817
Region101	chr2L	455344	455670	.	327	Toll9	Down	0.443488802354109	-0.315933652196571	-0.0880788244407347	-0.474113466447969
Region102	chr2L	478925	479403	.	479	Time	Up	0.322287177076489	0.835838301145684	0.236962326664076	-0.773640028355355
Region103	chr2L	480736	481586	.	851	Time	Up	0.38038964689367	2.26406901312634	-0.146156411011163	-0.305988191110756
Region104	chr2L	486906	487196	.	291	Toll9	Down	0.560430154273379	-0.043307625248861	-0.101456799517044	-0.613169236553358
Region105	chr2L	490053	491176	.	1124	Toll9	Down	1.09075033524896	0.0768037710894101	-0.100369499649025	-1.33182228438818
Region106	chr2L	491937	492295	.	359	Toll9	Down	0.788178126850081	-0.841269405814363	-0.1398172949928	-0.866440564546279
Region107	chr2L	501595	502174	.	580	Gd7	Up	2.98481123539671	0.962480450824951	-1.79416019448137	-1.47812132340087
Region108	chr2L	510494	510984	.	491	Time	Up	0.740647214291418	1.2186228579519	-0.00681280111868865	-0.991795517832093
Region109	chr2L	514214	514792	.	579	Gd7	Up	1.76647638150586	-0.649691660736821	-0.946779314719224	-1.03880421550012
Region110	chr2L	515269	515648	.	380	Toll9	Down	2.17654102831968	0.281435358278856	-0.36170948562964	-2.42743994303871
Region111	chr2L	516317	517177	.	861	Toll9	Down	1.3241025179613	0.644897479113046	0.333691286696013	-2.26621013851647
Region112	chr2L	517544	519906	.	2363	Gd7	Up	3.86673917419219	-0.989517225093796	-1.78688696763723	-2.6810403530439
Region113	chr2L	521008	523965	.	2958	Toll9	Down	1.12312138412964	0.312567185912931	-0.192199850749661	-1.24467067610659
Region114	chr2L	524428	525088	.	661	Gd7	Up	1.85805794492807	-0.280515011913193	-0.900750977427782	-1.22826480862159
Region115	chr2L	538660	539313	.	654	Gd7	Up	2.31587493122566	-0.847049252975118	-0.830984816972568	-1.94679503551927
Region116	chr2L	540651	541275	.	625	Time	Up	-0.380309254761756	0.936768391334511	0.69091330026422	-0.470789003784393
Region117	chr2L	542147	542633	.	487	Toll9	Down	0.234239713034487	0.152301705984865	0.0197699938669937	-0.344927062806551
Region118	chr2L	544313	544788	.	476	Toll9	Down	0.22968133244608	-0.00503083112210923	0.15069220190044	-0.525421043586167
Region119	chr2L	560126	560513	.	388	Toll9	Down	0.64604489170932	0.468153958324377	-0.0610634437303355	-0.786527561489764
Region120	chr2L	564008	564504	.	497	Toll9	Down	0.0280062958789082	-0.0610337358125293	0.185972639280363	-0.303014444917914
Region121	chr2L	567809	568169	.	361	Toll9	Down	-0.0544467069207338	0.0755923153461118	0.385062318625036	-0.475366180856942
Region122	chr2L	573971	574721	.	751	Time	Up	-0.027333083925271	0.387436526235189	-0.0560880819271569	0.116925660985584
Region123	chr2L	594563	595282	.	720	Toll9	Down	-0.240698560420566	0.137182961233003	1.0163609847795	-1.12356751252436
Region124	chr2L	597717	598193	.	477	Toll9	Up	0.146582410871849	-0.326910539406584	-0.641452339766936	0.71631889770473
Region125	chr2L	599461	599883	.	423	Toll10B	Down	0.997304970783537	1.19773917034627	-1.9037851091642	1.36569330304403
Region126	chr2L	600510	601005	.	496	Time	Down	0.742018450662876	-2.52386824569386	-0.0806123863980119	-0.88843248120145
Region127	chr2L	601494	602023	.	530	Time	Down	0.159773561546009	-2.02329693523914	-0.290373582170298	0.19794320492365
Region128	chr2L	701631	702371	.	741	Time	Up	0.834348290665762	1.39329726598175	-1.33534168667799	0.775605777952988
Region129	chr2L	708328	708623	.	296	Toll10B	Down	1.26216285768948	0.870640308121156	-2.38012739132277	1.68667921512524
Region130	chr2L	712746	713077	.	332	Toll9	Up	0.317643242067283	0.965343258453715	-1.99247113522474	2.41117798062523
Region131	chr2L	713296	713808	.	513	Toll10B	Down	1.2536227562468	1.76247918054077	-2.67008499721556	2.11162433487756
Region132	chr2L	714812	715627	.	816	Toll10B	Down	1.39148309590275	1.54596890914102	-2.33746262991834	1.45098361028633
Region133	chr2L	740080	740419	.	340	Toll9	Down	1.26912379347084	0.196517329201066	-0.0927884513812815	-1.58382861267401
Region134	chr2L	819784	820238	.	455	Toll9	Up	-0.132782875835523	0.261738653986347	-0.0578778557279773	0.262067357511423
Region135	chr2L	821252	821826	.	575	Toll10B	Up	-0.10889846209329	-0.0974798410185394	0.135786677223847	-0.0463399020364774
Region136	chr2L	825598	826857	.	1260	Toll9	Down	-0.140181682824341	0.29177926510321	0.485979824915418	-0.50331439317297
Region137	chr2L	849755	851292	.	1538	Toll10B	Down	0.731817571162145	-0.346602317160437	-1.06048170082451	0.522376357975703
Region138	chr2L	852446	853070	.	625	Gd7	Down	-0.480101787851774	0.104071963577011	0.195908247830779	0.369887706528347
Region139	chr2L	855263	855622	.	360	Gd7	Up	1.37484164160547	0.0880925884441751	-0.699022178079566	-0.862464083351385
Region140	chr2L	865705	866234	.	530	Toll10B	Down	0.294246563905998	-0.419288758774305	-0.533456282301285	0.362674656603988
Region141	chr2L	867041	868514	.	1474	Toll10B	Down	0.689644230739732	0.188375864661691	-1.22337313338448	0.811640344784127
Region142	chr2L	869648	869844	.	197	Time	Up	-0.140741950485694	0.24051301183283	0.166146601874347	-0.046565525103233
Region143	chr2L	870516	871957	.	1442	Time	Up	-0.28177109385161	0.601816530775523	0.109032389984801	0.22556375723124
Region144	chr2L	901304	901796	.	493	Toll9	Up	-1.71689035005321	-0.103619980183126	0.191853548750046	2.0480631874261
Region145	chr2L	996816	997070	.	255	Toll10B	Up	-0.519304720535094	0.938527523665397	1.26480364037789	-1.10104281632379
Region146	chr2L	1006494	1006868	.	375	Toll9	Up	-1.17186150095084	0.444861647730122	0.236611922502869	1.24725843111813
Region147	chr2L	1062414	1062900	.	487	Time	Up	-0.711781770235764	2.53776357993717	0.108072537776298	0.808395847629745
Region148	chr2L	1063108	1063405	.	298	Gd7	Down	-1.16374394293262	1.06662180621852	0.583293377109968	0.742012592034877
Region149	chr2L	1066045	1067117	.	1073	Toll10B	Down	1.52247890635951	-0.639180759278061	-2.41853620723096	1.38943798519506
Region150	chr2L	1067653	1068987	.	1335	Gd7	Up	0.926390800400579	0.32863105452539	-0.829313241816199	-0.0703075179424824
Region151	chr2L	1076088	1078185	.	2098	Toll9	Up	-0.0513619957048801	-0.204037044631058	-0.255488399521945	0.433705910468599
Region152	chr2L	1108094	1108541	.	448	Time	Up	0.332795639375397	0.415028954049812	-0.121748803971912	-0.276429532745514
Region153	chr2L	1118106	1118528	.	423	Toll9	Down	0.0475483693323902	-0.769055401357571	0.671988723974465	-1.02236017767134
Region154	chr2L	1118804	1120220	.	1417	Time	Down	0.90454554189555	-2.87455707920697	0.148265086320115	-1.43451703723466
Region155	chr2L	1142696	1142978	.	283	Toll9	Down	0.5535142458132	0.20980219904407	0.813024544414169	-1.90760796784158
Region156	chr2L	1150417	1151092	.	676	Toll10B	Up	-0.260738714179669	0.210146513545286	0.316508495509894	-0.0986783376052448
Region157	chr2L	1157815	1158335	.	521	Gd7	Down	-0.225365353385475	-0.000123698360255343	0.106176271880847	0.15336351081237
Region158	chr2L	1158640	1159023	.	384	Toll10B	Down	0.140589072986751	0.212990423581586	-0.300413905159767	0.238199258934515
Region159	chr2L	1164369	1164696	.	328	Time	Up	0.224427168788585	0.86440819787754	-0.132042581146589	-0.115216885625106
Region160	chr2L	1169700	1170009	.	310	Time	Up	-0.214720042825623	0.556534111042945	0.00565491712194239	0.282283723959852
Region161	chr2L	1177564	1177813	.	250	Toll9	Down	0.0672771146689917	0.170149335754258	0.0571041076481644	-0.172386838398408
Region162	chr2L	1183785	1184300	.	516	Toll10B	Down	0.160687608631014	-0.136044210204384	-0.168524076456461	0.0229844617856335
Region163	chr2L	1220246	1220707	.	462	Gd7	Up	1.69631396891483	-0.531846582933956	-0.794519169523386	-1.1610097729767
Region164	chr2L	1220933	1221480	.	548	Gd7	Up	2.08015760325098	-1.47079229431008	-1.74052807234839	-0.331306159829292
Region165	chr2L	1227303	1227570	.	268	Gd7	Up	1.11387245918677	-0.330705503726101	-0.410398496008457	-0.921074961825599
Region166	chr2L	1404834	1405566	.	733	Toll9	Up	-1.1303984242577	0.197932256484532	0.244780530051542	1.17954563983722
Region167	chr2L	1409138	1409525	.	388	Toll10B	Down	0.708741390898032	-1.00422924932808	-1.39489644102011	1.03036050840165
Region168	chr2L	1410110	1412449	.	2340	Toll9	Up	0.0588681451417909	-0.385149058820414	-0.706050756651138	0.927025757644934
Region169	chr2L	1418155	1418569	.	415	Toll9	Up	-0.542112167341489	0.237907423145419	0.00175931040604459	0.730539801770321
Region170	chr2L	1419528	1420754	.	1227	Gd7	Down	-0.469430449690212	0.368919215253555	0.367715759831144	0.110509164877609
Region171	chr2L	1421442	1422475	.	1034	Toll9	Up	0.512315658540501	0.0115754027037478	-1.97128768524924	2.11773892192796
Region172	chr2L	1425865	1426627	.	763	Toll9	Up	-1.42420331446813	1.4568576749599	-0.488424891190705	2.62217331534468
Region173	chr2L	1429508	1429999	.	492	Toll9	Up	0.208719451506128	-0.214787507846953	-1.2258324070949	1.46545661014318
Region174	chr2L	1432267	1432756	.	490	Gd7	Up	1.71767627822629	0.671115495680114	-1.45248526053126	-0.251823413113965
Region175	chr2L	1435721	1436111	.	391	Toll9	Up	-1.30540794715172	0.953582778495597	0.217502349140237	1.45508574255873
Region176	chr2L	1449932	1450149	.	218	Gd7	Up	1.03823622199788	-0.660154101435441	-1.00167214619699	0.0241890846950426
Region177	chr2L	1461859	1462731	.	873	Toll10B	Up	-1.77570761160202	2.33799549608776	2.38684288320166	-1.00183458696615
Region178	chr2L	1463216	1463874	.	659	Toll10B	Down	0.919190719331976	1.398952749308	-2.0297356141253	1.65088959226232
Region179	chr2L	1478777	1479061	.	285	Time	Down	0.550831438456865	-0.821190726080276	-0.653376098122857	0.186690265927803
Region180	chr2L	1485782	1486395	.	614	Toll9	Up	-1.49113704789934	-0.901848447135091	0.186552849951745	1.75035519402724
Region181	chr2L	1502598	1503003	.	406	Gd7	Down	-0.295119116288138	0.0234782384848847	0.179582268870897	0.143028976868744
Region182	chr2L	1508177	1508661	.	485	Time	Down	0.939545007326562	-1.52520206271618	-0.732363011694827	-0.226318205775789
Region183	chr2L	1508904	1509262	.	359	Gd7	Up	1.65489055378298	-0.734980171344408	-1.59885855614301	0.0417626233277274
Region184	chr2L	1510180	1511287	.	1108	Toll10B	Down	0.433688998473126	-0.280369298395889	-1.33001012240684	1.3097789380761
Region185	chr2L	1517079	1517344	.	266	Time	Down	0.0909706970227879	-2.16923859662088	-0.578423299983164	0.70165597207294
Region186	chr2L	1517660	1518466	.	807	Time	Down	0.529973380243464	-2.33878372122476	-1.82710774174499	1.88830240093361
Region187	chr2L	1525084	1525528	.	445	Time	Down	0.518158086853664	-2.40160997974276	-0.4245495589593	-0.0953701921892443
Region188	chr2L	1556712	1557004	.	293	Time	Up	-0.915105665576204	1.98661902645602	-0.40531398814546	1.8152751876097
Region189	chr2L	1610928	1611546	.	619	Time	Up	0.0538804485367228	0.949154678815306	-0.159084351795989	0.153951528549244
Region190	chr2L	1613900	1614430	.	531	Time	Up	-0.0367286942583835	0.659447495271988	0.418669621696132	-0.547239070488061
Region191	chr2L	1648855	1649117	.	263	Toll9	Down	-0.100321595164484	-0.247743134939274	0.768828604687466	-0.960475464202799
Region192	chr2L	1651096	1651393	.	298	Toll9	Down	-0.275869232166674	-0.429713572468263	0.944459230224685	-0.973498004921553
Region193	chr2L	1663092	1663473	.	382	Toll10B	Up	-0.615890669102537	0.176692446149615	1.26444170204411	-0.969922561804224
Region194	chr2L	1669625	1670035	.	411	Time	Down	0.223087917883253	-0.859746405374414	-0.154529046266538	-0.0813466327123381
Region195	chr2L	1679113	1679464	.	352	Toll9	Down	1.03532990733367	-0.524809777281634	-0.0595370245219332	-1.31509787599257
Region196	chr2L	1679686	1680314	.	629	Gd7	Up	2.39228099263584	-1.41474089026916	-1.69131807754112	-0.82352117890361
Region197	chr2L	1710092	1710733	.	642	Time	Up	-0.22368496639658	0.4974604203587	0.142927355122938	0.0986946801508001
Region198	chr2L	1715577	1716068	.	492	Time	Up	0.27426678369132	0.790392791973355	-0.27949563120301	0.0276157577010711
Region199	chr2L	1723682	1723924	.	243	Gd7	Up	2.04818036322533	1.3684056088625	-1.35763941441887	-0.833956697516106
Region200	chr2L	1724146	1724558	.	413	Gd7	Up	1.04378635857918	0.64558773275693	-0.75909038616118	-0.329168491902873
Region201	chr2L	1728742	1728975	.	234	Time	Up	0.0716430258419472	0.585880240920594	0.19645960114601	-0.376971780522736
Region202	chr2L	1729768	1730062	.	295	Gd7	Up	0.511373149955372	-0.399458908253409	-0.221189725012694	-0.376128872711685
Region203	chr2L	1732241	1732525	.	285	Time	Up	-0.0429097889518559	0.832390091326263	0.193352423002408	-0.217642665043739
Region204	chr2L	1737294	1737604	.	311	Toll10B	Up	-0.333757631865107	0.822795044968574	1.02920525201567	-1.01604462285924
Region205	chr2L	1751752	1752283	.	532	Toll10B	Up	-0.186531125311759	0.445012340744951	0.507578905674057	-0.471434484628613
Region206	chr2L	1758990	1759322	.	333	Time	Down	0.734658930952861	-1.16150358694713	-0.229198843844668	-0.666638828615332
Region207	chr2L	1805750	1806138	.	389	Toll10B	Up	-0.504852873903501	-0.593762139942091	0.801813699740272	-0.460492650205022
Region208	chr2L	1884348	1885462	.	1115	Time	Up	-0.0201870238052679	1.04327447991706	-0.160718337956632	0.256435711774625
Region209	chr2L	1886347	1887109	.	763	Toll10B	Down	1.53537295091668	0.871003982442725	-3.00409155048568	2.20683805021025
Region210	chr2L	1909758	1910157	.	400	Gd7	Up	1.75636710958566	1.01459639030599	-1.43354063668974	-0.331151090141533
Region211	chr2L	1954393	1955192	.	800	Time	Up	-0.311303507957153	0.637017413304179	-0.0659595503099961	0.514986474777622
Region212	chr2L	1958057	1958770	.	714	Time	Down	1.25943334573707	-2.16135639440564	-1.57444475173963	0.5416956361376
Region213	chr2L	1960969	1961261	.	293	Toll10B	Down	0.951480233299613	-1.18837463369296	-1.3727743210112	0.670587396730026
Region214	chr2L	1970323	1970991	.	669	Time	Up	-0.513403972962566	1.58618974093057	0.18995958399157	0.423400271154504
Region215	chr2L	1972532	1973126	.	595	Gd7	Down	-0.912938276690263	0.0728000884091885	0.653414423454077	0.302898635319806
Region216	chr2L	1973918	1974424	.	507	Time	Up	-0.157932495164431	0.480311623832304	0.331413451938131	-0.258943898033028
Region217	chr2L	1980476	1980976	.	501	Time	Up	0.0332276872110121	0.844168068753495	-0.111025827198517	0.113360548595319
Region218	chr2L	1982146	1982453	.	308	Time	Up	-0.119728575312124	0.898246880010248	0.262754278956335	-0.212715055042085
Region219	chr2L	2009649	2010079	.	431	Toll10B	Down	0.188404746112235	0.201321105114399	-0.560754678075507	0.544714498055697
Region220	chr2L	2013757	2014279	.	523	Toll9	Up	0.0436423152599119	-0.585568247717081	-1.41105158761997	1.95274504019621
Region221	chr2L	2037453	2038556	.	1104	Time	Up	-0.143494608271729	0.367747379605804	0.142737017033544	-0.00946794661866591
Region222	chr2L	2045189	2045624	.	436	Time	Up	0.171131473533839	0.293437238951778	-0.231167508870291	0.098173920000502
Region223	chr2L	2100515	2100713	.	199	Toll10B	Up	-0.595640887252857	0.860146833714142	1.33001274201246	-1.09079013221417
Region224	chr2L	2130235	2130650	.	416	Time	Up	-0.349506725974413	2.04477400233063	1.14524157071251	-1.16018339094327
Region225	chr2L	2144730	2145308	.	579	Time	Up	0.0431943406179711	0.293145123822831	-0.16110121359478	0.171276834310242
Region226	chr2L	2146851	2147766	.	916	Toll9	Up	-0.14010795621729	-0.050740572493017	-0.0422365483976953	0.249672326797887
Region227	chr2L	2151692	2152076	.	385	Time	Up	-0.370693244464911	0.54643671313792	0.249823959718807	0.145076185024941
Region228	chr2L	2161046	2162007	.	962	Time	Up	0.0418270654874577	1.02044948177226	-0.231302015451353	0.273212064148517
Region229	chr2L	2162298	2164218	.	1921	Time	Up	-0.178999582467105	1.27109598233011	0.315841689629142	-0.208255919819694
Region230	chr2L	2164421	2165493	.	1073	Time	Up	-0.0558469147821971	0.746356047968266	-0.12804299675987	0.258069530596989
Region231	chr2L	2172213	2172892	.	680	Toll9	Up	0.48087869990626	-0.915472457002418	-2.30546253676985	2.63668656557696
Region232	chr2L	2175334	2175820	.	487	Toll10B	Down	0.926763129429529	1.32507987303773	-1.3948229866978	0.735445177604923
Region233	chr2L	2178060	2178950	.	891	Time	Up	0.110811500680002	0.317876100288165	0.0200207457419309	-0.178384022948876
Region234	chr2L	2181426	2182501	.	1076	Time	Up	0.478684693041453	2.49341650746283	-0.583644914066401	0.184830779372542
Region235	chr2L	2182760	2183435	.	676	Time	Up	0.287704218545466	3.06391429432149	-0.716244375735688	0.632125131798938
Region236	chr2L	2192054	2192576	.	523	Time	Up	-0.222323652735434	0.568133641619378	0.236433959482308	-0.0364599387154287
Region237	chr2L	2196487	2197502	.	1016	Time	Up	-0.214285635971294	1.9005164862397	0.278435734102069	-0.107211596838612
Region238	chr2L	2200219	2200575	.	357	Time	Up	-0.60910546661944	2.45783208695683	1.01572072641816	-0.624492145350418
Region239	chr2L	2201978	2202964	.	987	Time	Up	-0.489616669798351	1.31437839036609	0.109609513993941	0.50579126600185
Region240	chr2L	2215893	2216376	.	484	Time	Up	0.21617134027265	0.350361943753734	-0.175972972773035	-0.0414210411601716
Region241	chr2L	2217098	2217611	.	514	Toll10B	Up	-0.249697408861279	0.258897739640553	0.277897479234462	-0.0585601374249372
Region242	chr2L	2221837	2222141	.	305	Gd7	Up	0.846400489166598	-0.547517929580973	-0.617305017250222	-0.264407497266563
Region243	chr2L	2226533	2227135	.	603	Time	Up	0.140982066758743	0.59580062779269	-0.293137431180645	0.227293666147002
Region244	chr2L	2236663	2237084	.	422	Time	Up	0.0937162650120272	0.815423085803505	0.0736626162424523	-0.231745779689606
Region245	chr2L	2364175	2365859	.	1685	Time	Up	-0.22309816084258	1.36658280682582	0.123408601020871	0.125729392887296
Region246	chr2L	2374508	2374814	.	307	Time	Up	-0.167276751686502	0.519783560685168	0.401510284805361	-0.346246685395163
Region247	chr2L	2375704	2376498	.	795	Time	Up	-0.169949569031545	0.624269470771904	0.105448813633451	0.0794670264358462
Region248	chr2L	2380612	2381419	.	808	Toll9	Up	0.000374459849533251	0.315800740041029	-0.499647539815147	0.711849029795795
Region249	chr2L	2447939	2448844	.	906	Gd7	Up	3.19734065547641	1.06224061589194	-1.90657803859901	-1.60522928238181
Region250	chr2L	2449494	2450213	.	720	Gd7	Up	2.5004293677756	1.18805656804056	-2.35236202481453	-0.0272994303017325
Region251	chr2L	2450770	2451549	.	780	Toll10B	Down	0.974288105993909	0.0576741489000545	-1.00735432186724	0.11876136713347
Region252	chr2L	2454249	2455929	.	1681	Toll10B	Down	1.03986947859886	-0.509354794485605	-1.1688481302663	0.260326019976362
Region253	chr2L	2456350	2458314	.	1965	Time	Down	2.22973286468081	-3.20040467006754	-2.35489534961108	0.342350182481204
Region254	chr2L	2460885	2462662	.	1778	Gd7	Up	3.94504084160425	1.27349860400888	-3.65279287362405	-0.126668969981361
Region255	chr2L	2492458	2493468	.	1011	Time	Up	-0.238798938897313	0.483115337899891	-0.0496804614812215	0.393735907085158
Region256	chr2L	2493904	2494103	.	200	Toll9	Up	0.13195340549932	-0.547648073142094	-0.904447971100694	1.11105736601124
Region257	chr2L	2574865	2575205	.	341	Toll9	Up	-0.102996433970517	0.152343668407193	-0.433396344983948	0.757172542950294
Region258	chr2L	2575641	2576987	.	1347	Toll9	Up	-0.145053253811051	-0.961440402009491	-0.706182337046754	1.20295737633497
Region259	chr2L	2577620	2579055	.	1436	Time	Down	0.0100075018556933	-3.32649663064033	-0.627629103208323	0.881288492471835
Region260	chr2L	2579324	2579662	.	339	Time	Down	-0.176688364258817	-1.06866857832024	0.0567951739283978	0.15794553655181
Region261	chr2L	2580230	2580606	.	377	Gd7	Down	-0.466647407459502	0.268912906907992	0.391519587973567	0.072808421429926
Region262	chr2L	2585018	2585653	.	636	Time	Up	-0.471462606826328	0.865510612461419	0.427980270927528	0.0273369989051546
Region263	chr2L	2739888	2740130	.	243	Time	Up	-0.305353561169702	0.625478850313967	0.251841877172524	0.0538464057392201
Region264	chr2L	2748378	2748912	.	535	Time	Up	-0.23698652210465	0.490236026977232	0.0717970874319129	0.218092686467058
Region265	chr2L	2749357	2751599	.	2243	Toll9	Up	0.0915292049515233	0.00193777137604845	-0.504853279734593	0.596010815425362
Region266	chr2L	2752129	2754631	.	2503	Gd7	Down	-0.753386033286658	0.452651097187609	0.666546849841178	0.0684278054493244
Region267	chr2L	2754966	2756238	.	1273	Gd7	Down	-0.633290945008348	0.400954876678779	0.598978785064553	0.00236719522315913
Region268	chr2L	2757418	2757651	.	234	Gd7	Down	-0.778743814189338	0.0409678270818879	0.437787352989299	0.428862806453432
Region269	chr2L	2757944	2758226	.	283	Toll9	Up	-0.825553927560787	0.334160898375121	0.069837496789995	1.01675170034762
Region270	chr2L	2758461	2760175	.	1715	Time	Down	-0.268371159005796	-0.29566855308497	0.0798648905232718	0.249028830286651
Region271	chr2L	2766073	2766616	.	544	Time	Up	-0.304872967538071	0.426438015233732	0.281477781288791	0.010944167609794
Region272	chr2L	2767366	2768176	.	811	Toll10B	Up	-0.418761104795803	0.057450596161527	0.514886956368867	-0.167830593543209
Region273	chr2L	2769461	2770533	.	1073	Time	Down	-0.177248971875071	-0.25978244158309	0.181731910299159	-0.0194206810374381
Region274	chr2L	2798873	2799196	.	324	Toll10B	Up	-0.444100543301342	-0.676264358187562	1.27303283222004	-1.21446694905231
Region275	chr2L	2814805	2815303	.	499	Time	Down	1.38749699343925	-3.26263032692952	-0.933056536378491	-0.545910268161705
Region276	chr2L	2855608	2856395	.	788	Time	Up	-0.307240527681272	0.851335797296106	0.286580695217725	0.00687029506574859
