geneID	Chr	Start	End	Strand	Length	factor	direction	Gd7	Time	Toll10b	Toll9
Region74	chr2L	246472	247148	.	677	Toll9	Up	0.0489330074187657	0.105871917934322	-0.288734706490256	0.345486050315619
Region75	chr2L	247430	247810	.	381	Time	Down	-0.0990664251557414	-0.638178142353797	-0.0875448399775412	0.25877241107621
Region76	chr2L	248757	249585	.	829	Toll9	Down	-0.0633552015053937	0.0925006872874436	0.52675986391543	-0.665340473606672
Region77	chr2L	249822	251232	.	1411	Toll10b	Down	0.270920301629535	-0.209532612397774	-0.288893054229287	0.0455389496822585
Region78	chr2L	252153	252470	.	318	Toll9	Down	0.416787158633764	0.19968902516689	-0.101431485274486	-0.418970207382198
Region79	chr2L	273416	273935	.	520	Toll10b	Down	0.148325531038378	-0.254590603292038	-0.275146359327898	0.191713624619556
Region80	chr2L	277007	278241	.	1235	Time	Down	-0.174457700217476	-0.402521672395811	0.131452743189594	0.0484887422747448
Region81	chr2L	278601	279126	.	526	Time	Down	-0.112748214220932	-3.67344202369131	-0.326463581899932	0.617903245556172
Region82	chr2L	282210	283269	.	1060	Time	Down	1.63861760829829	-2.38920361483563	-1.04436830514216	-0.726778474950124
Region83	chr2L	283860	284182	.	323	Time	Down	1.07307868641387	-1.77751155909639	-1.10991633809406	0.131400298305266
Region84	chr2L	285460	285868	.	409	Time	Up	0.619430820648302	1.40773043994486	-0.542634151300993	-0.063956865586653
Region85	chr2L	294945	295369	.	425	Toll9	Down	-0.0167763264904061	-0.200513544534766	0.221624642710399	-0.293288675587826
Region86	chr2L	297698	298334	.	637	Time	Up	-0.0916412037115522	0.856751947988793	0.0607054842501918	0.0373691465508734
Region87	chr2L	305669	306053	.	385	Toll10b	Down	0.462345286507099	0.252577669098747	-0.592773849465591	0.219940312786524
Region88	chr2L	347953	348270	.	318	Time	Down	0.281399405019939	-0.468979138993249	-0.0544537856010272	-0.302874733844832
Region89	chr2L	354077	354643	.	567	Gd7	Up	2.56422416313652	-1.57727239274349	-1.93746590543205	-0.705087164465465
Region90	chr2L	354907	355265	.	359	Gd7	Up	0.854987500610375	-0.496803318644569	-0.528516148670081	-0.402606607764156
Region91	chr2L	356175	356749	.	575	Time	Down	1.30689219698733	-2.47312409667193	-1.29429506366267	0.0781075984288861
Region92	chr2L	357823	358103	.	281	Toll9	Down	0.149388974089763	-0.278718598741537	0.0540431077914939	-0.279054985665046
Region93	chr2L	377626	378142	.	517	Toll10b	Down	1.10742750263604	0.767341243728215	-1.76289422680494	1.01591444888475
Region94	chr2L	403750	404237	.	488	Time	Up	-0.0292118929160592	0.152617112633811	0.0280136296782348	-0.000438936170740501
Region95	chr2L	414404	415407	.	1004	Time	Up	-0.113209517805155	0.44889527665263	0.0176484064436504	0.127921135094694
Region96	chr2L	419855	420262	.	408	Time	Up	-0.0643298092623403	0.453345923925985	0.00616801386326221	0.0781934087822319
Region97	chr2L	421221	421676	.	456	Time	Up	0.0487324350529274	0.298813224095389	0.0275000235020796	-0.105103575958098
Region98	chr2L	430887	431959	.	1073	Toll10b	Down	0.278673970334898	0.150143816265317	-0.386096945198457	0.173639501869034
Region99	chr2L	441747	442435	.	689	Toll10b	Down	2.06477493428863	-0.0545042318444488	-2.69652827365622	1.0524789623467
Region100	chr2L	452821	453223	.	403	Time	Up	-0.193886323992221	0.440780066551623	0.281908361907395	-0.139746677454698
Region101	chr2L	455344	455670	.	327	Toll9	Down	0.443488802354108	-0.315933652196613	-0.0880788244407612	-0.474113466447929
Region102	chr2L	478925	479403	.	479	Time	Up	0.322287177076451	0.835838301145634	0.236962326664015	-0.773640028355221
Region103	chr2L	480736	481586	.	851	Time	Up	0.380389646893643	2.26406901312636	-0.146156411011102	-0.305988191110802
Region104	chr2L	486906	487196	.	291	Toll9	Down	0.560430154273377	-0.0433076252488687	-0.101456799517038	-0.613169236553367
Region105	chr2L	490053	491176	.	1124	Toll9	Down	1.09075033524897	0.0768037710894015	-0.100369499648971	-1.33182228438827
Region106	chr2L	491937	492295	.	359	Toll9	Down	0.788178126850081	-0.841269405814364	-0.139817294992792	-0.866440564546279
Region107	chr2L	501595	502174	.	580	Gd7	Up	2.98481123539676	0.96248045082494	-1.79416019448141	-1.47812132340088
Region108	chr2L	510494	510984	.	491	Time	Up	0.740647214291339	1.21862285795185	-0.00681280111859088	-0.991795517832106
Region109	chr2L	514214	514792	.	579	Gd7	Up	1.76647638150593	-0.649691660736887	-0.946779314719253	-1.03880421550016
Region110	chr2L	515269	515648	.	380	Toll9	Down	2.17654102831967	0.28143535827885	-0.361709485629635	-2.42743994303871
Region111	chr2L	516317	517177	.	861	Toll9	Down	1.32410251796127	0.644897479113036	0.333691286695955	-2.26621013851635
Region112	chr2L	517544	519906	.	2363	Gd7	Up	3.86673917419218	-0.989517225093821	-1.78688696763722	-2.6810403530439
Region113	chr2L	521008	523965	.	2958	Toll9	Down	1.12312138412958	0.312567185912949	-0.192199850749666	-1.24467067610651
Region114	chr2L	524428	525088	.	661	Gd7	Up	1.85805794492802	-0.280515011913174	-0.900750977427745	-1.22826480862157
Region115	chr2L	538660	539313	.	654	Gd7	Up	2.31587493122564	-0.847049252975094	-0.830984816972569	-1.94679503551925
Region116	chr2L	540651	541275	.	625	Time	Up	-0.380309254761778	0.93676839133446	0.690913300264247	-0.470789003784399
Region117	chr2L	542147	542633	.	487	Toll9	Down	0.234239713034546	0.152301705984915	0.0197699938669838	-0.34492706280662
Region118	chr2L	544313	544788	.	476	Toll9	Down	0.22968133244603	-0.00503083112218647	0.150692201900517	-0.525421043586205
Region119	chr2L	560126	560513	.	388	Toll9	Down	0.646044891709338	0.468153958324369	-0.0610634437303973	-0.78652756148969
Region120	chr2L	564008	564504	.	497	Toll9	Down	0.0280062958789142	-0.0610337358125499	0.185972639280407	-0.303014444917976
Region121	chr2L	567809	568169	.	361	Toll9	Down	-0.0544467069206894	0.0755923153461239	0.385062318625035	-0.475366180856994
Region122	chr2L	573971	574721	.	751	Time	Up	-0.0273330839252731	0.387436526235122	-0.0560880819271571	0.116925660985576
Region123	chr2L	594563	595282	.	720	Toll9	Down	-0.240698560420495	0.137182961233058	1.01636098477942	-1.12356751252434
Region124	chr2L	597717	598193	.	477	Toll9	Up	0.146582410871892	-0.326910539406598	-0.6414523397669	0.716318897704622
Region125	chr2L	599461	599883	.	423	Toll10b	Down	0.997304970783545	1.19773917034627	-1.90378510916426	1.36569330304412
Region126	chr2L	600510	601005	.	496	Time	Down	0.742018450662864	-2.52386824569386	-0.0806123863979843	-0.888432481201461
Region127	chr2L	601494	602023	.	530	Time	Down	0.159773561546003	-2.02329693523915	-0.290373582170309	0.197943204923657
Region128	chr2L	701631	702371	.	741	Time	Up	0.834348290665849	1.39329726598172	-1.33534168667807	0.775605777952991
Region129	chr2L	708328	708623	.	296	Toll10b	Down	1.2621628576895	0.870640308121138	-2.38012739132282	1.6866792151253
Region130	chr2L	712746	713077	.	332	Toll9	Up	0.317643242067273	0.965343258453747	-1.99247113522469	2.41117798062516
Region131	chr2L	713296	713808	.	513	Toll10b	Down	1.25362275624686	1.76247918054075	-2.6700849972156	2.11162433487755
Region132	chr2L	714812	715627	.	816	Toll10b	Down	1.39148309590267	1.54596890914101	-2.33746262991836	1.45098361028647
Region133	chr2L	740080	740419	.	340	Toll9	Down	1.2691237934708	0.196517329201054	-0.0927884513812623	-1.58382861267399
Region134	chr2L	819784	820238	.	455	Toll9	Up	-0.132782875835465	0.26173865398637	-0.0578778557280496	0.262067357511445
Region135	chr2L	821252	821826	.	575	Toll10b	Up	-0.108898462093317	-0.0974798410185666	0.13578667722392	-0.0463399020365449
Region136	chr2L	825598	826857	.	1260	Toll9	Down	-0.140181682824333	0.291779265103195	0.485979824915432	-0.503314393172995
Region137	chr2L	849755	851292	.	1538	Toll10b	Down	0.731817571162021	-0.346602317160434	-1.06048170082445	0.522376357975785
Region138	chr2L	852446	853070	.	625	Gd7	Down	-0.480101787851658	0.104071963577049	0.195908247830758	0.369887706528222
Region139	chr2L	855263	855622	.	360	Gd7	Up	1.37484164160557	0.0880925884442179	-0.699022178079611	-0.862464083351451
Region140	chr2L	865705	866234	.	530	Toll10b	Down	0.294246563905972	-0.419288758774246	-0.533456282301339	0.3626746566041
Region141	chr2L	867041	868514	.	1474	Toll10b	Down	0.689644230739746	0.188375864661698	-1.22337313338448	0.811640344784111
Region142	chr2L	869648	869844	.	197	Time	Up	-0.140741950485611	0.240513011832875	0.166146601874298	-0.0465655251032741
Region143	chr2L	870516	871957	.	1442	Time	Up	-0.281771093851616	0.601816530775498	0.109032389984777	0.225563757231278
Region144	chr2L	901304	901796	.	493	Toll9	Up	-1.71689035005329	-0.103619980183126	0.191853548750016	2.04806318742624
Region145	chr2L	996816	997070	.	255	Toll10b	Up	-0.5193047205351	0.938527523665397	1.2648036403779	-1.1010428163238
Region146	chr2L	1006494	1006868	.	375	Toll9	Up	-1.17186150095083	0.444861647730115	0.236611922502898	1.24725843111808
Region147	chr2L	1062414	1062900	.	487	Time	Up	-0.711781770235731	2.5377635799372	0.108072537776318	0.808395847629663
Region148	chr2L	1063108	1063405	.	298	Gd7	Down	-1.16374394293266	1.06662180621851	0.583293377109966	0.742012592034937
Region149	chr2L	1066045	1067117	.	1073	Toll10b	Down	1.52247890635963	-0.63918075927805	-2.41853620723092	1.38943798519486
Region150	chr2L	1067653	1068987	.	1335	Gd7	Up	0.926390800400559	0.328631054525432	-0.82931324181612	-0.0703075179425725
Region151	chr2L	1076088	1078185	.	2098	Toll9	Up	-0.0513619957049242	-0.204037044631042	-0.255488399521977	0.433705910468706
Region152	chr2L	1108094	1108541	.	448	Time	Up	0.332795639375412	0.415028954049816	-0.1217488039719	-0.276429532745551
Region153	chr2L	1118106	1118528	.	423	Toll9	Down	0.0475483693323575	-0.769055401357644	0.671988723974387	-1.02236017767118
Region154	chr2L	1118804	1120220	.	1417	Time	Down	0.904545541895607	-2.87455707920696	0.148265086320097	-1.43451703723475
Region155	chr2L	1142696	1142978	.	283	Toll9	Down	0.553514245813187	0.2098021990441	0.813024544414199	-1.90760796784161
Region156	chr2L	1150417	1151092	.	676	Toll10b	Up	-0.260738714179687	0.210146513545209	0.316508495509895	-0.0986783376052212
Region157	chr2L	1157815	1158335	.	521	Gd7	Down	-0.225365353385395	-0.000123698360367533	0.106176271880885	0.153363510812205
Region158	chr2L	1158640	1159023	.	384	Toll10b	Down	0.140589072986714	0.212990423581598	-0.300413905159728	0.23819925893451
Region159	chr2L	1164369	1164696	.	328	Time	Up	0.224427168788556	0.864408197877562	-0.1320425811466	-0.115216885625045
Region160	chr2L	1169700	1170009	.	310	Time	Up	-0.214720042825588	0.556534111042916	0.00565491712204055	0.282283723959841
Region161	chr2L	1177564	1177813	.	250	Toll9	Down	0.0672771146689346	0.170149335754274	0.0571041076482393	-0.172386838398435
Region162	chr2L	1183785	1184300	.	516	Toll10b	Down	0.160687608631041	-0.136044210204384	-0.168524076456507	0.0229844617856584
Region163	chr2L	1220246	1220707	.	462	Gd7	Up	1.69631396891483	-0.531846582933951	-0.794519169523385	-1.16100977297669
Region164	chr2L	1220933	1221480	.	548	Gd7	Up	2.08015760325097	-1.47079229431006	-1.74052807234837	-0.331306159829301
Region165	chr2L	1227303	1227570	.	268	Gd7	Up	1.11387245918678	-0.330705503726098	-0.410398496008458	-0.921074961825611
Region166	chr2L	1404834	1405566	.	733	Toll9	Up	-1.13039842425763	0.197932256484581	0.244780530051507	1.17954563983717
Region167	chr2L	1409138	1409525	.	388	Toll10b	Down	0.70874139089802	-1.00422924932809	-1.39489644102012	1.03036050840169
Region168	chr2L	1410110	1412449	.	2340	Toll9	Up	0.058868145141706	-0.385149058820421	-0.706050756651102	0.927025757644977
Region169	chr2L	1418155	1418569	.	415	Toll9	Up	-0.542112167341559	0.237907423145377	0.00175931040601304	0.730539801770417
Region170	chr2L	1419528	1420754	.	1227	Gd7	Down	-0.469430449690286	0.368919215253462	0.367715759831193	0.110509164877641
Region171	chr2L	1421442	1422475	.	1034	Toll9	Up	0.512315658540573	0.0115754027038245	-1.97128768524925	2.11773892192789
Region172	chr2L	1425865	1426627	.	763	Toll9	Up	-1.42420331446813	1.45685767495991	-0.48842489119069	2.62217331534466
Region173	chr2L	1429508	1429999	.	492	Toll9	Up	0.208719451506116	-0.21478750784694	-1.22583240709491	1.46545661014322
Region174	chr2L	1432267	1432756	.	490	Gd7	Up	1.71767627822626	0.671115495680109	-1.45248526053124	-0.25182341311395
Region175	chr2L	1435721	1436111	.	391	Toll9	Up	-1.30540794715173	0.953582778495646	0.217502349140254	1.45508574255873
Region176	chr2L	1449932	1450149	.	218	Gd7	Up	1.03823622199788	-0.660154101435447	-1.00167214619699	0.0241890846950288
Region177	chr2L	1461859	1462731	.	873	Toll10b	Up	-1.77570761160213	2.33799549608778	2.38684288320174	-1.00183458696612
Region178	chr2L	1463216	1463874	.	659	Toll10b	Down	0.919190719331978	1.39895274930798	-2.02973561412534	1.65088959226238
Region179	chr2L	1478777	1479061	.	285	Time	Down	0.550831438456801	-0.821190726080312	-0.653376098122813	0.186690265927822
Region180	chr2L	1485782	1486395	.	614	Toll9	Up	-1.49113704789929	-0.901848447135072	0.186552849951793	1.7503551940271
Region181	chr2L	1502598	1503003	.	406	Gd7	Down	-0.295119116288089	0.0234782384849323	0.17958226887084	0.143028976868761
Region182	chr2L	1508177	1508661	.	485	Time	Down	0.939545007326569	-1.52520206271618	-0.732363011694831	-0.226318205775796
Region183	chr2L	1508904	1509262	.	359	Gd7	Up	1.65489055378295	-0.734980171344405	-1.59885855614299	0.0417626233277593
Region184	chr2L	1510180	1511287	.	1108	Toll10b	Down	0.433688998473205	-0.280369298395951	-1.33001012240696	1.30977893807618
Region185	chr2L	1517079	1517344	.	266	Time	Down	0.0909706970227782	-2.16923859662088	-0.578423299983167	0.701655972072934
Region186	chr2L	1517660	1518466	.	807	Time	Down	0.529973380243366	-2.33878372122474	-1.82710774174496	1.88830240093369
Region187	chr2L	1525084	1525528	.	445	Time	Down	0.51815808685368	-2.40160997974278	-0.424549558959306	-0.0953701921892349
Region188	chr2L	1556712	1557004	.	293	Time	Up	-0.915105665576231	1.98661902645604	-0.40531398814538	1.81527518760963
Region189	chr2L	1610928	1611546	.	619	Time	Up	0.0538804485367908	0.949154678815305	-0.159084351795954	0.153951528549082
Region190	chr2L	1613900	1614430	.	531	Time	Up	-0.0367286942583306	0.659447495271945	0.418669621696134	-0.547239070488136
Region191	chr2L	1648855	1649117	.	263	Toll9	Down	-0.100321595164479	-0.247743134939272	0.768828604687458	-0.960475464202797
Region192	chr2L	1651096	1651393	.	298	Toll9	Down	-0.275869232166684	-0.429713572468255	0.94445923022469	-0.973498004921549
Region193	chr2L	1663092	1663473	.	382	Toll10b	Up	-0.615890669102534	0.176692446149611	1.26444170204411	-0.969922561804235
Region194	chr2L	1669625	1670035	.	411	Time	Down	0.223087917883202	-0.859746405374386	-0.154529046266516	-0.0813466327122999
Region195	chr2L	1679113	1679464	.	352	Toll9	Down	1.03532990733366	-0.524809777281635	-0.0595370245219332	-1.31509787599257
Region196	chr2L	1679686	1680314	.	629	Gd7	Up	2.39228099263578	-1.4147408902691	-1.69131807754111	-0.823521178903542
Region197	chr2L	1710092	1710733	.	642	Time	Up	-0.223684966396604	0.497460420358677	0.142927355122949	0.0986946801508133
Region198	chr2L	1715577	1716068	.	492	Time	Up	0.27426678369127	0.79039279197335	-0.279495631202953	0.027615757701045
Region199	chr2L	1723682	1723924	.	243	Gd7	Up	2.04818036322535	1.36840560886248	-1.35763941441889	-0.833956697516102
Region200	chr2L	1724146	1724558	.	413	Gd7	Up	1.04378635857919	0.645587732756958	-0.759090386161205	-0.32916849190285
Region201	chr2L	1728742	1728975	.	234	Time	Up	0.0716430258419643	0.585880240920602	0.196459601146025	-0.376971780522768
Region202	chr2L	1729768	1730062	.	295	Gd7	Up	0.511373149955388	-0.39945890825341	-0.221189725012707	-0.376128872711691
Region203	chr2L	1732241	1732525	.	285	Time	Up	-0.0429097889517614	0.83239009132629	0.193352423002302	-0.217642665043704
Region204	chr2L	1737294	1737604	.	311	Toll10b	Up	-0.333757631865054	0.822795044968601	1.02920525201569	-1.01604462285934
Region205	chr2L	1751752	1752283	.	532	Toll10b	Up	-0.186531125311769	0.445012340744923	0.507578905674064	-0.471434484628609
Region206	chr2L	1758990	1759322	.	333	Time	Down	0.734658930952857	-1.16150358694712	-0.229198843844673	-0.666638828615327
Region207	chr2L	1805750	1806138	.	389	Toll10b	Up	-0.504852873903462	-0.593762139942087	0.80181369974023	-0.460492650205018
Region208	chr2L	1884348	1885462	.	1115	Time	Up	-0.0201870238053174	1.04327447991709	-0.160718337956663	0.256435711774716
Region209	chr2L	1886347	1887109	.	763	Toll10b	Down	1.53537295091671	0.871003982442669	-3.00409155048572	2.20683805021027
Region210	chr2L	1909758	1910157	.	400	Gd7	Up	1.75636710958569	1.01459639030603	-1.43354063668972	-0.331151090141596
Region211	chr2L	1954393	1955192	.	800	Time	Up	-0.311303507957192	0.637017413304183	-0.0659595503098404	0.514986474777471
Region212	chr2L	1958057	1958770	.	714	Time	Down	1.2594333457371	-2.16135639440562	-1.57444475173962	0.541695636137547
Region213	chr2L	1960969	1961261	.	293	Toll10b	Down	0.95148023329952	-1.188374633693	-1.37277432101118	0.670587396730128
Region214	chr2L	1970323	1970991	.	669	Time	Up	-0.513403972962416	1.58618974093057	0.189959583991452	0.423400271154466
Region215	chr2L	1972532	1973126	.	595	Gd7	Down	-0.912938276690323	0.0728000884092228	0.653414423454032	0.302898635319953
Region216	chr2L	1973918	1974424	.	507	Time	Up	-0.157932495164446	0.48031162383231	0.331413451938135	-0.258943898033016
Region217	chr2L	1980476	1980976	.	501	Time	Up	0.0332276872110556	0.844168068753476	-0.111025827198512	0.113360548595239
Region218	chr2L	1982146	1982453	.	308	Time	Up	-0.11972857531213	0.898246880010239	0.262754278956268	-0.212715055041981
Region219	chr2L	2009649	2010079	.	431	Toll10b	Down	0.188404746112324	0.201321105114388	-0.56075467807553	0.544714498055612
Region220	chr2L	2013757	2014279	.	523	Toll9	Up	0.0436423152598916	-0.58556824771706	-1.41105158762002	1.95274504019634
Region221	chr2L	2037453	2038556	.	1104	Time	Up	-0.14349460827183	0.367747379605829	0.142737017033628	-0.0094679466186366
Region222	chr2L	2045189	2045624	.	436	Time	Up	0.171131473533876	0.29343723895185	-0.2311675088703	0.0981739200004642
Region223	chr2L	2100515	2100713	.	199	Toll10b	Up	-0.595640887252846	0.860146833714143	1.33001274201245	-1.09079013221418
Region224	chr2L	2130235	2130650	.	416	Time	Up	-0.349506725974382	2.04477400233064	1.14524157071257	-1.16018339094341
Region225	chr2L	2144730	2145308	.	579	Time	Up	0.0431943406179695	0.29314512382283	-0.161101213594736	0.171276834310178
Region226	chr2L	2146851	2147766	.	916	Toll9	Up	-0.140107956217267	-0.050740572493008	-0.0422365483977181	0.24967232679789
Region227	chr2L	2151692	2152076	.	385	Time	Up	-0.370693244464922	0.546436713137898	0.249823959718876	0.145076185024863
Region228	chr2L	2161046	2162007	.	962	Time	Up	0.0418270654874763	1.02044948177228	-0.231302015451312	0.273212064148449
Region229	chr2L	2162298	2164218	.	1921	Time	Up	-0.17899958246707	1.27109598233014	0.315841689629044	-0.208255919819608
Region230	chr2L	2164421	2165493	.	1073	Time	Up	-0.0558469147821911	0.746356047968262	-0.128042996759873	0.258069530597012
Region231	chr2L	2172213	2172892	.	680	Toll9	Up	0.480878699906196	-0.915472457002336	-2.3054625367698	2.63668656557696
Region232	chr2L	2175334	2175820	.	487	Toll10b	Down	0.92676312942953	1.32507987303777	-1.39482298669779	0.735445177604914
Region233	chr2L	2178060	2178950	.	891	Time	Up	0.110811500679951	0.317876100288103	0.0200207457419455	-0.178384022948836
Region234	chr2L	2181426	2182501	.	1076	Time	Up	0.478684693041415	2.49341650746279	-0.583644914066366	0.184830779372547
Region235	chr2L	2182760	2183435	.	676	Time	Up	0.287704218545549	3.0639142943215	-0.716244375735712	0.632125131798907
Region236	chr2L	2192054	2192576	.	523	Time	Up	-0.222323652735495	0.568133641619385	0.236433959482406	-0.0364599387154812
Region237	chr2L	2196487	2197502	.	1016	Time	Up	-0.214285635971237	1.90051648623976	0.278435734102001	-0.107211596838589
Region238	chr2L	2200219	2200575	.	357	Time	Up	-0.6091054666194	2.45783208695686	1.01572072641816	-0.624492145350461
Region239	chr2L	2201978	2202964	.	987	Time	Up	-0.48961666979831	1.31437839036613	0.109609513993989	0.505791266001723
Region240	chr2L	2215893	2216376	.	484	Time	Up	0.216171340272796	0.350361943753752	-0.17597297277309	-0.0414210411602858
Region241	chr2L	2217098	2217611	.	514	Toll10b	Up	-0.249697408861263	0.258897739640501	0.277897479234472	-0.0585601374249723
Region242	chr2L	2221837	2222141	.	305	Gd7	Up	0.846400489166708	-0.54751792958098	-0.617305017250285	-0.264407497266621
Region243	chr2L	2226533	2227135	.	603	Time	Up	0.14098206675875	0.595800627792674	-0.293137431180628	0.227293666146973
Region244	chr2L	2236663	2237084	.	422	Time	Up	0.0937162650119633	0.815423085803542	0.0736626162425277	-0.231745779689633
Region245	chr2L	2364175	2365859	.	1685	Time	Up	-0.223098160842605	1.36658280682579	0.123408601020845	0.125729392887366
Region246	chr2L	2374508	2374814	.	307	Time	Up	-0.167276751686476	0.519783560685109	0.401510284805351	-0.346246685395189
Region247	chr2L	2375704	2376498	.	795	Time	Up	-0.169949569031507	0.624269470771869	0.105448813633462	0.0794670264357868
Region248	chr2L	2380612	2381419	.	808	Toll9	Up	0.0003744598517569	0.315800740041047	-0.499647539815116	0.711849029795729
Region249	chr2L	2447939	2448844	.	906	Gd7	Up	3.19734065547635	1.062240615892	-1.90657803859893	-1.60522928238185
Region250	chr2L	2449494	2450213	.	720	Gd7	Up	2.50042936777556	1.18805656804059	-2.35236202481453	-0.0272994303015373
Region251	chr2L	2450770	2451549	.	780	Toll10b	Down	0.974288105993955	0.0576741489000314	-1.00735432186731	0.118761367133509
Region252	chr2L	2454249	2455929	.	1681	Toll10b	Down	1.03986947859894	-0.509354794485651	-1.16884813026635	0.260326019976316
Region253	chr2L	2456350	2458314	.	1965	Time	Down	2.22973286468078	-3.20040467006755	-2.35489534961102	0.342350182481149
Region254	chr2L	2460885	2462662	.	1778	Gd7	Up	3.94504084160436	1.27349860400895	-3.65279287362407	-0.126668969981431
Region255	chr2L	2492458	2493468	.	1011	Time	Up	-0.238798938897283	0.483115337899907	-0.0496804614812204	0.393735907085114
Region256	chr2L	2493904	2494103	.	200	Toll9	Up	0.131953405499314	-0.547648073142093	-0.904447971100695	1.11105736601125
Region257	chr2L	2574865	2575205	.	341	Toll9	Up	-0.102996433970485	0.152343668407145	-0.433396344983988	0.757172542950318
Region258	chr2L	2575641	2576987	.	1347	Toll9	Up	-0.145053253811012	-0.961440402009535	-0.706182337046748	1.20295737633491
Region259	chr2L	2577620	2579055	.	1436	Time	Down	0.010007501855782	-3.32649663064028	-0.627629103208266	0.881288492471763
Region260	chr2L	2579324	2579662	.	339	Time	Down	-0.176688364258834	-1.06866857832022	0.0567951739284096	0.157945536551815
Region261	chr2L	2580230	2580606	.	377	Gd7	Down	-0.466647407459468	0.268912906907947	0.391519587973575	0.072808421429869
Region262	chr2L	2585018	2585653	.	636	Time	Up	-0.471462606826365	0.865510612461395	0.427980270927538	0.027336998905183
Region263	chr2L	2739888	2740130	.	243	Time	Up	-0.305353561169723	0.625478850313963	0.251841877172527	0.0538464057392443
Region264	chr2L	2748378	2748912	.	535	Time	Up	-0.236986522104623	0.490236026977157	0.0717970874318862	0.218092686467063
Region265	chr2L	2749357	2751599	.	2243	Toll9	Up	0.0915292049515146	0.00193777137600548	-0.504853279734619	0.596010815425424
Region266	chr2L	2752129	2754631	.	2503	Gd7	Down	-0.753386033286621	0.45265109718758	0.66654684984112	0.0684278054493601
Region267	chr2L	2754966	2756238	.	1273	Gd7	Down	-0.633290945008331	0.400954876678788	0.59897878506453	0.00236719522315913
Region268	chr2L	2757418	2757651	.	234	Gd7	Down	-0.778743814189275	0.0409678270818757	0.437787352989264	0.428862806453397
Region269	chr2L	2757944	2758226	.	283	Toll9	Up	-0.825553927560774	0.334160898375145	0.0698374967899775	1.01675170034764
Region270	chr2L	2758461	2760175	.	1715	Time	Down	-0.268371159005818	-0.295668553084965	0.0798648905232403	0.24902883028673
Region271	chr2L	2766073	2766616	.	544	Time	Up	-0.304872967538054	0.426438015233715	0.281477781288782	0.0109441676097724
Region272	chr2L	2767366	2768176	.	811	Toll10b	Up	-0.418761104795833	0.0574505961615226	0.514886956368893	-0.167830593543204
Region273	chr2L	2769461	2770533	.	1073	Time	Down	-0.177248971875122	-0.259782441583042	0.181731910299203	-0.0194206810374317
Region274	chr2L	2798873	2799196	.	324	Toll10b	Up	-0.444100543301347	-0.676264358187564	1.27303283222004	-1.21446694905231
Region275	chr2L	2814805	2815303	.	499	Time	Down	1.38749699343919	-3.26263032692958	-0.93305653637845	-0.545910268161686
Region276	chr2L	2855608	2856395	.	788	Time	Up	-0.307240527681322	0.851335797296101	0.286580695217817	0.00687029506570011
