geneID	SYMBOL	VTID	kmeans_UMAP	stage	Annotation
FBgn0015609	CadN	VT9084	4	stg11_12	ventral_nerve_cord_primordium_subset
FBgn0015609	CadN	VT9084	4	stg13_14	ventral_nerve_cord_subset
FBgn0015609	CadN	VT9084	4	stg13_14	brain_subset
FBgn0015609	CadN	VT9084	4	stg15_16	NA
FBgn0039288	CG13653	VT47164	7	stg4_6	NA
FBgn0039288	CG13653	VT47164	7	stg7_8	NA
FBgn0039288	CG13653	VT47164	7	stg9_10	NA
FBgn0039288	CG13653	VT47164	7	stg11_12	brain_primordium_subset
FBgn0039288	CG13653	VT47164	7	stg11_12	ventral_nerve_cord_primordium_subset
FBgn0039288	CG13653	VT47164	7	stg13_14	brain_broad
FBgn0039288	CG13653	VT47164	7	stg13_14	ventral_nerve_cord_broad
FBgn0039288	CG13653	VT47164	7	stg15_16	brain_broad
FBgn0039288	CG13653	VT47164	7	stg15_16	ventral_nerve_cord_broad
FBgn0039288	CG13653	VT47165	7	stg4_6	NA
FBgn0039288	CG13653	VT47165	7	stg7_8	NA
FBgn0039288	CG13653	VT47165	7	stg9_10	ventral_nerve_cord_anlage_subset
FBgn0039288	CG13653	VT47165	7	stg11_12	brain_primordium_subset
FBgn0039288	CG13653	VT47165	7	stg11_12	ventral_nerve_cord_primordium_subset
FBgn0039288	CG13653	VT47165	7	stg13_14	ventral_nerve_cord_subset
FBgn0039288	CG13653	VT47165	7	stg13_14	brain_subset
FBgn0039288	CG13653	VT47165	7	stg15_16	ventral_nerve_cord_subset
FBgn0039288	CG13653	VT47165	7	stg15_16	brain_subset
FBgn0039288	CG13653	VT47166	7	stg4_6	anterior_endoderm_AISN
FBgn0039288	CG13653	VT47166	7	stg7_8	NA
FBgn0039288	CG13653	VT47166	7	stg9_10	NA
FBgn0039288	CG13653	VT47166	7	stg11_12	NA
FBgn0039288	CG13653	VT47166	7	stg13_14	NA
FBgn0039288	CG13653	VT47166	7	stg15_16	NA
FBgn0039288	CG13653	VT47167	7	stg4_6	dorsal_ectoderm_AISN_subset
FBgn0039288	CG13653	VT47167	7	stg4_6	procephalic_ectoderm_AISN
FBgn0039288	CG13653	VT47167	7	stg4_6	trunk_mesoderm_AISN_broad
FBgn0039288	CG13653	VT47167	7	stg4_6	head_mesoderm_AISN
FBgn0039288	CG13653	VT47167	7	stg4_6	ventral_ectoderm_AISN
FBgn0039288	CG13653	VT47167	7	stg4_6	apically_cleared
FBgn0039288	CG13653	VT47167	7	stg7_8	ventral_ectoderm_anlage
FBgn0039288	CG13653	VT47167	7	stg7_8	ubiquitous
FBgn0039288	CG13653	VT47167	7	stg7_8	posterior_endoderm_anlage
FBgn0039288	CG13653	VT47167	7	stg7_8	dorsal_ectoderm_anlage_broad
FBgn0039288	CG13653	VT47167	7	stg7_8	trunk_mesoderm_anlage_broad
FBgn0039288	CG13653	VT47167	7	stg9_10	ventral_ectoderm_anlage
FBgn0039288	CG13653	VT47167	7	stg9_10	hindgut_anlage
FBgn0039288	CG13653	VT47167	7	stg11_12	brain_primordium_subset
FBgn0039288	CG13653	VT47167	7	stg11_12	hindgut_proper_primordium
FBgn0039288	CG13653	VT47167	7	stg13_14	brain_subset
FBgn0039288	CG13653	VT47167	7	stg15_16	NA
FBgn0039288	CG13653	VT47168	7	stg4_6	NA
FBgn0039288	CG13653	VT47168	7	stg7_8	posterior_endoderm_anlage
FBgn0039288	CG13653	VT47168	7	stg9_10	NA
FBgn0039288	CG13653	VT47168	7	stg11_12	brain_primordium_subset
FBgn0039288	CG13653	VT47168	7	stg11_12	ventral_nerve_cord_primordium_subset
FBgn0039288	CG13653	VT47168	7	stg13_14	ventral_nerve_cord_subset
FBgn0039288	CG13653	VT47168	7	stg13_14	brain_subset
FBgn0039288	CG13653	VT47168	7	stg15_16	ventral_nerve_cord_subset
FBgn0039288	CG13653	VT47168	7	stg15_16	brain_subset
FBgn0039288	CG13653	VT47169	7	stg4_6	NA
FBgn0039288	CG13653	VT47169	7	stg7_8	NA
FBgn0039288	CG13653	VT47169	7	stg9_10	NA
FBgn0039288	CG13653	VT47169	7	stg11_12	NA
FBgn0039288	CG13653	VT47169	7	stg13_14	NA
FBgn0039288	CG13653	VT47169	7	stg15_16	NA
FBgn0039288	CG13653	VT47170	7	stg4_6	NA
FBgn0039288	CG13653	VT47170	7	stg7_8	NA
FBgn0039288	CG13653	VT47170	7	stg9_10	NA
FBgn0039288	CG13653	VT47170	7	stg11_12	NA
FBgn0039288	CG13653	VT47170	7	stg13_14	NA
FBgn0039288	CG13653	VT47170	7	stg15_16	NA
FBgn0039288	CG13653	VT47171	7	stg4_6	procephalic_ectoderm_AISN
FBgn0039288	CG13653	VT47171	7	stg7_8	procephalic_ectoderm_anlage
FBgn0039288	CG13653	VT47171	7	stg9_10	brain_anlage_subset
FBgn0039288	CG13653	VT47171	7	stg11_12	head_subset
FBgn0039288	CG13653	VT47171	7	stg13_14	NA
FBgn0039288	CG13653	VT47171	7	stg15_16	NA
FBgn0039288	CG13653	VT47172	7	stg4_6	procephalic_ectoderm_AISN
FBgn0039288	CG13653	VT47172	7	stg4_6	trunk_mesoderm_AISN_broad
FBgn0039288	CG13653	VT47172	7	stg4_6	anterior
FBgn0039288	CG13653	VT47172	7	stg7_8	procephalic_ectoderm_anlage
FBgn0039288	CG13653	VT47172	7	stg7_8	head_mesoderm_anlage
FBgn0039288	CG13653	VT47172	7	stg7_8	trunk_mesoderm_anlage_broad
FBgn0039288	CG13653	VT47172	7	stg9_10	brain_anlage_broad
FBgn0039288	CG13653	VT47172	7	stg9_10	ventral_nerve_cord_anlage_broad
FBgn0039288	CG13653	VT47172	7	stg11_12	head_subset
FBgn0039288	CG13653	VT47172	7	stg11_12	brain_primordium_broad
FBgn0039288	CG13653	VT47172	7	stg11_12	ventral_nerve_cord_primordium_broad
FBgn0039288	CG13653	VT47172	7	stg13_14	brain_broad
FBgn0039288	CG13653	VT47172	7	stg13_14	ventral_nerve_cord_broad
FBgn0039288	CG13653	VT47172	7	stg15_16	brain_broad
FBgn0039288	CG13653	VT47172	7	stg15_16	ventral_nerve_cord_broad
FBgn0039288	CG13653	VT47173	7	stg4_6	dorsal_ectoderm_AISN_subset
FBgn0039288	CG13653	VT47173	7	stg4_6	A-P_semi-stripes_dorsal
FBgn0039288	CG13653	VT47173	7	stg4_6	ventral_ectoderm_AISN
FBgn0039288	CG13653	VT47173	7	stg4_6	trunk_mesoderm_AISN_subset
FBgn0039288	CG13653	VT47173	7	stg7_8	ventral_ectoderm_anlage
FBgn0039288	CG13653	VT47173	7	stg7_8	posterior_endoderm_anlage
FBgn0039288	CG13653	VT47173	7	stg7_8	procephalic_ectoderm_anlage
FBgn0039288	CG13653	VT47173	7	stg9_10	brain_anlage_subset
FBgn0039288	CG13653	VT47173	7	stg9_10	ventral_nerve_cord_anlage_subset
FBgn0039288	CG13653	VT47173	7	stg11_12	brain_primordium_subset
FBgn0039288	CG13653	VT47173	7	stg11_12	ventral_nerve_cord_primordium_subset
FBgn0039288	CG13653	VT47173	7	stg13_14	ventral_nerve_cord_subset
FBgn0039288	CG13653	VT47173	7	stg13_14	brain_subset
FBgn0039288	CG13653	VT47173	7	stg15_16	brain_broad
FBgn0039288	CG13653	VT47173	7	stg15_16	ventral_nerve_cord_broad
FBgn0039288	CG13653	VT47173	7	stg15_16	brain_subset
FBgn0039288	CG13653	VT47174	7	stg4_6	NA
FBgn0039288	CG13653	VT47174	7	stg7_8	NA
FBgn0039288	CG13653	VT47174	7	stg9_10	NA
FBgn0039288	CG13653	VT47174	7	stg11_12	NA
FBgn0039288	CG13653	VT47174	7	stg13_14	NA
FBgn0039288	CG13653	VT47174	7	stg15_16	NA
FBgn0031645	CG3036	VT2489	6	stg4_6	NA
FBgn0031645	CG3036	VT2489	6	stg7_8	NA
FBgn0031645	CG3036	VT2489	6	stg9_10	NA
FBgn0031645	CG3036	VT2489	6	stg11_12	NA
FBgn0031645	CG3036	VT2489	6	stg13_14	lateral_epidermis_subset
FBgn0031645	CG3036	VT2489	6	stg15_16	NA
FBgn0031645	CG3036	VT2490	6	stg4_6	NA
FBgn0031645	CG3036	VT2490	6	stg7_8	amnioserosa_anlage
FBgn0031645	CG3036	VT2490	6	stg7_8	head_mesoderm_anlage
FBgn0031645	CG3036	VT2490	6	stg7_8	dorsal_ectoderm_anlage_subset
FBgn0031645	CG3036	VT2490	6	stg9_10	head_mesoderm_anlage
FBgn0031645	CG3036	VT2490	6	stg11_12	NA
FBgn0031645	CG3036	VT2490	6	stg13_14	NA
FBgn0031645	CG3036	VT2490	6	stg15_16	NA
FBgn0263930	dally	VT27767	1	stg4_6	dorsal_ectoderm_AISN_subset
FBgn0263930	dally	VT27767	1	stg4_6	A-P_semi-stripes_dorsal
FBgn0263930	dally	VT27767	1	stg7_8	posterior_endoderm_anlage
FBgn0263930	dally	VT27767	1	stg9_10	posterior_endoderm_anlage
FBgn0263930	dally	VT27767	1	stg9_10	anterior_midgut_anlage
FBgn0263930	dally	VT27767	1	stg9_10	posterior_midgut_anlage
FBgn0263930	dally	VT27767	1	stg9_10	trunk_mesoderm_anlage
FBgn0263930	dally	VT27767	1	stg9_10	malpighian_tubule_anlage
FBgn0263930	dally	VT27767	1	stg11_12	anterior_midgut_primordium
FBgn0263930	dally	VT27767	1	stg11_12	malpighian_tubule_primordium
FBgn0263930	dally	VT27767	1	stg11_12	posterior_midgut_primordium
FBgn0263930	dally	VT27767	1	stg11_12	foregut_primordium
FBgn0263930	dally	VT27767	1	stg11_12	trunk_mesoderm_primordium
FBgn0263930	dally	VT27767	1	stg13_14	epipharynx
FBgn0263930	dally	VT27767	1	stg13_14	midgut_broad
FBgn0263930	dally	VT27767	1	stg13_14	malpighian_tubule
FBgn0263930	dally	VT27767	1	stg13_14	clypeolabrum
FBgn0263930	dally	VT27767	1	stg13_14	visceral_muscle_broad
FBgn0263930	dally	VT27767	1	stg15_16	midgut_broad
FBgn0263930	dally	VT27767	1	stg15_16	salivary_gland
FBgn0263930	dally	VT27767	1	stg15_16	malpighian_tubule
FBgn0263930	dally	VT27767	1	stg15_16	visceral_muscle_broad
FBgn0263930	dally	VT27799	1	stg4_6	NA
FBgn0263930	dally	VT27799	1	stg7_8	NA
FBgn0263930	dally	VT27799	1	stg9_10	NA
FBgn0263930	dally	VT27799	1	stg11_12	NA
FBgn0263930	dally	VT27799	1	stg13_14	NA
FBgn0263930	dally	VT27799	1	stg15_16	NA
FBgn0000157	Dll	VT22063	5	stg4_6	dorsal_ectoderm_AISN_subset
FBgn0000157	Dll	VT22063	5	stg7_8	procephalic_ectoderm_anlage
FBgn0000157	Dll	VT22063	5	stg9_10	NA
FBgn0000157	Dll	VT22063	5	stg11_12	NA
FBgn0000157	Dll	VT22063	5	stg13_14	NA
FBgn0000157	Dll	VT22063	5	stg15_16	NA
FBgn0038071	Dtg	VT40610	5	stg4_6	amnioserosa_AISN
FBgn0038071	Dtg	VT40610	5	stg4_6	dorsal_ectoderm_AISN_broad
FBgn0038071	Dtg	VT40610	5	stg7_8	amnioserosa_anlage
FBgn0038071	Dtg	VT40610	5	stg9_10	amnioserosa_anlage
FBgn0038071	Dtg	VT40610	5	stg11_12	amnioserosa
FBgn0038071	Dtg	VT40610	5	stg13_14	lateral_epidermis_subset
FBgn0038071	Dtg	VT40610	5	stg13_14	epipharynx
FBgn0038071	Dtg	VT40610	5	stg13_14	amnioserosa
FBgn0038071	Dtg	VT40610	5	stg13_14	proventriculus
FBgn0038071	Dtg	VT40610	5	stg13_14	anterior_hindgut
FBgn0038071	Dtg	VT40610	5	stg15_16	pharynx
FBgn0038071	Dtg	VT40610	5	stg15_16	proventriculus
FBgn0038071	Dtg	VT40610	5	stg15_16	anterior_hindgut
FBgn0038071	Dtg	VT40610	5	stg15_16	esophagus
FBgn0038071	Dtg	VT40611	5	stg4_6	yolk
FBgn0038071	Dtg	VT40611	5	stg4_6	amnioserosa_AISN
FBgn0038071	Dtg	VT40611	5	stg4_6	dorsal_ectoderm_AISN_broad
FBgn0038071	Dtg	VT40611	5	stg4_6	A-P_semi-stripes_dorsal
FBgn0038071	Dtg	VT40611	5	stg7_8	yolk
FBgn0038071	Dtg	VT40611	5	stg7_8	dorsal_ectoderm_anlage_broad
FBgn0038071	Dtg	VT40611	5	stg7_8	amnioserosa_anlage
FBgn0038071	Dtg	VT40611	5	stg9_10	amnioserosa_anlage
FBgn0038071	Dtg	VT40611	5	stg11_12	head_subset
FBgn0038071	Dtg	VT40611	5	stg11_12	amnioserosa
FBgn0038071	Dtg	VT40611	5	stg11_12	dorsal_epidermis_primordium_broad
FBgn0038071	Dtg	VT40611	5	stg11_12	head_epidermis_dorsal_primordium_broad
FBgn0038071	Dtg	VT40611	5	stg13_14	head_subset
FBgn0038071	Dtg	VT40611	5	stg13_14	salivary_gland
FBgn0038071	Dtg	VT40611	5	stg13_14	esophagus
FBgn0038071	Dtg	VT40611	5	stg15_16	midgut_chamber
FBgn0038071	Dtg	VT40612	5	stg4_6	trunk_mesoderm_AISN_broad
FBgn0038071	Dtg	VT40612	5	stg4_6	A-P_semi-stripes_ventral
FBgn0038071	Dtg	VT40612	5	stg7_8	ventral_ectoderm_anlage
FBgn0038071	Dtg	VT40612	5	stg7_8	procephalic_ectoderm_anlage
FBgn0038071	Dtg	VT40612	5	stg7_8	trunk_mesoderm_anlage_broad
FBgn0038071	Dtg	VT40612	5	stg9_10	ventral_ectoderm_anlage
FBgn0038071	Dtg	VT40612	5	stg9_10	lateral_epidermis_anlage_broad
FBgn0038071	Dtg	VT40612	5	stg9_10	ventral_epidermis_anlage_broad
FBgn0038071	Dtg	VT40612	5	stg9_10	brain_anlage_broad
FBgn0038071	Dtg	VT40612	5	stg11_12	ventral_midline
FBgn0038071	Dtg	VT40612	5	stg11_12	ventral_epidermis_primordium_broad
FBgn0038071	Dtg	VT40612	5	stg11_12	lateral_epidermis_primordium_broad
FBgn0038071	Dtg	VT40612	5	stg11_12	head_epidermis_primordium_subset
FBgn0038071	Dtg	VT40612	5	stg13_14	head_epidermis_subset
FBgn0038071	Dtg	VT40612	5	stg13_14	trunk_epidermis_subset
FBgn0038071	Dtg	VT40612	5	stg15_16	head_subset
FBgn0038071	Dtg	VT40613	5	stg4_6	NA
FBgn0038071	Dtg	VT40613	5	stg7_8	NA
FBgn0038071	Dtg	VT40613	5	stg9_10	NA
FBgn0038071	Dtg	VT40613	5	stg11_12	NA
FBgn0038071	Dtg	VT40613	5	stg13_14	gonad
FBgn0038071	Dtg	VT40613	5	stg15_16	head_subset
FBgn0038071	Dtg	VT40613	5	stg15_16	proventriculus
FBgn0038071	Dtg	VT40613	5	stg15_16	gonad
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg4_6	procephalic_ectoderm_AISN
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg4_6	mesectoderm_anlage
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg7_8	posterior_endoderm_anlage
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg7_8	procephalic_ectoderm_anlage
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg7_8	anterior_endoderm_anlage
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg7_8	mesectoderm_anlage
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg9_10	posterior_endoderm_anlage
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg9_10	head_mesoderm_anlage
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg9_10	mesectoderm_anlage
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg9_10	trunk_mesoderm_anlage
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg11_12	trunk_mesoderm_primordium
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg11_12	somatic_muscle_primordium
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg13_14	somatic_muscle
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg15_16	head_subset
FBgn0002609	E(spl)m3-HLH	VT47619	1	stg15_16	hypopharynx
FBgn0000547	ed	VT2081	5	stg4_6	NA
FBgn0000547	ed	VT2081	5	stg7_8	NA
FBgn0000547	ed	VT2081	5	stg9_10	NA
FBgn0000547	ed	VT2081	5	stg11_12	visceral_muscle_primordium_subset
FBgn0000547	ed	VT2081	5	stg13_14	NA
FBgn0000547	ed	VT2081	5	stg15_16	brain_subset
FBgn0000547	ed	VT2083	5	stg4_6	NA
FBgn0000547	ed	VT2083	5	stg7_8	NA
FBgn0000547	ed	VT2083	5	stg9_10	tracheal_system_anlage
FBgn0000547	ed	VT2083	5	stg9_10	ubiquitous
FBgn0000547	ed	VT2083	5	stg11_12	tracheal_system_primordium_broad
FBgn0000547	ed	VT2083	5	stg11_12	ubiquitous
FBgn0000547	ed	VT2083	5	stg11_12	clypeo-labral_primordium
FBgn0000547	ed	VT2083	5	stg13_14	epipharynx
FBgn0000547	ed	VT2083	5	stg13_14	head_epidermis_broad
FBgn0000547	ed	VT2083	5	stg13_14	trunk_epidermis_broad
FBgn0000547	ed	VT2083	5	stg13_14	tracheal_system_broad
FBgn0000547	ed	VT2083	5	stg13_14	hindgut
FBgn0000547	ed	VT2083	5	stg13_14	ubiquitous
FBgn0000547	ed	VT2083	5	stg13_14	clypeolabrum
FBgn0000547	ed	VT2083	5	stg15_16	tracheal_system_broad
FBgn0000547	ed	VT2083	5	stg15_16	ubiquitous
FBgn0000547	ed	VT2083	5	stg15_16	foregut
FBgn0029082	hbs	VT16966	5	stg4_6	NA
FBgn0029082	hbs	VT16966	5	stg7_8	NA
FBgn0029082	hbs	VT16966	5	stg9_10	NA
FBgn0029082	hbs	VT16966	5	stg11_12	telson
FBgn0029082	hbs	VT16966	5	stg13_14	trunk_epidermis_subset
FBgn0029082	hbs	VT16966	5	stg15_16	trunk_epidermis_subset
FBgn0029082	hbs	VT16967	5	stg4_6	NA
FBgn0029082	hbs	VT16967	5	stg7_8	NA
FBgn0029082	hbs	VT16967	5	stg9_10	NA
FBgn0029082	hbs	VT16967	5	stg11_12	NA
FBgn0029082	hbs	VT16967	5	stg13_14	NA
FBgn0029082	hbs	VT16967	5	stg15_16	NA
FBgn0029082	hbs	VT16968	5	stg4_6	amnioserosa_AISN
FBgn0029082	hbs	VT16968	5	stg7_8	dorsal_ectoderm_anlage_subset
FBgn0029082	hbs	VT16968	5	stg9_10	mesectoderm_anlage
FBgn0029082	hbs	VT16968	5	stg11_12	ventral_midline
FBgn0029082	hbs	VT16968	5	stg13_14	trunk_epidermis_subset
FBgn0029082	hbs	VT16968	5	stg15_16	head_subset
FBgn0029082	hbs	VT16968	5	stg15_16	lateral_epidermis_subset
FBgn0029082	hbs	VT16968	5	stg15_16	head_epidermis_subset
FBgn0002561	l(1)sc	VT54820	1	stg4_6	procephalic_ectoderm_AISN
FBgn0002561	l(1)sc	VT54820	1	stg7_8	procephalic_ectoderm_anlage
FBgn0002561	l(1)sc	VT54820	1	stg9_10	brain_anlage_subset
FBgn0002561	l(1)sc	VT54820	1	stg9_10	ventral_epidermis_anlage_broad
FBgn0002561	l(1)sc	VT54820	1	stg11_12	brain_primordium_subset
FBgn0002561	l(1)sc	VT54820	1	stg13_14	brain_subset
FBgn0002561	l(1)sc	VT54820	1	stg15_16	NA
FBgn0002561	l(1)sc	VT54821	1	stg4_6	NA
FBgn0002561	l(1)sc	VT54821	1	stg7_8	NA
FBgn0002561	l(1)sc	VT54821	1	stg9_10	NA
FBgn0002561	l(1)sc	VT54821	1	stg11_12	NA
FBgn0002561	l(1)sc	VT54821	1	stg13_14	trunk_epidermis_broad
FBgn0002561	l(1)sc	VT54821	1	stg15_16	NA
FBgn0284252	Letm1	VT21906	1	stg4_6	ventral_ectoderm_AISN
FBgn0284252	Letm1	VT21906	1	stg7_8	ventral_ectoderm_anlage
FBgn0284252	Letm1	VT21906	1	stg7_8	procephalic_ectoderm_anlage
FBgn0284252	Letm1	VT21906	1	stg9_10	ubiquitous
FBgn0284252	Letm1	VT21906	1	stg9_10	ventral_nerve_cord_anlage_subset
FBgn0284252	Letm1	VT21906	1	stg11_12	NA
FBgn0284252	Letm1	VT21906	1	stg13_14	head_subset
FBgn0284252	Letm1	VT21906	1	stg15_16	antenno-maxillary-labial_complex
FBgn0011656	Mef2	VT14334	4	stg4_6	NA
FBgn0011656	Mef2	VT14334	4	stg7_8	NA
FBgn0011656	Mef2	VT14334	4	stg9_10	NA
FBgn0011656	Mef2	VT14334	4	stg11_12	NA
FBgn0011656	Mef2	VT14334	4	stg13_14	NA
FBgn0011656	Mef2	VT14334	4	stg15_16	NA
FBgn0011656	Mef2	VT14335	4	stg4_6	trunk_mesoderm_AISN_broad
FBgn0011656	Mef2	VT14335	4	stg7_8	head_mesoderm_anlage
FBgn0011656	Mef2	VT14335	4	stg7_8	trunk_mesoderm_anlage_broad
FBgn0011656	Mef2	VT14335	4	stg9_10	trunk_mesoderm_anlage
FBgn0011656	Mef2	VT14335	4	stg11_12	trunk_mesoderm_primordium
FBgn0011656	Mef2	VT14335	4	stg11_12	somatic_muscle_primordium
FBgn0011656	Mef2	VT14335	4	stg11_12	longitudinal_visceral_mesoderm_primordium
FBgn0011656	Mef2	VT14335	4	stg13_14	somatic_muscle
FBgn0011656	Mef2	VT14335	4	stg15_16	NA
FBgn0011656	Mef2	VT14336	4	stg4_6	NA
FBgn0011656	Mef2	VT14336	4	stg7_8	NA
FBgn0011656	Mef2	VT14336	4	stg9_10	NA
FBgn0011656	Mef2	VT14336	4	stg11_12	trunk_mesoderm_primordium
FBgn0011656	Mef2	VT14336	4	stg13_14	somatic_muscle
FBgn0011656	Mef2	VT14336	4	stg15_16	head_subset
FBgn0011656	Mef2	VT14337	4	stg4_6	mesoderm_AISN
FBgn0011656	Mef2	VT14337	4	stg7_8	trunk_mesoderm_anlage_broad
FBgn0011656	Mef2	VT14337	4	stg9_10	trunk_mesoderm_anlage
FBgn0011656	Mef2	VT14337	4	stg11_12	trunk_mesoderm_primordium
FBgn0011656	Mef2	VT14337	4	stg13_14	somatic_muscle
FBgn0011656	Mef2	VT14337	4	stg15_16	head_subset
FBgn0011656	Mef2	VT14338	4	stg4_6	NA
FBgn0011656	Mef2	VT14338	4	stg7_8	NA
FBgn0011656	Mef2	VT14338	4	stg9_10	trunk_mesoderm_anlage
FBgn0011656	Mef2	VT14338	4	stg11_12	trunk_mesoderm_primordium
FBgn0011656	Mef2	VT14338	4	stg13_14	somatic_muscle
FBgn0011656	Mef2	VT14338	4	stg13_14	visceral_muscle_subset
FBgn0011656	Mef2	VT14338	4	stg15_16	head_subset
FBgn0011656	Mef2	VT14338	4	stg15_16	leading_edge_cell
FBgn0011656	Mef2	VT14338	4	stg15_16	visceral_muscle_subset
FBgn0011656	Mef2	VT14350	4	stg4_6	NA
FBgn0011656	Mef2	VT14350	4	stg7_8	NA
FBgn0011656	Mef2	VT14350	4	stg9_10	NA
FBgn0011656	Mef2	VT14350	4	stg11_12	NA
FBgn0011656	Mef2	VT14350	4	stg13_14	NA
FBgn0011656	Mef2	VT14350	4	stg15_16	NA
FBgn0265140	Meltrin	VT41685	2	stg4_6	NA
FBgn0265140	Meltrin	VT41685	2	stg7_8	NA
FBgn0265140	Meltrin	VT41685	2	stg9_10	NA
FBgn0265140	Meltrin	VT41685	2	stg11_12	tracheal_system_primordium_broad
