Enhancer_row	Enhancer_ID	Enhancer_Chr	Enhancer_Start	Enhancer_End	Enhancer_Factor	Enhancer_Direction	enhancerID	insituID	Enhancer_Gd7	Enhancer_Toll10b	Enhancer_Toll9	Enhancer_Time	Background	Gene_row	Gene_geneID	Gene_Chr	Gene_Start	Gene_End	Gene_Strand	Gene_Direction	Gene_Factor	Gene_Gd7	Gene_Toll10b	Gene_Toll9	Gene_Time	Distance	PROseq_Classification	ATACseq_Classification	pair_score
393	Region703	chr2L	8809571	8810598	Toll9	Up	region 546	region 7416	-1.4636562282697	-6.96526261547682	9.37926740930874	-0.576924186545068	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	15895	Toll9 Up	Toll9 Up	15.2098436368972
394	Region703	chr2L	8809571	8810598	Toll9	Up	region 547	region 7415	-1.4636562282697	-6.96526261547682	9.37926740930874	-0.576924186545068	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	15895	Toll9 Up	Toll9 Up	15.2098436368972
395	Region703	chr2L	8809571	8810598	Toll9	Up	region 547	region 7416	-1.4636562282697	-6.96526261547682	9.37926740930874	-0.576924186545068	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	15895	Toll9 Up	Toll9 Up	15.2098436368972
396	Region703	chr2L	8809571	8810598	Toll9	Up	region 546	region 7415	-1.51903357017525	-6.79658724232522	9.24685099080738	-0.576924186545068	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	15895	Toll9 Up	Toll9 Up	15.0774272183958
397	Region703	chr2L	8809571	8810598	Toll9	Up	region 546	region 7416	-1.51903357017525	-6.79658724232522	9.24685099080738	-0.576924186545068	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	15895	Toll9 Up	Toll9 Up	15.0774272183958
398	Region703	chr2L	8809571	8810598	Toll9	Up	region 547	region 7415	-1.51903357017525	-6.79658724232522	9.24685099080738	-0.576924186545068	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	15895	Toll9 Up	Toll9 Up	15.0774272183958
399	Region703	chr2L	8809571	8810598	Toll9	Up	region 547	region 7416	-1.51903357017525	-6.79658724232522	9.24685099080738	-0.576924186545068	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	15895	Toll9 Up	Toll9 Up	15.0774272183958
402	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7429	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
403	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7430	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
404	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7431	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
405	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7432	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
406	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7433	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
407	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7434	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
408	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7435	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
409	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7436	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
410	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7429	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
411	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7430	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
412	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7431	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
413	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7432	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
414	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7433	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
415	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7434	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
416	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7435	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
417	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7436	-6.96546296057183	-2.15230961077987	9.90365031023014	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	15.7342265378186
418	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7429	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
419	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7430	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
420	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7431	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
421	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7432	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
422	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7433	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
423	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7434	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
424	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7435	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
425	Region710	chr2L	8841302	8842999	Toll9	Up	region 555	region 7436	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
426	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7429	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
427	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7430	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
428	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7431	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
429	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7432	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
430	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7433	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
431	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7434	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
432	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7435	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
433	Region710	chr2L	8841302	8842999	Toll9	Up	region 556	region 7436	-7.79612924695714	-3.13781624946913	11.7301109290968	-0.091408177495885	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	12525	Toll9 Up	Toll9 Up	17.5606871566852
434	Region712	chr2L	8846571	8847608	Toll9	Up	region 556	region 7438	-6.97314386939449	-2.42273368723922	9.61772021075663	-1.15927016263929	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	17794	Toll9 Up	Toll9 Up	15.4482964383451
435	Region712	chr2L	8846571	8847608	Toll9	Up	region 556	region 7439	-6.97314386939449	-2.42273368723922	9.61772021075663	-1.15927016263929	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	17794	Toll9 Up	Toll9 Up	15.4482964383451
436	Region712	chr2L	8846571	8847608	Toll9	Up	region 556	region 7440	-6.97314386939449	-2.42273368723922	9.61772021075663	-1.15927016263929	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	17794	Toll9 Up	Toll9 Up	15.4482964383451
437	Region712	chr2L	8846571	8847608	Toll9	Up	region 556	region 7438	-7.39323758342815	-1.49331642112195	8.99295176299943	-1.15927016263929	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	17794	Toll9 Up	Toll9 Up	14.8235279905879
438	Region712	chr2L	8846571	8847608	Toll9	Up	region 556	region 7439	-7.39323758342815	-1.49331642112195	8.99295176299943	-1.15927016263929	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	17794	Toll9 Up	Toll9 Up	14.8235279905879
439	Region712	chr2L	8846571	8847608	Toll9	Up	region 556	region 7440	-7.39323758342815	-1.49331642112195	8.99295176299943	-1.15927016263929	No	6351	FBgn0029123	chr2L	8826494	8828776	+	Up	Toll9	-4.53947873280454	0.252526448904753	5.83057622758844	0.49764669140349	17794	Toll9 Up	Toll9 Up	14.8235279905879
604	Region1030	chr2L	14233360	14233649	Gd7	Down	None	None	-2.31149327341628	0.296811249024299	2.09259117721085	-1.15569794731255	Yes	6695	FBgn0261563	chr2L	14263721	14327748	+	Down	Gd7	-2.61956119506513	0.809084844774125	2.45994200630765	-0.0885276312133317	30071	Gd7 Down	Gd7 Down	4.93105446848141
688	Region1251	chr2L	17748581	17749250	Toll10b	Up	region 319	region 8115	-9.65593511870203	18.6563427460655	-9.79223819273212	-2.08709198844	No	6804	FBgn0015609	chr2L	17650387	17739518	-	Up	Toll10b	-3.98277923006615	7.3390270849515	-4.59094374663521	0.534998227359193	9062	Toll10b Up	Toll10b Up	25.995369831017
689	Region1251	chr2L	17748581	17749250	Toll10b	Up	region 320	region 8115	-9.65593511870203	18.6563427460655	-9.79223819273212	-2.08709198844	No	6804	FBgn0015609	chr2L	17650387	17739518	-	Up	Toll10b	-3.98277923006615	7.3390270849515	-4.59094374663521	0.534998227359193	9062	Toll10b Up	Toll10b Up	25.995369831017
690	Region1251	chr2L	17748581	17749250	Toll10b	Up	region 319	region 8115	-9.27792205231943	18.6142311811711	-10.0913676565046	-2.08709198844	No	6804	FBgn0015609	chr2L	17650387	17739518	-	Up	Toll10b	-3.98277923006615	7.3390270849515	-4.59094374663521	0.534998227359193	9062	Toll10b Up	Toll10b Up	25.9532582661226
691	Region1251	chr2L	17748581	17749250	Toll10b	Up	region 320	region 8115	-9.27792205231943	18.6142311811711	-10.0913676565046	-2.08709198844	No	6804	FBgn0015609	chr2L	17650387	17739518	-	Up	Toll10b	-3.98277923006615	7.3390270849515	-4.59094374663521	0.534998227359193	9062	Toll10b Up	Toll10b Up	25.9532582661226
698	Region1266	chr2L	18151179	18151876	Gd7	Down	None	None	-2.01473711283777	-1.56452913447736	3.42740755956305	-1.0208245248659	Yes	6810	FBgn0032671	chr2L	18157212	18158540	-	Down	Gd7	-0.468527681635126	0.302627759773878	0.22461844955348	-0.239349738309934	5335	Gd7 Down	Gd7 Down	2.4832647944729
699	Region1266	chr2L	18151179	18151876	Gd7	Down	None	None	-1.99295937824277	-1.16582453438007	2.97514899080822	-1.0208245248659	Yes	6810	FBgn0032671	chr2L	18157212	18158540	-	Down	Gd7	-0.468527681635126	0.302627759773878	0.22461844955348	-0.239349738309934	5335	Gd7 Down	Gd7 Down	2.4614870598779
700	Region1267	chr2L	18152080	18152804	Gd7	Down	None	None	-1.4724248982658	1.25737923773669	0.37347763465016	1.15595726075925	Yes	6810	FBgn0032671	chr2L	18157212	18158540	-	Down	Gd7	-0.468527681635126	0.302627759773878	0.22461844955348	-0.239349738309934	4407	Gd7 Down	Gd7 Down	1.94095257990093
723	Region1314	chr2L	18894545	18895891	Gd7	Up	None	region 8152	16.9103092561638	-10.2203883417067	-7.69467192347741	-2.32223282242086	No	6845	FBgn0003896	chr2L	18860690	18880795	-	Up	Gd7	8.72505060842535	-5.7666369140451	-4.00422694529184	0.286585349677497	13749	Gd7 Up	Gd7 Up	25.6353598645891
724	Region1314	chr2L	18894545	18895891	Gd7	Up	None	region 8153	16.9103092561638	-10.2203883417067	-7.69467192347741	-2.32223282242086	No	6845	FBgn0003896	chr2L	18860690	18880795	-	Up	Gd7	8.72505060842535	-5.7666369140451	-4.00422694529184	0.286585349677497	13749	Gd7 Up	Gd7 Up	25.6353598645891
745	Region1341	chr2L	19160645	19160995	Toll9	Up	None	None	0.567960073490349	-2.51279410193128	2.25521355634494	0.973080366053345	No	6878	FBgn0010300	chr2L	19168146	19177520	+	Up	Toll9	-0.594386676560226	-0.349343916363755	1.28495172300371	0.0705097569255889	7150	Toll9 Up	Toll9 Up	3.54016527934865
746	Region1342	chr2L	19161225	19162015	Toll9	Up	None	None	-0.196617443509247	-0.861268636372744	1.35388869595817	0.926032543805478	Yes	6878	FBgn0010300	chr2L	19168146	19177520	+	Up	Toll9	-0.594386676560226	-0.349343916363755	1.28495172300371	0.0705097569255889	6130	Toll9 Up	Toll9 Up	2.63884041896188
765	Region1379	chr2L	19571449	19572870	Time	Up	None	None	-1.77528238729045	0.581452083615393	0.966647122467412	1.08350364955216	Yes	6903	FBgn0005672	chr2L	19568296	19568997	-	Up	Time	0.182310089139612	-0.210547161182774	0.0391421088239236	0.440351669201809	2451	Time Up	Time Up	1.52385531875397
819	Region1499	chr2L	21344326	21345061	Toll10b	Down	None	None	1.46979382566865	-3.15256213232678	1.84836556040066	0.929337099936467	Yes	6998	FBgn0032943	chr2L	21355532	21356802	+	Down	Toll10b	1.90407375408378	-3.53231835265842	2.22714519103542	0.420608497617401	10470	Toll10b Down	Toll10b Down	6.6848804849852
833	Region1600	chr2L	21843294	21844065	Time	Up	None	region 121	-2.25182816030206	1.16913013968101	1.11302201302747	1.98494880693993	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08495399015399
834	Region1600	chr2L	21843294	21844065	Time	Up	None	region 122	-2.25182816030206	1.16913013968101	1.11302201302747	1.98494880693993	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08495399015399
835	Region1600	chr2L	21843294	21844065	Time	Up	None	region 123	-2.25182816030206	1.16913013968101	1.11302201302747	1.98494880693993	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08495399015399
836	Region1600	chr2L	21843294	21844065	Time	Up	None	region 124	-2.25182816030206	1.16913013968101	1.11302201302747	1.98494880693993	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08495399015399
837	Region1600	chr2L	21843294	21844065	Time	Up	None	region 125	-2.25182816030206	1.16913013968101	1.11302201302747	1.98494880693993	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08495399015399
840	Region1603	chr2L	21851329	21851861	Time	Up	None	None	-1.63423845261202	0.447836682914711	1.33544668224983	1.56525466070603	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	15149	Time Up	Time Up	2.66525984392009
841	Region1603	chr2L	21851329	21851861	Time	Up	None	None	-1.87001069824398	0.466540867543347	1.53021841217749	1.56525466070603	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	15149	Time Up	Time Up	2.66525984392009
882	Region1744	chr2R	6195578	6196912	Toll10b	Down	region 59	None	5.56415679367464	-7.65042759899829	2.64070683490414	-2.26107924815622	No	3199	FBgn0033069	chr2R	6200917	6201830	+	Down	Toll10b	2.14263172994521	-2.17390190065018	0.0500919634969005	-1.68945679301925	4004	Toll10b Down	Toll10b Down	9.82432949964847
883	Region1744	chr2R	6195578	6196912	Toll10b	Down	region 59	None	3.4486336040335	-7.12884731417286	4.00469919520672	-2.26107924815622	No	3199	FBgn0033069	chr2R	6200917	6201830	+	Down	Toll10b	2.14263172994521	-2.17390190065018	0.0500919634969005	-1.68945679301925	4004	Toll10b Down	Toll10b Down	9.30274921482304
888	Region1757	chr2R	6459774	6460140	Toll9	Up	None	None	-3.49122868137019	-3.14402166259981	8.02823307429919	-3.28758740855073	No	3206	FBgn0086655	chr2R	6503039	6619250	+	Up	Toll9	-0.204719443700482	-0.126541352721899	0.451047135604882	0.0287485628040165	42898	Toll9 Up	Toll9 Up	8.47928020990407
918	Region1804	chr2R	6871309	6873304	Toll9	Down	None	None	0.285815090267167	2.27869841022443	-2.82331493181588	1.02978345148841	Yes	3235	FBgn0265935	chr2R	6863065	6866884	-	Down	Toll9	0.838674527923719	0.361223674645917	-1.63345259821543	0.527947061797576	4424	Toll9 Down	Toll9 Down	4.45676753003131
1174	Region2219	chr2R	11633144	11633760	Toll10b	Up	None	None	-1.27580176898877	5.68244543450459	-4.87715776342149	1.15238520989834	No	3596	FBgn0033638	chr2R	11620848	11625192	-	Up	Toll10b	-1.51834421661538	2.39586956632904	-1.20200714605954	0.590037706534742	7951	Toll10b Up	Toll10b Up	8.07831500083363
1227	Region2307	chr2R	12775674	12777789	Toll9	Up	None	None	-0.110289374486849	-6.83170557692638	7.6897402086292	-1.02299789161845	No	3695	FBgn0003326	chr2R	12780863	12800933	+	Up	Toll9	-2.09325947410345	-0.199639729250429	3.11967799693372	-0.558425480827723	3073	Toll9 Up	Toll9 Up	10.8094182055629
