Chr	Start	End	Target	Score	IM_PET
chr2L	8808825	8810825	FBgn0031957	0.963	0
chr2L	8808825	8810825	Gdi	0.972	0
chr2L	8808825	8810825	und	0.957	0
chr2L	8824896	8826896	FBgn0031957	0.966	0
chr2L	8824896	8826896	Gdi	0.97	0
chr2L	8824896	8826896	und	0.969	0
chr2L	8841226	8843226	Glyat	0.956	0
chr2L	8841226	8843226	Tg	0.957	0
chr2L	8841226	8843226	Gdi	0.956	0
chr2L	8841226	8843226	und	0.957	0
chr2L	8849084	8851084	Glyat	0.961	0
chr2L	8849084	8851084	Tg	0.96	0
chr2L	8849084	8851084	gcm	0.953	0
chr2L	8850024	8852024	Glyat	0.962	0
chr2L	8850024	8852024	Tg	0.96	0
chr2L	8850024	8852024	gcm	0.957	0
chr2L	8876250	8878250	CG7466	0.959	0
chr2L	8876250	8878250	FBgn0032126	0.977	0
chr2L	8876250	8878250	Mtpalpha	0.982	0
chr2L	8876650	8878650	CG7466	0.959	0
chr2L	8876650	8878650	FBgn0032126	0.977	0
chr2L	8876650	8878650	Mtpalpha	0.982	0
chr2L	9125198	9127198	Scgalpha	0.959	0
chr2L	9125198	9127198	FBgn0032040	0.966	0
chr2L	9125198	9127198	U26	0.979	0
chr2L	9450581	9452581	CG13097	0.958	0
chr2L	9450581	9452581	Ufd4	0.958	0
chr2L	9450581	9452581	l(2)SH0834	0.96	0
chr2L	9450581	9452581	Mdh1	0.972	0
chr2L	9992962	9994962	FBgn0032109	0.979	0
chr2L	9992962	9994962	FBgn0040496	0.981	0
chr2L	9992962	9994962	FBgn0032282	0.98	0
chr2L	10407966	10409966	gcm	0.955	0
chr2L	10407966	10409966	Bug22	0.988	0
chr2L	10407966	10409966	l(2)gd1	0.974	0
chr2L	10545329	10547329	RpS2	0.965	0
chr2L	10545329	10547329	Ip259	0.968	0
chr2L	10545329	10547329	CG6488	0.964	0
chr2L	11485592	11487592	FBgn0051861	0.979	0
chr2L	11485592	11487592	FBgn0032419	0.97	0
chr2L	11485592	11487592	FBgn0051862	0.96	0
chr2L	12613688	12615688	FBgn0259961	0.959	0
chr2L	12613688	12615688	CG43778	0.98	0
chr2L	12613688	12615688	FBgn0264301	0.981	0
chr2L	12614150	12616150	FBgn0259961	0.959	0
chr2L	12614150	12616150	CG43778	0.98	0
chr2L	12614150	12616150	FBgn0264301	0.981	0
chr2L	12893407	12895407	FBgn0051759	0.969	0
chr2L	12893407	12895407	FBgn0028513	0.984	0
chr2L	12893407	12895407	CenG1A	0.972	0
chr2L	12893962	12895962	FBgn0051759	0.969	0
chr2L	12893962	12895962	FBgn0028513	0.984	0
chr2L	12893962	12895962	CenG1A	0.974	0
chr2L	12999294	13001294	FBgn0051862	0.971	0
chr2L	12999294	13001294	FBgn0028847	0.969	0
chr2L	12999294	13001294	CG7953	0.962	0
chr2L	15686072	15688072	FBgn0051835	0.963	0
chr2L	15686072	15688072	FBgn0028947	0.931	0
chr2L	15686072	15688072	CG42266	0.963	0
chr2L	15686876	15688876	FBgn0051835	0.963	0
chr2L	15686876	15688876	FBgn0264544	0.983	0
chr2L	15686876	15688876	CG42266	0.963	0
chr2L	15721302	15723302	ck	0.981	0
chr2L	15721302	15723302	vig	0.97	0
chr2L	15721302	15723302	FBgn0020414	0.952	0
chr2L	15721865	15723865	ck	0.981	0
chr2L	15721865	15723865	vig	0.97	0
chr2L	15721865	15723865	FBgn0264545	0.99	0
chr2L	15740696	15742696	ck	0.983	0
chr2L	15740696	15742696	vig	0.978	0
chr2L	15740696	15742696	FBgn0020414	0.963	0
chr2L	16280591	16282591	BicC	0.954	0
chr2L	16280591	16282591	Syx5	0.98	0
chr2L	16280591	16282591	FBgn0051806	0.969	0
chr2L	16281188	16283188	esg	0.94	0
chr2L	16281188	16283188	BicC	0.953	0
chr2L	16281188	16283188	FBgn0051806	0.97	0
chr2L	16317094	16319094	Syx5	0.988	0
chr2L	16317094	16319094	FBgn0051806	0.966	0
chr2L	16317094	16319094	beat-IIIc	0.946	0
chr2L	16318328	16320328	FBgn0028950	0.936	0
chr2L	16318328	16320328	FBgn0051806	0.966	0
chr2L	16318328	16320328	beat-IIIc	0.948	0
chr2L	16322831	16324831	Syx5	0.962	0
chr2L	16322831	16324831	cact	0.992	0
chr2L	16322831	16324831	FBgn0051806	0.96	0
chr2L	17748937	17750937	CG12288	0.964	0
chr2L	17748937	17750937	FBgn0026150	0.965	0
chr2L	17748937	17750937	CG10348	0.965	0
chr2L	18135628	18137628	FBgn0045486	0.963	0
chr2L	18135628	18137628	FBgn0032637	0.971	0
chr2L	18135628	18137628	CG17323	0.983	0
chr2L	18136077	18138077	FBgn0045486	0.965	0
chr2L	18136077	18138077	FBgn0032637	0.971	0
chr2L	18136077	18138077	CG17323	0.983	0
chr2L	18893753	18895753	FBgn0261531	0.898	0
chr2L	18893753	18895753	ninaD	0.947	0
chr2L	18893753	18895753	FBgn0032820	0.945	0
chr2L	19064547	19066547	ninaD	0.953	0
chr2L	19064547	19066547	CG10428	0.953	0
chr2L	19064547	19066547	FBgn0032820	0.971	0
chr2L	19139063	19141063	kon	0.962	0
chr2L	19139063	19141063	brat	0.95	0
chr2L	19139063	19141063	Hf	0.915	0
chr2L	19162358	19164358	kon	0.979	0
chr2L	19162358	19164358	CG10428	0.933	0
chr2L	19162358	19164358	brat	0.96	0
chr2L	19165295	19167295	kon	0.979	0
chr2L	19165295	19167295	CG10428	0.919	0
chr2L	19165295	19167295	FBgn0032774	0.887	0
chr2L	19166102	19168102	kon	0.979	0
chr2L	19166102	19168102	CG10428	0.901	0
chr2L	19166102	19168102	FBgn0032774	0.877	0
chr2L	19322270	19324270	kon	0.959	0
chr2L	19322270	19324270	CG10348	0.916	0
chr2L	19322270	19324270	CG13082	0.943	0
chr2L	19323361	19325361	kon	0.959	0
chr2L	19323361	19325361	FBgn0032768	0.951	0
chr2L	19323361	19325361	CG13082	0.943	0
chr2L	19333297	19335297	kon	0.965	0
chr2L	19333297	19335297	tos	0.918	0
chr2L	19333297	19335297	msl-1	0.918	0
chr2L	19336873	19338873	kon	0.965	0
chr2L	19336873	19338873	tos	0.928	0
chr2L	19336873	19338873	msl-1	0.916	0
chr2L	19341135	19343135	kon	0.961	0
chr2L	19341135	19343135	tos	0.929	0
chr2L	19341135	19343135	msl-1	0.916	0
chr2L	19342522	19344522	kon	0.961	0
chr2L	19342522	19344522	tos	0.935	0
chr2L	19342522	19344522	msl-1	0.926	0
chr2L	19342699	19344699	kon	0.961	0
chr2L	19342699	19344699	tos	0.935	0
chr2L	19342699	19344699	msl-1	0.926	0
chr2L	19343666	19345666	kon	0.961	0
chr2L	19343666	19345666	tos	0.935	0
chr2L	19343666	19345666	msl-1	0.926	0
chr2L	19358392	19360392	kon	0.947	0
chr2L	19358392	19360392	Jwa	0.95	0
chr2L	19358392	19360392	l(2)37Cc	0.95	0
chr2L	19359992	19361992	CG10348	0.96	0
chr2L	19359992	19361992	CG13086	0.995	0
chr2L	19359992	19361992	FBgn0032771	0.973	0
chr2L	21628703	21630703	Hr38	0.974	0
chr2L	21628703	21630703	His3:CG33848	0.972	0
chr2L	21628703	21630703	CG17018	0.977	0
chr2L	21782068	21784068	Pomp	0.931	0
chr2L	21782068	21784068	FBgn0067311	0.931	0
chr2L	21782068	21784068	FBgn0051673	0.957	0
chr2L	21782068	21784068	FBgn0032897	0.961	0
chr2L	21828965	21830965	FBgn0032897	0.966	0
chr2L	21828965	21830965	E2f2	0.979	0
chr2L	21828965	21830965	CG9249	0.977	0
chr2L	21829254	21831254	FBgn0032897	0.966	0
chr2L	21829254	21831254	E2f2	0.979	0
chr2L	21829254	21831254	CG9249	0.977	0
chr2L	21840089	21842089	FBgn0032897	0.955	0
chr2L	21840089	21842089	E2f2	0.981	0
chr2L	21840089	21842089	CG9249	0.98	0
chr2L	21840648	21842648	FBgn0032897	0.953	0
chr2L	21840648	21842648	E2f2	0.981	0
chr2L	21840648	21842648	CG9249	0.98	0
chr2L	21841037	21843037	FBgn0032897	0.953	0
chr2L	21841037	21843037	E2f2	0.981	0
chr2L	21841037	21843037	CG9249	0.98	0
chr2L	21841569	21843569	FBgn0032897	0.953	0
chr2L	21841569	21843569	E2f2	0.981	0
chr2L	21841569	21843569	CG9249	0.98	0
chr2L	21842286	21844286	FBgn0032897	0.953	0
chr2L	21842286	21844286	E2f2	0.981	0
chr2L	21842286	21844286	CG9249	0.98	0
chr2L	21844234	21846234	FBgn0032897	0.953	0
chr2L	21844234	21846234	E2f2	0.981	0
chr2L	21844234	21846234	CG9249	0.98	0
chr2L	21845115	21847115	FBgn0032897	0.951	0
chr2L	21845115	21847115	E2f2	0.981	0
chr2L	21845115	21847115	CG9249	0.98	0
chr2L	21845547	21847547	FBgn0032897	0.951	0
chr2L	21845547	21847547	E2f2	0.981	0
chr2L	21845547	21847547	CG9249	0.98	0
chr2L	21848179	21850179	E2f2	0.981	0
chr2L	21848179	21850179	CG9249	0.98	0
chr2L	21848179	21850179	CG31624	0.952	0
chr2L	21849050	21851050	E2f2	0.981	0
chr2L	21849050	21851050	CG9249	0.98	0
chr2L	21849050	21851050	CG31624	0.952	0
chr2L	21849296	21851296	E2f2	0.981	0
chr2L	21849296	21851296	CG9249	0.98	0
chr2L	21849296	21851296	CG31624	0.952	0
chr2L	21850393	21852393	FBgn0032897	0.95	0
chr2L	21850393	21852393	E2f2	0.981	0
chr2L	21850393	21852393	CG9249	0.98	0
chr2L	21850393	21852393	CG31624	0.95	0
chr2L	21851202	21853202	FBgn0032897	0.95	0
chr2L	21851202	21853202	E2f2	0.981	0
chr2L	21851202	21853202	CG9249	0.98	0
chr2L	21851202	21853202	CG31624	0.95	0
chr2L	21854879	21856879	E2f2	0.981	0
chr2L	21854879	21856879	CG9249	0.98	0
chr2L	21854879	21856879	CG31624	0.95	0
chr2L	21854966	21856966	E2f2	0.981	0
chr2L	21854966	21856966	CG9249	0.98	0
chr2L	21854966	21856966	CG31624	0.95	0
chr2L	21875856	21877856	E2f2	0.97	0
chr2L	21875856	21877856	CG9249	0.968	0
chr2L	21875856	21877856	CG31624	0.968	0
chr2L	21877508	21879508	CG9270	0.956	0
chr2L	21877508	21879508	Acon	0.971	0
chr2L	21877508	21879508	Mcm10	0.967	0
chr2L	22147307	22149307	His1:CG33825	0.98	0
chr2L	22147307	22149307	His1:CG33825	0.978	0
chr2L	22147307	22149307	His1:CG33825	0.976	0
chr2L	22147789	22149789	His1:CG33825	0.98	0
chr2L	22147789	22149789	His1:CG33825	0.978	0
chr2L	22147789	22149789	His1:CG33825	0.976	0
chr2L	22249400	22251400	CG46314	0.974	0
chr2L	22249400	22251400	His2B:CG33884	0.97	0
chr2L	22249400	22251400	Lamp1	0.98	0
chr2L	22535079	22537079	Lamp1	0.966	0
chr2L	22535079	22537079	step	0.921	0
chr2L	22535079	22537079	Tim23	0.929	0
chr2L	22535532	22537532	FBgn0032966	0.9	0
chr2L	22535532	22537532	FBgn0040519	0.886	0
chr2L	22535532	22537532	CG10834	0.886	0
chr2L	22535931	22537931	FBgn0032966	0.902	0
chr2L	22535931	22537931	FBgn0040519	0.886	0
chr2L	22535931	22537931	CG10834	0.886	0
chr2L	22538165	22540165	FBgn0032966	0.902	0
chr2L	22538165	22540165	FBgn0040519	0.884	0
chr2L	22538165	22540165	CG10834	0.887	0
chr2L	22538348	22540348	FBgn0032966	0.902	0
chr2L	22538348	22540348	FBgn0040519	0.884	0
chr2L	22538348	22540348	CG10834	0.887	0
chr2L	22569411	22571411	Lamp1	0.937	0
chr2L	22569411	22571411	step	0.954	0
chr2L	22569411	22571411	Tim23	0.958	0
chr2L	22576412	22578412	step	0.955	0
chr2L	22576412	22578412	CG17493	0.95	0
chr2L	22576412	22578412	Tim23	0.958	0
chr2L	22576538	22578538	step	0.955	0
chr2L	22576538	22578538	CG17493	0.929	0
chr2L	22576538	22578538	Tim23	0.958	0
chr2L	22578794	22580794	step	0.957	0
chr2L	22578794	22580794	CG2528	0.89	0
chr2L	22578794	22580794	Tim23	0.962	0
chr2L	22579117	22581117	step	0.957	0
chr2L	22579117	22581117	CG2528	0.877	0
chr2L	22579117	22581117	Tim23	0.962	0
chr2L	22923556	22925556	CG2528	0.964	0
chr2L	22923556	22925556	CG3262	0.944	0
chr2L	22923556	22925556	CG12567	0.936	0
chr2L	22980795	22982795	CG31693	0.944	0
chr2L	22980795	22982795	tio	0.931	0
chr2L	22980795	22982795	CG3262	0.92	0
chr2L	22981535	22983535	CG31693	0.945	0
chr2L	22981535	22983535	tio	0.931	0
chr2L	22981535	22983535	CG3262	0.902	0
chr2L	22981740	22983740	CG31693	0.947	0
chr2L	22981740	22983740	tio	0.931	0
chr2L	22981740	22983740	CG3262	0.902	0
chr2L	23068480	23070480	CycK	0.839	0
chr2L	23068480	23070480	CG3262	0.916	0
chr2L	23068480	23070480	Tim23	0.871	0
chr2L	23163733	23165733	Clamp	0.815	0
chr2L	23163733	23165733	CG3262	0.927	0
chr2L	23163733	23165733	lt	0.852	0
chr2L	23171998	23173998	CG3262	0.944	0
chr2L	23171998	23173998	RpL21	0.829	0
chr2L	23171998	23173998	Tif-IA	0.829	0
chr2L	23173451	23175451	CG3262	0.944	0
chr2L	23173451	23175451	RpL21	0.829	0
chr2L	23173451	23175451	Tif-IA	0.829	0
chr2L	23173550	23175550	CG3262	0.944	0
chr2L	23173550	23175550	RpL21	0.829	0
chr2L	23173550	23175550	Tif-IA	0.829	0
chr2L	23311890	23313890	RpL5	0.878	0
chr2L	23311890	23313890	cta	0.864	0
chr2L	23311890	23313890	Spf45	0.853	0
chr2L	23314239	23316239	RpL5	0.878	0
chr2L	23314239	23316239	cta	0.846	0
chr2L	23314239	23316239	FBgn0063368	0.997	0
chr2L	23314806	23316806	RpL5	0.878	0
chr2L	23314806	23316806	FBgn0063368	0.939	0
chr2L	23314806	23316806	Tim23	0.95	0
chr2R	1069624	1071624	FBgn0267428	0.895	0
chr2R	1069624	1071624	FBgn0069969	0.587	0
chr2R	1069624	1071624	l(2)41Ab	0.587	0
chr2R	1070249	1072249	FBgn0267428	0.895	0
chr2R	1070249	1072249	FBgn0069969	0.61	0
chr2R	1070249	1072249	l(2)41Ab	0.572	0
chr2R	1071926	1073926	FBgn0267428	0.895	0
chr2R	1071926	1073926	FBgn0069969	0.661	0
chr2R	1071926	1073926	CG40191	0.668	0
chr2R	1214080	1216080	FBgn0069969	0.682	0
chr2R	1214080	1216080	rl	0.858	0
chr2R	1214080	1216080	CG40191	0.468	0
chr2R	1241003	1243003	FBgn0069969	0.884	0
chr2R	1241003	1243003	rl	0.857	0
chr2R	1241003	1243003	Maf1	0.523	0
chr2R	1263048	1265048	CG46302	0.57	0
chr2R	1263048	1265048	FBgn0069969	0.812	0
chr2R	1263048	1265048	rl	0.844	0
chr2R	3500906	3502906	CG41378	0.644	0
chr2R	3500906	3502906	FBgn0020908	0.343	0
chr2R	3500906	3502906	FBgn0085569	0.371	0
chr2R	4011857	4013857	Nipped-B	0.973	0
chr2R	4011857	4013857	CG17528	0.924	0
chr2R	4011857	4013857	CG14464	0.945	0
chr2R	4012576	4014576	Nipped-B	0.973	0
chr2R	4012576	4014576	CG17528	0.924	0
chr2R	4012576	4014576	CG14464	0.945	0
chr2R	4013925	4015925	Nipped-B	0.973	0
chr2R	4013925	4015925	CG17528	0.924	0
chr2R	4013925	4015925	CG14464	0.945	0
chr2R	4122937	4124937	Stlk	0.888	0
chr2R	4122937	4124937	CG17528	0.98	0
chr2R	4122937	4124937	CG14464	0.967	0
chr2R	5359249	5361249	Nipped-B	0.971	0
chr2R	5359249	5361249	FBgn0085240	0.975	0
chr2R	5359249	5361249	CG30431	0.965	0
chr2R	5362491	5364491	Nipped-B	0.972	0
chr2R	5362491	5364491	FBgn0085240	0.975	0
chr2R	5362491	5364491	CG30431	0.961	0
chr2R	5362556	5364556	Nipped-B	0.972	0
chr2R	5362556	5364556	FBgn0085240	0.975	0
chr2R	5362556	5364556	CG30431	0.961	0
chr2R	5363345	5365345	Nipped-B	0.972	0
chr2R	5363345	5365345	CG10417	0.99	0
chr2R	5363345	5365345	FBgn0085240	0.975	0
chr2R	5370870	5372870	Stlk	0.959	0
chr2R	5370870	5372870	Nipped-B	0.973	0
chr2R	5370870	5372870	FBgn0085240	0.973	0
chr2R	5414397	5416397	Stlk	0.948	0
chr2R	5414397	5416397	p120ctn	0.957	0
chr2R	5414397	5416397	Nipped-B	0.962	0
chr2R	5669253	5671253	CG17528	0.96	0
chr2R	5669253	5671253	CG14464	0.961	0
chr2R	5669253	5671253	Fmo-2	0.967	0
chr2R	5669487	5671487	CG17528	0.96	0
chr2R	5669487	5671487	CG14464	0.962	0
chr2R	5669487	5671487	Fmo-2	0.967	0
chr2R	5671591	5673591	CG17528	0.96	0
chr2R	5671591	5673591	CG14464	0.962	0
chr2R	5671591	5673591	Fmo-2	0.967	0
chr2R	5966711	5968711	Trap1	0.967	0
chr2R	5966711	5968711	CG15908	0.966	0
chr2R	5966711	5968711	Eb1	0.929	0
chr2R	5966711	5968711	Spn42De	0.929	0
chr2R	6083920	6085920	phtf	0.97	0
chr2R	6083920	6085920	Eb1	0.979	0
chr2R	6083920	6085920	CG3420	0.968	0
chr2R	6438646	6440646	CG7791	0.964	0
chr2R	6438646	6440646	Spn43Aa	0.979	0
chr2R	6438646	6440646	FBgn0033153	0.936	0
chr2R	6439463	6441463	CG7791	0.964	0
chr2R	6439463	6441463	Spn43Aa	0.979	0
chr2R	6439463	6441463	FBgn0033153	0.936	0
chr2R	6510845	6512845	FBgn0033153	0.951	0
chr2R	6510845	6512845	kappaB-Ras	0.975	0
chr2R	6510845	6512845	fa2h	0.973	0
chr2R	6512159	6514159	FBgn0033153	0.95	0
chr2R	6512159	6514159	kappaB-Ras	0.967	0
chr2R	6512159	6514159	fa2h	0.973	0
chr2R	6575480	6577480	FBgn0033153	0.971	0
chr2R	6575480	6577480	mEFTu2	0.962	0
chr2R	6575480	6577480	CG1602	0.959	0
chr2R	6577232	6579232	FBgn0033153	0.97	0
chr2R	6577232	6579232	mEFTu2	0.962	0
chr2R	6577232	6579232	CG1602	0.959	0
chr2R	6602099	6604099	FBgn0033153	0.952	0
chr2R	6602099	6604099	kappaB-Ras	0.966	0
chr2R	6602099	6604099	fa2h	0.964	0
chr2R	6636149	6638149	kappaB-Ras	0.941	0
chr2R	6636149	6638149	fa2h	0.939	0
chr2R	6636149	6638149	mEFTu2	0.944	0
chr2R	6654658	6656658	kappaB-Ras	0.926	0
chr2R	6654658	6656658	mEFTu2	0.958	0
chr2R	6654658	6656658	CG1602	0.945	0
chr2R	6655403	6657403	CG15908	0.944	0
chr2R	6655403	6657403	mEFTu2	0.958	0
chr2R	6655403	6657403	CG1602	0.945	0
chr2R	6662812	6664812	CG15908	0.981	0
chr2R	6662812	6664812	mEFTu2	0.962	0
chr2R	6662812	6664812	CG1602	0.945	0
chr2R	6672286	6674286	Dpit47	0.961	0
chr2R	6672286	6674286	Gr43a	0.971	0
chr2R	6672286	6674286	CG2065	0.95	0
chr2R	7386950	7388950	CG15908	0.954	0
chr2R	7386950	7388950	FBgn0033167	0.956	0
chr2R	7386950	7388950	CG11635	0.965	0
chr2R	7405839	7407839	phtf	0.976	0
chr2R	7405839	7407839	Eb1	0.963	0
chr2R	7405839	7407839	FBgn0033164	0.995	0
chr2R	7445636	7447636	phtf	0.978	0
chr2R	7445636	7447636	Eb1	0.983	0
chr2R	7445636	7447636	CG3420	0.971	0
chr2R	7447031	7449031	phtf	0.977	0
chr2R	7447031	7449031	Eb1	0.983	0
chr2R	7447031	7449031	CG3420	0.971	0
chr2R	7462020	7464020	phtf	0.968	0
chr2R	7462020	7464020	Eb1	0.977	0
chr2R	7462020	7464020	CG3420	0.968	0
chr2R	7462020	7464020	FBgn0033289	0.973	0
chr2R	7462503	7464503	phtf	0.969	0
chr2R	7462503	7464503	Eb1	0.977	0
chr2R	7462503	7464503	FBgn0033289	0.973	0
chr2R	7462973	7464973	phtf	0.969	0
chr2R	7462973	7464973	Eb1	0.976	0
chr2R	7462973	7464973	FBgn0033289	0.974	0
chr2R	7489347	7491347	Trap1	0.958	0
chr2R	7489347	7491347	Eb1	0.96	0
chr2R	7489347	7491347	CG3420	0.951	0
chr2R	7489855	7491855	Trap1	0.958	0
chr2R	7489855	7491855	Eb1	0.96	0
chr2R	7489855	7491855	CG3420	0.947	0
chr2R	7489855	7491855	CG11635	0.947	0
chr2R	7499617	7501617	Trap1	0.945	0
chr2R	7499617	7501617	CG11635	0.96	0
chr2R	7499617	7501617	FBgn0250827	0.946	0
chr2R	7954935	7956935	CG43647	0.975	0
chr2R	7954935	7956935	FBgn0033238	0.988	0
chr2R	7954935	7956935	Spt	0.966	0
chr2R	7954935	7956935	CG8243	0.966	0
chr2R	7955218	7957218	CG43647	0.975	0
chr2R	7955218	7957218	Spt	0.966	0
chr2R	7955218	7957218	CG8243	0.966	0
chr2R	7957437	7959437	CG43647	0.975	0
chr2R	7957437	7959437	Spt	0.966	0
chr2R	7957437	7959437	CG8243	0.966	0
chr2R	7959835	7961835	CG43647	0.975	0
chr2R	7959835	7961835	Spt	0.966	0
chr2R	7959835	7961835	CG8243	0.966	0
chr2R	7960390	7962390	CG43647	0.975	0
chr2R	7960390	7962390	Spt	0.966	0
chr2R	7960390	7962390	CG8243	0.966	0
chr2R	7971593	7973593	FBgn0015039	0.967	0
chr2R	7971593	7973593	FBgn0033322	0.968	0
chr2R	7971593	7973593	FBgn0033323	0.966	0
chr2R	7988454	7990454	FBgn0033248	0.987	0
chr2R	7988454	7990454	FBgn0033322	0.975	0
chr2R	7988454	7990454	CG8243	0.974	0
chr2R	8096859	8098859	FBgn0015039	0.965	0
chr2R	8096859	8098859	Spn43Ab	0.964	0
chr2R	8096859	8098859	Gr43a	0.978	0
chr2R	8656771	8658771	Sep5	0.97	0
chr2R	8656771	8658771	CG14763	0.966	0
chr2R	8656771	8658771	CSN4	0.982	0
chr2R	8722255	8724255	CSN4	0.931	0
chr2R	8722255	8724255	FBgn0033327	0.955	0
chr2R	8722255	8724255	CG30356	0.936	0
chr2R	8722255	8724255	Smyd4-1	0.931	0
